Doss.,Prénom Nom,genre,Col de Voza,St-Gervais,Contamines,ND la Gorge,La Balme,Bonhomme,Chapieux,Col Seigne,Lac Combal,Mt-Favre,Checrouit,Courmayeur sortie,Bertone,Bonatti,Arnouvaz,Col Ferret,La Peule,La Fouly,Champex-Lac,La Giète,Trient,Tseppes,Vallorcine,La Flégère,Chamonix,Total
54,Josh WADE,M,0.060167555217060166,0.03427265803503427,0.04950495049504951,0.01827875095201828,0.0297029702970297,0.048743335872048744,0.02284843869002285,0.06854531607006854,0.04950495049504951,0.031226199543031227,0.01827875095201828,0.02284843869002285,0.04112718964204113,0.039603960396039604,0.025894897182025894,0.03808073115003808,0.015232292460015232,0.02817974105102818,0.06930693069306931,0.06092916984006093,0.0297029702970297,0.03884234577303884,0.04722010662604722,0.08225437928408226,0.0297029702970297,0 days 21:53:00
10,Thibaut BARONIAN,M,0.05572289156626506,0.0286144578313253,0.04292168674698795,0.016566265060240965,0.0286144578313253,0.04743975903614458,0.02108433734939759,0.06626506024096386,0.03765060240963856,0.030120481927710843,0.01957831325301205,0.022590361445783132,0.04442771084337349,0.04141566265060241,0.02710843373493976,0.039909638554216864,0.01430722891566265,0.02710843373493976,0.0677710843373494,0.06551204819277108,0.030120481927710843,0.035391566265060244,0.04743975903614458,0.10391566265060241,0.038403614457831324,0 days 22:08:00
1,Katie SCHIDE,W,0.05488721804511278,0.03007518796992481,0.0406015037593985,0.017293233082706767,0.02631578947368421,0.04360902255639098,0.021052631578947368,0.06766917293233082,0.039097744360902256,0.030827067669172932,0.019548872180451128,0.022556390977443608,0.0443609022556391,0.04285714285714286,0.02857142857142857,0.04285714285714286,0.015037593984962405,0.027819548872180452,0.07293233082706767,0.06842105263157895,0.03308270676691729,0.039097744360902256,0.04736842105263158,0.08796992481203007,0.03609022556390978,0 days 22:10:00
101,Aubin FERRARI,M,0.05617147080561715,0.029563932002956393,0.04360679970436068,0.016999260901699925,0.028824833702882482,0.04582409460458241,0.021433850702143386,0.0672579453067258,0.04065040650406504,0.031781226903178125,0.019216555801921657,0.022912047302291204,0.04065040650406504,0.03991130820399113,0.026607538802660754,0.03991130820399113,0.014042867701404288,0.028824833702882482,0.0679970436067997,0.06873614190687362,0.0524759793052476,0.03547671840354767,0.04804138950480414,0.082039911308204,0.031042128603104215,0 days 22:33:00
121,Kamil LEŚNIAK,M,0.0577485380116959,0.029239766081871343,0.041666666666666664,0.015350877192982455,0.025584795321637425,0.0445906432748538,0.021929824561403508,0.06798245614035088,0.04093567251461988,0.03289473684210526,0.021198830409356724,0.024853801169590642,0.04532163742690058,0.03874269005847953,0.027046783625730993,0.04751461988304093,0.014619883040935672,0.029970760233918127,0.07529239766081872,0.06944444444444445,0.03216374269005848,0.039473684210526314,0.04093567251461988,0.08698830409356725,0.02850877192982456,0 days 22:48:00
14,Ruth CROFT,W,0.05843681519357195,0.03214024835646457,0.04747991234477721,0.017531044558071585,0.030679327976625273,0.05113221329437546,0.02337472607742878,0.07085463842220599,0.04382761139517896,0.03287070854638422,0.021183345507669833,0.02483564645726808,0.04382761139517896,0.04455807158509861,0.027757487216946677,0.04017531044558072,0.015339663988312637,0.027757487216946677,0.06501095690284879,0.06720233747260775,0.031409788166544925,0.03433162892622352,0.04309715120525932,0.07596785975164354,0.029218407596785977,0 days 22:49:00
165,Jonathan MONCANY,M,0.05805515239477504,0.030478955007256895,0.04644412191582003,0.019593613933236574,0.03265602322206096,0.05152394775036284,0.023947750362844702,0.06894049346879536,0.041364296081277216,0.030478955007256895,0.02104499274310595,0.026124818577648767,0.04426705370101597,0.04426705370101597,0.02830188679245283,0.04354136429608128,0.015239477503628448,0.027576197387518143,0.06748911465892599,0.06531204644412192,0.03265602322206096,0.033381712626995644,0.04281567489114659,0.07619738751814223,0.02830188679245283,0 days 22:58:00
46,Marianne HOGAN,W,0.05531609195402299,0.029454022988505746,0.04310344827586207,0.016522988505747127,0.03089080459770115,0.04956896551724138,0.021551724137931036,0.06824712643678162,0.03735632183908046,0.03089080459770115,0.017959770114942528,0.020833333333333332,0.04310344827586207,0.03735632183908046,0.02442528735632184,0.040229885057471264,0.013649425287356323,0.028017241379310345,0.07255747126436782,0.06968390804597702,0.033764367816091954,0.03735632183908046,0.04741379310344827,0.08979885057471264,0.040948275862068964,0 days 23:12:00
164,Juuso SIMPANEN,M,0.05531609195402299,0.028017241379310345,0.041666666666666664,0.016522988505747127,0.028017241379310345,0.04669540229885057,0.020833333333333332,0.07040229885057471,0.03807471264367816,0.031609195402298854,0.01867816091954023,0.020114942528735632,0.04310344827586207,0.041666666666666664,0.027298850574712645,0.042385057471264365,0.014367816091954023,0.027298850574712645,0.07112068965517242,0.07614942528735633,0.032327586206896554,0.041666666666666664,0.048132183908045974,0.08764367816091954,0.03089080459770115,0 days 23:12:00
152,Guillaume DENEFFE,M,0.05671213208901651,0.029432878679109833,0.04379038047379756,0.017946877243359655,0.027279253409906678,0.04379038047379756,0.022254127781765973,0.06532663316582915,0.03804737975592247,0.03230437903804738,0.01866475233309404,0.025843503230437905,0.043072505384063174,0.04379038047379756,0.027279253409906678,0.04020100502512563,0.01507537688442211,0.027279253409906678,0.07896625987078248,0.07035175879396985,0.033022254127781765,0.0366116295764537,0.04809763101220388,0.08542713567839195,0.029432878679109833,0 days 23:13:00
132,Alexis SEVENNEC,M,0.05218012866333095,0.027877055039313797,0.039313795568263046,0.015725518227305217,0.02644746247319514,0.04503216583273767,0.020729092208720514,0.06504646175839886,0.03788420300214439,0.029306647605432452,0.017155110793423873,0.0228734810578985,0.039313795568263046,0.04145818441744103,0.027162258756254467,0.04145818441744103,0.015725518227305217,0.03002144388849178,0.07719799857040743,0.07505360972122944,0.039313795568263046,0.03859899928520372,0.05218012866333095,0.08791994281629735,0.035025017869907075,0 days 23:19:00
128,Marián PRIADKA,M,0.05274411974340699,0.02851033499643621,0.042052744119743406,0.01924447612259444,0.0270848182466144,0.044191019244476125,0.023521026372059873,0.06200997861724875,0.042052744119743406,0.03278688524590164,0.021382751247327157,0.0270848182466144,0.040627227369921595,0.043478260869565216,0.026372059871703494,0.03991446899501069,0.01496792587312901,0.030648610121168925,0.08054169636493229,0.06771204561653599,0.03563791874554526,0.03207412687099073,0.05345687811831789,0.07911617961511047,0.03278688524590164,0 days 23:23:00
