Doss.,Prénom Nom,genre,Col  Voza,St-Gervais,Contamines,La Balme,Bonhomme,Chapieux,Col Seigne,Lac Combal,Mt-Favre,Checrouit ,Courmayeur,Bertone,Bonatti,Arnouvaz,Col Ferret,La Fouly,Champex,La Giète,Trient,Tseppes,Vallorcine,La Flégère,Chamonix,Total
2354,Jim PRESTON,M,0.04928282456785583,0.027951452739977935,0.04155939683707245,0.039352703199705776,0.04082383229128356,0.01986024273630011,0.059580728208900334,0.04082383229128356,0.03457153365207797,0.017285766826038985,0.03861713865391688,0.036410445016550205,0.03714600956233909,0.025744759102611255,0.035307098197866864,0.049650606840750275,0.08201544685546157,0.09047443913203383,0.032364840014711294,0.0474439132033836,0.05001838911364472,0.07245310776020596,0.03126149319602795,1 days 21:19:00
2123,Riccardo DONATI,M,0.04926470588235294,0.026838235294117645,0.039338235294117646,0.04595588235294118,0.04191176470588235,0.01948529411764706,0.06139705882352941,0.04007352941176471,0.030147058823529412,0.01911764705882353,0.040808823529411765,0.03566176470588235,0.03713235294117647,0.026838235294117645,0.039338235294117646,0.045588235294117645,0.0724264705882353,0.09154411764705882,0.03566176470588235,0.0375,0.05367647058823529,0.07720588235294118,0.03308823529411765,1 days 21:20:00
2588,Brennon LOH,M,0.04154411764705882,0.027573529411764705,0.041176470588235294,0.04411764705882353,0.039338235294117646,0.01801470588235294,0.06470588235294118,0.04044117647058824,0.033823529411764704,0.01764705882352941,0.0375,0.033823529411764704,0.036397058823529414,0.026838235294117645,0.04632352941176471,0.046691176470588236,0.07830882352941176,0.08786764705882352,0.033455882352941176,0.03897058823529412,0.05588235294117647,0.07279411764705883,0.03676470588235294,1 days 21:20:00
2336,Barry THRUNE,M,0.04852941176470588,0.028308823529411765,0.04007352941176471,0.040808823529411765,0.04154411764705882,0.02022058823529412,0.060294117647058824,0.04191176470588235,0.029411764705882353,0.02022058823529412,0.033455882352941176,0.03823529411764706,0.03897058823529412,0.027941176470588237,0.041176470588235294,0.04852941176470588,0.08161764705882353,0.08272058823529412,0.03823529411764706,0.03455882352941177,0.05183823529411765,0.07095588235294117,0.04044117647058824,1 days 21:20:00
1997,Cezar MUNOZ JOLO,M,0.04446894524072032,0.025358324145534728,0.04189636163175303,0.03858875413450937,0.04005880191106211,0.01800808526277104,0.06321205439176773,0.04189636163175303,0.029033443586916573,0.016905549430356485,0.03601617052554208,0.037486218302094816,0.0356486585814039,0.02866593164277839,0.04483645718485851,0.04704152884968762,0.08269018743109151,0.08452774715178243,0.03270856302829842,0.04961411245865491,0.05512679162072767,0.07386990077177508,0.03234105108416024,1 days 21:21:00
2440,Richard MORRIS,M,0.04704152884968762,0.0260933480338111,0.04593899301727306,0.050716648291069456,0.04042631385520029,0.021683204704152886,0.06762219772142594,0.034178610804851156,0.030871003307607496,0.019845644983461964,0.03638368246968027,0.044101433296582136,0.03858875413450937,0.02682837192208747,0.04704152884968762,0.04116133774347666,0.07754502021315693,0.09555310547592796,0.021683204704152886,0.04373392135244395,0.04005880191106211,0.07092980521866961,0.03197353914002205,1 days 21:21:00
2528,Russell WAKEFIELD,M,0.04924660051451672,0.025358324145534728,0.04630650496141125,0.05181918412348401,0.04189636163175303,0.016538037486218304,0.06725468577728776,0.03932377802278574,0.03013597941933113,0.016905549430356485,0.03381109886071297,0.04593899301727306,0.03932377802278574,0.023153252480705624,0.05145167217934583,0.044101433296582136,0.07754502021315693,0.08342521131936788,0.026460859977949284,0.04005880191106211,0.03932377802278574,0.07350238882763689,0.03711870635795663,1 days 21:21:00
2789,Patrick CHALLANDE,M,0.04851157662624035,0.02682837192208747,0.04483645718485851,0.044101433296582136,0.04226387357589122,0.019845644983461964,0.06798970966556413,0.04189636163175303,0.030871003307607496,0.01727306137449467,0.027563395810363836,0.03858875413450937,0.04116133774347666,0.025358324145534728,0.044101433296582136,0.04299889746416759,0.08416023520764425,0.09077545020213157,0.030871003307607496,0.03528114663726571,0.04373392135244395,0.07386990077177508,0.03711870635795663,1 days 21:21:00
1481,Yuk LUK,M,0.04922850844966936,0.029757531227038943,0.04775900073475386,0.0426157237325496,0.04665686994856723,0.02351212343864805,0.07053637031594416,0.03600293901542983,0.027553269654665688,0.016164584864070537,0.024981631153563555,0.03637031594415871,0.03967670830271859,0.026083761939750184,0.03710506980161646,0.0470242468772961,0.0804555473916238,0.08376193975018369,0.03857457751653196,0.03637031594415871,0.045554739162380606,0.07494489346069066,0.03930933137398971,1 days 21:22:00
2684,Markus WIPFLI,M,0.04186558942343004,0.024972456849063532,0.040763863385971356,0.05104663973558575,0.04186558942343004,0.020198310686742563,0.06683804627249357,0.037091443261109074,0.0297466030113845,0.017627616599338966,0.033786265148733015,0.0374586852735953,0.03782592728608153,0.026441424899008446,0.04149834741094381,0.04480352552331987,0.08446566287183253,0.09731913330885053,0.035622475211164156,0.040396621373485125,0.04480352552331987,0.07087770840984209,0.03268453911127433,1 days 21:23:00
1785,Tanya DONAIS,W,0.04333455747337495,0.02387073081160485,0.040763863385971356,0.050679397723099526,0.04186558942343004,0.020198310686742563,0.06683804627249357,0.037091443261109074,0.0297466030113845,0.017260374586852735,0.034153507161219246,0.037091443261109074,0.03819316929856775,0.026441424899008446,0.04149834741094381,0.04480352552331987,0.08446566287183253,0.09731913330885053,0.035622475211164156,0.040396621373485125,0.04480352552331987,0.07087770840984209,0.03268453911127433,1 days 21:23:00
2433,Pascal CAILLON,M,0.04296731546088873,0.026441424899008446,0.03929489533602644,0.0426000734484025,0.0400293793609989,0.020198310686742563,0.06390011017260375,0.040763863385971356,0.029379360998898273,0.02093279471171502,0.033786265148733015,0.033786265148733015,0.03268453911127433,0.028277634961439587,0.04406904149834741,0.04590525156077855,0.08042600073448403,0.08997429305912596,0.03158281307381564,0.04113110539845758,0.055453543885420495,0.07822254865956665,0.03819316929856775,1 days 21:23:00
1906,Fernando AUÑON CASTELLANAS,M,0.0473568281938326,0.02753303964757709,0.04001468428781204,0.046622613803230545,0.042584434654919234,0.01725403817914831,0.0697503671071953,0.037444933920704845,0.03634361233480176,0.013950073421439061,0.03120411160058737,0.037812041116005876,0.041116005873715125,0.021659324522760644,0.044787077826725405,0.039280469897209985,0.09654919236417034,0.08957415565345081,0.02643171806167401,0.04515418502202643,0.048458149779735685,0.0723201174743025,0.026798825256975037,1 days 21:24:00
1455,Pablo DÍAZ,M,0.04440366972477064,0.02348623853211009,0.03669724770642202,0.04440366972477064,0.038899082568807336,0.01577981651376147,0.060550458715596334,0.038899082568807336,0.033761467889908255,0.01651376146788991,0.03743119266055046,0.03339449541284404,0.03522935779816514,0.027889908256880733,0.04110091743119266,0.0436697247706422,0.08954128440366972,0.09137614678899082,0.031926605504587154,0.05174311926605504,0.050275229357798164,0.0744954128440367,0.03853211009174312,1 days 21:25:00
