Doss.,Prénom Nom,genre,Col  Voza,St-Gervais,Contamines,La Balme,Bonhomme,Chapieux,Col Seigne,Lac Combal,Mt-Favre,Checrouit ,Courmayeur,Bertone,Arnouvaz,Col Ferret,La Fouly,Champex,Plan l'Au,La Giète,Trient,Tseppes,Vallorcine,T.auxVents,La Flégère,Chamonix,Total
64,Thibault MARQUET,M,0.05493689680772086,0.028953229398663696,0.04305864884929473,0.04528582034149963,0.044543429844097995,0.017817371937639197,0.07126948775055679,0.041573867854491464,0.031180400890868598,0.020786933927245732,0.026726057906458798,0.047512991833704527,0.07201187824795843,0.041573867854491464,0.04602821083890126,0.06978470675575353,0.023756495916852263,0.05642167780252413,0.026726057906458798,0.03934669636228656,0.041573867854491464,0.06087602078693393,0.01855976243504083,0.02969561989606533,0 days 22:27:00
104,Alban BERSON,M,0.05637982195845697,0.031899109792284865,0.045252225519287835,0.045252225519287835,,,0.07789317507418397,0.04376854599406528,0.032640949554896145,0.020029673590504452,0.024480712166172106,0.04970326409495549,0.06899109792284866,0.04599406528189911,0.04747774480712166,0.07195845697329377,0.02225519287833828,0.04970326409495549,0.02225519287833828,0.031899109792284865,0.037091988130563795,0.05712166172106825,0.021513353115727003,0.028189910979228485,0 days 22:28:00
23,Jimmy ELAM,M,0.054532056005895356,0.029476787030213707,0.04274134119380987,0.04716285924834193,,,0.07221812822402358,0.04274134119380987,0.032424465733235076,0.021370670596904937,0.025792188651436992,0.0449521002210759,0.07221812822402358,0.04126750184229919,0.04421518054532056,0.07295504789977893,0.026529108327192335,0.05232129697862933,0.022844509948415623,0.03389830508474576,0.03610906411201179,0.0604274134119381,0.02210759027266028,0.034635224760501106,0 days 22:37:00
139,Guillaume DENEFFE,M,0.05731080088170463,0.03085966201322557,0.04481998530492285,0.0470242468772961,0.0470242468772961,0.020573108008817047,0.0668626010286554,0.04041146216017634,0.03306392358559882,0.019838354151359296,0.02718589272593681,0.045554739162380606,0.06980161645848641,0.04188096987509184,0.0440852314474651,0.07200587803085966,0.028655400440852314,0.05216752387950037,0.024246877296105803,0.03526818515797208,0.041146216017634095,0.06171932402645114,0.019838354151359296,0.028655400440852314,0 days 22:41:00
53,Jeff MOGAVERO,M,0.053206997084548104,0.028425655976676383,0.04081632653061224,0.04518950437317784,0.04518950437317784,0.01967930029154519,0.06705539358600583,0.04081632653061224,0.03134110787172012,0.02040816326530612,0.025510204081632654,0.04518950437317784,0.06851311953352769,0.043002915451895045,0.04518950437317784,0.07434402332361516,0.028425655976676383,0.0575801749271137,0.02259475218658892,0.03498542274052478,0.04008746355685131,0.0663265306122449,0.023323615160349854,0.03279883381924198,0 days 22:52:00
127,Jhon BARRERA,M,0.05963636363636363,0.030545454545454546,0.04581818181818182,0.04872727272727273,0.04654545454545454,0.01890909090909091,0.06981818181818182,0.03781818181818182,0.03127272727272727,0.01890909090909091,0.022545454545454546,0.048,0.06981818181818182,0.04509090909090909,0.04363636363636364,0.07709090909090908,0.02327272727272727,0.05090909090909091,0.022545454545454546,0.03709090909090909,0.04072727272727273,0.06109090909090909,0.019636363636363636,0.030545454545454546,0 days 22:55:00
121,Alexandre BOUCHEIX,M,0.0559593023255814,0.030523255813953487,0.042877906976744186,0.04578488372093023,0.04796511627906977,0.019622093023255814,0.06831395348837209,0.042877906976744186,0.03343023255813953,0.020348837209302327,0.023982558139534885,0.042877906976744186,0.0690406976744186,0.050872093023255814,0.047238372093023256,0.07194767441860465,0.023982558139534885,0.05377906976744186,0.02252906976744186,0.038517441860465115,0.03924418604651163,0.05813953488372093,0.021075581395348836,0.029069767441860465,0 days 22:56:00
103,Mark DARBYSHIRE,M,0.05346820809248555,0.029624277456647398,0.04046242774566474,0.04407514450867052,0.044797687861271675,0.01878612716763006,0.0708092485549133,0.04190751445086705,0.031791907514450865,0.01878612716763006,0.023121387283236993,0.046242774566473986,0.06864161849710983,0.04263005780346821,0.04190751445086705,0.06502890173410404,0.022398843930635837,0.05563583815028902,0.023121387283236993,0.03901734104046243,0.04263005780346821,0.07947976878612717,0.024566473988439308,0.03106936416184971,0 days 23:04:00
28,Guomin DENG,M,0.05054151624548736,0.026714801444043323,0.038267148014440436,0.04332129963898917,0.04404332129963899,0.018772563176895306,0.06425992779783393,0.04332129963898917,0.032490974729241874,0.019494584837545126,0.027436823104693142,0.044765342960288806,0.06714801444043321,0.044765342960288806,0.04332129963898917,0.07220216606498195,0.04043321299638989,0.05631768953068592,0.02527075812274368,0.04404332129963899,0.04043321299638989,0.061371841155234655,0.021660649819494584,0.0296028880866426,0 days 23:05:00
161,Alexandre BERAUD,M,0.05531609195402299,0.03017241379310345,0.04310344827586207,0.04525862068965517,,,0.07112068965517242,0.03879310344827586,0.032327586206896554,0.020114942528735632,0.02442528735632184,0.04741379310344827,0.07255747126436782,0.04525862068965517,0.04310344827586207,0.07183908045977011,0.02442528735632184,0.05244252873563218,0.022988505747126436,0.036637931034482756,0.039511494252873564,0.06752873563218391,0.021551724137931036,0.028735632183908046,0 days 23:12:00
65,Rod FARVARD,M,0.05535841022001419,0.029808374733853796,0.044712562100780694,0.053229240596167494,0.0454222853087296,0.018452803406671398,0.06742370475514549,0.0411639460610362,0.029808374733853796,0.0191625266146203,0.0255500354861604,0.0454222853087296,0.07806955287437899,0.04187366926898509,0.043293115684882894,0.0723917672107878,0.034066713981547196,0.05819730305180979,0.0220014194464159,0.0347764371894961,0.036905606813342796,0.056068133427963095,0.018452803406671398,0.028388928317955996,0 days 23:29:00
134,Julien CHORIER,M,0.051663128096249115,0.028308563340410473,0.04175513092710545,0.05024769992922859,0.048124557678697805,0.01910828025477707,0.07218683651804671,0.03750884642604388,0.029723991507430998,0.01910828025477707,0.02335456475583864,0.04670912951167728,0.07006369426751592,0.043170559094125975,0.043878273177636234,0.07430997876857749,0.024062278839348902,0.055909412597310686,0.024769992922859165,0.03821656050955414,0.040339702760084924,0.06440198159943383,0.02264685067232838,0.03043170559094126,0 days 23:33:00
116,Kamil LESNIAK,M,0.057203389830508475,0.029661016949152543,0.0423728813559322,0.04307909604519774,0.04449152542372881,0.019067796610169493,0.0692090395480226,0.0423728813559322,0.03248587570621469,0.020480225988700564,0.026836158192090395,0.04590395480225989,0.06567796610169492,0.04307909604519774,0.041666666666666664,0.07062146892655367,0.03036723163841808,0.057203389830508475,0.02401129943502825,0.0423728813559322,0.03531073446327684,0.06497175141242938,0.022598870056497175,0.028954802259887006,0 days 23:36:00
158,Ugo FERRARI,M,0.053558844256518676,0.030303030303030304,0.04369274136715997,0.04298801973220578,0.046511627906976744,0.018322762508809022,0.07047216349541931,0.040169133192389,0.031007751937984496,0.019732205778717406,0.02536997885835095,0.04369274136715997,0.07047216349541931,0.04510218463706836,0.04439746300211417,0.0711768851303735,0.02536997885835095,0.05637773079633545,0.023960535588442564,0.040169133192389,0.03875968992248062,0.06342494714587738,0.021846370683579985,0.03312191684284708,0 days 23:39:00
107,Maxime GRENOT,M,0.054813773717498245,0.02881236823612087,0.044975404075895994,0.04778636683063949,0.04708362614195362,0.018271257905832748,0.06886858749121574,0.03865073787772312,0.030920590302178495,0.018973998594518624,0.023893183415319746,0.04708362614195362,0.07097680955727337,0.04286718200983837,0.04427266338721012,0.07167955024595925,0.025298664792691498,0.05340829234012649,0.023893183415319746,0.036542515811665496,0.04005621925509487,0.06676036542515812,0.022487702037947997,0.03162333099086437,0 days 23:43:00
164,Hajime MAMBA,M,0.056140350877192984,0.028771929824561403,0.04280701754385965,0.04631578947368421,0.051228070175438595,0.019649122807017545,0.0687719298245614,0.04070175438596491,0.03298245614035088,0.018947368421052633,0.02456140350877193,0.04631578947368421,0.06947368421052631,0.041403508771929824,0.0456140350877193,0.07087719298245614,0.02245614035087719,0.05052631578947368,0.025964912280701753,0.0343859649122807,0.04421052631578947,0.06736842105263158,0.021052631578947368,0.029473684210526315,0 days 23:45:00
362,Massimo PALADIN,M,0.05539971949509116,0.029453015427769985,0.042776998597475455,0.0455820476858345,0.04488078541374474,0.018934081346423562,0.0694249649368864,0.03927068723702665,0.030855539971949508,0.019635343618513323,0.02664796633941094,0.04628330995792426,0.0694249649368864,0.04207573632538569,0.04628330995792426,0.07152875175315568,0.025245441795231416,0.056100981767180924,0.023842917251051893,0.037868162692847124,0.03997194950911641,0.06591865357643759,0.02244039270687237,0.030154277699859747,0 days 23:46:00
83,Santos Gabriel RUEDA,M,0.05153203342618384,0.02924791086350975,0.04805013927576602,0.04526462395543175,0.04387186629526462,0.018802228412256268,0.06824512534818941,0.03969359331476323,0.034818941504178275,0.018802228412256268,0.03064066852367688,0.04874651810584958,0.07311977715877438,0.04456824512534819,0.04247910863509749,0.07172701949860724,0.027158774373259052,0.056406685236768804,0.023676880222841225,0.0403899721448468,0.037604456824512536,0.059192200557103065,0.019498607242339833,0.026462395543175487,0 days 23:56:00
125,Juuso SIMPANEN,M,0.05281445448227936,0.027102154273801252,0.04030576789437109,0.0423905489923558,0.046560111188325225,0.017373175816539264,0.06810284920083391,0.03822098679638638,0.030576789437109102,0.018763029881862403,0.020152883947185545,0.04794996525364837,0.07088255733148019,0.04794996525364837,0.046560111188325225,0.07505211952744961,0.024322446143154968,0.057678943710910355,0.022932592077831826,0.03961084086170952,0.04030576789437109,0.07366226546212648,0.021542738012508687,0.029186935371785964,0 days 23:59:00
75,Marián PRIADKA,M,0.05328719723183391,0.02975778546712803,0.04152249134948097,0.044290657439446365,0.047058823529411764,0.02422145328719723,0.0685121107266436,0.04982698961937716,0.03183391003460208,0.022145328719723183,0.03044982698961938,0.042906574394463666,0.0671280276816609,0.04221453287197232,0.045674740484429065,0.06782006920415225,0.020761245674740483,0.04775086505190312,0.023529411764705882,0.04844290657439446,0.04498269896193772,0.057439446366782006,0.018685121107266434,0.02975778546712803,1 days 00:05:00
108,Ho Chung WONG,M,0.05813148788927336,0.02906574394463668,0.042906574394463666,0.04359861591695502,0.04498269896193772,0.018685121107266434,0.06643598615916955,0.03737024221453287,0.03183391003460208,0.017993079584775088,0.022145328719723183,0.042906574394463666,0.06366782006920416,0.044290657439446365,0.04221453287197232,0.07128027681660899,0.022145328719723183,0.0629757785467128,0.022837370242214532,0.05259515570934256,0.04221453287197232,0.07197231833910035,0.020069204152249134,0.02768166089965398,1 days 00:05:00
117,Hirokazu NISHIMURA,M,0.05532503457814661,0.029737206085753802,0.042876901798063624,0.04426002766251729,0.04495159059474412,0.01867219917012448,0.06708160442600276,0.03872752420470263,0.0318118948824343,0.01867219917012448,0.021438450899031812,0.042185338865836794,0.06639004149377593,0.042185338865836794,0.042876901798063624,0.07123098201936376,0.022821576763485476,0.05325034578146611,0.026970954356846474,0.04149377593360996,0.04426002766251729,0.06915629322268327,0.025587828492392807,0.03803596127247579,1 days 00:06:00
136,Roberto MASTROTTO,M,0.05295735900962861,0.029573590096286108,0.04401650618982118,0.04951856946354883,0.04264099037138927,0.017881705639614855,0.0639614855570839,0.037138927097661624,0.03163686382393398,0.01925722145804677,0.02888583218707015,0.04470426409903714,0.07152682255845942,0.04332874828060523,0.04401650618982118,0.07221458046767538,0.028198074277854195,0.05639614855570839,0.023383768913342505,0.039202200825309494,0.04126547455295736,0.06327372764786796,0.02269601100412655,0.032324621733149934,1 days 00:14:00
89,Sylvain COURT,M,0.04945054945054945,0.027472527472527472,0.03914835164835165,0.04739010989010989,0.04739010989010989,0.017170329670329672,0.06387362637362637,0.03708791208791209,0.028846153846153848,0.017170329670329672,0.02197802197802198,0.044642857142857144,0.06868131868131869,0.04532967032967033,0.04326923076923077,0.07211538461538461,0.028846153846153848,0.05837912087912088,0.025412087912087912,0.044642857142857144,0.05151098901098901,0.06524725274725275,0.023351648351648352,0.03159340659340659,1 days 00:16:00
86,David LANEY,M,0.053534660260809885,0.028826355525051476,0.041866849691146193,0.03912148249828414,0.043239533287577216,0.01990391214824983,0.06932052161976665,0.04598490048043926,0.03225806451612903,0.023335621139327384,0.02608098833218943,0.04598490048043926,0.06863417982155114,0.0425531914893617,0.04392587508579272,0.06863417982155114,0.022649279341111873,0.05422100205902539,0.02539464653397392,0.038435140700068635,0.045298558682223745,0.06726149622512011,0.023335621139327384,0.030199039121482498,1 days 00:17:00
