Doss.,Prénom Nom,genre,Col de Voza,St-Gervais,Les Contamines,La Balme,Bonhomme,Chapieux,Col Seigne,Lac Combal,Mt-Favre,Checrouit,Courmayeur Sortie,Bertone,Bonatti,Arnouvaz,Col Ferret,La Fouly,Champex-Lac,La Giète,Trient,Tseppes,Vallorcine,La Flégère,Chamonix,Total
1898,Olivier PALLAVICINI,M,0.05255963749391454,0.02745009923978579,0.037180591444157335,0.04224868616510005,0.04319115205532462,0.026532599333408232,0.06017426256725212,0.018094096793119376,0.031095132881449026,0.021164912806301416,0.04237975758029684,0.03603215618719495,0.03254315994457552,0.027905728444993696,0.05033766493153079,0.0528779537879639,0.09131932741639516,0.0713215743549414,0.03741152679474216,0.033011272141706925,0.04909560723514212,0.08198829095357575,0.034084809447128286,1 days 20:30:18
1129,Matej FUNDAREK,M,0.04975819787214127,0.023861969985335872,0.033009890487036286,0.03893794265389536,0.037377928925774545,0.031599638076815074,0.05976100589685189,0.01873888490218714,0.02983370253658232,0.01779039655548969,0.03699104552120059,0.0341955009204081,0.043018938566659386,0.02245171757511466,0.033895978284608906,0.05678449970359739,0.07838132975570185,0.08110823375245702,0.04201428972574959,0.03399581916320864,0.0700633365573617,0.08842157810988736,0.03800817447193535,1 days 20:30:55
1488,Kim Borge KOLSTAD,M,0.049361994197111035,0.0238355224159985,0.03554113499516426,0.0406015037593985,0.0363585311827286,0.03604654790503229,,,0.030181262284341558,0.01846317037406795,0.04783951580195302,0.031410476398465045,0.03506692041306586,0.033057748104701586,0.033438367703491095,0.059139550120113564,0.09359498330889464,0.06925404798302812,0.050634885970112,0.031036096465229465,0.060318846909805636,0.07845755467506942,0.03426200355660937,1 days 20:31:05
1641,Alexandre JOIRIS,M,0.0511241702849728,0.027954534111892998,0.036619753456106206,0.04348829665119529,0.04202849728003194,0.030711932924090433,0.061024604481708836,0.018652991964865,0.02938314118880072,0.020324898936966613,0.03633902280780556,0.03760542995458402,0.037368368518241254,0.032415032190447675,0.03950815990417727,0.05440559964066477,0.07533562908619054,0.07706992064680342,0.03519738483804961,0.03658856116185057,0.05647052952038728,0.08301517193192594,0.037368368518241254,1 days 20:31:36
1902,Cyrille HUGON,M,0.04567118741344246,0.02391171443187064,0.03523437597474703,0.04547779760196634,0.042520805000686224,0.03519694568865488,0.058272717064467426,0.019987772773209896,0.03153501603263921,0.01962594667431908,0.03945775992214501,0.033861932151368075,0.03671911065640245,0.030586782118304658,0.034042845200813486,0.05127325356523475,0.09073725186839511,0.07209073101348738,0.0473056432394665,0.03457934596813435,0.051472881757726234,0.08124867434403424,0.039189509538484574,1 days 20:31:38
977,Romain KLEIN,M,0.03914217811406436,0.01961163473954077,0.029055659865388335,0.03743302165139446,0.04057687149513764,0.026997186753413633,0.055628676401789,0.020160560902734027,0.03307280133239351,0.01633055335499928,0.05555382283408083,0.030203414570246955,0.03196247341138897,0.05793042360881526,0.03115155976121712,0.04998970763444013,0.10670999856530662,0.07118574289047051,0.06653858389525491,0.030577682408787808,0.04173710179461428,0.07653153518429572,0.031918808830225874,1 days 20:31:53
1798,Henrique CORDEIRO,M,0.044901649053898186,0.024159107204089904,0.03528164843043736,0.04022569282084853,0.05315627045730852,0.033585834969918016,,,0.03450855699990648,0.02106050687365566,0.05008260856011721,0.031004707129274604,0.04632313974874529,0.028778951962342966,0.03243866704074316,0.05226472146887372,0.08885563764456499,0.06588110601951433,0.04808753390068269,0.03194613298419527,0.04908507123039995,0.07066305059384644,0.033517254278499956,1 days 20:33:15
897,Romain LACAILLE,M,0.050135906835241016,0.023359766589361862,0.032767262661779005,0.03881449340415451,0.03753647041220917,0.026539238422981972,0.054680681279768585,0.017019525697613527,0.02326001845340515,0.014675444502630856,0.03362135607590833,0.028478092815640507,0.032555297872871,0.025454477444452756,0.030685020323682703,0.05805341512680482,0.09235430537891823,0.07527867135482906,0.06277898306775392,0.03158898780579038,0.07815889878057904,0.08731702451310441,0.04488666118051919,1 days 20:33:24
1831,Francois LE CANN,M,0.04824413777628184,0.02514429609683733,0.03494271787775659,0.04644277397559121,0.04360048368799631,0.028298241021229915,0.058435244399566176,0.02003939314609123,0.030105837914656493,0.01795130707954673,0.04315793410374359,0.03550369622399242,0.03607714075570016,0.03034892853135869,0.0349676502487004,0.05038208858471396,0.09431915928045177,0.06994776668287271,0.04942842539611304,0.0305359213134373,0.052999987533814526,0.08264457658601045,0.03648229178353716,1 days 20:33:54
1654,Megan DAVIES,W,0.048127909077880726,0.025173064820641914,0.032606596090697805,0.03751658992205073,0.03954788178629065,0.03587161736941473,0.05934986198431045,0.019970216027266667,0.034936973873598814,0.02043753777517462,0.048788390481590636,0.03570338154016786,0.036457327293459366,0.03053168752998648,0.04738642523786677,0.04633339356591418,0.06593598315149325,0.09819987662705855,0.03519867405242727,0.03513636448603954,0.05222164758955442,0.08325181165064273,0.03131678806647185,1 days 20:34:49
1203,Paola NANDE,W,0.046580890370416524,0.024798280320259197,0.04044985825103586,0.05026324807626406,0.04432536839153868,0.028972865198292782,0.055534440325243774,0.01735879622418144,0.03295429764167108,0.018069098725817002,0.03942178884077385,0.039116483379544535,0.03881740864201377,0.031265771519361975,0.039172559892831554,0.051951774198573164,0.08319262282314091,0.07781550827128571,0.04223807595252189,0.03607589021464843,0.05078662886694289,0.07875011682606935,0.032088227047571576,1 days 20:34:55
