year,bib,race_name,distance,elevationGain,gender,indexCategory,rank,time,race_year,countryCode
2024,7063,nord trail monts de flandres - ntmf 25 km,25300.0,550,FEMALE,20K,1505,03:36:52,2023,FR
2024,7063,la asics saintélyon - la saintésprint,24000.0,520,FEMALE,20K,2226,03:58:59,2022,FR
2024,7063,nice côte d’azur by UTMB® - nice 20k,16800.0,626,FEMALE,20K,839,03:11:32,2022,FR
2024,7063,UTMB® mont blanc - etc®,15200.0,1290,FEMALE,20K,720,04:40:27,2022,FR
2024,7064,nice côte d’azur by UTMB® - saint-jean-cap-ferrat - nice - 20k,22000.0,700,MALE,20K,407,02:38:34,2024,FR
2024,7064,hoka UTMB® mont blanc - mcc,40000.0,2350,MALE,50K,923,07:52:39,2024,FR
2024,7064,la asics saintélyon - la saintexpress,44000.0,974,MALE,50K,2216,06:17:36,2023,FR
2024,7064,dacia UTMB® mont blanc - occ,55000.0,3425,MALE,50K,1318,11:34:15,2023,FR
2024,7064,marathon du mont-blanc - 23 km du mont-blanc,23600.0,1590,MALE,20K,932,04:16:57,2023,FR
2024,7064,le trail des hobbits - la semi-comtoise,21300.0,500,MALE,20K,249,02:15:12,2023,FR
2024,7064,trail alsace grand est by UTMB - trail des celtes,49600.0,2020,MALE,50K,991,07:15:32,2023,FR
2024,7064,nord trail monts de flandres - ntmf 25 km,25300.0,550,MALE,20K,274,02:21:19,2023,FR
2024,7064,trail d2b - moyenne distance,23500.0,150,MALE,20K,495,02:30:08,2023,FR
2024,7064,la asics saintélyon - la saintexpress,44000.0,1150,MALE,50K,2783,07:33:48,2022,FR
2024,7064,nice côte d’azur by UTMB® - nice 20k,16800.0,626,MALE,20K,450,02:19:11,2022,FR
2024,7064,UTMB® mont blanc - etc®,15200.0,1290,MALE,20K,485,03:29:00,2022,FR
2024,7064,nord trail monts de flandres - ntmf 25 km,25300.0,550,MALE,20K,831,02:58:54,2022,FR
2024,7064,trail d2b - moyenne distance,21000.0,350,MALE,20K,323,02:12:37,2022,FR
2024,7067,le grand raid de la réunion - la diagonale des fous,167300.0,9710,MALE,100M,45,31:11:09,2023,FR
2024,7067,dodo trail - xtreme 50km,50000.0,3500,MALE,50K,4,06:58:24,2023,MU
2024,7067,swiss canyon trail - k111 swiss canyon trail,115300.0,5170,MALE,100K,14,13:43:55,2023,CH
2024,7067,le grand raid de la réunion - la diagonale des fous,160200.0,9377,MALE,100M,11,26:43:34,2021,FR
2024,7067,tchimbe raid de la martinique - tchimbe raid ,98400.0,4800,MALE,100K,5,14:58:42,2019,FR
2024,7068,caldeira trail - bruleries de la fournaise,47400.0,1130,MALE,50K,228,10:52:46,2020,FR
2024,7072,le grand raid de la réunion - zembrocal trail relais1,44000.0,3815,FEMALE,50K,107,12:12:53,2019,FR
2024,7072,cilaos women trail - cilaos women trail,20000.0,1100,FEMALE,20K,93,04:02:43,2019,FR
2024,7074,raid 974 - semi-raid 974,57000.0,2800,MALE,50K,190,11:59:24,2024,FR
2024,7074,caldeira trail - bruleries de la fournaise,47400.0,1130,MALE,50K,125,08:24:45,2020,FR
2024,7074,le grand raid de la réunion - trail de bourbon,113700.0,6520,MALE,100M,619,37:43:47,2019,FR
2024,7074,cimasa - cimasarun,52000.0,3699,MALE,50K,177,09:20:13,2019,FR
2024,7075,le grand raid de la réunion - la mascareignes,74100.0,4000,MALE,100K,319,14:55:41,2022,FR
2024,7075,le grand raid de la réunion - la mascareignes,66200.0,3550,MALE,100K,185,12:37:33,2019,FR
2024,7075,transvolcano - transvolcano,45500.0,1680,MALE,50K,190,08:13:40,2019,FR
2024,7077,le grand raid de la réunion - la mascareignes,74100.0,4000,MALE,100K,1165,20:47:59,2022,FR
2024,7078,le grand raid de la réunion - la mascareignes,66200.0,3550,MALE,100K,808,16:49:15,2019,FR
2024,7083,le grand raid de la réunion - trail de bourbon,113700.0,6520,MALE,100M,321,31:52:22,2019,FR
2024,7086,mafate trail tour - ultra mafate trail tour,63400.0,4090,MALE,100K,250,17:51:06,2023,FR
2024,7086,le grand raid de la réunion - la diagonale des fous,167300.0,9710,MALE,100M,1896,62:04:36,2023,FR
2024,7086,le grand raid de la réunion - zembrocal trail relais3,41400.0,2700,MALE,50K,170,11:57:43,2022,FR
2024,7086,le grand raid de la réunion - la mascareignes,66200.0,3550,MALE,100K,895,17:20:50,2019,FR
2024,7086,ultra marin raid golfe du morbihan - grand raid,176300.0,1430,MALE,100M,816,40:42:08,2019,FR
2024,7087,trail des anglais - trail des anglais,28000.0,1260,MALE,20K,1319,06:29:43,2020,FR
2024,7088,raid 974 - semi-raid 974,57000.0,2800,MALE,50K,372,15:56:30,2024,FR
2024,7088,le grand raid de la réunion - zembrocal trail relais2,36200.0,1210,MALE,20K,130,08:47:17,2023,FR
2024,7088,le grand raid de la réunion - la mascareignes,74100.0,4000,MALE,100K,932,19:29:14,2022,FR
2024,7088,trail des anglais - trail des anglais,28000.0,1260,MALE,20K,1251,05:58:01,2020,FR
2024,7089,mafate trail tour - mafate trail tour,53900.0,3560,MALE,50K,317,11:44:17,2023,FR
2024,7089,le grand raid de la réunion - zembrocal trail relais1,37200.0,2720,MALE,50K,49,06:58:00,2022,FR
2024,7093,le grand raid de la réunion - la mascareignes,72000.0,4007,FEMALE,100K,696,18:19:43,2023,FR
2024,7096,cimasarun - cumasarun,56200.0,3818,MALE,50K,897,16:17:56,2024,FR
2024,7096,le grand raid de la réunion - la diagonale des fous,167300.0,9710,MALE,100M,1988,63:13:14,2023,FR
2024,7096,caldeira trail - trail des bruleries de la fournaise,44000.0,2800,MALE,50K,355,10:53:12,2023,FR
2024,7096,le grand raid de la réunion - zembrocal trail relais1,37200.0,2720,MALE,50K,97,07:47:02,2022,FR
2024,7096,le grand raid de la réunion - la diagonale des fous,160200.0,9377,MALE,100M,1622,59:55:01,2021,FR
2024,7101,le grand raid de la réunion - la mascareignes,74100.0,4000,MALE,100K,433,15:47:50,2022,FR
2024,7101,marathon du mont-blanc - 23 km du mont-blanc,24400.0,1657,MALE,20K,204,03:21:17,2022,FR
2024,7101,trail des anglais - trail des anglais,28000.0,1260,MALE,20K,294,03:47:56,2020,FR
2024,7101,trail du tangue - trail du tangue,23600.0,900,MALE,20K,70,03:06:53,2020,FR
2024,7102,trail la rosiere - 22 km,22210.0,1495,MALE,20K,26,02:49:49,2024,FR
2024,7102,le grand raid de la réunion - la diagonale des fous,167300.0,9710,MALE,100M,179,37:17:58,2023,FR
2024,7102,trail la rosiere - 22 km,22000.0,1450,MALE,20K,24,02:51:04,2023,FR
2024,7102,le grand raid de la réunion - la mascareignes,74100.0,4000,MALE,100K,16,10:30:59,2022,FR
2024,7102,le grand raid de la réunion - la mascareignes,72000.0,3874,MALE,100K,35,11:49:21,2021,FR
2024,7105,le grand raid de la réunion - la mascareignes,74100.0,4000,MALE,100K,1075,20:20:46,2022,FR
2024,7105,le grand raid de la réunion - zembrocal trail relais4,54200.0,2090,MALE,50K,76,07:03:43,2021,FR
2024,7105,trail du tangue - trail du tangue,23600.0,900,MALE,20K,356,04:32:33,2020,FR
2024,7105,mafate trail tour - mafate trail tour,51900.0,3430,MALE,50K,377,14:19:41,2019,FR
2024,7105,trail du tangue - trail du tangue,26000.0,1200,MALE,20K,392,05:09:43,2019,FR
2024,7108,caldeira trail - trail des bruleries de la fournaise,44000.0,2800,MALE,50K,422,12:00:06,2023,FR
2024,7108,trail de minuit - trail de minuit,56400.0,3180,MALE,50K,887,14:26:56,2020,FR
2024,7108,trail des anglais - trail des anglais,28000.0,1260,MALE,20K,1164,05:33:56,2020,FR
2024,7109,cimasarun - cumasarun,56200.0,3818,MALE,50K,23,08:02:25,2024,FR
2024,7109,nord trail monts de flandres - 42 km,42500.0,1140,MALE,50K,3,03:10:00,2024,FR
2024,7109,restonica trail by UTMB - tavignanu trail,32500.0,2270,MALE,50K,23,04:17:29,2023,FR
2024,7109,a petralbinca - a petralbinca,21000.0,1500,MALE,20K,10,02:33:38,2023,FR
2024,7109,trail gravona - trail gravona,22200.0,1660,MALE,20K,6,02:18:56,2023,FR
2024,7109,la asics saintélyon - la saintésprint,24000.0,520,MALE,20K,30,01:50:23,2022,FR
2024,7109,restonica trail by UTMB - tavignanu trail,32500.0,2270,MALE,50K,14,04:08:54,2022,FR
2024,7109,a petralbinca - a petralbinca,21000.0,1500,MALE,20K,11,02:40:13,2022,FR
2024,7109,trail napoléon - trail napoléon classic,24000.0,1500,MALE,20K,25,02:56:26,2022,FR
2024,7109,restonica trail - tavignanu trail,32500.0,2270,MALE,50K,82,05:30:58,2021,FR
2024,7113,trail du gypaète - la circaète,31000.0,1570,FEMALE,20K,351,10:04:13,2024,FR
2024,7115,le grand raid de la réunion - la mascareignes,72000.0,3874,MALE,100K,411,16:42:55,2021,FR
2024,7115,le grand raid de la réunion - la mascareignes,66200.0,3550,MALE,100K,363,14:05:33,2019,FR
2024,7115,trail de minuit - trail de minuit ,56400.0,3180,MALE,50K,528,11:49:38,2019,FR
2024,7118,trail du tangue - trail du tangue,23600.0,900,MALE,20K,300,04:14:01,2020,FR
2024,7119,trail de minuit - trail de minuit,54200.0,3180,MALE,50K,876,14:41:22,2022,FR
2024,7120,trail de minuit - trail de minuit,54200.0,3180,FEMALE,50K,612,12:41:32,2022,FR
2024,7127,le grand raid de la réunion - trail de bourbon,105100.0,6131,FEMALE,100K,720,39:41:29,2021,FR
2024,7127,caldeira trail - bruleries de la fournaise,47400.0,1130,FEMALE,50K,99,07:54:52,2020,FR
2024,7127,trail du tangue - trail du tangue,23600.0,900,FEMALE,20K,169,03:37:28,2020,FR
2024,7127,le grand raid de la réunion - la mascareignes,66200.0,3550,FEMALE,100K,447,14:30:29,2019,FR
2024,7127,trail de minuit - trail de minuit ,56400.0,3180,FEMALE,50K,698,12:51:52,2019,FR
2024,7128,supertrail du barlatay - trail découverte,26000.0,1300,FEMALE,20K,158,04:18:14,2024,CH
2024,7130,le grand raid de la réunion - zembrocal trail relais4,33400.0,1360,FEMALE,20K,82,07:09:01,2023,FR
2024,7130,trail de minuit - trail de minuit,54200.0,3180,FEMALE,50K,696,13:08:53,2022,FR
2024,7130,trail volodalen du lac de vouglans - tour du lac,63600.0,1910,FEMALE,50K,73,09:34:49,2021,FR
2024,7130,le grand raid de la réunion - la mascareignes,66200.0,3550,FEMALE,100K,865,17:11:43,2019,FR
2024,7131,trail des passerelles du monteynard - la grande course,63300.0,3110,FEMALE,50K,303,11:24:12,2024,FR
2024,7131,trail du cirque du fer à cheval - trail 32km,32700.000000000004,1300,FEMALE,20K,193,04:09:35,2024,FR
2024,7131,ultra tour des 4 massifs - ut4m 20 belledonne,22500.0,2020,FEMALE,20K,167,04:35:41,2023,FR
2024,7131,la pastourelle - trail du grand cirque,53000.0,2670,FEMALE,50K,567,08:52:48,2023,FR
2024,7131,maxicross - nightcross,21400.0,930,FEMALE,20K,161,02:42:42,2023,FR
2024,7131,impérial trail de fontainebleau - trophée philippe mahut,26000.0,630,FEMALE,20K,185,02:56:10,2022,FR
2024,7131,trail des forts de besançon - 30km,29300.0,800,FEMALE,20K,462,03:28:56,2022,FR
2024,7131,festival des templiers - marathon des causses,35000.0,1570,FEMALE,50K,353,05:43:06,2021,FR
2024,7131,trail des rois maudits - trm27,27100.0,1110,FEMALE,20K,189,03:43:08,2021,FR
2024,7132,dodo trail - trooper 25km,23700.0,1450,MALE,20K,24,03:51:36,2023,MU
2024,7132,la ferme trail - la ferme trail,23500.0,1050,MALE,20K,21,03:18:51,2023,MU
2024,7132,dodo trail - trooper 25km,23700.0,1450,MALE,20K,20,04:00:43,2022,MU
2024,7132,trail des goyaves - trail des goyaves,25500.0,1550,MALE,20K,13,03:46:04,2022,MU
2024,7132,dodo trail - trooper 25km,23700.0,1450,MALE,20K,7,03:44:54,2021,MU
2024,7133,le grand raid de la réunion - la mascareignes,72000.0,4007,MALE,100K,1003,20:29:15,2023,FR
2024,7134,grand trail des lacs et chateaux summer edition (gtlc) - gt21,21500.0,725,MALE,20K,379,03:04:16,2024,BE
2024,7134,olne spa olne - olne spa olne,71000.0,2380,MALE,50K,684,12:04:48,2023,BE
2024,7134,marathon du mont-blanc - 10 km du mont-blanc,9900.0,280,MALE,,205,01:00:52,2019,FR
2024,7134,marathon du mont-blanc - duo étoilé,19500.0,1250,MALE,20K,334,04:15:46,2019,FR
2024,7135,hoka UTMB® mont blanc - etc,15000.0,1200,MALE,20K,734,03:18:54,2024,FR
2024,7135,la asics saintélyon - la saintexpress,44000.0,974,MALE,50K,1798,05:55:58,2023,FR
2024,7135,nice côte d’azur by UTMB® - saint-jean-cap-ferrat - nice 20k,22000.0,700,MALE,20K,604,03:03:33,2023,FR
2024,7135,ecotrail copenhagen - ecotrail cph 10k,10100.0,113,MALE,,18,00:52:12,2023,DK
2024,7135,ecotrail paris® - trail 18km,18600.0,400,MALE,20K,1138,01:59:03,2023,FR
2024,7136,trail de minuit - trail de minuit ,56400.0,3180,MALE,50K,981,15:10:03,2019,FR
2024,7141,le salaozy festival nature - kmv libre,2500.0,990,MALE,,1,00:42:50,2019,FR
2024,7142,le grand raid de la réunion - la mascareignes,72000.0,4007,MALE,100K,916,19:54:35,2023,FR
2024,7143,trail des anglais - trail des anglais,28000.0,1260,FEMALE,20K,1219,05:47:36,2020,FR
2024,7145,le belier - trail 27km | le bélier,27000.0,1090,MALE,20K,207,03:08:11,2024,FR
2024,7145,trail du gypaète - la circaète,31000.0,1570,MALE,20K,81,04:15:14,2024,FR
2024,7145,ultra tour du môle - ultra tour du môle,35400.0,3190,MALE,50K,185,06:29:00,2024,FR
2024,7147,hoka UTMB® mont blanc - UTMB,173300.0,9525,MALE,100M,941,41:05:47,2024,FR
2024,7147,hoka val d’aran by UTMB® - camins d'hèr - cdh,110300.0,6338,MALE,100M,87,18:16:04,2024,ES
2024,7147,trail du hautacam  - trail du hautacam 67 km,67000.0,4220,MALE,100K,30,09:48:20,2024,FR
2024,7147,festival des templiers - endurance trail,99900.0,4228,MALE,100K,168,15:02:42,2023,FR
2024,7147,val d’aran by UTMB® - pda,55000.0,3360,MALE,50K,197,08:33:47,2023,ES
2024,7148,caldeira trail - petite caldeira,49800.0,2630,MALE,50K,330,11:05:23,2019,FR
2024,7149,trail de la colline - l'expedi'sion,25000.0,900,MALE,20K,112,02:44:25,2024,FR
2024,7150,trail des goyaves - trail des goyaves,26100.0,1540,MALE,20K,7,03:18:25,2020,MU
2024,7150,ferney trail - ferney trail ,38300.0,1980,MALE,50K,8,04:53:22,2019,MU
2024,7150,utrb ile maurice - trail du nautile,24600.0,380,MALE,20K,7,02:13:29,2019,MU
2024,7151,le grand raid de la réunion - la mascareignes,72000.0,4007,FEMALE,100K,542,17:09:22,2023,FR
2024,7153,dodo trail - xtreme 50km,50000.0,3500,MALE,50K,10,07:40:44,2024,MU
2024,7153,mauritius by UTMB - bel ombre,59100.0,1790,MALE,50K,11,06:29:04,2024,MU
2024,7153,la ferme trail - la ferme trail,23500.0,1050,MALE,20K,1,02:26:02,2023,MU
2024,7153,moka trail - moka trail,30500.0,1610,MALE,20K,9,03:20:10,2022,MU
2024,7153,dodo trail - trooper 25km,23700.0,1450,MALE,20K,1,02:54:41,2021,MU
2024,7154,le grand raid de la réunion - zembrocal trail relais4,33400.0,1360,FEMALE,20K,145,08:12:48,2022,FR
2024,7155,le grand raid de la réunion - la mascareignes,66200.0,3550,MALE,100K,66,11:13:40,2019,FR
2024,7159,le grand raid de la réunion - zembrocal trail relais2,36200.0,1210,MALE,20K,23,06:36:13,2022,FR
2024,7159,le grand raid de la réunion - zembrocal trail relais1,44000.0,3815,MALE,50K,69,10:59:20,2019,FR
2024,7160,le grand raid de la réunion - zembrocal trail relais4,54200.0,2090,FEMALE,50K,117,08:54:43,2021,FR
2024,7161,le salaozy festival nature - mini salazienne,23100.0,1280,MALE,20K,149,05:27:31,2019,FR
2024,7167,le salaozy festival nature - la salazienne,34000.0,2100,MALE,50K,20,05:13:00,2019,FR
2024,7168,le grand raid de la réunion - la mascareignes,72000.0,4007,MALE,100K,309,15:08:26,2023,FR
2024,7169,le grand raid de la réunion - la mascareignes,72000.0,3874,FEMALE,100K,615,18:57:08,2021,FR
2024,7169,trail de minuit - trail de minuit,56400.0,3180,FEMALE,50K,618,12:18:54,2020,FR
2024,7169,le grand raid de la réunion - la mascareignes,66200.0,3550,FEMALE,100K,866,17:11:44,2019,FR
2024,7174,swiss canyon trail - swiss canyon trail,33000.0,1380,MALE,20K,450,04:49:29,2024,CH
2024,7174,trail de la dent de broc - tdb | 14km,14000.0,740,MALE,20K,85,01:47:41,2023,CH
2024,7176,trail de la savane - 28km,25000.0,900,FEMALE,20K,209,03:51:34,2020,FR
2024,7176,cilaos women trail - cilaos super women trail,26000.0,1700,FEMALE,20K,61,06:39:30,2019,FR
2024,7179,swiss canyon trail - swiss canyon trail,53000.0,2632,FEMALE,50K,300,07:26:09,2024,CH
2024,7179,miut® - madeira island ultra-trail® - miut 60,58500.0,2980,FEMALE,50K,170,10:44:27,2023,PT
2024,7179,le grand raid de la réunion - la diagonale des fous,160200.0,9377,FEMALE,100M,962,48:49:59,2021,FR
2024,7179,trail du petit ballon - 54 km,55900.0,2180,FEMALE,50K,168,07:35:07,2021,FR
2024,7179,la chute du diable 9e edition - 80 km - le diable au corps,82400.0,2490,FEMALE,100K,15,14:15:00,2021,CA
2024,7180,qmt- québec mega trail - qmt 50,50900.0,2220,FEMALE,50K,273,09:19:22,2024,CA
2024,7180,qmt- québec mega trail - qmt 25,26000.0,950,FEMALE,20K,307,03:52:25,2023,CA
2024,7180,ultra-trail harricana du canada - 42 km classique,42000.0,1300,FEMALE,50K,114,06:26:52,2022,CA
2024,7180,ultra-trail harricana™ du canada - 28k,27700.0,920,FEMALE,20K,92,03:20:42,2021,CA
2024,7182,le grand raid de la réunion - trail de bourbon,109000.0,6328,MALE,100M,917,39:29:45,2023,FR
2024,7182,trail de minuit - trail de minuit,54200.0,3180,MALE,50K,826,14:11:52,2022,FR
2024,7182,trail de minuit - trail de minuit,56400.0,3180,MALE,50K,454,11:19:37,2020,FR
2024,7182,transvolcano - transvolcano,45500.0,1680,MALE,50K,274,09:28:01,2020,FR
2024,7182,trail de minuit - trail de minuit ,56400.0,3180,MALE,50K,1066,16:49:01,2019,FR
2024,7183,altore trails origins : acqua e rocca di u cavu - sapara e carbonari,11000.0,360,MALE,,48,01:27:17,2024,FR
2024,7186,trail des anglais - trail des anglais,28000.0,1260,MALE,20K,196,03:33:25,2020,FR
2024,7187,trail des Étoiles 05 - trail des etoiles 05,36000.0,2100,FEMALE,50K,183,06:22:38,2024,FR
2024,7187,lozère trail - version longue,52000.0,2200,FEMALE,50K,145,07:45:55,2024,FR
2024,7187,volvic volcanic expérience - trail expérience  volcanique,28750.0,1000,FEMALE,20K,248,03:38:59,2024,FR
2024,7187,le grand trail de serre-poncon - lac et montagne,49100.0,3420,FEMALE,50K,120,10:59:17,2023,FR
2024,7187,meribel trail - 35km,35000.0,3025,FEMALE,50K,114,08:24:32,2023,FR
2024,7187,trans aubrac - trail du capuchadou,52300.0,1390,FEMALE,50K,262,07:10:34,2023,FR
2024,7187,trail des Étoiles 05 - trail des etoiles,36000.0,2200,FEMALE,50K,118,06:06:11,2022,FR
