access,altitude,cutoff,distance,elevationGain,pointId,isAssistance,isMeet,lat,lon,name,raceId,services,shortName,type,livecams,dateFirstRunners,dateLastRunners
[],1001,2023-10-20T01:20:00.000+00:00,0,0,0,False,True,-21.06972,55.52104,Hell-Bourg,MAS,"['AID_STATION', 'EMERGENCY', 'DRINK_SUPPLY']",Hell-Bourg,SIMPLE,[],2023-10-20T01:00:00.000+00:00,2023-10-20T01:00:00.000+00:00
[],1809,2023-10-20T06:20:00.000+00:00,16080,1522,36,False,False,-21.06615,55.45105,Plaine des Merles,MAS,"['EMERGENCY', 'DRINK_SUPPLY']",Merles,SIMPLE,[],2023-10-20T02:32:00.000+00:00,2023-10-20T05:02:00.000+00:00
[],1659,2023-10-20T06:50:00.000+00:00,18290,1703,38,False,True,-21.05489,55.45453,Sentier Scout,MAS,[],Sen. Scout,SIMPLE,[],2023-10-20T02:46:00.000+00:00,2023-10-20T05:35:00.000+00:00
[],625,2023-10-20T09:05:00.000+00:00,26940,2160,39,False,True,-21.01987,55.42492,Aurère,MAS,"['EMERGENCY', 'DRINK_SUPPLY']",Aurère,SIMPLE,[],2023-10-20T03:30:00.000+00:00,2023-10-20T07:28:00.000+00:00
[],271,2023-10-20T10:35:00.000+00:00,33350,2315,50,False,True,-21.00333,55.39268,Deux Bras,MAS,"['AID_STATION', 'EMERGENCY', 'DRINK_SUPPLY']",Deux Bras,SIMPLE,[],2023-10-20T03:58:00.000+00:00,2023-10-20T08:36:00.000+00:00
[],872,2023-10-20T12:50:00.000+00:00,39050,3584,51,False,True,-20.98057,55.37215,Dos d'Ane,MAS,"['AID_STATION', 'EMERGENCY', 'DRINK_SUPPLY']",Dos d'Ane,SIMPLE,[],2023-10-20T05:06:00.000+00:00,2023-10-20T11:18:00.000+00:00
[],473,2023-10-20T13:50:00.000+00:00,42400,3639,52,False,True,-20.96356,55.35866,Chemin Ratinaud,MAS,['DRINK_SUPPLY'],Ratinaud,SIMPLE,[],2023-10-20T05:21:00.000+00:00,2023-10-20T11:56:00.000+00:00
[],12,2023-10-20T16:05:00.000+00:00,50770,3856,54,False,True,-20.92721,55.33813,La possession,MAS,"['EMERGENCY', 'DRINK_SUPPLY']",Possession,SIMPLE,[],2023-10-20T06:02:00.000+00:00,2023-10-20T13:42:00.000+00:00
[],20,2023-10-20T18:20:00.000+00:00,58290,4187,56,False,True,-20.89599,55.37706,Grande Chaloupe,MAS,"['EMERGENCY', 'DRINK_SUPPLY']",Chaloupe,SIMPLE,[],2023-10-20T06:45:00.000+00:00,2023-10-20T15:31:00.000+00:00
[],663,2023-10-20T20:50:00.000+00:00,67540,5055,60,False,True,-20.9062,55.42529,Le Colorado,MAS,"['EMERGENCY', 'DRINK_SUPPLY']",Colorado,SIMPLE,[],2023-10-20T08:05:00.000+00:00,2023-10-20T18:51:00.000+00:00
[],57,2023-10-20T22:20:00.000+00:00,72890,5163,64,False,True,-20.88496,55.44232,St Denis La Redoute,MAS,"['AID_STATION', 'EMERGENCY', 'DRINK_SUPPLY']",St Denis,SIMPLE,[],2023-10-20T08:41:00.000+00:00,2023-10-20T20:35:00.000+00:00
