access,altitude,distance,elevationGain,pointId,isAssistance,isMeet,lat,lon,name,raceId,services,shortName,type,livecams,dateFirstRunners,dateLastRunners,cutoff
[],360,0,0,0,False,False,44.11368,3.08707,Millau,endur,[],Départ,SIMPLE,[],2022-10-21T04:01:39.000+00:00,2022-10-21T04:01:39.000+00:00,
[],825,8360,520,4,False,False,44.13555,3.1159,P7,endur,[],P7,SIMPLE,[],2022-10-21T04:44:39.000+00:00,2022-10-21T05:37:39.000+00:00,
[],428,16860,603,8,False,False,44.17789,3.1341,La Cresse,endur,"['EMERGENCY', 'DRINK_SUPPLY', 'BUS_STOP']",Cresse,SIMPLE,"[{'pointId': 8, 'live': 'x8d2z6v', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2022-10-21T05:16:39.000+00:00,2022-10-21T06:48:39.000+00:00,2022-10-21T07:15:00.000+00:00
[],396,27430,1059,12,False,False,44.19146,3.20526,Le Rozier,endur,"['AID_STATION', 'EMERGENCY', 'BUS_STOP']",Rozier,SIMPLE,[],2022-10-21T06:14:39.000+00:00,2022-10-21T09:10:39.000+00:00,2022-10-21T09:40:00.000+00:00
[],545,38500,1726,14,False,False,44.19736,3.24883,Le Truel,endur,"['AID_STATION', 'EMERGENCY', 'BUS_STOP']",Truel,SIMPLE,[],2022-10-21T07:25:39.000+00:00,2022-10-21T11:47:39.000+00:00,2022-10-21T12:10:00.000+00:00
[],794,51020,2353,16,False,False,44.18415,3.22471,Champignon P54,endur,[],Champignon,SIMPLE,[],2022-10-21T08:44:39.000+00:00,2022-10-21T14:36:39.000+00:00,
[],869,60520,2648,20,False,False,44.15279,3.25897,St Andrée de Vezines,endur,"['AID_STATION', 'EMERGENCY', 'BUS_STOP']",St Andrée ,SIMPLE,"[{'pointId': 20, 'live': 'x3yl8qo', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2022-10-21T09:39:39.000+00:00,2022-10-21T16:32:39.000+00:00,2022-10-21T17:00:00.000+00:00
[],400,71520,2902,24,False,False,44.12335,3.22216,La Roque Ste Marguerite,endur,"['EMERGENCY', 'DRINK_SUPPLY', 'BUS_STOP']",La Roque,SIMPLE,[],2022-10-21T10:40:39.000+00:00,2022-10-21T18:50:39.000+00:00,2022-10-21T19:15:00.000+00:00
[],731,81990,3491,30,False,False,44.09542,3.18986,La Salvage,endur,"['AID_STATION', 'EMERGENCY', 'BUS_STOP']",La Salvage,SIMPLE,"[{'pointId': 30, 'live': 'x4clciw', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2022-10-21T11:57:39.000+00:00,2022-10-21T21:45:39.000+00:00,2022-10-21T21:15:00.000+00:00
[],750,90600,3939,32,False,False,44.08657,3.14636,Mas de Bru (P88),endur,"['EMERGENCY', 'DRINK_SUPPLY', 'BUS_STOP']",Mas de Bru,SIMPLE,[],2022-10-21T13:00:39.000+00:00,2022-10-21T23:57:39.000+00:00,2022-10-21T23:20:00.000+00:00
[],366,96080,3975,36,False,False,44.10188,3.12713,Massebiau,endur,"['EMERGENCY', 'DRINK_SUPPLY', 'BUS_STOP']",Massebiau,SIMPLE,"[{'pointId': 36, 'live': 'x8d2z3g', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2022-10-21T13:30:39.000+00:00,2022-10-22T00:56:39.000+00:00,
[],835,99320,4453,46,False,False,44.12086,3.11857,Le Cade,endur,"['AID_STATION', 'EMERGENCY', 'BUS_STOP']",Cade,SIMPLE,"[{'pointId': 46, 'live': 'x4clca7', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2022-10-21T14:10:39.000+00:00,2022-10-22T02:18:39.000+00:00,2022-10-22T01:30:00.000+00:00
[],837,102410,4534,52,False,False,44.11026,3.10255,la pouncho,endur,[],la pouncho,SIMPLE,[],2022-10-21T14:33:39.000+00:00,2022-10-22T02:59:39.000+00:00,
[],395,105220,4547,58,False,False,44.11427,3.08945,Arrivée Millau,endur,"['AID_STATION', 'EMERGENCY']",Arrivée,SIMPLE,"[{'pointId': 58, 'live': 'x3yl9ag', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2022-10-21T14:49:39.000+00:00,2022-10-22T03:30:39.000+00:00,
