access,altitude,distance,elevationGain,pointId,isAssistance,isMeet,lat,lon,name,raceId,services,shortName,type,livecams,dateFirstRunners,dateLastRunners,cutoff
[],360,0,0,0,False,False,44.11368,3.08707,Millau,endur,[],Départ,SIMPLE,[],2023-10-20T04:00:16.000+00:00,2023-10-20T04:00:16.000+00:00,
[],827,8340,523,4,False,False,44.13555,3.1159,P7,endur,[],P7,SIMPLE,[],2023-10-20T04:46:16.000+00:00,2023-10-20T05:42:16.000+00:00,
[],428,17100,614,8,False,False,44.17789,3.1341,La Cresse,endur,"['EMERGENCY', 'DRINK_SUPPLY', 'BUS_STOP']",Cresse,SIMPLE,"[{'pointId': 8, 'live': 'x3yl7rd', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2023-10-20T05:21:16.000+00:00,2023-10-20T07:02:16.000+00:00,2023-10-20T07:15:00.000+00:00
[],393,27720,1055,12,True,False,44.1913,3.20532,Le Rozier,endur,"['AID_STATION', 'EMERGENCY', 'BUS_STOP']",Rozier,SIMPLE,[],2023-10-20T06:23:16.000+00:00,2023-10-20T09:31:16.000+00:00,2023-10-20T09:40:00.000+00:00
[],545,39040,1721,14,True,False,44.19736,3.24883,Le Truel,endur,"['AID_STATION', 'EMERGENCY', 'BUS_STOP']",Truel,SIMPLE,[],2023-10-20T07:39:16.000+00:00,2023-10-20T12:22:16.000+00:00,2023-10-20T12:10:00.000+00:00
[],869,55680,2438,20,True,False,44.15279,3.25897,St André de Vezines,endur,"['AID_STATION', 'EMERGENCY', 'BUS_STOP']",St André,SIMPLE,"[{'pointId': 20, 'live': 'x8d9v0t', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2023-10-20T09:27:16.000+00:00,2023-10-20T16:08:16.000+00:00,2023-10-20T16:30:00.000+00:00
[],400,67090,2694,24,False,False,44.12335,3.22216,La Roque Ste Marguerite,endur,"['EMERGENCY', 'DRINK_SUPPLY', 'BUS_STOP']",La Roque,SIMPLE,[],2023-10-20T10:33:16.000+00:00,2023-10-20T18:36:16.000+00:00,2023-10-20T19:15:00.000+00:00
[],731,76850,3212,30,True,False,44.09542,3.18986,La Salvage,endur,"['AID_STATION', 'EMERGENCY', 'BUS_STOP']",La Salvage,SIMPLE,"[{'pointId': 30, 'live': 'x4xs90b', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2023-10-20T11:47:16.000+00:00,2023-10-20T21:28:16.000+00:00,2023-10-20T20:45:00.000+00:00
[],750,85300,3618,32,False,False,44.08657,3.14636,Mas de Bru (P88),endur,"['EMERGENCY', 'DRINK_SUPPLY', 'BUS_STOP']",Mas de Bru,SIMPLE,[],2023-10-20T12:50:16.000+00:00,2023-10-20T23:43:16.000+00:00,2023-10-20T22:50:00.000+00:00
[],377,90020,3634,34,False,False,44.09947,3.12773,Massebiau déviation Ravin bas roubelier,endur,[],MassebiauD,SIMPLE,[],2023-10-20T13:16:16.000+00:00,2023-10-21T00:37:16.000+00:00,2023-10-20T00:00:00.000+00:00
[],366,90780,3654,36,False,False,44.10188,3.12713,Massebiau,endur,"['EMERGENCY', 'DRINK_SUPPLY', 'BUS_STOP']",Massebiau,SIMPLE,"[{'pointId': 36, 'live': 'x3yl8jb', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2023-10-20T13:21:16.000+00:00,2023-10-21T00:48:16.000+00:00,
[],835,94020,4137,46,True,False,44.12086,3.11857,Le Cade,endur,"['AID_STATION', 'EMERGENCY', 'BUS_STOP']",Cade,SIMPLE,"[{'pointId': 46, 'live': 'x4xs8kr', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2023-10-20T14:03:16.000+00:00,2023-10-21T02:15:16.000+00:00,2023-10-20T01:00:00.000+00:00
[],395,99930,4228,58,False,False,44.11427,3.08945,Arrivée Millau,endur,"['AID_STATION', 'EMERGENCY']",Arrivée,SIMPLE,"[{'pointId': 58, 'live': 'x8d2z5h', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2023-10-20T14:43:16.000+00:00,2023-10-21T03:30:16.000+00:00,
