bib,name,status,category,sex,country,Départ,P7,Peyreleau,St André,La Roque,Pierrefich,La Salvage,Mas de Bru,Massebiau,Cade,la pouncho,Arrivée
215,Alberto COLOMBO,FINISHER,M1-M2H,MALE,IT,2023-10-22T05:18:53.000+00:00,2023-10-22T06:14:18.000+00:00,2023-10-22T07:38:07.000+00:00,2023-10-22T09:05:09.000+00:00,2023-10-22T10:21:42.000+00:00,2023-10-22T10:51:49.000+00:00,2023-10-22T11:40:39.000+00:00,2023-10-22T12:54:52.000+00:00,2023-10-22T13:28:56.000+00:00,2023-10-22T14:13:29.000+00:00,2023-10-22T15:06:02.000+00:00,2023-10-22T15:28:27.000+00:00,
351,Thierry ROMMEL,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:05:54.000+00:00,2023-10-22T07:16:12.000+00:00,2023-10-22T08:40:54.000+00:00,2023-10-22T10:02:45.000+00:00,2023-10-22T10:38:56.000+00:00,2023-10-22T11:28:07.000+00:00,2023-10-22T12:50:50.000+00:00,2023-10-22T13:23:25.000+00:00,2023-10-22T14:10:00.000+00:00,2023-10-22T15:05:00.000+00:00,2023-10-22T15:28:46.000+00:00,
142,Jeremy ROUX,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:08:27.000+00:00,2023-10-22T07:29:16.000+00:00,2023-10-22T08:57:14.000+00:00,2023-10-22T10:17:55.000+00:00,2023-10-22T10:49:14.000+00:00,2023-10-22T11:37:30.000+00:00,2023-10-22T13:00:45.000+00:00,2023-10-22T13:35:13.000+00:00,2023-10-22T14:18:31.000+00:00,2023-10-22T15:07:54.000+00:00,2023-10-22T15:28:52.000+00:00,
2365,Pierre-Nicolas BARRIER,FINISHER,S-M0H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:43:27.000+00:00,2023-10-22T08:13:42.000+00:00,2023-10-22T09:44:24.000+00:00,2023-10-22T11:01:21.000+00:00,2023-10-22T11:29:43.000+00:00,2023-10-22T12:12:16.000+00:00,2023-10-22T13:16:57.000+00:00,2023-10-22T13:44:09.000+00:00,2023-10-22T14:22:25.000+00:00,2023-10-22T15:09:01.000+00:00,2023-10-22T15:30:01.000+00:00,
2438,Jérôme COURONNEL,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:12:30.000+00:00,2023-10-22T07:33:17.000+00:00,2023-10-22T08:57:47.000+00:00,2023-10-22T10:13:47.000+00:00,2023-10-22T10:44:56.000+00:00,2023-10-22T11:33:25.000+00:00,2023-10-22T12:52:59.000+00:00,2023-10-22T13:25:10.000+00:00,2023-10-22T14:10:26.000+00:00,2023-10-22T15:05:53.000+00:00,2023-10-22T15:30:42.000+00:00,
2492,Nicolas GAUBERT,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:12:04.000+00:00,2023-10-22T07:30:54.000+00:00,2023-10-22T08:59:27.000+00:00,2023-10-22T10:25:31.000+00:00,2023-10-22T10:58:42.000+00:00,2023-10-22T11:46:24.000+00:00,2023-10-22T13:01:44.000+00:00,2023-10-22T13:31:24.000+00:00,2023-10-22T14:17:07.000+00:00,2023-10-22T15:09:11.000+00:00,2023-10-22T15:31:38.000+00:00,
248,Laurent SOBOUL,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:13:20.000+00:00,2023-10-22T07:32:39.000+00:00,2023-10-22T08:58:55.000+00:00,2023-10-22T10:17:40.000+00:00,2023-10-22T10:52:01.000+00:00,2023-10-22T11:54:13.000+00:00,2023-10-22T13:08:56.000+00:00,2023-10-22T13:40:47.000+00:00,2023-10-22T14:22:04.000+00:00,2023-10-22T15:13:11.000+00:00,2023-10-22T15:31:58.000+00:00,
228,Julien SABATERY,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:14:07.000+00:00,2023-10-22T07:35:44.000+00:00,2023-10-22T09:00:58.000+00:00,2023-10-22T10:17:38.000+00:00,2023-10-22T10:49:11.000+00:00,2023-10-22T11:38:07.000+00:00,2023-10-22T12:56:00.000+00:00,2023-10-22T13:30:19.000+00:00,2023-10-22T14:13:56.000+00:00,2023-10-22T15:04:45.000+00:00,2023-10-22T15:32:00.000+00:00,
353,Lucas DELBERT,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:12:58.000+00:00,2023-10-22T07:29:53.000+00:00,2023-10-22T08:58:00.000+00:00,2023-10-22T10:18:30.000+00:00,2023-10-22T10:51:51.000+00:00,2023-10-22T11:47:56.000+00:00,2023-10-22T12:59:21.000+00:00,2023-10-22T13:30:21.000+00:00,2023-10-22T14:15:51.000+00:00,2023-10-22T15:12:02.000+00:00,2023-10-22T15:32:03.000+00:00,
234,Steve BOURIEL,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:11:01.000+00:00,2023-10-22T07:33:12.000+00:00,2023-10-22T08:59:29.000+00:00,2023-10-22T10:16:01.000+00:00,2023-10-22T10:46:46.000+00:00,2023-10-22T11:36:20.000+00:00,2023-10-22T12:55:16.000+00:00,2023-10-22T13:27:52.000+00:00,2023-10-22T14:16:52.000+00:00,2023-10-22T15:10:30.000+00:00,2023-10-22T15:32:12.000+00:00,
156,Nicolas WELTE,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:16:25.000+00:00,2023-10-22T07:44:42.000+00:00,2023-10-22T09:15:06.000+00:00,2023-10-22T10:36:07.000+00:00,2023-10-22T11:10:47.000+00:00,2023-10-22T11:53:39.000+00:00,2023-10-22T13:08:59.000+00:00,2023-10-22T13:40:57.000+00:00,2023-10-22T14:21:27.000+00:00,2023-10-22T15:10:32.000+00:00,2023-10-22T15:32:14.000+00:00,
696,Julien GUYONVARCH,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:15:38.000+00:00,2023-10-22T07:45:13.000+00:00,2023-10-22T09:20:08.000+00:00,2023-10-22T10:41:41.000+00:00,2023-10-22T11:13:49.000+00:00,2023-10-22T12:00:59.000+00:00,2023-10-22T13:15:40.000+00:00,2023-10-22T13:48:15.000+00:00,2023-10-22T14:25:22.000+00:00,2023-10-22T15:11:15.000+00:00,2023-10-22T15:32:24.000+00:00,
320,Anthony HELAINE,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:18:11.000+00:00,2023-10-22T07:41:59.000+00:00,2023-10-22T09:08:54.000+00:00,2023-10-22T10:27:20.000+00:00,2023-10-22T10:56:38.000+00:00,2023-10-22T11:46:18.000+00:00,2023-10-22T13:09:42.000+00:00,2023-10-22T13:39:50.000+00:00,2023-10-22T14:21:24.000+00:00,2023-10-22T15:11:23.000+00:00,2023-10-22T18:11:19.000+00:00,
465,Mathieu COUSTOU,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:14:53.000+00:00,2023-10-22T07:36:03.000+00:00,2023-10-22T09:01:07.000+00:00,2023-10-22T10:22:00.000+00:00,2023-10-22T10:54:20.000+00:00,2023-10-22T11:42:18.000+00:00,2023-10-22T13:03:43.000+00:00,2023-10-22T13:36:05.000+00:00,2023-10-22T14:16:50.000+00:00,2023-10-22T15:09:09.000+00:00,2023-10-22T15:43:03.000+00:00,
402,Eric TROUCHE,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:09:38.000+00:00,2023-10-22T07:30:22.000+00:00,2023-10-22T08:57:52.000+00:00,2023-10-22T10:17:22.000+00:00,2023-10-22T10:51:05.000+00:00,2023-10-22T11:47:24.000+00:00,2023-10-22T13:02:18.000+00:00,2023-10-22T13:35:07.000+00:00,2023-10-22T14:17:04.000+00:00,2023-10-22T15:12:11.000+00:00,2023-10-22T15:33:11.000+00:00,
140,Nicolas TROUILHET,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:07:31.000+00:00,2023-10-22T07:22:16.000+00:00,2023-10-22T08:49:10.000+00:00,2023-10-22T10:11:40.000+00:00,2023-10-22T10:44:50.000+00:00,2023-10-22T11:55:18.000+00:00,2023-10-22T13:15:37.000+00:00,2023-10-22T13:45:42.000+00:00,2023-10-22T14:25:02.000+00:00,2023-10-22T15:13:18.000+00:00,2023-10-22T15:33:17.000+00:00,
344,Guillaume DAVIN,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:15:17.000+00:00,2023-10-22T07:42:06.000+00:00,2023-10-22T09:14:23.000+00:00,2023-10-22T10:32:17.000+00:00,2023-10-22T11:03:36.000+00:00,2023-10-22T11:51:52.000+00:00,2023-10-22T13:05:28.000+00:00,2023-10-22T13:36:32.000+00:00,2023-10-22T14:19:23.000+00:00,2023-10-22T15:09:55.000+00:00,2023-10-22T15:33:41.000+00:00,
632,Sebastien LEBLANC,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:15:29.000+00:00,2023-10-22T07:41:27.000+00:00,2023-10-22T09:11:16.000+00:00,2023-10-22T10:32:19.000+00:00,2023-10-22T11:02:49.000+00:00,2023-10-22T11:50:02.000+00:00,2023-10-22T13:06:55.000+00:00,2023-10-22T13:38:42.000+00:00,2023-10-22T14:22:23.000+00:00,2023-10-22T15:13:46.000+00:00,2023-10-22T15:49:34.000+00:00,
183,Florian RAMADIER,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:11:19.000+00:00,2023-10-22T07:33:12.000+00:00,2023-10-22T09:04:44.000+00:00,2023-10-22T10:27:44.000+00:00,2023-10-22T11:00:50.000+00:00,2023-10-22T11:51:59.000+00:00,2023-10-22T13:11:14.000+00:00,2023-10-22T13:43:05.000+00:00,2023-10-22T14:26:06.000+00:00,2023-10-22T15:12:49.000+00:00,2023-10-22T15:35:30.000+00:00,
420,Thomas REY,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:11:47.000+00:00,2023-10-22T07:35:46.000+00:00,2023-10-22T09:05:09.000+00:00,2023-10-22T10:27:26.000+00:00,2023-10-22T10:59:46.000+00:00,2023-10-22T11:47:35.000+00:00,2023-10-22T13:06:33.000+00:00,2023-10-22T13:38:54.000+00:00,2023-10-22T14:19:00.000+00:00,2023-10-22T15:09:39.000+00:00,2023-10-22T15:35:47.000+00:00,
640,Florian CASTEL,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:13:26.000+00:00,2023-10-22T07:30:12.000+00:00,2023-10-22T08:53:04.000+00:00,2023-10-22T10:11:27.000+00:00,2023-10-22T10:45:05.000+00:00,2023-10-22T11:39:15.000+00:00,2023-10-22T12:58:03.000+00:00,2023-10-22T13:29:12.000+00:00,2023-10-22T14:19:20.000+00:00,2023-10-22T15:12:25.000+00:00,2023-10-22T15:36:14.000+00:00,
635,Nicolas BERNHARD,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:19:56.000+00:00,2023-10-22T07:49:06.000+00:00,2023-10-22T09:20:14.000+00:00,2023-10-22T10:44:20.000+00:00,2023-10-22T11:14:23.000+00:00,2023-10-22T12:05:00.000+00:00,2023-10-22T13:15:19.000+00:00,2023-10-22T13:43:41.000+00:00,2023-10-22T14:26:28.000+00:00,2023-10-22T15:16:39.000+00:00,2023-10-22T15:36:18.000+00:00,
81,Lilian GUGLIERO,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:04:48.000+00:00,2023-10-22T07:13:34.000+00:00,2023-10-22T08:29:18.000+00:00,2023-10-22T09:37:23.000+00:00,2023-10-22T10:04:15.000+00:00,2023-10-22T10:57:49.000+00:00,2023-10-22T12:09:49.000+00:00,2023-10-22T13:15:00.000+00:00,2023-10-22T14:17:29.000+00:00,2023-10-22T15:09:25.000+00:00,2023-10-22T15:44:31.000+00:00,
238,Pauline GRARDEL,FINISHER,S-M0F,FEMALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:17:08.000+00:00,2023-10-22T07:48:10.000+00:00,2023-10-22T09:23:14.000+00:00,2023-10-22T10:44:36.000+00:00,2023-10-22T11:13:42.000+00:00,2023-10-22T12:00:29.000+00:00,2023-10-22T13:13:19.000+00:00,2023-10-22T13:45:24.000+00:00,2023-10-22T14:25:58.000+00:00,2023-10-22T15:14:04.000+00:00,2023-10-22T15:42:17.000+00:00,
684,Quentin MILLIAT,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:11:21.000+00:00,2023-10-22T07:29:52.000+00:00,2023-10-22T08:51:37.000+00:00,2023-10-22T10:11:11.000+00:00,2023-10-22T10:43:05.000+00:00,2023-10-22T11:32:38.000+00:00,2023-10-22T12:53:43.000+00:00,2023-10-22T13:26:58.000+00:00,2023-10-22T14:14:46.000+00:00,2023-10-22T15:11:46.000+00:00,2023-10-22T15:37:16.000+00:00,
394,David FAGET,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:13:25.000+00:00,2023-10-22T07:35:55.000+00:00,2023-10-22T09:02:15.000+00:00,2023-10-22T10:20:21.000+00:00,2023-10-22T10:52:51.000+00:00,2023-10-22T11:41:31.000+00:00,2023-10-22T12:59:35.000+00:00,2023-10-22T13:33:36.000+00:00,2023-10-22T14:18:02.000+00:00,2023-10-22T15:11:39.000+00:00,2023-10-22T15:37:21.000+00:00,
357,Morgan BOLATRE,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:17:04.000+00:00,2023-10-22T07:49:00.000+00:00,2023-10-22T09:23:19.000+00:00,2023-10-22T10:50:24.000+00:00,2023-10-22T11:22:56.000+00:00,2023-10-22T12:11:17.000+00:00,2023-10-22T13:20:50.000+00:00,2023-10-22T13:52:18.000+00:00,2023-10-22T14:28:36.000+00:00,2023-10-22T15:13:29.000+00:00,2023-10-22T15:38:55.000+00:00,
337,Erwann THIBAUD,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:14:09.000+00:00,2023-10-22T07:36:20.000+00:00,2023-10-22T09:03:56.000+00:00,2023-10-22T10:23:31.000+00:00,2023-10-22T10:55:14.000+00:00,2023-10-22T11:49:00.000+00:00,2023-10-22T13:03:28.000+00:00,2023-10-22T13:37:58.000+00:00,2023-10-22T14:20:46.000+00:00,2023-10-22T15:15:56.000+00:00,2023-10-22T15:39:34.000+00:00,
176,Juliette NODE,FINISHER,S-M0F,FEMALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:15:10.000+00:00,2023-10-22T07:41:47.000+00:00,2023-10-22T09:10:38.000+00:00,2023-10-22T10:28:50.000+00:00,2023-10-22T11:00:25.000+00:00,2023-10-22T11:50:21.000+00:00,2023-10-22T13:07:53.000+00:00,2023-10-22T13:42:02.000+00:00,2023-10-22T14:25:40.000+00:00,2023-10-22T15:17:05.000+00:00,2023-10-22T15:40:32.000+00:00,
2375,Thomas BENITEZ,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:12:36.000+00:00,2023-10-22T07:33:23.000+00:00,2023-10-22T09:00:06.000+00:00,2023-10-22T10:18:25.000+00:00,2023-10-22T10:50:28.000+00:00,2023-10-22T11:48:02.000+00:00,2023-10-22T13:02:38.000+00:00,2023-10-22T13:37:42.000+00:00,2023-10-22T14:20:34.000+00:00,2023-10-22T15:15:49.000+00:00,2023-10-22T15:46:29.000+00:00,
660,Hugues DESCLAUX,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:17:49.000+00:00,2023-10-22T07:42:00.000+00:00,2023-10-22T09:10:57.000+00:00,2023-10-22T10:32:03.000+00:00,2023-10-22T11:05:42.000+00:00,2023-10-22T11:56:18.000+00:00,2023-10-22T13:16:55.000+00:00,2023-10-22T13:48:16.000+00:00,2023-10-22T14:31:19.000+00:00,2023-10-22T15:21:23.000+00:00,2023-10-22T17:01:57.000+00:00,
797,Ilyes-Menouar ZAHI,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:11:28.000+00:00,2023-10-22T07:33:13.000+00:00,2023-10-22T09:01:46.000+00:00,2023-10-22T10:21:53.000+00:00,2023-10-22T10:54:23.000+00:00,2023-10-22T11:46:13.000+00:00,2023-10-22T12:59:34.000+00:00,2023-10-22T13:36:29.000+00:00,2023-10-22T14:24:21.000+00:00,2023-10-22T15:19:49.000+00:00,2023-10-22T15:44:04.000+00:00,
466,Steven CHENAIS,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:13:01.000+00:00,2023-10-22T07:31:01.000+00:00,2023-10-22T08:53:40.000+00:00,2023-10-22T10:14:26.000+00:00,2023-10-22T10:46:41.000+00:00,2023-10-22T11:47:49.000+00:00,2023-10-22T13:06:05.000+00:00,2023-10-22T13:40:22.000+00:00,2023-10-22T14:24:49.000+00:00,2023-10-22T15:20:06.000+00:00,2023-10-22T15:44:10.000+00:00,
487,Julien STERCQ,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:15:39.000+00:00,2023-10-22T07:40:38.000+00:00,2023-10-22T09:07:52.000+00:00,2023-10-22T10:28:52.000+00:00,2023-10-22T11:00:27.000+00:00,2023-10-22T11:49:09.000+00:00,2023-10-22T13:08:53.000+00:00,2023-10-22T13:42:01.000+00:00,2023-10-22T14:27:41.000+00:00,2023-10-22T15:20:59.000+00:00,2023-10-22T15:44:11.000+00:00,
329,Aubry DARNIS,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:13:36.000+00:00,2023-10-22T07:38:48.000+00:00,2023-10-22T09:13:25.000+00:00,2023-10-22T10:37:34.000+00:00,2023-10-22T11:10:28.000+00:00,2023-10-22T12:01:05.000+00:00,2023-10-22T13:17:50.000+00:00,2023-10-22T13:51:20.000+00:00,2023-10-22T14:32:50.000+00:00,2023-10-22T15:21:09.000+00:00,2023-10-22T15:44:27.000+00:00,
516,Emile DARRAS,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:12:42.000+00:00,2023-10-22T07:35:53.000+00:00,2023-10-22T09:00:15.000+00:00,2023-10-22T10:17:57.000+00:00,2023-10-22T10:50:06.000+00:00,2023-10-22T11:41:50.000+00:00,2023-10-22T13:02:58.000+00:00,2023-10-22T13:37:40.000+00:00,2023-10-22T14:23:09.000+00:00,2023-10-22T15:22:41.000+00:00,2023-10-22T15:45:05.000+00:00,
610,Sebastien WEIL,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:17:53.000+00:00,2023-10-22T07:42:13.000+00:00,2023-10-22T09:09:42.000+00:00,2023-10-22T10:31:49.000+00:00,2023-10-22T11:04:47.000+00:00,2023-10-22T11:52:50.000+00:00,2023-10-22T13:12:00.000+00:00,2023-10-22T13:46:58.000+00:00,2023-10-22T14:26:58.000+00:00,2023-10-22T15:19:55.000+00:00,2023-10-22T15:45:20.000+00:00,
512,Sébastien GREGOIRE,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:10:52.000+00:00,2023-10-22T07:32:40.000+00:00,2023-10-22T09:06:01.000+00:00,2023-10-22T10:27:29.000+00:00,2023-10-22T10:59:43.000+00:00,2023-10-22T11:55:08.000+00:00,2023-10-22T13:13:12.000+00:00,2023-10-22T13:47:35.000+00:00,2023-10-22T14:30:54.000+00:00,2023-10-22T15:19:17.000+00:00,2023-10-22T15:45:30.000+00:00,
165,Adrien CRIBIER,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:11:24.000+00:00,2023-10-22T07:31:31.000+00:00,2023-10-22T08:59:30.000+00:00,2023-10-22T10:28:44.000+00:00,2023-10-22T11:00:29.000+00:00,2023-10-22T11:50:35.000+00:00,2023-10-22T13:07:55.000+00:00,2023-10-22T13:42:26.000+00:00,2023-10-22T14:25:45.000+00:00,2023-10-22T15:20:04.000+00:00,2023-10-22T15:50:54.000+00:00,
448,Tony KOZIAK,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:12:10.000+00:00,2023-10-22T07:31:55.000+00:00,2023-10-22T08:58:15.000+00:00,2023-10-22T10:19:14.000+00:00,2023-10-22T10:52:19.000+00:00,2023-10-22T11:45:41.000+00:00,2023-10-22T13:09:35.000+00:00,2023-10-22T13:43:20.000+00:00,2023-10-22T14:27:51.000+00:00,2023-10-22T15:20:37.000+00:00,2023-10-22T18:30:06.000+00:00,
858,Cyril RAOULT,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:15:27.000+00:00,2023-10-22T07:38:50.000+00:00,2023-10-22T09:07:07.000+00:00,2023-10-22T10:28:50.000+00:00,2023-10-22T11:00:29.000+00:00,2023-10-22T11:50:17.000+00:00,2023-10-22T13:07:50.000+00:00,2023-10-22T13:41:06.000+00:00,2023-10-22T14:24:10.000+00:00,2023-10-22T15:19:55.000+00:00,2023-10-22T15:46:24.000+00:00,
148,Arnaud MARRE,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:14:22.000+00:00,2023-10-22T07:36:33.000+00:00,2023-10-22T09:01:18.000+00:00,2023-10-22T10:22:53.000+00:00,2023-10-22T10:54:01.000+00:00,2023-10-22T11:45:59.000+00:00,2023-10-22T13:01:53.000+00:00,2023-10-22T13:36:40.000+00:00,2023-10-22T14:24:46.000+00:00,2023-10-22T15:19:41.000+00:00,2023-10-22T15:51:31.000+00:00,
330,David DUBOS,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:16:24.000+00:00,2023-10-22T07:44:43.000+00:00,2023-10-22T09:16:42.000+00:00,2023-10-22T10:36:24.000+00:00,2023-10-22T11:07:53.000+00:00,2023-10-22T11:57:45.000+00:00,2023-10-22T13:14:37.000+00:00,2023-10-22T13:48:26.000+00:00,2023-10-22T14:31:15.000+00:00,2023-10-22T15:22:58.000+00:00,2023-10-22T15:46:49.000+00:00,
641,Simon DESCHAMPS,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:14:40.000+00:00,2023-10-22T07:38:15.000+00:00,2023-10-22T09:03:19.000+00:00,2023-10-22T10:21:45.000+00:00,2023-10-22T10:54:17.000+00:00,2023-10-22T11:47:39.000+00:00,2023-10-22T13:07:27.000+00:00,2023-10-22T13:41:37.000+00:00,2023-10-22T14:30:21.000+00:00,2023-10-22T15:23:46.000+00:00,2023-10-22T15:46:59.000+00:00,
235,Thaddé GIRANDIER,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:10:06.000+00:00,2023-10-22T07:30:53.000+00:00,2023-10-22T08:54:18.000+00:00,2023-10-22T10:11:31.000+00:00,2023-10-22T10:43:34.000+00:00,2023-10-22T11:37:33.000+00:00,2023-10-22T12:57:02.000+00:00,2023-10-22T13:29:00.000+00:00,2023-10-22T14:26:57.000+00:00,2023-10-22T15:24:49.000+00:00,2023-10-22T15:47:24.000+00:00,
870,Richard LEGUY,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:17:47.000+00:00,2023-10-22T07:51:57.000+00:00,2023-10-22T09:26:44.000+00:00,2023-10-22T10:49:09.000+00:00,2023-10-22T11:19:11.000+00:00,2023-10-22T12:09:55.000+00:00,2023-10-22T13:19:34.000+00:00,2023-10-22T13:55:12.000+00:00,2023-10-22T14:37:41.000+00:00,2023-10-22T15:24:53.000+00:00,2023-10-22T15:47:24.000+00:00,
346,Bertrand RODARIE,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:16:13.000+00:00,2023-10-22T07:43:54.000+00:00,2023-10-22T09:15:05.000+00:00,2023-10-22T10:36:29.000+00:00,2023-10-22T11:09:57.000+00:00,2023-10-22T12:00:57.000+00:00,2023-10-22T13:18:31.000+00:00,2023-10-22T13:51:29.000+00:00,2023-10-22T14:31:22.000+00:00,2023-10-22T15:21:23.000+00:00,2023-10-22T15:47:32.000+00:00,
122,Benjamin LANGLOIS,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:08:40.000+00:00,2023-10-22T07:24:36.000+00:00,2023-10-22T08:50:14.000+00:00,2023-10-22T10:11:13.000+00:00,2023-10-22T10:44:19.000+00:00,2023-10-22T11:32:58.000+00:00,2023-10-22T12:57:01.000+00:00,2023-10-22T13:33:13.000+00:00,2023-10-22T14:20:26.000+00:00,2023-10-22T15:19:26.000+00:00,2023-10-22T15:47:46.000+00:00,
2442,Sebastien CRESPO,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:16:26.000+00:00,2023-10-22T07:38:00.000+00:00,2023-10-22T09:03:38.000+00:00,2023-10-22T10:17:30.000+00:00,2023-10-22T10:46:29.000+00:00,2023-10-22T11:39:16.000+00:00,2023-10-22T12:51:08.000+00:00,2023-10-22T13:30:00.000+00:00,2023-10-22T14:24:09.000+00:00,2023-10-22T15:20:03.000+00:00,2023-10-22T15:48:41.000+00:00,
460,Benoît LÉGER,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:16:50.000+00:00,2023-10-22T07:45:01.000+00:00,2023-10-22T09:18:35.000+00:00,2023-10-22T10:39:29.000+00:00,2023-10-22T11:12:00.000+00:00,2023-10-22T12:02:36.000+00:00,2023-10-22T13:18:29.000+00:00,2023-10-22T13:52:33.000+00:00,2023-10-22T14:35:12.000+00:00,2023-10-22T15:26:07.000+00:00,2023-10-22T15:49:46.000+00:00,
752,Adrien PRECHAIS,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:14:42.000+00:00,2023-10-22T07:36:00.000+00:00,2023-10-22T09:04:16.000+00:00,2023-10-22T10:26:58.000+00:00,2023-10-22T11:00:10.000+00:00,2023-10-22T11:54:24.000+00:00,2023-10-22T13:14:50.000+00:00,2023-10-22T13:47:26.000+00:00,2023-10-22T14:29:12.000+00:00,2023-10-22T15:28:35.000+00:00,2023-10-22T15:50:04.000+00:00,
79,Simon LETOURNEUR,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:06:43.000+00:00,2023-10-22T07:24:41.000+00:00,2023-10-22T09:05:08.000+00:00,2023-10-22T10:32:19.000+00:00,2023-10-22T11:02:49.000+00:00,2023-10-22T12:04:44.000+00:00,2023-10-22T13:29:31.000+00:00,2023-10-22T14:01:02.000+00:00,2023-10-22T14:40:11.000+00:00,2023-10-22T15:31:52.000+00:00,2023-10-22T15:57:01.000+00:00,
133,Bruno PAILLARDET,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:11:19.000+00:00,2023-10-22T07:35:39.000+00:00,2023-10-22T09:12:13.000+00:00,2023-10-22T10:39:04.000+00:00,2023-10-22T11:10:18.000+00:00,2023-10-22T11:59:39.000+00:00,2023-10-22T13:18:27.000+00:00,2023-10-22T13:52:18.000+00:00,2023-10-22T14:35:06.000+00:00,2023-10-22T15:26:00.000+00:00,2023-10-22T15:52:06.000+00:00,
