access,altitude,distance,elevationGain,pointId,isAssistance,isMeet,lat,lon,name,raceId,services,shortName,type,livecams,dateFirstRunners,dateLastRunners,cutoff
[],1955,76690,4650,13,False,True,45.79061,6.93101,Checrouit - Maison Vieille,utmb,['DRINK_SUPPLY'],Checrouit ,SIMPLE,[],2025-08-30T01:37:00.000+02:00,2025-08-30T11:39:00.000+02:00,
[],1190,81620,4693,14,True,True,45.79417,6.96496,Courmayeur - Mountain Sport Center Entrée,utmb,"['AID_STATION', 'EMERGENCY', 'BUS_STOP', 'AID_STATION_WITH_WARM_MEAL']",Courmayeur,SIMPLE,[],2025-08-30T02:01:00.000+02:00,2025-08-30T12:37:00.000+02:00,
[],1190,81620,4693,15,False,True,45.79417,6.96496,Courmayeur - Mountain Sport Center Sortie,utmb,[],Courmayeur,SIMPLE,[],2025-08-30T02:01:00.000+02:00,2025-08-30T12:37:00.000+02:00,2025-08-30T13:15:00.000+02:00
[],1987,87050,5500,18,False,False,45.80916,6.97861,Refuge Bertone,utmb,['DRINK_SUPPLY'],Bertone,SIMPLE,"[{'pointId': 18, 'live': 'x8d2z6h', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2025-08-30T03:03:00.000+02:00,2025-08-30T15:06:00.000+02:00,
[],2026,94640,5818,19,False,False,45.84676,7.03325,Refuge Bonatti,utmb,[],Bonatti,SIMPLE,[],2025-08-30T03:56:00.000+02:00,2025-08-30T17:10:00.000+02:00,
[],1776,99910,5949,20,False,True,45.8714,7.05398,Arnouvaz,utmb,"['AID_STATION', 'EMERGENCY', 'BUS_STOP']",Arnouvaz,SIMPLE,[],2025-08-30T04:25:00.000+02:00,2025-08-30T18:19:00.000+02:00,2025-08-30T18:15:00.000+02:00
[],2537,104510,6716,22,False,False,45.88902,7.07787,Grand Col Ferret,utmb,[],Col Ferret,SIMPLE,"[{'pointId': 22, 'live': 'x5nomga', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2025-08-30T05:20:00.000+02:00,2025-08-30T20:32:00.000+02:00,
[],1602,114490,6808,24,False,True,45.93568,7.09842,La Fouly,utmb,"['AID_STATION', 'EMERGENCY', 'BUS_STOP']",La Fouly,SIMPLE,"[{'pointId': 24, 'live': 'x4xs90b', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2025-08-30T06:10:00.000+02:00,2025-08-30T22:35:00.000+02:00,2025-08-30T22:30:00.000+02:00
[],1481,128300,7329,27,True,True,46.02572,7.12241,Champex-Lac,utmb,"['AID_STATION', 'EMERGENCY', 'BUS_STOP', 'AID_STATION_WITH_WARM_MEAL']",Champex,DOUBLE,"[{'pointId': 27, 'live': 'x97fsio', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2025-08-30T07:38:00.000+02:00,2025-08-31T02:16:00.000+02:00,2025-08-31T02:30:00.000+02:00
[],1886,139780,8137,30,False,True,46.05501,7.03364,La Giète,utmb,[],La Giète,SIMPLE,"[{'pointId': 30, 'live': 'x3yl9n9', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2025-08-30T09:11:00.000+02:00,2025-08-31T06:01:00.000+02:00,
[],1307,144880,8208,31,True,True,46.0556,6.99488,Trient,utmb,"['AID_STATION', 'EMERGENCY', 'BUS_STOP']",Trient,DOUBLE,"[{'pointId': 31, 'live': 'x8d2z6v', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2025-08-30T09:39:00.000+02:00,2025-08-31T07:09:00.000+02:00,2025-08-31T08:00:00.000+02:00
[],1943,148880,8862,33,False,False,46.04748,6.97957,Les Tseppes,utmb,[],Tseppes,SIMPLE,[],2025-08-30T10:31:00.000+02:00,2025-08-31T09:09:00.000+02:00,
[],1265,157020,9031,34,True,True,46.03221,6.93221,Vallorcine Entrée,utmb,"['AID_STATION', 'EMERGENCY', 'BUS_STOP']",Vallorcine,SIMPLE,"[{'pointId': 34, 'live': 'x91cg54', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2025-08-30T11:20:00.000+02:00,2025-08-31T11:02:00.000+02:00,
[],1265,157020,9031,35,False,True,46.03221,6.93221,Vallorcine Sortie,utmb,[],Vallorcine,SIMPLE,[],2025-08-30T11:20:00.000+02:00,2025-08-31T11:02:00.000+02:00,2025-08-31T11:15:00.000+02:00
[],1899,168300,9982,44,False,True,45.96065,6.88669,La Flégère,utmb,"['EMERGENCY', 'DRINK_SUPPLY']",La Flégère,SIMPLE,"[{'pointId': 44, 'live': 'x91cf5s', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2025-08-30T13:02:00.000+02:00,2025-08-31T14:58:00.000+02:00,2025-08-31T14:45:00.000+02:00
[],1044,175400,9985,144,False,True,45.92361,6.86913,Chamonix,utmb,"['AID_STATION', 'EMERGENCY', 'BUS_STOP', 'AID_STATION_WITH_WARM_MEAL']",Chamonix,SIMPLE,"[{'pointId': 144, 'live': 'x3h1emu', 'provider': 'DAILYMOTION', 'view': 'ALTERNATE_A'}, {'pointId': 144, 'live': 'x4xs934', 'provider': 'DAILYMOTION', 'view': 'MAIN'}, {'pointId': 144, 'live': 'x8d9v0p', 'provider': 'DAILYMOTION', 'view': 'ALTERNATE_C'}]",2025-08-30T13:38:00.000+02:00,2025-08-31T16:14:00.000+02:00,2025-08-31T16:30:00.000+02:00
