access,altitude,distance,elevationGain,pointId,isAssistance,isMeet,lat,lon,name,raceId,services,shortName,type,livecams,dateFirstRunners,dateLastRunners,cutoff
[],1043,0,0,0,False,True,45.92354,6.86904,Chamonix,utmb,"['EMERGENCY', 'BUS_STOP']",Départ,SIMPLE,"[{'pointId': 0, 'live': 'x8d2z4s', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2025-08-29T17:45:00.000+02:00,2025-08-29T17:45:00.000+02:00,
[],1666,14560,977,2,False,False,45.87733,6.75998,Col de Voza,utmb,[],Col  Voza,SIMPLE,"[{'pointId': 2, 'live': 'x3h1d7l', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2025-08-29T18:59:00.000+02:00,2025-08-29T20:39:00.000+02:00,
[],811,23050,1121,3,False,True,45.89273,6.7114,Saint-Gervais,utmb,"['AID_STATION', 'EMERGENCY', 'BUS_STOP']",St-Gervais,SIMPLE,"[{'pointId': 3, 'live': 'x3yl8jb', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2025-08-29T19:32:00.000+02:00,2025-08-29T21:54:00.000+02:00,2025-08-29T22:00:00.000+02:00
[],1162,32710,1643,4,True,True,45.82224,6.72628,Les Contamines Montjoie,utmb,"['AID_STATION', 'EMERGENCY', 'BUS_STOP']",Contamines,SIMPLE,"[{'pointId': 4, 'live': 'x4clajv', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2025-08-29T20:27:00.000+02:00,2025-08-29T23:55:00.000+02:00,2025-08-30T00:00:00.000+02:00
[],1711,41340,2247,6,False,False,45.75751,6.71079,La Balme,utmb,['EMERGENCY'],La Balme,SIMPLE,[],2025-08-29T21:21:00.000+02:00,2025-08-30T02:05:00.000+02:00,2025-08-30T02:00:00.000+02:00
[],2449,47170,3055,7,False,False,45.72219,6.71757,Refuge de la Croix du Bonhomme,utmb,[],Bonhomme,SIMPLE,[],2025-08-29T22:15:00.000+02:00,2025-08-30T04:18:00.000+02:00,
[],1546,52450,3055,8,False,True,45.69567,6.73354,Les Chapieux,utmb,"['AID_STATION', 'EMERGENCY', 'BUS_STOP', 'AID_STATION_WITH_WARM_MEAL']",Chapieux,DOUBLE,"[{'pointId': 8, 'live': 'x3yl8ve', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2025-08-29T22:36:00.000+02:00,2025-08-30T05:11:00.000+02:00,2025-08-30T05:15:00.000+02:00
[],2511,63240,4127,9,False,False,45.75139,6.80711,Col de la Seigne,utmb,[],Col Seigne,SIMPLE,[],2025-08-30T00:08:00.000+02:00,2025-08-30T08:30:00.000+02:00,
[],1961,68110,4146,11,False,False,45.77053,6.85585,Lac Combal,utmb,"['AID_STATION', 'EMERGENCY']",Lac Combal,SIMPLE,"[{'pointId': 11, 'live': 'x8d9v16', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2025-08-30T00:34:00.000+02:00,2025-08-30T09:20:00.000+02:00,2025-08-30T10:00:00.000+02:00
[],2435,72100,4625,12,False,False,45.77228,6.89009,Arête du Mont-Favre,utmb,[],Mt-Favre,SIMPLE,"[{'pointId': 12, 'live': 'x3yl9t5', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2025-08-30T01:14:00.000+02:00,2025-08-30T10:48:00.000+02:00,
