distance_cum,altitude,lon,lat
0,360.0,3.08683,44.1146
32,360.0,3.08697,44.11487
111,360.0,3.08736,44.11552
141,360.0,3.0875,44.11577
243,360.0,3.08802,44.11661
281,360.0,3.08821,44.11692
303,360.0,3.08834,44.1171
326,360.0,3.08849,44.11728
326,,3.08858,44.11736
326,,3.08864,44.11743
406,360.0,3.08912,44.11784
459,360.0,3.08957,44.11819
511,360.0,3.09003,44.11851
511,,3.09018,44.1186
568,361.0,3.09053,44.11888
613,361.0,3.09094,44.11916
649,361.0,3.09127,44.11938
698,362.0,3.09168,44.1197
698,,3.09171,44.11973
698,,3.09184,44.1198
744,362.0,3.09215,44.11995
769,363.0,3.09242,44.12005
769,,3.09253,44.12011
836,365.0,3.09302,44.12048
836,,3.09321,44.12061
902,365.0,3.09365,44.12086
937,365.0,3.094,44.12105
937,,3.09414,44.12111
970,365.0,3.09433,44.12123
970,,3.09449,44.1213
1007,365.0,3.09471,44.12142
1035,365.0,3.09498,44.12158
1065,365.0,3.09526,44.12175
1065,,3.09542,44.12188
1103,365.0,3.09559,44.122
1130,365.0,3.09579,44.12219
1194,365.0,3.09631,44.12263
1227,365.0,3.09658,44.12286
1279,365.0,3.09703,44.12319
1304,365.0,3.09725,44.12336
1329,367.0,3.09748,44.1235
1329,,3.09763,44.12357
1368,369.0,3.09791,44.12368
1396,369.0,3.09822,44.12379
1422,368.0,3.09852,44.12387
1422,,3.09877,44.12392
1466,368.0,3.09905,44.124
1466,,3.09922,44.12408
1495,368.0,3.09935,44.12413
1534,368.0,3.09974,44.12435
1560,366.0,3.09995,44.12453
1584,366.0,3.10012,44.12471
1618,366.0,3.1003,44.12498
1642,366.0,3.10041,44.12518
1671,366.0,3.10051,44.12543
1712,366.0,3.10061,44.1258
1749,366.0,3.10065,44.12613
1863,365.0,3.10061,44.12715
1896,365.0,3.10059,44.12745
1924,365.0,3.10055,44.1277
1987,364.0,3.10034,44.12825
2030,364.0,3.10017,44.12861
2066,364.0,3.10008,44.12893
2112,364.0,3.09994,44.12933
2143,365.0,3.09988,44.12961
2143,,3.09983,44.12977
2319,364.0,3.09989,44.13119
2344,365.0,3.09994,44.13141
2344,,3.10004,44.13142
2400,367.0,3.10023,44.13187
2400,,3.10031,44.13202
2437,368.0,3.10039,44.13219
2541,377.0,3.10114,44.13294
2579,380.0,3.10141,44.13323
2608,381.0,3.10159,44.13345
2641,383.0,3.1018,44.13371
2641,,3.10193,44.13385
2677,388.0,3.10203,44.13398
2677,,3.10212,44.13405
2712,390.0,3.10236,44.13419
2738,393.0,3.10256,44.13437
2738,,3.1027,44.13452
2775,395.0,3.1028,44.13465
2828,395.0,3.10298,44.13511
2858,401.0,3.10304,44.13538
2891,402.0,3.10317,44.13566
2943,406.0,3.10338,44.1361
2943,,3.10348,44.13624
2985,408.0,3.10359,44.13645
3059,415.0,3.1038,44.13709
3099,417.0,3.10392,44.13744
3136,417.0,3.10407,44.13776
3161,419.0,3.10419,44.13796
3187,422.0,3.10434,44.13817
3234,423.0,3.1045,44.13858
3257,427.0,3.10455,44.13878
3294,430.0,3.10466,44.1391
3294,,3.10468,44.13929
3337,432.0,3.10471,44.13949
3370,433.0,3.10485,44.13977
3370,,3.10498,44.13993
3424,434.0,3.10508,44.14022
3424,,3.10515,44.14035
3453,440.0,3.10526,44.14045
3476,442.0,3.10541,44.14062
3476,,3.10543,44.14067
3497,442.0,3.10565,44.1407
3497,,3.10581,44.14071
3558,446.0,3.1064,44.1406
3558,,3.10655,44.1406
3589,442.0,3.10676,44.14069
3589,,3.10693,44.14077
3616,439.0,3.10703,44.14083
3616,,3.1071,44.14089
3675,436.0,3.10741,44.14129
3675,,3.10755,44.14144
3736,430.0,3.10777,44.14177
3736,,3.10781,44.14192
3770,430.0,3.10783,44.14207
3770,,3.10779,44.1422
3770,,3.10766,44.14242
3825,427.0,3.10758,44.14253
3825,,3.10747,44.14263
3860,427.0,3.10731,44.14278
3860,,3.10718,44.14288
3890,429.0,3.10705,44.14297
3890,,3.10695,44.14307
3918,433.0,3.10688,44.14319
3918,,3.10682,44.14332
3954,434.0,3.10676,44.1435
3954,,3.1067,44.14368
3990,434.0,3.10667,44.14382
3990,,3.10664,44.14395
4063,433.0,3.10661,44.14448
4063,,3.10661,44.14466
4105,433.0,3.10657,44.14485
4105,,3.10647,44.14519
4169,431.0,3.10639,44.14542
4197,431.0,3.10641,44.14567
4197,,3.10643,44.14585
4236,430.0,3.1064,44.14602
4258,430.0,3.10635,44.14621
4292,429.0,3.10621,44.1465
4321,429.0,3.1061,44.14675
4350,428.0,3.10586,44.14695
4385,426.0,3.10556,44.14717
4407,427.0,3.1054,44.14733
4407,,3.10529,44.14747
4407,,3.10524,44.1477
4468,428.0,3.10522,44.14787
4468,,3.10518,44.148
4503,428.0,3.10512,44.14817
4503,,3.10519,44.14819
4503,,3.10522,44.14823
4503,,3.10525,44.14853
4552,432.0,3.10524,44.14861
4552,,3.10522,44.14868
4552,,3.10518,44.14878
4584,434.0,3.10512,44.14888
4584,,3.10506,44.14899
4610,436.0,3.10503,44.1491
4610,,3.105,44.14921
4610,,3.10501,44.14928
4610,,3.105,44.14955
4666,448.0,3.105,44.1496
4689,449.0,3.10503,44.1498
4689,,3.10507,44.14982
4689,,3.10509,44.14981
4689,,3.10511,44.14977
4689,,3.10513,44.14974
4689,,3.10516,44.14961
4689,,3.10518,44.14958
4689,,3.10524,44.1495
4753,461.0,3.10543,44.14931
4753,,3.10549,44.14924
4753,,3.10554,44.14919
4753,,3.10594,44.14894
4753,,3.10604,44.14885
4832,468.0,3.10608,44.14878
4832,,3.10609,44.1487
4832,,3.10608,44.14863
4859,469.0,3.1061,44.14854
4859,,3.10611,44.1485
4885,473.0,3.10619,44.14831
4885,,3.10621,44.14826
4885,,3.10622,44.1482
4885,,3.10624,44.14815
4885,,3.10634,44.14802
4885,,3.10638,44.14799
4885,,3.10645,44.14796
4954,483.0,3.10684,44.14792
4954,,3.10695,44.14791
5004,483.0,3.10745,44.14783
5004,,3.10751,44.14782
5027,483.0,3.10773,44.14776
5027,,3.10785,44.14773
5027,,3.10833,44.14758
5095,482.0,3.10851,44.14753
5095,,3.10856,44.14751
5095,,3.10861,44.14749
5095,,3.10897,44.14728
5152,482.0,3.10908,44.14722
5152,,3.10983,44.14687
5233,490.0,3.1099,44.14679
5233,,3.10993,44.14672
5233,,3.10997,44.14665
5259,493.0,3.10995,44.14656
5282,493.0,3.10999,44.14636
5303,493.0,3.11,44.14617
5326,493.0,3.10998,44.14596
5326,,3.10999,44.14584
5386,493.0,3.11008,44.14543
5409,493.0,3.11012,44.14522
5471,488.0,3.1102,44.14467
5471,,3.11022,44.14453
5529,485.0,3.11029,44.14415
5552,485.0,3.11033,44.14394
5552,,3.11035,44.14377
5594,482.0,3.11038,44.14357
5594,,3.11046,44.14319
5650,482.0,3.1105,44.14307
5650,,3.11072,44.14279
5700,483.0,3.11081,44.14268
5700,,3.11139,44.14214
5792,482.0,3.11151,44.14202
5843,480.0,3.11185,44.14164
