bib,name,segment_time,rank,sex,year,secteur,end_checkpoint,start_checkpoint,filtrer_valeur_aberrante
4632,Loïc BOYER,00:33:48,7,MALE,2023,Colorado → St Denis,St Denis,Colorado,False
3759,Alexandre DEPECHE,00:34:11,8,MALE,2024,Colorado → St Denis,St Denis,Colorado,False
3056,Jean Charles BRETON,00:34:25,9,MALE,2023,Colorado → St Denis,St Denis,Colorado,False
4510,Jean Jérôme MUSSARD,00:35:41,10,MALE,2024,Colorado → St Denis,St Denis,Colorado,False
4513,Moises JIMENEZ,00:35:59,11,MALE,2022,Colorado → St Denis,St Denis,Colorado,False
4246,Nicolas MARCY,00:36:15,12,MALE,2023,Colorado → St Denis,St Denis,Colorado,False
3394,Amélie HUCHET,00:39:30,1,FEMALE,2022,Colorado → St Denis,St Denis,Colorado,False
3845,Axelle HENRY,00:40:56,2,FEMALE,2023,Colorado → St Denis,St Denis,Colorado,False
3285,Laure REBUFFET,00:41:51,3,FEMALE,2024,Colorado → St Denis,St Denis,Colorado,False
3746,Charlotte FUMARD,00:43:15,4,FEMALE,2024,Colorado → St Denis,St Denis,Colorado,False
3874,Charlotte LANTENOIS,00:43:23,5,FEMALE,2022,Colorado → St Denis,St Denis,Colorado,False
4081,Victoria DEVOUGE,00:43:40,6,FEMALE,2022,Colorado → St Denis,St Denis,Colorado,False
3369,Laetitia AUBRY,00:43:50,7,FEMALE,2024,Colorado → St Denis,St Denis,Colorado,False
3972,Mar SORIANO MARTINEZ,00:43:58,8,FEMALE,2022,Colorado → St Denis,St Denis,Colorado,False
3907,Julie Marie Nelly BACCO,00:44:24,9,FEMALE,2022,Colorado → St Denis,St Denis,Colorado,False
3718,Claire RIMBAULT,00:46:08,10,FEMALE,2022,Colorado → St Denis,St Denis,Colorado,False
