bib,name,status,category,sex,country,Départ Cam,Pointe de,Plage de G,Cap de la,Port de Mo,Le Ped Ret,Arrivée
706,Henri MAHE,FINISHER,M3 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:24:44.000+02:00,2024-09-14T14:34:07.000+02:00,2024-09-14T16:59:00.000+02:00,2024-09-14T18:47:24.000+02:00,2024-09-14T21:07:08.000+02:00,2024-09-14T21:42:39.000+02:00
634,Francois JACOPIN,FINISHER,M1 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:21:10.000+02:00,2024-09-14T14:32:24.000+02:00,2024-09-14T16:38:07.000+02:00,2024-09-14T18:44:04.000+02:00,2024-09-14T21:05:59.000+02:00,2024-09-14T21:33:14.000+02:00
620,Sandrine GUEGAN,FINISHER,M3 F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:27:50.000+02:00,2024-09-14T14:40:57.000+02:00,2024-09-14T16:43:42.000+02:00,2024-09-14T18:38:10.000+02:00,2024-09-14T21:05:52.000+02:00,2024-09-14T21:25:37.000+02:00
735,Jonathan PERAN,FINISHER,M1 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:17:28.000+02:00,2024-09-14T14:18:49.000+02:00,2024-09-14T15:57:27.000+02:00,2024-09-14T17:54:21.000+02:00,,2024-09-14T21:25:39.000+02:00
565,Celine CLEMENT,FINISHER,M0 F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:19:47.000+02:00,2024-09-14T14:31:44.000+02:00,2024-09-14T16:35:30.000+02:00,2024-09-14T18:38:37.000+02:00,2024-09-14T21:07:56.000+02:00,2024-09-14T21:28:39.000+02:00
641,Samuel JOUEN,FINISHER,M2 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:17:45.000+02:00,2024-09-14T14:19:14.000+02:00,2024-09-14T16:11:16.000+02:00,2024-09-14T18:28:10.000+02:00,2024-09-14T21:06:09.000+02:00,2024-09-14T21:45:45.000+02:00
730,Frédéric PANNEKEET,FINISHER,M1 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:18:44.000+02:00,2024-09-14T14:28:06.000+02:00,2024-09-14T16:49:47.000+02:00,2024-09-14T18:39:32.000+02:00,2024-09-14T21:09:44.000+02:00,2024-09-14T21:29:55.000+02:00
555,Yoann CHAGNAUD,FINISHER,M1 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:18:43.000+02:00,2024-09-14T14:27:43.000+02:00,2024-09-14T16:26:26.000+02:00,2024-09-14T18:38:57.000+02:00,2024-09-14T21:09:43.000+02:00,2024-09-14T21:29:57.000+02:00
569,Marc COLLET,FINISHER,M3 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:18:46.000+02:00,2024-09-14T14:28:03.000+02:00,2024-09-14T16:26:37.000+02:00,2024-09-14T18:39:29.000+02:00,2024-09-14T21:09:45.000+02:00,2024-09-14T21:29:59.000+02:00
656,Jean-Marc LE BERRE,FINISHER,M3 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:21:23.000+02:00,2024-09-14T14:33:20.000+02:00,2024-09-14T16:34:34.000+02:00,2024-09-14T18:43:53.000+02:00,2024-09-14T21:11:07.000+02:00,2024-09-14T21:49:16.000+02:00
644,Gerald KERSALE,FINISHER,M5 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:24:40.000+02:00,2024-09-14T14:37:23.000+02:00,2024-09-14T16:52:41.000+02:00,2024-09-14T18:45:03.000+02:00,2024-09-14T21:12:37.000+02:00,2024-09-14T21:32:26.000+02:00
676,Clément LE HIR,FINISHER,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:24:33.000+02:00,2024-09-14T14:33:56.000+02:00,2024-09-14T16:34:30.000+02:00,2024-09-14T18:47:41.000+02:00,2024-09-14T21:14:50.000+02:00,2024-09-14T21:49:45.000+02:00
630,Frédéric HENRY,FINISHER,M2 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:31:49.000+02:00,2024-09-14T14:46:38.000+02:00,2024-09-14T16:45:38.000+02:00,2024-09-14T18:40:06.000+02:00,2024-09-14T21:10:13.000+02:00,2024-09-14T21:34:34.000+02:00
804,Lauriannne DINAM,FINISHER,M0 F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:22:07.000+02:00,2024-09-14T14:35:29.000+02:00,2024-09-14T16:31:46.000+02:00,2024-09-14T18:48:00.000+02:00,2024-09-14T21:14:30.000+02:00,2024-09-14T21:35:57.000+02:00
738,Marina PERRON,FINISHER,M2 F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:22:08.000+02:00,2024-09-14T14:35:27.000+02:00,2024-09-14T16:53:45.000+02:00,2024-09-14T18:48:04.000+02:00,2024-09-14T21:14:29.000+02:00,2024-09-14T21:37:38.000+02:00
803,Raphael DOUBLET,FINISHER,SE H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:26:57.000+02:00,2024-09-14T14:37:13.000+02:00,2024-09-14T16:39:33.000+02:00,2024-09-14T18:46:25.000+02:00,2024-09-14T21:15:03.000+02:00,2024-09-14T21:37:36.000+02:00
693,Benoit LEROYER,FINISHER,M3 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:26:57.000+02:00,2024-09-14T14:37:13.000+02:00,2024-09-14T16:39:33.000+02:00,2024-09-14T18:53:05.000+02:00,2024-09-14T21:15:03.000+02:00,2024-09-14T22:09:12.000+02:00
601,Jean-Malo FRANGEUL,FINISHER,SE H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:26:59.000+02:00,2024-09-14T14:49:14.000+02:00,2024-09-14T16:39:34.000+02:00,2024-09-14T18:53:42.000+02:00,2024-09-14T21:15:04.000+02:00,2024-09-14T21:37:37.000+02:00
783,Lancelot TANGUY,FINISHER,M1 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:16:43.000+02:00,2024-09-14T14:24:02.000+02:00,2024-09-14T16:36:06.000+02:00,2024-09-14T18:36:01.000+02:00,2024-09-14T21:14:56.000+02:00,2024-09-14T22:07:26.000+02:00
770,Olivier SALLOU,FINISHER,M3 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:17:16.000+02:00,2024-09-14T14:23:35.000+02:00,2024-09-14T16:39:29.000+02:00,2024-09-14T18:37:11.000+02:00,2024-09-14T21:18:37.000+02:00,2024-09-14T21:45:13.000+02:00
680,Paul LE MANACH,FINISHER,M4 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:24:27.000+02:00,2024-09-14T14:28:11.000+02:00,2024-09-14T16:27:16.000+02:00,2024-09-14T18:27:35.000+02:00,2024-09-14T21:19:36.000+02:00,2024-09-14T21:56:11.000+02:00
627,Jérémy GUILMOTO,FINISHER,SE H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:20:00.000+02:00,2024-09-14T14:32:51.000+02:00,2024-09-14T16:39:15.000+02:00,2024-09-14T18:38:17.000+02:00,2024-09-14T21:23:18.000+02:00,2024-09-14T21:50:31.000+02:00
545,Eddy CADET,FINISHER,SE H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:19:56.000+02:00,2024-09-14T14:28:39.000+02:00,2024-09-14T16:58:57.000+02:00,2024-09-14T18:53:57.000+02:00,2024-09-14T21:23:54.000+02:00,2024-09-14T22:22:46.000+02:00
528,Romain BONHOMME,FINISHER,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:20:29.000+02:00,2024-09-14T14:28:47.000+02:00,2024-09-14T16:59:05.000+02:00,2024-09-14T18:54:10.000+02:00,2024-09-14T21:23:55.000+02:00,2024-09-14T21:56:56.000+02:00
737,Baptiste PERRET,FINISHER,SE H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:20:08.000+02:00,2024-09-14T14:23:11.000+02:00,2024-09-14T16:51:48.000+02:00,2024-09-14T18:48:10.000+02:00,2024-09-14T21:26:37.000+02:00,2024-09-14T21:49:34.000+02:00
636,Julien JANIN,FINISHER,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:22:21.000+02:00,2024-09-14T14:29:45.000+02:00,2024-09-14T16:33:20.000+02:00,2024-09-14T18:39:16.000+02:00,2024-09-14T21:25:02.000+02:00,2024-09-14T21:49:43.000+02:00
510,Anthony BARBIN,FINISHER,M1 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:14:48.000+02:00,2024-09-14T14:13:14.000+02:00,2024-09-14T16:55:33.000+02:00,2024-09-14T18:54:37.000+02:00,2024-09-14T21:32:30.000+02:00,2024-09-14T22:20:15.000+02:00
587,Sandra DOUAIS,FINISHER,M0 F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:25:17.000+02:00,2024-09-14T14:37:05.000+02:00,2024-09-14T16:49:10.000+02:00,2024-09-14T18:51:03.000+02:00,2024-09-14T21:32:26.000+02:00,2024-09-14T22:44:19.000+02:00
623,Patrice GUENANTIN,FINISHER,M4 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:21:51.000+02:00,2024-09-14T14:32:50.000+02:00,2024-09-14T16:31:49.000+02:00,2024-09-14T18:52:06.000+02:00,2024-09-14T21:28:31.000+02:00,2024-09-14T22:01:35.000+02:00
574,Séverine CUZOU,FINISHER,M0 F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:26:18.000+02:00,2024-09-14T14:39:48.000+02:00,2024-09-14T16:48:38.000+02:00,2024-09-14T19:07:37.000+02:00,2024-09-14T21:35:50.000+02:00,2024-09-14T21:59:32.000+02:00
631,Damien HERAULT,FINISHER,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:26:36.000+02:00,,2024-09-14T17:01:14.000+02:00,2024-09-14T19:03:22.000+02:00,2024-09-14T21:35:54.000+02:00,2024-09-14T22:01:32.000+02:00
543,Alexis BUGEON,FINISHER,SE H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:26:16.000+02:00,2024-09-14T14:41:00.000+02:00,2024-09-14T16:59:44.000+02:00,2024-09-14T19:03:24.000+02:00,2024-09-14T21:35:57.000+02:00,2024-09-14T22:01:33.000+02:00
533,Jacques BOULEAU,FINISHER,M6 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:26:56.000+02:00,,2024-09-14T16:53:20.000+02:00,2024-09-14T18:56:01.000+02:00,2024-09-14T21:42:41.000+02:00,2024-09-14T22:02:10.000+02:00
536,Julien BOURGEOIS,FINISHER,M1 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:21:30.000+02:00,2024-09-14T14:30:42.000+02:00,2024-09-14T16:58:09.000+02:00,2024-09-14T19:02:35.000+02:00,2024-09-14T21:41:40.000+02:00,2024-09-14T22:19:06.000+02:00
579,DELAHAIE Antony,FINISHER,M2 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:20:39.000+02:00,2024-09-14T14:29:55.000+02:00,2024-09-14T16:41:24.000+02:00,2024-09-14T19:12:10.000+02:00,2024-09-14T21:44:19.000+02:00,2024-09-14T22:50:26.000+02:00
654,Cyrille Gerard LEBEAU,FINISHER,M6 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:32:55.000+02:00,2024-09-14T14:50:30.000+02:00,2024-09-14T17:23:45.000+02:00,2024-09-14T19:18:45.000+02:00,2024-09-14T21:51:00.000+02:00,2024-09-14T23:13:31.000+02:00
684,Julie LENTINI,FINISHER,M0 F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:27:18.000+02:00,2024-09-14T14:49:10.000+02:00,2024-09-14T16:48:41.000+02:00,2024-09-14T19:12:44.000+02:00,2024-09-14T21:44:16.000+02:00,2024-09-14T22:12:39.000+02:00
674,Sandrine LE GRATIET,FINISHER,M1 F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:27:47.000+02:00,2024-09-14T14:48:03.000+02:00,2024-09-14T17:23:21.000+02:00,2024-09-14T19:24:20.000+02:00,2024-09-14T21:52:43.000+02:00,2024-09-14T22:43:58.000+02:00
566,Anthony CLOUARD,FINISHER,M1 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:26:54.000+02:00,2024-09-14T14:46:02.000+02:00,2024-09-14T17:13:55.000+02:00,2024-09-14T19:28:59.000+02:00,2024-09-14T21:51:59.000+02:00,2024-09-14T22:11:55.000+02:00
516,Franck BEYOU,FINISHER,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:17:49.000+02:00,2024-09-14T14:26:12.000+02:00,2024-09-14T16:40:49.000+02:00,2024-09-14T19:14:16.000+02:00,2024-09-14T21:53:36.000+02:00,2024-09-14T22:33:14.000+02:00
740,Marine PHILIP,FINISHER,M0 F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:24:29.000+02:00,2024-09-14T14:45:10.000+02:00,2024-09-14T16:55:12.000+02:00,2024-09-14T19:00:55.000+02:00,2024-09-14T21:51:20.000+02:00,2024-09-14T22:21:19.000+02:00
710,Yannis MARION,FINISHER,SE H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:25:03.000+02:00,2024-09-14T14:37:55.000+02:00,2024-09-14T17:06:05.000+02:00,2024-09-14T19:09:26.000+02:00,2024-09-14T21:53:23.000+02:00,2024-09-14T22:26:39.000+02:00
760,RIOU Coralie,FINISHER,M0 F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:30:12.000+02:00,2024-09-14T14:55:30.000+02:00,2024-09-14T17:07:39.000+02:00,2024-09-14T19:33:56.000+02:00,2024-09-14T21:59:06.000+02:00,2024-09-14T22:22:40.000+02:00
766,Benjamin ROUX,FINISHER,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:24:16.000+02:00,2024-09-14T14:34:20.000+02:00,2024-09-14T17:01:10.000+02:00,2024-09-14T19:20:25.000+02:00,2024-09-14T22:03:51.000+02:00,2024-09-14T22:43:43.000+02:00
639,Florian JARNOUX,FINISHER,M1 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:27:44.000+02:00,2024-09-14T14:49:55.000+02:00,2024-09-14T17:10:00.000+02:00,2024-09-14T19:17:28.000+02:00,2024-09-14T22:01:53.000+02:00,2024-09-14T22:31:29.000+02:00
797,Alban VAUTHIER,FINISHER,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:21:33.000+02:00,2024-09-14T14:31:43.000+02:00,2024-09-14T17:16:31.000+02:00,2024-09-14T19:12:50.000+02:00,2024-09-14T22:02:50.000+02:00,2024-09-14T22:26:33.000+02:00
585,Antoine DERRIEN,FINISHER,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:20:58.000+02:00,2024-09-14T14:35:36.000+02:00,2024-09-14T16:55:51.000+02:00,2024-09-14T19:12:42.000+02:00,2024-09-14T22:08:47.000+02:00,2024-09-14T22:58:38.000+02:00
732,Yannick PELTANCHE,FINISHER,M6 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:26:44.000+02:00,2024-09-14T14:44:09.000+02:00,2024-09-14T17:00:30.000+02:00,2024-09-14T19:29:11.000+02:00,2024-09-14T22:07:46.000+02:00,2024-09-14T22:34:45.000+02:00
744,Sophie PILLENIÈRE,FINISHER,M4 F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:26:42.000+02:00,2024-09-14T14:44:11.000+02:00,2024-09-14T17:00:42.000+02:00,2024-09-14T19:29:14.000+02:00,2024-09-14T22:07:55.000+02:00,2024-09-14T22:56:54.000+02:00
576,Stéphane DARBOS,FINISHER,M2 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:32:15.000+02:00,2024-09-14T14:51:12.000+02:00,2024-09-14T16:53:32.000+02:00,2024-09-14T19:44:07.000+02:00,,2024-09-14T22:38:38.000+02:00
534,Goulven BOULLIOU,FINISHER,M2 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:27:22.000+02:00,2024-09-14T14:49:24.000+02:00,2024-09-14T17:38:17.000+02:00,2024-09-14T19:37:02.000+02:00,,2024-09-14T22:42:57.000+02:00
655,Clément LE BELLEC,FINISHER,SE H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:24:58.000+02:00,2024-09-14T14:44:20.000+02:00,2024-09-14T17:10:19.000+02:00,2024-09-14T19:17:38.000+02:00,,2024-09-14T22:45:03.000+02:00
667,Emma LEFÈVRE,FINISHER,SE F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:25:11.000+02:00,2024-09-14T14:44:27.000+02:00,2024-09-14T17:11:38.000+02:00,2024-09-14T19:17:39.000+02:00,,2024-09-14T22:45:03.000+02:00
512,Fabienne BEC,FINISHER,M4 F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:30:17.000+02:00,2024-09-14T14:54:16.000+02:00,2024-09-14T17:26:07.000+02:00,2024-09-14T19:43:11.000+02:00,,2024-09-14T22:46:19.000+02:00
728,David OLLIVIER-LANNUZEL,FINISHER,M3 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:26:52.000+02:00,2024-09-14T14:48:50.000+02:00,2024-09-14T17:05:28.000+02:00,2024-09-14T19:09:54.000+02:00,,2024-09-14T22:46:24.000+02:00
798,Fanny VENNEGUES,FINISHER,M2 F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:26:49.000+02:00,2024-09-14T14:48:32.000+02:00,2024-09-14T17:09:45.000+02:00,2024-09-14T19:08:39.000+02:00,,2024-09-14T22:46:24.000+02:00
560,Rodolphe CHEVALLIER,FINISHER,M5 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:27:40.000+02:00,2024-09-14T14:50:20.000+02:00,2024-09-14T17:31:49.000+02:00,2024-09-14T19:44:46.000+02:00,,2024-09-14T22:47:49.000+02:00
561,Louise CHEVALLIER,FINISHER,SE F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:27:33.000+02:00,2024-09-14T14:50:04.000+02:00,2024-09-14T17:15:27.000+02:00,2024-09-14T19:44:42.000+02:00,,2024-09-14T22:47:49.000+02:00
542,Pascal BROCCHETTO,FINISHER,M6 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:22:39.000+02:00,2024-09-14T14:31:42.000+02:00,2024-09-14T16:50:17.000+02:00,2024-09-14T19:17:24.000+02:00,,2024-09-14T22:47:50.000+02:00
771,Serge SANIEZ,FINISHER,M6 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:20:37.000+02:00,2024-09-14T14:30:55.000+02:00,2024-09-14T17:12:51.000+02:00,2024-09-14T19:31:54.000+02:00,,2024-09-14T22:48:11.000+02:00
685,Daniel LE PAGE,FINISHER,M5 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:22:59.000+02:00,2024-09-14T14:37:02.000+02:00,2024-09-14T17:06:19.000+02:00,2024-09-14T19:47:46.000+02:00,2024-09-14T22:32:33.000+02:00,2024-09-14T22:56:24.000+02:00
557,Vincent CHARRUAU,FINISHER,M2 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:27:11.000+02:00,2024-09-14T14:44:38.000+02:00,2024-09-14T17:30:22.000+02:00,2024-09-14T19:43:40.000+02:00,2024-09-14T22:33:46.000+02:00,2024-09-14T23:18:54.000+02:00
649,Julien LAMIRE,FINISHER,SE H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:25:13.000+02:00,2024-09-14T14:43:04.000+02:00,2024-09-14T17:26:20.000+02:00,2024-09-14T19:53:30.000+02:00,2024-09-14T22:53:24.000+02:00,2024-09-14T23:23:59.000+02:00
553,Antonio CASCELLA,FINISHER,M3 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:25:08.000+02:00,2024-09-14T14:44:28.000+02:00,2024-09-14T17:21:18.000+02:00,2024-09-14T19:44:36.000+02:00,2024-09-14T22:53:37.000+02:00,2024-09-14T23:18:50.000+02:00
708,Benjamin MALBEC,FINISHER,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:27:46.000+02:00,2024-09-14T14:52:16.000+02:00,2024-09-14T17:13:01.000+02:00,2024-09-14T20:08:44.000+02:00,2024-09-14T23:05:01.000+02:00,2024-09-14T23:29:57.000+02:00
612,Erwan GOUIFFES,FINISHER,M3 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:27:59.000+02:00,2024-09-14T14:56:38.000+02:00,2024-09-14T17:31:49.000+02:00,2024-09-14T20:07:13.000+02:00,2024-09-14T23:08:49.000+02:00,2024-09-14T23:52:54.000+02:00
522,Hélène BLANLOT,FINISHER,M3 F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:27:58.000+02:00,2024-09-14T14:56:36.000+02:00,2024-09-14T17:31:59.000+02:00,2024-09-14T20:07:49.000+02:00,2024-09-14T23:08:49.000+02:00,2024-09-14T23:53:00.000+02:00
530,Martine BORDRON,FINISHER,M6 F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:29:26.000+02:00,2024-09-14T14:54:12.000+02:00,2024-09-14T17:34:02.000+02:00,2024-09-14T20:18:30.000+02:00,2024-09-14T23:09:06.000+02:00,2024-09-14T23:49:14.000+02:00
603,Marie GARCIA,FINISHER,M5 F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:29:11.000+02:00,2024-09-14T14:54:10.000+02:00,2024-09-14T17:31:06.000+02:00,2024-09-14T20:18:27.000+02:00,2024-09-14T23:08:59.000+02:00,2024-09-14T23:49:44.000+02:00
540,Eric BRIAND,FINISHER,M2 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:27:17.000+02:00,2024-09-14T14:39:52.000+02:00,2024-09-14T16:52:15.000+02:00,2024-09-14T19:21:12.000+02:00,,2024-09-14T23:39:48.000+02:00
568,Alain COLLÉAUX,FINISHER,M4 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:28:44.000+02:00,2024-09-14T14:48:59.000+02:00,2024-09-14T17:03:40.000+02:00,2024-09-14T19:24:57.000+02:00,,2024-09-14T23:39:48.000+02:00
572,Emmanuelle COUTANT,FINISHER,M1 F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:27:39.000+02:00,2024-09-14T14:52:41.000+02:00,2024-09-14T17:49:53.000+02:00,2024-09-14T19:49:47.000+02:00,2024-09-14T23:04:52.000+02:00,2024-09-14T23:59:42.000+02:00
602,Céline GALLARD,FINISHER,M2 F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:27:42.000+02:00,2024-09-14T14:52:40.000+02:00,2024-09-14T17:49:48.000+02:00,2024-09-14T19:49:52.000+02:00,2024-09-14T23:04:44.000+02:00,2024-09-14T23:41:47.000+02:00
720,Vincent MOREAU,FINISHER,M1 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:25:26.000+02:00,2024-09-14T14:52:33.000+02:00,2024-09-14T17:50:47.000+02:00,2024-09-14T19:49:49.000+02:00,2024-09-14T23:05:03.000+02:00,2024-09-14T23:42:00.000+02:00
558,Helene CHARRUAU,WITHDRAWN,M2 F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:31:07.000+02:00,2024-09-14T15:01:07.000+02:00,2024-09-14T18:07:57.000+02:00,2024-09-14T19:50:25.000+02:00,2024-09-14T19:49:30.000+02:00,
577,Stéphane DARÉ,ON_RACE,M2 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:09:43.000+02:00,2024-09-14T14:01:18.000+02:00,,2024-09-14T18:07:08.000+02:00,2024-09-14T19:49:49.000+02:00,
756,Alan RAOULT,WITHDRAWN,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:04:07.000+02:00,2024-09-14T13:47:24.000+02:00,2024-09-14T14:54:51.000+02:00,2024-09-14T16:08:31.000+02:00,,
573,Baptiste CURELY,WITHDRAWN,SE H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:14:43.000+02:00,2024-09-14T14:15:58.000+02:00,2024-09-14T15:58:40.000+02:00,2024-09-14T17:21:46.000+02:00,,
729,Arthur PANIS,WITHDRAWN,SE H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:11:55.000+02:00,2024-09-14T14:05:55.000+02:00,2024-09-14T15:44:36.000+02:00,2024-09-14T17:24:51.000+02:00,,
687,Damien LE PIOUFFLE,WITHDRAWN,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:10:00.000+02:00,2024-09-14T14:02:13.000+02:00,2024-09-14T15:38:26.000+02:00,2024-09-14T17:28:15.000+02:00,,
749,Hugo PRESSELIN,WITHDRAWN,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:18:30.000+02:00,2024-09-14T14:14:20.000+02:00,2024-09-14T15:47:56.000+02:00,2024-09-14T17:43:07.000+02:00,,
617,Alexandre GOURVENNEC,WITHDRAWN,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:14:21.000+02:00,2024-09-14T14:18:20.000+02:00,2024-09-14T16:12:28.000+02:00,2024-09-14T18:16:08.000+02:00,,
640,Antoine JEGADO,WITHDRAWN,SE H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:18:57.000+02:00,2024-09-14T14:26:32.000+02:00,2024-09-14T16:14:47.000+02:00,2024-09-14T18:32:37.000+02:00,,
652,Julien LEAUSTIC,WITHDRAWN,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:14:03.000+02:00,2024-09-14T14:10:15.000+02:00,2024-09-14T15:48:03.000+02:00,2024-09-14T18:51:17.000+02:00,,
513,Pierre BEL,WITHDRAWN,M1 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:22:23.000+02:00,2024-09-14T14:31:47.000+02:00,2024-09-14T16:47:25.000+02:00,2024-09-14T19:16:20.000+02:00,,
718,Molin Christophe MOLIN,WITHDRAWN,M4 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:29:55.000+02:00,2024-09-14T14:50:55.000+02:00,2024-09-14T16:53:21.000+02:00,2024-09-14T19:31:20.000+02:00,,
589,Nicolas DUCAMP BOUCHEZ,WITHDRAWN,M1 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:30:44.000+02:00,2024-09-14T14:51:50.000+02:00,2024-09-14T17:43:17.000+02:00,2024-09-14T20:01:22.000+02:00,,
725,Pascal MURER,WITHDRAWN,M5 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:28:32.000+02:00,2024-09-14T15:08:25.000+02:00,2024-09-14T18:23:31.000+02:00,2024-09-14T21:44:33.000+02:00,,
785,Aurelien TARO,WITHDRAWN,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:05:18.000+02:00,2024-09-14T13:51:04.000+02:00,2024-09-14T15:16:20.000+02:00,,,
616,Fabrice GOURMELEN,WITHDRAWN,M1 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:09:27.000+02:00,2024-09-14T13:57:44.000+02:00,2024-09-14T15:28:39.000+02:00,,,
742,Chloé PHILIPPE,WITHDRAWN,SE F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:16:45.000+02:00,2024-09-14T14:20:24.000+02:00,2024-09-14T16:14:58.000+02:00,,,
