checkpoint,distance_cum_m,dplus_cum_m,dmoins_cum_m,barriere_horaire,dist_total,dplus_total,dmoins_total,dist_secteur,dplus_secteur,dmoins_secteur,dist_depart_secteur,dp_secteur,dm_secteur,temps_ref_norm,vitesse_ref_norm,year
ST Paul,0,0,0,0,0,0,0,0,0
Ecole  Bel,5881,406,10,2024-10-19T09:15:00.000+04:00,5.881,406,10,5.881,406.0,10.0,0.0,69.03587825199796,1.7003910899506887,0.09209796021361458,0.015660255094986326,2024
Ilet Savan,15383,606,485,2024-10-19T12:00:00.000+04:00,15.383,606,485,9.501999999999999,200.0,475.0,5.881,21.04820037886761,49.98947589981057,0.12155763280009867,0.012792847063786432,2024
Ratinaud,22002,1218,767,2024-10-19T14:00:00.000+04:00,22.002,1218,767,6.619,612.0,282.0,15.383,92.46109684242333,42.60462305484212,0.15696013080615512,0.02371357165827997,2024
Possession,30110,1413,1414,2024-10-19T16:00:00.000+04:00,30.11,1413,1414,8.108,195.0,647.0,22.002,24.050320670942277,79.79773063640847,0.15345934749647205,0.01892690521663444,2024
Chaloupe,37047,1771,1750,2024-10-19T18:00:00.000+04:00,37.047,1771,1750,6.936999999999998,358.0,336.0,30.11,51.60732305030995,48.43592330978811,0.1475895694204167,0.021275705552892713,2024
Colorado,45055,2571,1890,2024-10-19T20:00:00.000+04:00,45.055,2571,1890,8.008000000000003,800.0,140.0,37.047,99.90009990009986,17.482517482517476,0.2280887657149854,0.028482613101271894,2024
St Denis,49465,2599,2554,2024-10-19T21:30:00.000+04:00,49.465,2599,2554,4.410000000000004,28.0,664.0,45.055,6.3492063492063435,150.56689342403615,0.10024659354825756,0.022731653865818022,2024
