year,bib,name,sex,variation_coefficient,vitesse_moy,amplitude,cv_median_peers,cv_median_elite,ecart_cv_peers,ecart_cv_elite
2024,5001,Gregory FABRE,MALE,43.401759240166264,4.205821602714513,7.2288878903861455,40.61103760857334,30.814735268792955,2.7907216315929233,12.58702397137331
2024,5002,Yasmine BERLIOUX,FEMALE,36.52855367996223,4.219967528686083,5.98235910167295,39.96375921828886,30.814735268792955,-3.4352055383266276,5.7138184111692745
2024,5003,Olivier COME,MALE,40.19482497358498,4.074712895370458,6.067465813200408,40.874282689580276,30.814735268792955,-0.6794577159952979,9.380089704792024
2024,5004,Michael JACQUIN,MALE,47.736357801113485,4.683485373233787,7.047130940106472,,30.814735268792955,,16.92162253232053
2024,5005,Juliette LELONG,FEMALE,41.749180265064695,3.887193029404,6.5348376270093915,41.552966173272424,30.814735268792955,0.196214091792271,10.93444499627174
2024,5006,François LE HEBEL,MALE,46.49302350037491,3.566107615139533,6.349908946962131,43.573584092045756,30.814735268792955,2.919439408329154,15.678288231581956
2024,5007,Raphaël SECCI,MALE,43.919912079497166,4.7459961221495055,8.118979136410331,38.520161172544995,30.814735268792955,5.399750906952171,13.105176810704211
2024,5008,Alexis MONTEBRUN,MALE,41.43953502943074,4.036221456279877,6.223023471413194,40.70308531310054,30.814735268792955,0.7364497163302062,10.624799760637789
2024,5009,Olivier FINN,MALE,50.344076430973786,3.620784990271632,7.238541506815588,44.356760812347545,30.814735268792955,5.987315618626241,19.52934116218083
2024,5010,Frederique LAHURE-DIAZ,FEMALE,40.30774092782271,3.3007919926414315,5.2722235570920715,45.75891413583361,30.814735268792955,-5.4511732080109,9.493005659029752
2024,5011,Thierry POTHIN,MALE,48.52421932120271,3.079288415729041,5.801848300036098,49.33186777327754,30.814735268792955,-0.8076484520748295,17.709484052409753
2024,5013,Grégoire DOUBLIER-VILLETTE,MALE,55.77275955890428,3.4271144403334266,7.3315194832020785,45.57922382744148,30.814735268792955,10.193535731462802,24.95802429011133
2024,5014,Corentin MELER,MALE,42.650492842424555,3.565539246070331,6.177691256303868,44.40215084839092,30.814735268792955,-1.7516580059663625,11.8357575736316
2024,5015,Bruno ALBRENGUES,MALE,33.10636375233017,6.031686285848258,7.881014726386633,33.92592107551671,30.814735268792955,-0.8195573231865438,2.291628483537213
2024,5016,Franck BASTIDE,MALE,37.271988214388394,4.929859021967287,7.1772709781957085,37.076842337062224,30.814735268792955,0.19514587732616917,6.457252945595439
2024,5017,Fabien ROMERO,MALE,40.43319902955126,3.954847234203762,6.355882653568182,40.69730686083987,30.814735268792955,-0.26410783128861226,9.618463760758306
2024,5018,Alexy PLION,MALE,44.7813318033029,5.8553070842806365,9.081876002786831,,30.814735268792955,,13.966596534509943
2024,5019,Martin THENEMBERT,MALE,39.47267210356755,4.294133093421631,6.5854477611940325,39.961475987091596,30.814735268792955,-0.48880388352404935,8.657936834774592
2024,5020,Alain FOURNI,MALE,43.00906113044816,3.612708001652458,6.302814314648082,43.44006274581055,30.814735268792955,-0.43100161536239057,12.194325861655205
2024,5021,Thierry CASTAGNET,MALE,46.80777752085258,3.8862729946733454,7.090310420117895,42.113347561185606,30.814735268792955,4.6944299596669765,15.993042252059627
2024,5022,Jean-Marie NOLET,MALE,49.35819452329066,4.099269771486454,8.267391928227358,40.69730686083987,30.814735268792955,8.66088766245079,18.54345925449771
2024,5023,Nicolas HERN,MALE,38.035939574844505,4.897528016856354,6.769997623994621,37.271988214388394,30.814735268792955,0.7639513604561117,7.2212043060515505
2024,5024,Anne-Laure ROUX,FEMALE,39.15357213862951,5.218883084309916,6.900350242910408,,30.814735268792955,,8.338836869836552
2024,5025,Adrien RIPOLL,MALE,42.55345867905784,4.34005922359289,7.389105072915683,40.21712104821497,30.814735268792955,2.33633763084287,11.738723410264885
2024,5026,Jérôme DUTEL,MALE,49.40316705882987,3.8267616286012394,7.227312816871718,43.00906113044816,30.814735268792955,6.3941059283817125,18.588431790036918
2024,5027,Sylvie HOURDEBAIGTS,FEMALE,44.35202458626755,3.030638091403702,5.322013165039891,47.85795439949915,30.814735268792955,-3.505929813231603,13.537289317474592
2024,5028,Léan MENDILUCE,MALE,39.51236886081953,4.144824431028354,6.217142389325035,40.204129449264144,30.814735268792955,-0.6917605884446161,8.697633592026573
2024,5029,Nicolas TURNER,MALE,43.647952129164146,4.094329589537504,7.234281175756848,40.70019608697021,30.814735268792955,2.9477560421939373,12.833216860371191
2024,5030,Susie BERHAULT,FEMALE,48.08320541245091,2.9212303530326795,5.497586270053112,49.38701363117867,30.814735268792955,-1.3038082187277595,17.268470143657954
2024,5031,Yoann ANDREOLI,MALE,37.50293656501007,5.010952072559583,7.613133582192277,37.398174062611176,30.814735268792955,0.1047625023988914,6.6882012962171125
2024,5032,Jean-François KIECKEN,MALE,69.15931936153575,3.088734699935008,5.690471190074664,,30.814735268792955,,38.34458409274279
2024,5033,Max Jean Sulliman LABY,MALE,58.8603407707968,3.024802986039583,6.640588774542118,51.80195866753893,30.814735268792955,7.05838210325787,28.04560550200385
2024,5034,Maxime CRETIER,MALE,42.52283687190752,3.3834777981354525,5.8274048536213225,44.84306270718972,30.814735268792955,-2.3202258352822014,11.708101603114567
2024,5035,Jean Luc JOUANNOT,MALE,44.56583840662495,3.062069403182853,5.4528468265199015,48.0884272005724,30.814735268792955,-3.522588793947449,13.751103137831993
2024,5036,Stefan WONG NG,MALE,48.14135412669516,2.9823797225721265,5.94385049048133,48.56707589784932,30.814735268792955,-0.42572177115415855,17.326618857902208
