bib,name,status,category,sex,country,Départ,P7,Cresse,Rozier,Truel,St André,La Roque,La Salvage,Mas de Bru,Massebiau,Cade,Arrivée,MassebiauD
3656,Ghislain DIXMERIAS,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:01:30.000+00:00,2023-10-20T05:59:15.000+00:00,2023-10-20T07:32:14.000+00:00,2023-10-20T09:37:14.000+00:00,2023-10-20T12:33:05.000+00:00,2023-10-20T14:29:07.000+00:00,2023-10-20T16:19:12.000+00:00,2023-10-20T18:24:46.000+00:00,2023-10-20T19:22:58.000+00:00,2023-10-20T20:28:04.000+00:00,2023-10-20T22:06:31.000+00:00,
3877,Xavier PRETAT,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:32:24.000+00:00,2023-10-20T06:43:56.000+00:00,2023-10-20T08:29:36.000+00:00,2023-10-20T10:44:58.000+00:00,2023-10-20T13:20:30.000+00:00,2023-10-20T15:10:02.000+00:00,2023-10-20T16:56:12.000+00:00,2023-10-20T18:55:39.000+00:00,2023-10-20T19:45:53.000+00:00,2023-10-20T20:46:32.000+00:00,2023-10-20T22:09:07.000+00:00,
3733,Vincent HUBERT,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:22:59.000+00:00,2023-10-20T06:27:26.000+00:00,2023-10-20T08:15:14.000+00:00,2023-10-20T10:25:25.000+00:00,2023-10-20T13:04:44.000+00:00,2023-10-20T15:10:11.000+00:00,2023-10-20T16:58:24.000+00:00,2023-10-20T18:52:31.000+00:00,2023-10-20T19:44:50.000+00:00,2023-10-20T20:47:43.000+00:00,2023-10-20T22:09:19.000+00:00,
3463,Denis BONVALLET,FINISHER,M3-M4H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:06:17.000+00:00,2023-10-20T06:08:35.000+00:00,2023-10-20T07:48:57.000+00:00,2023-10-20T10:03:14.000+00:00,2023-10-20T12:59:44.000+00:00,2023-10-20T15:17:22.000+00:00,2023-10-20T17:08:57.000+00:00,2023-10-20T18:59:48.000+00:00,2023-10-20T19:46:58.000+00:00,2023-10-20T20:54:27.000+00:00,2023-10-20T22:09:21.000+00:00,
4220,Jonathan MOLLÉ,FINISHER,S-M0H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:22:31.000+00:00,2023-10-20T06:26:29.000+00:00,2023-10-20T08:10:00.000+00:00,2023-10-20T10:10:59.000+00:00,2023-10-20T12:56:50.000+00:00,2023-10-20T15:07:30.000+00:00,2023-10-20T16:59:16.000+00:00,2023-10-20T19:01:46.000+00:00,2023-10-20T19:52:31.000+00:00,2023-10-20T20:54:25.000+00:00,2023-10-20T22:21:20.000+00:00,
4043,Sébastien GIRAUD,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:26:13.000+00:00,2023-10-20T06:35:02.000+00:00,2023-10-20T08:15:31.000+00:00,2023-10-20T10:29:48.000+00:00,2023-10-20T13:13:47.000+00:00,2023-10-20T15:05:51.000+00:00,2023-10-20T17:00:38.000+00:00,2023-10-20T18:58:31.000+00:00,2023-10-20T19:45:58.000+00:00,2023-10-20T20:46:32.000+00:00,2023-10-20T22:11:22.000+00:00,
4034,Sebastien DALLO,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:28:29.000+00:00,2023-10-20T06:37:36.000+00:00,2023-10-20T08:25:05.000+00:00,2023-10-20T10:42:14.000+00:00,2023-10-20T13:28:09.000+00:00,2023-10-20T15:28:36.000+00:00,2023-10-20T17:19:25.000+00:00,2023-10-20T19:13:08.000+00:00,2023-10-20T20:00:24.000+00:00,2023-10-20T20:58:48.000+00:00,2023-10-20T22:11:32.000+00:00,
3693,Khier ALTI,FINISHER,M3-M4H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:09:14.000+00:00,2023-10-20T06:14:59.000+00:00,2023-10-20T07:57:17.000+00:00,2023-10-20T10:09:37.000+00:00,2023-10-20T12:58:05.000+00:00,2023-10-20T15:06:01.000+00:00,2023-10-20T16:54:24.000+00:00,2023-10-20T18:44:36.000+00:00,2023-10-20T19:36:47.000+00:00,2023-10-20T20:40:48.000+00:00,2023-10-20T22:11:58.000+00:00,
3394,Florent LEVEC,FINISHER,M3-M4H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:33:16.000+00:00,2023-10-20T06:45:56.000+00:00,2023-10-20T08:39:12.000+00:00,2023-10-20T10:51:49.000+00:00,2023-10-20T13:29:56.000+00:00,2023-10-20T15:22:47.000+00:00,2023-10-20T17:09:15.000+00:00,2023-10-20T18:52:31.000+00:00,2023-10-20T19:42:49.000+00:00,2023-10-20T20:42:55.000+00:00,2023-10-20T22:12:00.000+00:00,
3564,Jeremy VETOIS,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:06:59.000+00:00,2023-10-20T06:06:13.000+00:00,2023-10-20T07:44:01.000+00:00,2023-10-20T09:50:32.000+00:00,2023-10-20T12:43:34.000+00:00,2023-10-20T15:00:35.000+00:00,2023-10-20T16:59:27.000+00:00,2023-10-20T19:13:24.000+00:00,2023-10-20T19:58:26.000+00:00,2023-10-20T20:52:30.000+00:00,2023-10-20T22:12:06.000+00:00,
3173,Mickael COTTEREAU,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:06:57.000+00:00,2023-10-20T06:06:59.000+00:00,2023-10-20T07:43:59.000+00:00,2023-10-20T09:50:29.000+00:00,2023-10-20T12:43:34.000+00:00,2023-10-20T15:01:02.000+00:00,2023-10-20T16:59:26.000+00:00,2023-10-20T19:07:55.000+00:00,2023-10-20T19:52:30.000+00:00,2023-10-20T20:52:29.000+00:00,2023-10-20T22:12:08.000+00:00,
3704,Simon BRILLARD,FINISHER,S-M0H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:23:00.000+00:00,2023-10-20T06:31:02.000+00:00,2023-10-20T08:14:17.000+00:00,2023-10-20T10:15:42.000+00:00,2023-10-20T13:01:33.000+00:00,2023-10-20T15:05:47.000+00:00,2023-10-20T17:00:28.000+00:00,2023-10-20T18:58:27.000+00:00,2023-10-20T19:46:03.000+00:00,2023-10-20T20:47:05.000+00:00,2023-10-20T22:12:13.000+00:00,
3898,Kévin ROBIN,FINISHER,S-M0H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:10:28.000+00:00,2023-10-20T06:08:09.000+00:00,2023-10-20T07:43:20.000+00:00,2023-10-20T09:47:14.000+00:00,2023-10-20T12:43:32.000+00:00,2023-10-20T14:59:26.000+00:00,2023-10-20T16:45:19.000+00:00,2023-10-20T18:46:16.000+00:00,2023-10-20T19:36:41.000+00:00,2023-10-20T20:41:25.000+00:00,2023-10-21T00:39:17.000+00:00,
3249,Raphaël LUISETTI,FINISHER,S-M0H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:03:35.000+00:00,2023-10-20T06:01:50.000+00:00,2023-10-20T07:42:08.000+00:00,2023-10-20T09:54:12.000+00:00,2023-10-20T12:57:09.000+00:00,2023-10-20T15:10:08.000+00:00,2023-10-20T17:06:29.000+00:00,2023-10-20T19:04:30.000+00:00,2023-10-20T19:54:31.000+00:00,2023-10-20T20:57:50.000+00:00,2023-10-20T22:13:12.000+00:00,
3596,Laurent PAGNIER,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:06:58.000+00:00,2023-10-20T06:06:20.000+00:00,2023-10-20T07:42:22.000+00:00,2023-10-20T09:50:32.000+00:00,2023-10-20T12:44:09.000+00:00,2023-10-20T15:01:08.000+00:00,2023-10-20T16:59:13.000+00:00,2023-10-20T19:13:25.000+00:00,2023-10-20T20:06:42.000+00:00,2023-10-20T21:09:55.000+00:00,2023-10-20T22:19:19.000+00:00,
3060,Gregory GOUDARD,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:19:32.000+00:00,2023-10-20T06:27:22.000+00:00,2023-10-20T08:15:19.000+00:00,2023-10-20T10:10:28.000+00:00,2023-10-20T12:45:37.000+00:00,2023-10-20T14:29:30.000+00:00,2023-10-20T16:29:01.000+00:00,2023-10-20T18:19:59.000+00:00,2023-10-20T19:08:31.000+00:00,2023-10-20T20:27:23.000+00:00,2023-10-20T22:13:33.000+00:00,
3976,Benoit MESLATI,FINISHER,S-M0H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:26:49.000+00:00,2023-10-20T06:41:00.000+00:00,2023-10-20T08:33:33.000+00:00,2023-10-20T10:52:06.000+00:00,2023-10-20T13:46:51.000+00:00,2023-10-20T15:49:22.000+00:00,2023-10-20T17:36:02.000+00:00,2023-10-20T19:22:07.000+00:00,2023-10-20T20:04:49.000+00:00,2023-10-20T21:03:27.000+00:00,2023-10-20T22:14:16.000+00:00,
3273,Christophe FAIN,FINISHER,M3-M4H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:02:46.000+00:00,2023-10-20T05:58:30.000+00:00,2023-10-20T07:31:45.000+00:00,2023-10-20T09:54:00.000+00:00,2023-10-20T13:23:31.000+00:00,2023-10-20T15:26:55.000+00:00,2023-10-20T17:16:40.000+00:00,2023-10-20T19:15:49.000+00:00,2023-10-20T20:06:20.000+00:00,2023-10-20T21:07:20.000+00:00,2023-10-20T22:14:20.000+00:00,
3258,Hervé THOMAS,FINISHER,M3-M4H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:05:58.000+00:00,2023-10-20T06:08:39.000+00:00,2023-10-20T07:50:11.000+00:00,2023-10-20T09:57:48.000+00:00,2023-10-20T12:38:38.000+00:00,2023-10-20T14:49:14.000+00:00,2023-10-20T16:43:38.000+00:00,2023-10-20T18:50:23.000+00:00,2023-10-20T19:45:35.000+00:00,2023-10-20T20:50:09.000+00:00,2023-10-20T22:14:53.000+00:00,
4338,Mathieu MOREAU,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:18:43.000+00:00,2023-10-20T06:20:35.000+00:00,2023-10-20T08:12:45.000+00:00,2023-10-20T10:20:43.000+00:00,2023-10-20T13:06:29.000+00:00,2023-10-20T15:04:16.000+00:00,2023-10-20T16:51:18.000+00:00,2023-10-20T18:44:19.000+00:00,2023-10-20T19:45:44.000+00:00,2023-10-20T20:47:06.000+00:00,2023-10-20T22:14:59.000+00:00,
4365,Timothé TENDRON,FINISHER,S-M0H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:25:58.000+00:00,2023-10-20T06:37:25.000+00:00,2023-10-20T08:19:21.000+00:00,2023-10-20T10:25:42.000+00:00,2023-10-20T13:09:29.000+00:00,2023-10-20T15:10:36.000+00:00,2023-10-20T16:56:27.000+00:00,2023-10-20T19:01:01.000+00:00,2023-10-20T19:47:07.000+00:00,2023-10-20T20:47:08.000+00:00,2023-10-20T22:15:04.000+00:00,
3359,Régis ADAM,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:01:31.000+00:00,2023-10-20T06:00:41.000+00:00,2023-10-20T07:50:21.000+00:00,2023-10-20T10:00:29.000+00:00,2023-10-20T12:53:53.000+00:00,2023-10-20T15:03:51.000+00:00,2023-10-20T17:06:00.000+00:00,2023-10-20T19:02:38.000+00:00,2023-10-20T19:52:25.000+00:00,2023-10-20T20:58:44.000+00:00,2023-10-20T22:15:57.000+00:00,
3422,Florent ROSSET,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:08:24.000+00:00,2023-10-20T06:15:19.000+00:00,2023-10-20T07:56:42.000+00:00,2023-10-20T10:08:02.000+00:00,2023-10-20T12:59:31.000+00:00,2023-10-20T15:08:16.000+00:00,2023-10-20T17:07:19.000+00:00,2023-10-20T19:06:10.000+00:00,2023-10-20T19:58:42.000+00:00,2023-10-20T21:00:14.000+00:00,2023-10-20T22:16:32.000+00:00,
3681,Konstantin SMOLIN,FINISHER,M1-M2H,MALE,RU,2023-10-20T04:00:16.000+00:00,2023-10-20T05:03:39.000+00:00,2023-10-20T06:02:58.000+00:00,2023-10-20T07:50:27.000+00:00,2023-10-20T10:02:25.000+00:00,2023-10-20T12:51:56.000+00:00,2023-10-20T14:56:25.000+00:00,2023-10-20T16:52:57.000+00:00,2023-10-20T18:59:47.000+00:00,2023-10-20T19:44:15.000+00:00,2023-10-20T20:52:22.000+00:00,2023-10-20T22:16:39.000+00:00,
3899,Robin DUBREUCQ,FINISHER,S-M0H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:18:02.000+00:00,2023-10-20T06:20:04.000+00:00,2023-10-20T07:57:23.000+00:00,2023-10-20T10:10:42.000+00:00,2023-10-20T13:12:00.000+00:00,2023-10-20T15:14:33.000+00:00,2023-10-20T17:07:40.000+00:00,2023-10-20T19:11:05.000+00:00,2023-10-20T20:01:16.000+00:00,2023-10-20T21:02:14.000+00:00,2023-10-20T22:17:20.000+00:00,
3312,Sylvain LYS,FINISHER,M3-M4H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:15:37.000+00:00,2023-10-20T06:24:33.000+00:00,2023-10-20T08:14:24.000+00:00,2023-10-20T10:21:09.000+00:00,2023-10-20T13:03:58.000+00:00,2023-10-20T15:01:07.000+00:00,2023-10-20T16:59:14.000+00:00,2023-10-20T19:13:12.000+00:00,2023-10-20T20:07:33.000+00:00,2023-10-20T21:07:24.000+00:00,2023-10-20T22:25:27.000+00:00,
3818,Marc LE MAOUT,FINISHER,M3-M4H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:23:38.000+00:00,2023-10-20T06:32:48.000+00:00,2023-10-20T08:17:37.000+00:00,2023-10-20T10:34:07.000+00:00,2023-10-20T13:17:33.000+00:00,2023-10-20T15:11:49.000+00:00,2023-10-20T16:54:03.000+00:00,2023-10-20T18:53:10.000+00:00,2023-10-20T19:36:35.000+00:00,2023-10-20T20:34:29.000+00:00,2023-10-20T22:17:50.000+00:00,
4103,Clément ARNOLD,FINISHER,S-M0H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:23:28.000+00:00,2023-10-20T06:30:26.000+00:00,2023-10-20T08:19:57.000+00:00,2023-10-20T10:31:48.000+00:00,2023-10-20T13:05:17.000+00:00,2023-10-20T15:07:49.000+00:00,2023-10-20T16:51:18.000+00:00,2023-10-20T18:53:09.000+00:00,2023-10-20T19:36:35.000+00:00,2023-10-20T20:46:28.000+00:00,2023-10-20T22:17:52.000+00:00,
4079,Clément MALFOY,FINISHER,S-M0H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:11:47.000+00:00,2023-10-20T06:01:03.000+00:00,2023-10-20T07:19:34.000+00:00,2023-10-20T08:59:11.000+00:00,2023-10-20T11:19:02.000+00:00,2023-10-20T13:13:43.000+00:00,2023-10-20T15:46:24.000+00:00,2023-10-20T18:04:24.000+00:00,2023-10-20T19:22:47.000+00:00,2023-10-20T20:30:45.000+00:00,2023-10-20T22:18:27.000+00:00,
3568,Stéphane GUÉRIN,FINISHER,M3-M4H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:06:26.000+00:00,2023-10-20T06:10:03.000+00:00,2023-10-20T07:53:02.000+00:00,2023-10-20T10:14:35.000+00:00,2023-10-20T12:59:06.000+00:00,2023-10-20T15:12:52.000+00:00,2023-10-20T17:06:35.000+00:00,2023-10-20T19:01:16.000+00:00,2023-10-20T19:52:14.000+00:00,2023-10-20T20:56:38.000+00:00,2023-10-20T22:18:38.000+00:00,
4047,Gael BLANCHARD,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:08:46.000+00:00,2023-10-20T06:08:54.000+00:00,2023-10-20T07:46:35.000+00:00,2023-10-20T09:55:41.000+00:00,2023-10-20T12:56:01.000+00:00,2023-10-20T14:57:43.000+00:00,2023-10-20T17:02:34.000+00:00,2023-10-20T19:05:05.000+00:00,2023-10-20T19:52:20.000+00:00,2023-10-20T20:57:04.000+00:00,2023-10-20T22:18:45.000+00:00,
3427,Laurent KINT,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:05:05.000+00:00,2023-10-20T06:06:23.000+00:00,2023-10-20T07:50:33.000+00:00,2023-10-20T09:57:52.000+00:00,2023-10-20T12:51:37.000+00:00,2023-10-20T15:12:21.000+00:00,2023-10-20T17:06:30.000+00:00,2023-10-20T19:08:50.000+00:00,2023-10-20T19:57:54.000+00:00,2023-10-20T20:53:46.000+00:00,2023-10-20T22:19:09.000+00:00,
3233,Hervé JUILLET,FINISHER,M3-M4H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:22:52.000+00:00,2023-10-20T06:34:12.000+00:00,2023-10-20T08:25:41.000+00:00,2023-10-20T10:46:36.000+00:00,2023-10-20T13:41:34.000+00:00,2023-10-20T15:34:15.000+00:00,2023-10-20T17:23:48.000+00:00,2023-10-20T19:12:08.000+00:00,2023-10-20T20:05:22.000+00:00,2023-10-20T21:04:12.000+00:00,2023-10-20T22:19:36.000+00:00,
4361,Léo SALLES,FINISHER,S-M0H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:20:29.000+00:00,2023-10-20T06:26:01.000+00:00,2023-10-20T08:18:03.000+00:00,2023-10-20T10:35:06.000+00:00,2023-10-20T13:28:52.000+00:00,2023-10-20T15:36:08.000+00:00,2023-10-20T17:24:39.000+00:00,2023-10-20T19:25:36.000+00:00,2023-10-20T20:07:01.000+00:00,2023-10-20T21:05:34.000+00:00,2023-10-20T22:19:46.000+00:00,
4032,Sebastien BECK,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:22:16.000+00:00,2023-10-20T06:26:13.000+00:00,2023-10-20T08:05:59.000+00:00,2023-10-20T10:10:35.000+00:00,2023-10-20T12:50:19.000+00:00,2023-10-20T14:49:54.000+00:00,2023-10-20T16:43:38.000+00:00,2023-10-20T18:37:16.000+00:00,2023-10-20T19:35:42.000+00:00,2023-10-20T20:48:37.000+00:00,2023-10-20T22:19:50.000+00:00,
3445,Jean Francois GARAND,FINISHER,M5-M6H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:07:38.000+00:00,2023-10-20T06:10:49.000+00:00,2023-10-20T07:54:31.000+00:00,2023-10-20T10:12:35.000+00:00,2023-10-20T13:14:45.000+00:00,2023-10-20T15:14:39.000+00:00,2023-10-20T17:11:56.000+00:00,2023-10-20T19:02:08.000+00:00,2023-10-20T19:52:21.000+00:00,2023-10-20T20:57:14.000+00:00,2023-10-20T22:20:02.000+00:00,
4073,Alexis BROSSARD,FINISHER,S-M0H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:17:50.000+00:00,2023-10-20T06:18:33.000+00:00,2023-10-20T08:00:26.000+00:00,2023-10-20T10:25:23.000+00:00,2023-10-20T13:16:11.000+00:00,2023-10-20T15:13:51.000+00:00,2023-10-20T17:00:38.000+00:00,2023-10-20T19:02:50.000+00:00,2023-10-20T19:52:25.000+00:00,2023-10-20T20:55:12.000+00:00,2023-10-20T22:20:09.000+00:00,
4083,Sébastien BEUCHARD,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:25:59.000+00:00,2023-10-20T06:33:03.000+00:00,2023-10-20T08:16:03.000+00:00,2023-10-20T10:27:06.000+00:00,2023-10-20T13:14:25.000+00:00,2023-10-20T15:27:21.000+00:00,2023-10-20T17:05:46.000+00:00,2023-10-20T18:51:17.000+00:00,2023-10-20T19:35:16.000+00:00,2023-10-20T20:41:17.000+00:00,2023-10-20T22:20:10.000+00:00,
4269,Thomas BOUDIER-MAZIER,FINISHER,S-M0H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:23:10.000+00:00,2023-10-20T06:27:48.000+00:00,2023-10-20T08:11:19.000+00:00,2023-10-20T10:14:47.000+00:00,2023-10-20T13:06:59.000+00:00,2023-10-20T15:21:43.000+00:00,2023-10-20T17:18:37.000+00:00,2023-10-20T19:12:52.000+00:00,2023-10-20T20:00:20.000+00:00,2023-10-20T21:17:39.000+00:00,2023-10-20T22:21:54.000+00:00,
3455,Gilles DUMINY,FINISHER,M3-M4H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:06:36.000+00:00,2023-10-20T06:09:21.000+00:00,2023-10-20T07:54:49.000+00:00,2023-10-20T10:10:32.000+00:00,2023-10-20T13:02:24.000+00:00,2023-10-20T15:13:20.000+00:00,2023-10-20T17:02:39.000+00:00,2023-10-20T19:15:54.000+00:00,2023-10-20T20:01:28.000+00:00,2023-10-20T20:58:37.000+00:00,2023-10-20T22:22:07.000+00:00,
4081,Remy DAM,FINISHER,M5-M6H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:21:13.000+00:00,2023-10-20T06:28:29.000+00:00,2023-10-20T08:18:02.000+00:00,2023-10-20T10:28:39.000+00:00,2023-10-20T13:10:06.000+00:00,2023-10-20T15:16:15.000+00:00,2023-10-20T17:11:15.000+00:00,2023-10-20T19:10:57.000+00:00,2023-10-20T20:04:06.000+00:00,2023-10-20T21:06:33.000+00:00,2023-10-20T22:22:40.000+00:00,
4031,David CARPENTIER,FINISHER,M3-M4H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:23:17.000+00:00,2023-10-20T06:27:05.000+00:00,2023-10-20T08:19:43.000+00:00,2023-10-20T10:31:46.000+00:00,2023-10-20T13:21:51.000+00:00,2023-10-20T15:28:43.000+00:00,2023-10-20T17:19:01.000+00:00,2023-10-20T19:17:44.000+00:00,2023-10-20T20:07:29.000+00:00,2023-10-20T21:10:03.000+00:00,2023-10-20T22:22:46.000+00:00,
3319,Vincent ALBISTUR,FINISHER,S-M0H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:08:21.000+00:00,2023-10-20T06:15:35.000+00:00,2023-10-20T07:59:55.000+00:00,2023-10-20T10:20:57.000+00:00,2023-10-20T13:09:52.000+00:00,2023-10-20T15:21:04.000+00:00,2023-10-20T17:17:49.000+00:00,2023-10-20T19:13:57.000+00:00,2023-10-20T20:02:24.000+00:00,2023-10-20T21:06:58.000+00:00,2023-10-20T22:23:42.000+00:00,
3379,François LAGRAULA,FINISHER,M3-M4H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:05:22.000+00:00,2023-10-20T06:11:23.000+00:00,2023-10-20T07:52:07.000+00:00,2023-10-20T10:03:30.000+00:00,2023-10-20T12:56:44.000+00:00,2023-10-20T15:06:20.000+00:00,2023-10-20T17:01:51.000+00:00,2023-10-20T19:17:51.000+00:00,2023-10-20T20:05:31.000+00:00,2023-10-20T21:06:21.000+00:00,2023-10-20T22:23:51.000+00:00,
3300,Olivier FAUCON,FINISHER,M3-M4H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:02:09.000+00:00,2023-10-20T05:59:59.000+00:00,2023-10-20T08:21:24.000+00:00,2023-10-20T10:32:09.000+00:00,2023-10-20T13:12:16.000+00:00,2023-10-20T15:13:14.000+00:00,2023-10-20T17:00:37.000+00:00,2023-10-20T19:03:49.000+00:00,2023-10-20T19:57:31.000+00:00,2023-10-20T21:00:29.000+00:00,2023-10-20T22:23:57.000+00:00,
3315,Yvan TERLE,FINISHER,M3-M4H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:09:52.000+00:00,2023-10-20T06:11:58.000+00:00,2023-10-20T07:50:56.000+00:00,2023-10-20T09:59:32.000+00:00,2023-10-20T13:03:40.000+00:00,2023-10-20T15:12:44.000+00:00,2023-10-20T17:13:40.000+00:00,2023-10-20T19:10:49.000+00:00,2023-10-20T19:59:02.000+00:00,2023-10-20T21:01:13.000+00:00,2023-10-20T22:24:13.000+00:00,
3038,Sébastien BENEY,FINISHER,M3-M4H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:06:47.000+00:00,2023-10-20T06:12:46.000+00:00,2023-10-20T07:51:59.000+00:00,2023-10-20T10:09:17.000+00:00,2023-10-20T13:06:05.000+00:00,2023-10-20T15:13:42.000+00:00,2023-10-20T17:15:27.000+00:00,2023-10-20T19:09:30.000+00:00,2023-10-20T19:57:36.000+00:00,2023-10-20T21:01:30.000+00:00,2023-10-20T22:24:37.000+00:00,
3026,Christophe LOUET,FINISHER,M3-M4H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T04:57:22.000+00:00,2023-10-20T05:48:23.000+00:00,2023-10-20T07:07:42.000+00:00,2023-10-20T09:10:45.000+00:00,2023-10-20T13:06:04.000+00:00,2023-10-20T15:13:45.000+00:00,2023-10-20T17:15:30.000+00:00,2023-10-20T19:06:42.000+00:00,2023-10-20T19:57:36.000+00:00,2023-10-20T21:01:43.000+00:00,2023-10-20T22:24:39.000+00:00,
3893,Franck LAIGLE,FINISHER,M1-M2H,MALE,CA,2023-10-20T04:14:26.000+00:00,2023-10-20T05:20:48.000+00:00,2023-10-20T06:20:59.000+00:00,2023-10-20T07:58:25.000+00:00,2023-10-20T10:10:26.000+00:00,2023-10-20T13:13:44.000+00:00,2023-10-20T15:14:38.000+00:00,2023-10-20T17:11:41.000+00:00,2023-10-20T19:12:52.000+00:00,2023-10-20T20:06:56.000+00:00,2023-10-20T21:07:14.000+00:00,2023-10-20T22:27:42.000+00:00,
3286,Stéphane DESCAMPS,FINISHER,M3-M4H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:09:43.000+00:00,2023-10-20T06:12:16.000+00:00,2023-10-20T07:55:53.000+00:00,2023-10-20T10:10:44.000+00:00,2023-10-20T13:03:44.000+00:00,2023-10-20T15:10:13.000+00:00,2023-10-20T17:05:53.000+00:00,2023-10-20T18:57:54.000+00:00,2023-10-20T19:48:08.000+00:00,2023-10-20T20:55:52.000+00:00,2023-10-20T22:28:53.000+00:00,
3830,Morgan CAIRA,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:17:42.000+00:00,2023-10-20T06:19:19.000+00:00,2023-10-20T07:57:27.000+00:00,2023-10-20T10:00:01.000+00:00,2023-10-20T13:07:51.000+00:00,2023-10-20T15:24:42.000+00:00,2023-10-20T17:31:09.000+00:00,2023-10-20T19:16:16.000+00:00,2023-10-20T20:06:33.000+00:00,2023-10-20T21:09:08.000+00:00,2023-10-20T22:28:54.000+00:00,
3226,Laura WENDLING,FINISHER,S-M0F,FEMALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:05:22.000+00:00,2023-10-20T06:08:02.000+00:00,2023-10-20T07:51:39.000+00:00,2023-10-20T10:03:11.000+00:00,2023-10-20T12:47:14.000+00:00,2023-10-20T15:01:31.000+00:00,2023-10-20T16:50:18.000+00:00,2023-10-20T18:52:36.000+00:00,2023-10-20T19:52:30.000+00:00,2023-10-20T20:54:42.000+00:00,2023-10-20T22:29:09.000+00:00,
3218,Yannick BOUVIER,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:02:25.000+00:00,2023-10-20T05:58:36.000+00:00,2023-10-20T07:29:46.000+00:00,2023-10-20T09:29:05.000+00:00,2023-10-20T12:18:26.000+00:00,2023-10-20T14:51:09.000+00:00,2023-10-20T16:50:06.000+00:00,2023-10-20T18:56:36.000+00:00,2023-10-20T19:52:22.000+00:00,2023-10-20T21:01:44.000+00:00,2023-10-20T22:29:13.000+00:00,
