bib,name,status,category,sex,country,Départ,P7,Cresse,Rozier,Truel,St André,La Roque,La Salvage,Mas de Bru,Massebiau,Cade,Arrivée,MassebiauD
3232,Rémi VAN DEN BROUCKE,FINISHER,S-M0H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:02:11.000+00:00,2023-10-20T05:54:10.000+00:00,2023-10-20T07:24:18.000+00:00,2023-10-20T09:12:10.000+00:00,2023-10-20T11:27:28.000+00:00,2023-10-20T13:03:34.000+00:00,2023-10-20T14:46:27.000+00:00,2023-10-20T16:16:41.000+00:00,2023-10-20T16:50:40.000+00:00,2023-10-20T17:47:43.000+00:00,2023-10-20T18:58:57.000+00:00,
3584,Maxime LEVANNIER,FINISHER,S-M0H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T04:59:50.000+00:00,2023-10-20T05:54:12.000+00:00,2023-10-20T07:27:29.000+00:00,2023-10-20T09:21:00.000+00:00,2023-10-20T11:40:59.000+00:00,2023-10-20T13:24:06.000+00:00,2023-10-20T14:59:02.000+00:00,2023-10-20T16:37:20.000+00:00,2023-10-20T17:17:12.000+00:00,2023-10-20T18:05:59.000+00:00,2023-10-20T18:59:30.000+00:00,
3102,Thomas MAIRE,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:08:26.000+00:00,2023-10-20T06:09:35.000+00:00,2023-10-20T07:41:53.000+00:00,2023-10-20T09:35:13.000+00:00,2023-10-20T11:56:31.000+00:00,2023-10-20T13:32:51.000+00:00,2023-10-20T15:11:46.000+00:00,2023-10-20T16:51:43.000+00:00,2023-10-20T17:29:09.000+00:00,2023-10-20T18:12:30.000+00:00,2023-10-20T18:59:31.000+00:00,
3214,Maxime MANDAGARAN,FINISHER,S-M0H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T04:58:48.000+00:00,2023-10-20T05:51:14.000+00:00,2023-10-20T07:17:08.000+00:00,2023-10-20T09:08:43.000+00:00,2023-10-20T11:28:27.000+00:00,2023-10-20T13:12:49.000+00:00,2023-10-20T15:04:45.000+00:00,2023-10-20T16:39:09.000+00:00,2023-10-20T17:14:32.000+00:00,2023-10-20T18:04:31.000+00:00,2023-10-20T19:00:22.000+00:00,
3203,Bertrand MOULIN,FINISHER,S-M0H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T04:58:54.000+00:00,2023-10-20T05:51:10.000+00:00,2023-10-20T07:15:55.000+00:00,2023-10-20T09:08:42.000+00:00,2023-10-20T11:28:27.000+00:00,2023-10-20T13:12:52.000+00:00,2023-10-20T15:04:35.000+00:00,2023-10-20T16:39:09.000+00:00,2023-10-20T17:14:32.000+00:00,2023-10-20T18:04:31.000+00:00,2023-10-20T19:00:23.000+00:00,
3260,Thibaut NOAILLES,FINISHER,S-M0H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T04:53:27.000+00:00,2023-10-20T05:41:21.000+00:00,2023-10-20T06:58:29.000+00:00,2023-10-20T08:51:41.000+00:00,2023-10-20T11:20:02.000+00:00,2023-10-20T13:05:57.000+00:00,2023-10-20T14:56:12.000+00:00,2023-10-20T16:30:12.000+00:00,2023-10-20T17:09:23.000+00:00,2023-10-20T18:00:14.000+00:00,2023-10-20T19:02:58.000+00:00,
3279,Sébastien GROT,FINISHER,M3-M4H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:01:34.000+00:00,2023-10-20T05:55:45.000+00:00,2023-10-20T07:22:40.000+00:00,2023-10-20T09:15:02.000+00:00,2023-10-20T11:35:21.000+00:00,2023-10-20T13:08:33.000+00:00,2023-10-20T14:44:09.000+00:00,2023-10-20T16:40:19.000+00:00,2023-10-20T17:15:16.000+00:00,2023-10-20T18:09:48.000+00:00,2023-10-20T19:03:05.000+00:00,
3556,Marion FLAMENT,FINISHER,S-M0F,FEMALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T04:54:41.000+00:00,2023-10-20T05:45:38.000+00:00,2023-10-20T07:05:56.000+00:00,2023-10-20T09:05:42.000+00:00,2023-10-20T11:29:00.000+00:00,2023-10-20T13:05:02.000+00:00,2023-10-20T14:45:40.000+00:00,2023-10-20T16:15:48.000+00:00,2023-10-20T16:53:12.000+00:00,2023-10-20T17:56:18.000+00:00,2023-10-20T19:03:16.000+00:00,
3297,Cédric CUVILLIER,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:00:51.000+00:00,2023-10-20T05:59:14.000+00:00,2023-10-20T07:26:19.000+00:00,2023-10-20T09:21:06.000+00:00,2023-10-20T11:56:17.000+00:00,2023-10-20T13:37:52.000+00:00,2023-10-20T15:11:51.000+00:00,2023-10-20T16:38:40.000+00:00,2023-10-20T17:16:37.000+00:00,2023-10-20T18:08:35.000+00:00,2023-10-20T19:03:37.000+00:00,
3574,Yann BOULER,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:00:26.000+00:00,2023-10-20T05:53:52.000+00:00,2023-10-20T07:20:46.000+00:00,2023-10-20T09:17:33.000+00:00,2023-10-20T11:44:26.000+00:00,2023-10-20T13:31:53.000+00:00,2023-10-20T15:13:06.000+00:00,2023-10-20T16:43:04.000+00:00,2023-10-20T17:22:42.000+00:00,2023-10-20T18:10:54.000+00:00,2023-10-20T19:09:54.000+00:00,
3545,Gregory PAUL,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T04:57:23.000+00:00,2023-10-20T05:50:00.000+00:00,2023-10-20T07:22:51.000+00:00,2023-10-20T09:16:42.000+00:00,2023-10-20T11:43:24.000+00:00,2023-10-20T13:21:25.000+00:00,2023-10-20T14:58:10.000+00:00,2023-10-20T16:36:03.000+00:00,2023-10-20T17:14:50.000+00:00,2023-10-20T18:04:29.000+00:00,2023-10-20T19:04:15.000+00:00,
3172,Vincent BOUDOU,FINISHER,S-M0H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:07:59.000+00:00,2023-10-20T06:08:56.000+00:00,2023-10-20T07:41:06.000+00:00,2023-10-20T09:37:23.000+00:00,2023-10-20T12:04:17.000+00:00,2023-10-20T13:38:12.000+00:00,2023-10-20T15:13:19.000+00:00,2023-10-20T16:46:21.000+00:00,2023-10-20T17:26:33.000+00:00,2023-10-20T18:13:51.000+00:00,2023-10-20T19:04:41.000+00:00,
3592,Stéphane RAMBAUD,FINISHER,S-M0H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T04:52:22.000+00:00,2023-10-20T05:41:43.000+00:00,2023-10-20T06:59:55.000+00:00,2023-10-20T08:45:12.000+00:00,2023-10-20T11:02:53.000+00:00,2023-10-20T12:47:36.000+00:00,2023-10-20T14:42:02.000+00:00,2023-10-20T16:27:19.000+00:00,2023-10-20T17:02:44.000+00:00,2023-10-20T17:58:14.000+00:00,2023-10-20T19:11:39.000+00:00,
3499,Jamie MILLER,FINISHER,M1-M2F,FEMALE,US,2023-10-20T04:00:16.000+00:00,2023-10-20T05:07:54.000+00:00,2023-10-20T06:10:22.000+00:00,2023-10-20T07:45:27.000+00:00,2023-10-20T09:40:09.000+00:00,2023-10-20T12:06:15.000+00:00,2023-10-20T13:41:20.000+00:00,2023-10-20T15:12:59.000+00:00,2023-10-20T16:39:00.000+00:00,2023-10-20T17:14:48.000+00:00,2023-10-20T18:04:32.000+00:00,2023-10-20T19:06:29.000+00:00,
3533,Clement GAUBERT,FINISHER,S-M0H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:00:40.000+00:00,2023-10-20T05:53:29.000+00:00,2023-10-20T07:15:30.000+00:00,2023-10-20T09:00:52.000+00:00,2023-10-20T11:18:34.000+00:00,2023-10-20T13:01:40.000+00:00,2023-10-20T14:36:12.000+00:00,2023-10-20T16:22:30.000+00:00,2023-10-20T17:09:39.000+00:00,2023-10-20T18:06:58.000+00:00,2023-10-20T19:07:00.000+00:00,
3188,Olivier PARISI,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:02:43.000+00:00,2023-10-20T05:57:47.000+00:00,2023-10-20T07:26:33.000+00:00,2023-10-20T09:13:38.000+00:00,2023-10-20T11:29:42.000+00:00,2023-10-20T13:15:01.000+00:00,2023-10-20T14:48:50.000+00:00,2023-10-20T16:28:44.000+00:00,2023-10-20T17:09:24.000+00:00,2023-10-20T18:00:25.000+00:00,2023-10-20T19:10:25.000+00:00,
4287,Thomas DE LAFARGUE-BARES,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:18:59.000+00:00,2023-10-20T06:22:16.000+00:00,2023-10-20T08:06:34.000+00:00,2023-10-20T09:54:19.000+00:00,2023-10-20T12:11:10.000+00:00,2023-10-20T14:01:47.000+00:00,2023-10-20T15:30:35.000+00:00,2023-10-20T16:59:53.000+00:00,2023-10-20T17:37:03.000+00:00,2023-10-20T18:21:02.000+00:00,2023-10-20T19:15:44.000+00:00,
3608,Vincent FABRE,FINISHER,S-M0H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T04:59:40.000+00:00,2023-10-20T05:53:35.000+00:00,2023-10-20T07:22:08.000+00:00,2023-10-20T09:13:53.000+00:00,2023-10-20T11:43:56.000+00:00,2023-10-20T13:28:23.000+00:00,2023-10-20T15:15:56.000+00:00,2023-10-20T16:56:02.000+00:00,2023-10-20T17:39:49.000+00:00,2023-10-20T18:22:14.000+00:00,2023-10-20T19:11:43.000+00:00,
4376,Mbark ELMORABITY,FINISHER,S-M0H,MALE,MA,2023-10-20T04:14:26.000+00:00,2023-10-20T05:13:54.000+00:00,2023-10-20T06:08:44.000+00:00,2023-10-20T07:35:07.000+00:00,2023-10-20T09:21:17.000+00:00,2023-10-20T11:30:18.000+00:00,2023-10-20T13:14:20.000+00:00,2023-10-20T14:50:15.000+00:00,2023-10-20T16:25:14.000+00:00,2023-10-20T17:08:28.000+00:00,2023-10-20T18:07:51.000+00:00,2023-10-20T19:12:12.000+00:00,
3614,Christophe ROULLIER,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:00:48.000+00:00,2023-10-20T05:54:12.000+00:00,2023-10-20T07:23:19.000+00:00,2023-10-20T09:12:51.000+00:00,2023-10-20T11:38:25.000+00:00,2023-10-20T13:22:09.000+00:00,2023-10-20T14:59:19.000+00:00,2023-10-20T16:39:22.000+00:00,2023-10-20T17:17:36.000+00:00,2023-10-20T18:15:01.000+00:00,2023-10-20T19:12:16.000+00:00,
3126,Guillaume AIO,FINISHER,S-M0H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T04:55:45.000+00:00,2023-10-20T05:45:30.000+00:00,2023-10-20T07:07:12.000+00:00,2023-10-20T08:58:45.000+00:00,2023-10-20T11:29:14.000+00:00,2023-10-20T13:08:01.000+00:00,2023-10-20T14:50:27.000+00:00,2023-10-20T16:34:41.000+00:00,2023-10-20T17:16:17.000+00:00,2023-10-20T18:10:34.000+00:00,2023-10-20T19:13:37.000+00:00,
3582,Thierry URRUTIA,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T04:58:07.000+00:00,2023-10-20T05:52:15.000+00:00,2023-10-20T07:20:58.000+00:00,2023-10-20T09:17:39.000+00:00,2023-10-20T11:49:10.000+00:00,2023-10-20T13:29:20.000+00:00,2023-10-20T15:09:39.000+00:00,2023-10-20T16:45:55.000+00:00,2023-10-20T17:26:45.000+00:00,2023-10-20T18:15:26.000+00:00,2023-10-20T19:13:45.000+00:00,
3177,Joffrey BONNAUD,FINISHER,S-M0H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:00:35.000+00:00,2023-10-20T05:53:33.000+00:00,2023-10-20T07:18:08.000+00:00,2023-10-20T09:07:41.000+00:00,2023-10-20T11:26:35.000+00:00,2023-10-20T13:14:54.000+00:00,2023-10-20T14:52:24.000+00:00,2023-10-20T16:36:11.000+00:00,2023-10-20T17:14:51.000+00:00,2023-10-20T18:15:27.000+00:00,2023-10-20T19:18:20.000+00:00,
4303,François BRETON,FINISHER,S-M0H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:12:41.000+00:00,2023-10-20T06:08:56.000+00:00,2023-10-20T07:38:47.000+00:00,2023-10-20T09:35:13.000+00:00,2023-10-20T11:57:46.000+00:00,2023-10-20T13:36:38.000+00:00,2023-10-20T15:15:27.000+00:00,2023-10-20T16:53:33.000+00:00,2023-10-20T17:34:43.000+00:00,2023-10-20T18:24:43.000+00:00,2023-10-20T19:18:42.000+00:00,
3366,Benjamin PRODAUL,FINISHER,S-M0H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:02:42.000+00:00,2023-10-20T05:55:43.000+00:00,2023-10-20T07:24:57.000+00:00,2023-10-20T09:15:06.000+00:00,2023-10-20T11:43:08.000+00:00,2023-10-20T13:27:00.000+00:00,2023-10-20T15:05:54.000+00:00,2023-10-20T16:40:01.000+00:00,2023-10-20T17:20:28.000+00:00,2023-10-20T18:15:15.000+00:00,2023-10-20T19:19:57.000+00:00,
3537,Jérôme SAULGRAIN,FINISHER,M3-M4H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:02:34.000+00:00,2023-10-20T05:55:25.000+00:00,2023-10-20T07:24:59.000+00:00,2023-10-20T09:14:57.000+00:00,2023-10-20T11:43:08.000+00:00,2023-10-20T13:25:22.000+00:00,2023-10-20T15:04:45.000+00:00,2023-10-20T16:39:33.000+00:00,2023-10-20T17:20:28.000+00:00,2023-10-20T18:15:15.000+00:00,2023-10-20T19:19:57.000+00:00,
3587,Emmanuel MANGOU,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:03:43.000+00:00,2023-10-20T06:00:43.000+00:00,2023-10-20T07:32:10.000+00:00,2023-10-20T09:27:58.000+00:00,2023-10-20T11:52:31.000+00:00,2023-10-20T13:41:50.000+00:00,2023-10-20T15:15:32.000+00:00,2023-10-20T16:47:29.000+00:00,2023-10-20T17:28:37.000+00:00,2023-10-20T18:17:41.000+00:00,2023-10-20T19:19:58.000+00:00,
3562,Vincent NANCEY,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:01:41.000+00:00,2023-10-20T05:54:16.000+00:00,2023-10-20T07:20:56.000+00:00,2023-10-20T09:09:13.000+00:00,2023-10-20T11:28:52.000+00:00,2023-10-20T13:09:47.000+00:00,2023-10-20T14:49:01.000+00:00,2023-10-20T16:30:04.000+00:00,2023-10-20T17:10:21.000+00:00,2023-10-20T18:13:37.000+00:00,2023-10-20T19:20:03.000+00:00,
3844,Benoît MAUDUIT,FINISHER,S-M0H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:09:57.000+00:00,2023-10-20T06:01:21.000+00:00,2023-10-20T07:26:59.000+00:00,2023-10-20T09:13:12.000+00:00,2023-10-20T11:32:25.000+00:00,2023-10-20T13:09:35.000+00:00,2023-10-20T14:41:25.000+00:00,2023-10-20T16:39:55.000+00:00,2023-10-20T17:19:35.000+00:00,2023-10-20T18:12:55.000+00:00,2023-10-20T19:24:26.000+00:00,
3056,Alexandre DE LA TRAMBLAIS,FINISHER,M3-M4H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T04:59:09.000+00:00,2023-10-20T05:52:06.000+00:00,2023-10-20T07:21:21.000+00:00,2023-10-20T09:17:52.000+00:00,2023-10-20T11:35:37.000+00:00,2023-10-20T13:19:32.000+00:00,2023-10-20T15:02:54.000+00:00,2023-10-20T16:40:36.000+00:00,2023-10-20T17:27:09.000+00:00,2023-10-20T18:19:18.000+00:00,2023-10-20T19:24:27.000+00:00,
3581,Vincent GERARDIN,FINISHER,S-M0H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:02:58.000+00:00,2023-10-20T05:59:32.000+00:00,2023-10-20T07:27:44.000+00:00,2023-10-20T09:22:58.000+00:00,2023-10-20T11:55:05.000+00:00,2023-10-20T13:39:16.000+00:00,2023-10-20T15:20:04.000+00:00,2023-10-20T16:54:01.000+00:00,2023-10-20T17:32:42.000+00:00,2023-10-20T18:24:14.000+00:00,2023-10-20T19:24:53.000+00:00,
3340,Romain AYMARD,FINISHER,M3-M4H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:00:49.000+00:00,2023-10-20T05:56:16.000+00:00,2023-10-20T07:27:39.000+00:00,2023-10-20T09:21:21.000+00:00,2023-10-20T11:50:12.000+00:00,2023-10-20T13:26:56.000+00:00,2023-10-20T15:10:41.000+00:00,2023-10-20T16:43:47.000+00:00,2023-10-20T17:21:31.000+00:00,2023-10-20T18:24:21.000+00:00,2023-10-20T19:27:56.000+00:00,
3560,Romain SAULNIER,FINISHER,S-M0H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:03:55.000+00:00,2023-10-20T06:01:30.000+00:00,2023-10-20T07:32:29.000+00:00,2023-10-20T09:29:49.000+00:00,2023-10-20T11:50:09.000+00:00,2023-10-20T13:28:23.000+00:00,2023-10-20T15:08:01.000+00:00,2023-10-20T16:49:59.000+00:00,2023-10-20T17:31:06.000+00:00,2023-10-20T18:22:59.000+00:00,2023-10-20T19:30:19.000+00:00,
3309,Mathieu DESRUES,FINISHER,S-M0H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T04:58:46.000+00:00,2023-10-20T05:52:21.000+00:00,2023-10-20T07:22:54.000+00:00,2023-10-20T09:18:05.000+00:00,2023-10-20T11:46:13.000+00:00,2023-10-20T13:49:45.000+00:00,2023-10-20T15:21:20.000+00:00,2023-10-20T16:59:50.000+00:00,2023-10-20T17:37:02.000+00:00,2023-10-20T18:20:09.000+00:00,2023-10-20T19:44:33.000+00:00,
3035,Gurvan GICQUEL,FINISHER,S-M0H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T04:56:29.000+00:00,2023-10-20T05:47:34.000+00:00,2023-10-20T07:11:57.000+00:00,2023-10-20T09:09:43.000+00:00,2023-10-20T11:34:47.000+00:00,2023-10-20T13:15:45.000+00:00,2023-10-20T14:58:12.000+00:00,2023-10-20T16:36:20.000+00:00,2023-10-20T17:16:56.000+00:00,2023-10-20T18:18:02.000+00:00,2023-10-20T20:18:27.000+00:00,
3460,Alexandre FAURY,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T04:57:40.000+00:00,2023-10-20T05:49:30.000+00:00,2023-10-20T07:17:07.000+00:00,2023-10-20T09:11:33.000+00:00,2023-10-20T11:36:10.000+00:00,2023-10-20T13:22:01.000+00:00,2023-10-20T15:04:06.000+00:00,2023-10-20T16:45:50.000+00:00,2023-10-20T17:27:10.000+00:00,2023-10-20T18:26:21.000+00:00,2023-10-20T19:35:04.000+00:00,
3684,Raphaël BRIAN,FINISHER,S-M0H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T04:56:27.000+00:00,2023-10-20T05:47:49.000+00:00,2023-10-20T07:11:47.000+00:00,2023-10-20T09:06:11.000+00:00,2023-10-20T11:37:35.000+00:00,2023-10-20T13:18:24.000+00:00,2023-10-20T15:02:53.000+00:00,2023-10-20T16:57:43.000+00:00,2023-10-20T17:39:54.000+00:00,2023-10-20T18:31:17.000+00:00,2023-10-20T19:35:04.000+00:00,
4272,Jean-François BRELUZEAU,FINISHER,M3-M4H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:01:25.000+00:00,2023-10-20T05:56:59.000+00:00,2023-10-20T07:31:39.000+00:00,2023-10-20T09:27:48.000+00:00,2023-10-20T12:04:36.000+00:00,2023-10-20T13:49:05.000+00:00,2023-10-20T15:24:25.000+00:00,2023-10-20T17:00:10.000+00:00,2023-10-20T17:39:56.000+00:00,2023-10-20T18:33:46.000+00:00,2023-10-20T19:45:23.000+00:00,
3467,Antoine LOCATELLI,FINISHER,S-M0H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T04:57:33.000+00:00,2023-10-20T05:51:01.000+00:00,2023-10-20T07:23:32.000+00:00,2023-10-20T09:21:39.000+00:00,2023-10-20T11:55:27.000+00:00,2023-10-20T13:42:08.000+00:00,2023-10-20T15:24:00.000+00:00,2023-10-20T16:58:59.000+00:00,2023-10-20T17:39:57.000+00:00,2023-10-20T18:33:52.000+00:00,2023-10-20T19:35:09.000+00:00,
3790,Lilian CHERBONNEL,FINISHER,S-M0H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:12:01.000+00:00,2023-10-20T06:09:23.000+00:00,2023-10-20T07:33:20.000+00:00,2023-10-20T09:29:54.000+00:00,2023-10-20T11:53:29.000+00:00,2023-10-20T13:38:00.000+00:00,2023-10-20T15:13:09.000+00:00,2023-10-20T17:00:02.000+00:00,2023-10-20T17:37:56.000+00:00,2023-10-20T18:28:00.000+00:00,2023-10-20T19:36:21.000+00:00,
3758,Guillaume GRELIER,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:14:26.000+00:00,2023-10-20T05:12:21.000+00:00,2023-10-20T06:10:18.000+00:00,2023-10-20T07:44:30.000+00:00,2023-10-20T09:35:26.000+00:00,2023-10-20T11:59:21.000+00:00,2023-10-20T13:42:34.000+00:00,2023-10-20T15:25:42.000+00:00,2023-10-20T16:56:57.000+00:00,2023-10-20T17:37:59.000+00:00,2023-10-20T18:28:57.000+00:00,2023-10-20T19:36:39.000+00:00,
3225,Hélène GUNTZ,FINISHER,S-M0F,FEMALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:00:34.000+00:00,2023-10-20T05:58:26.000+00:00,2023-10-20T07:27:46.000+00:00,2023-10-20T09:27:23.000+00:00,2023-10-20T11:51:54.000+00:00,2023-10-20T13:33:52.000+00:00,2023-10-20T15:12:55.000+00:00,2023-10-20T16:56:03.000+00:00,2023-10-20T17:39:57.000+00:00,2023-10-20T18:34:36.000+00:00,2023-10-20T19:41:58.000+00:00,
3478,Bruno WAZE,FINISHER,M3-M4H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:02:26.000+00:00,2023-10-20T05:57:00.000+00:00,2023-10-20T07:23:19.000+00:00,2023-10-20T09:20:27.000+00:00,2023-10-20T11:54:51.000+00:00,2023-10-20T13:42:44.000+00:00,2023-10-20T15:25:11.000+00:00,2023-10-20T16:56:37.000+00:00,2023-10-20T17:40:40.000+00:00,2023-10-20T18:36:24.000+00:00,2023-10-20T19:38:29.000+00:00,
3323,Laurent PUBERT,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:03:05.000+00:00,2023-10-20T05:55:47.000+00:00,2023-10-20T07:23:54.000+00:00,2023-10-20T09:18:04.000+00:00,2023-10-20T11:43:36.000+00:00,2023-10-20T13:25:02.000+00:00,2023-10-20T15:11:59.000+00:00,2023-10-20T16:58:07.000+00:00,2023-10-20T17:39:50.000+00:00,2023-10-20T18:34:44.000+00:00,2023-10-20T19:38:38.000+00:00,
3065,Paul VALLERNAUD,FINISHER,S-M0H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:02:13.000+00:00,2023-10-20T05:58:50.000+00:00,2023-10-20T07:27:15.000+00:00,2023-10-20T09:20:29.000+00:00,2023-10-20T11:43:13.000+00:00,2023-10-20T13:29:57.000+00:00,2023-10-20T15:25:47.000+00:00,2023-10-20T17:05:48.000+00:00,2023-10-20T17:38:43.000+00:00,2023-10-20T18:25:06.000+00:00,2023-10-20T19:38:44.000+00:00,
3242,Jerome MOTAIS,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:05:01.000+00:00,2023-10-20T06:06:08.000+00:00,2023-10-20T07:42:00.000+00:00,2023-10-20T09:39:17.000+00:00,2023-10-20T12:13:34.000+00:00,2023-10-20T13:58:45.000+00:00,2023-10-20T15:43:25.000+00:00,2023-10-20T17:14:17.000+00:00,2023-10-20T17:52:29.000+00:00,2023-10-20T18:45:38.000+00:00,2023-10-20T19:44:56.000+00:00,
3654,Patrice GUILLERM,FINISHER,S-M0H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:08:37.000+00:00,2023-10-20T06:11:04.000+00:00,2023-10-20T07:45:54.000+00:00,2023-10-20T09:46:43.000+00:00,2023-10-20T12:14:12.000+00:00,2023-10-20T13:54:15.000+00:00,2023-10-20T15:29:45.000+00:00,2023-10-20T17:06:54.000+00:00,2023-10-20T17:46:54.000+00:00,2023-10-20T18:38:28.000+00:00,2023-10-20T19:39:50.000+00:00,
3393,Laurent LATASTE,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T04:55:33.000+00:00,2023-10-20T05:45:21.000+00:00,2023-10-20T07:05:22.000+00:00,2023-10-20T08:56:33.000+00:00,2023-10-20T11:32:42.000+00:00,2023-10-20T13:35:09.000+00:00,2023-10-20T15:18:32.000+00:00,2023-10-20T16:59:49.000+00:00,2023-10-20T17:44:11.000+00:00,2023-10-20T18:38:25.000+00:00,2023-10-20T19:40:28.000+00:00,
3248,Francois SULMONT,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:03:00.000+00:00,2023-10-20T05:56:44.000+00:00,2023-10-20T07:28:35.000+00:00,2023-10-20T09:18:14.000+00:00,2023-10-20T11:48:50.000+00:00,2023-10-20T13:37:33.000+00:00,2023-10-20T15:15:28.000+00:00,2023-10-20T16:56:06.000+00:00,2023-10-20T17:40:33.000+00:00,2023-10-20T18:36:54.000+00:00,2023-10-20T19:40:37.000+00:00,
3189,Emmanuel MARIONNEAU,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T04:58:36.000+00:00,2023-10-20T05:53:51.000+00:00,2023-10-20T07:23:33.000+00:00,2023-10-20T09:12:58.000+00:00,2023-10-20T11:35:32.000+00:00,2023-10-20T13:25:07.000+00:00,2023-10-20T15:11:31.000+00:00,2023-10-20T16:57:40.000+00:00,2023-10-20T17:44:06.000+00:00,2023-10-20T18:37:30.000+00:00,2023-10-20T19:46:22.000+00:00,
3217,Cédric BERLON,FINISHER,M1-M2H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T05:02:21.000+00:00,2023-10-20T05:59:16.000+00:00,2023-10-20T07:28:40.000+00:00,2023-10-20T09:29:43.000+00:00,2023-10-20T12:04:55.000+00:00,2023-10-20T13:46:46.000+00:00,2023-10-20T15:31:24.000+00:00,2023-10-20T17:11:29.000+00:00,2023-10-20T17:48:15.000+00:00,2023-10-20T18:43:37.000+00:00,2023-10-20T19:41:25.000+00:00,
3670,Quentin DROUET,FINISHER,S-M0H,MALE,FR,2023-10-20T04:00:16.000+00:00,2023-10-20T04:58:26.000+00:00,2023-10-20T05:50:37.000+00:00,2023-10-20T07:20:42.000+00:00,2023-10-20T09:12:58.000+00:00,2023-10-20T11:35:30.000+00:00,2023-10-20T13:26:12.000+00:00,2023-10-20T15:06:37.000+00:00,2023-10-20T16:56:37.000+00:00,2023-10-20T17:40:43.000+00:00,2023-10-20T18:34:49.000+00:00,2023-10-20T19:41:28.000+00:00,
