bib,name,status,category,sex,country,Départ,Cresse,Rozier,Truel,Champignon,St Andrée,La Roque,La Salvage,Mas de Bru,Massebiau,Cade,la pouncho,Arrivée,P7
3297,Frederic GALLO,FINISHER,SE H,MALE,FR,2022-10-21T04:01:59.000+00:00,2022-10-21T06:02:51.000+00:00,2022-10-21T07:44:16.000+00:00,2022-10-21T09:47:48.000+00:00,2022-10-21T12:05:01.000+00:00,2022-10-21T13:24:36.000+00:00,2022-10-21T15:20:26.000+00:00,2022-10-21T17:30:11.000+00:00,2022-10-21T19:01:00.000+00:00,2022-10-21T19:45:10.000+00:00,2022-10-21T20:41:19.000+00:00,2022-10-21T21:19:04.000+00:00,2022-10-21T21:57:04.000+00:00,2022-10-21T05:18:35.000+00:00
3409,Pierre BACLE,FINISHER,M1-M2H,MALE,FR,2022-10-21T04:02:01.000+00:00,2022-10-21T05:59:47.000+00:00,2022-10-21T07:29:44.000+00:00,2022-10-21T09:34:03.000+00:00,2022-10-21T11:56:25.000+00:00,2022-10-21T13:16:22.000+00:00,2022-10-21T15:15:47.000+00:00,2022-10-21T17:20:00.000+00:00,2022-10-21T18:53:12.000+00:00,2022-10-21T19:38:35.000+00:00,2022-10-21T20:43:34.000+00:00,2022-10-21T21:20:11.000+00:00,2022-10-21T21:55:55.000+00:00,
3205,Matthieu RIFFAULT,FINISHER,SE H,MALE,FR,2022-10-21T04:02:03.000+00:00,2022-10-21T05:53:24.000+00:00,2022-10-21T07:27:25.000+00:00,2022-10-21T09:21:05.000+00:00,2022-10-21T11:34:00.000+00:00,2022-10-21T13:27:29.000+00:00,2022-10-21T15:02:40.000+00:00,2022-10-21T17:08:41.000+00:00,2022-10-21T19:06:42.000+00:00,2022-10-21T19:55:22.000+00:00,2022-10-21T20:53:37.000+00:00,2022-10-21T21:27:53.000+00:00,2022-10-21T21:56:37.000+00:00,
3631,Pierre PELLEGRINI,FINISHER,SE H,MALE,FR,2022-10-21T04:15:24.000+00:00,2022-10-21T06:14:42.000+00:00,2022-10-21T07:51:08.000+00:00,2022-10-21T09:49:31.000+00:00,2022-10-21T11:59:07.000+00:00,2022-10-21T13:18:11.000+00:00,2022-10-21T15:13:02.000+00:00,2022-10-21T17:01:37.000+00:00,2022-10-21T18:53:01.000+00:00,2022-10-21T19:42:13.000+00:00,2022-10-21T20:40:54.000+00:00,2022-10-21T21:26:23.000+00:00,2022-10-21T21:56:45.000+00:00,2022-10-21T05:30:15.000+00:00
3697,Quentin POIRIER,FINISHER,ES H,MALE,FR,2022-10-21T04:15:35.000+00:00,2022-10-21T06:16:09.000+00:00,2022-10-21T07:53:49.000+00:00,2022-10-21T09:48:12.000+00:00,2022-10-21T12:06:46.000+00:00,2022-10-21T13:25:53.000+00:00,2022-10-21T15:21:09.000+00:00,2022-10-21T17:20:09.000+00:00,2022-10-21T19:08:19.000+00:00,2022-10-21T19:55:21.000+00:00,2022-10-21T20:54:27.000+00:00,2022-10-21T21:32:46.000+00:00,2022-10-21T22:04:29.000+00:00,2022-10-21T05:32:19.000+00:00
3629,Philippe SIROT,FINISHER,M1-M2H,MALE,FR,2022-10-21T04:15:26.000+00:00,2022-10-21T06:11:20.000+00:00,2022-10-21T07:47:06.000+00:00,2022-10-21T09:46:30.000+00:00,2022-10-21T11:58:29.000+00:00,2022-10-21T13:19:42.000+00:00,2022-10-21T15:23:08.000+00:00,2022-10-21T17:16:37.000+00:00,2022-10-21T18:54:53.000+00:00,2022-10-21T19:46:29.000+00:00,2022-10-21T20:42:43.000+00:00,2022-10-21T21:23:32.000+00:00,2022-10-21T21:57:01.000+00:00,2022-10-21T05:28:32.000+00:00
3428,Christophe THOMAS,FINISHER,M1-M2H,MALE,FR,2022-10-21T04:01:45.000+00:00,2022-10-21T05:59:44.000+00:00,2022-10-21T07:32:14.000+00:00,2022-10-21T09:37:25.000+00:00,2022-10-21T11:51:12.000+00:00,2022-10-21T13:14:34.000+00:00,2022-10-21T15:13:20.000+00:00,2022-10-21T17:15:28.000+00:00,2022-10-21T18:57:05.000+00:00,2022-10-21T19:47:19.000+00:00,2022-10-21T20:46:21.000+00:00,2022-10-21T21:23:34.000+00:00,2022-10-21T21:57:44.000+00:00,
3491,Nicolas CUICCI GUILLAND,FINISHER,M1-M2H,MALE,FR,2022-10-21T04:01:50.000+00:00,2022-10-21T06:04:42.000+00:00,2022-10-21T07:41:07.000+00:00,2022-10-21T09:41:07.000+00:00,2022-10-21T11:58:22.000+00:00,2022-10-21T13:20:06.000+00:00,2022-10-21T15:20:09.000+00:00,2022-10-21T17:23:48.000+00:00,2022-10-21T19:06:34.000+00:00,2022-10-21T19:50:52.000+00:00,2022-10-21T20:53:48.000+00:00,2022-10-21T21:27:02.000+00:00,2022-10-21T22:08:19.000+00:00,2022-10-21T05:20:15.000+00:00
3372,Julien CHATELAIN,FINISHER,M1-M2H,MALE,FR,2022-10-21T04:01:56.000+00:00,2022-10-21T06:04:39.000+00:00,2022-10-21T07:38:01.000+00:00,2022-10-21T09:41:22.000+00:00,2022-10-21T12:03:12.000+00:00,2022-10-21T13:34:22.000+00:00,2022-10-21T15:32:00.000+00:00,2022-10-21T17:35:54.000+00:00,2022-10-21T19:13:28.000+00:00,2022-10-21T20:07:50.000+00:00,2022-10-21T21:01:22.000+00:00,2022-10-21T21:32:52.000+00:00,2022-10-21T22:00:31.000+00:00,2022-10-21T05:19:25.000+00:00
3448,Lionel PLANES,FINISHER,M1-M2H,MALE,FR,2022-10-21T04:01:56.000+00:00,2022-10-21T06:04:43.000+00:00,2022-10-21T07:38:02.000+00:00,2022-10-21T09:41:20.000+00:00,2022-10-21T12:02:59.000+00:00,2022-10-21T13:34:28.000+00:00,2022-10-21T15:31:58.000+00:00,2022-10-21T17:32:22.000+00:00,2022-10-21T19:13:26.000+00:00,2022-10-21T20:07:51.000+00:00,2022-10-21T21:01:24.000+00:00,2022-10-21T21:32:54.000+00:00,2022-10-21T21:58:51.000+00:00,2022-10-21T05:19:27.000+00:00
4111,Gael GOUTTEFANGEAS,FINISHER,M3-M4H,MALE,FR,2022-10-21T04:15:26.000+00:00,2022-10-21T06:16:27.000+00:00,2022-10-21T07:52:27.000+00:00,2022-10-21T10:01:18.000+00:00,2022-10-21T12:24:19.000+00:00,2022-10-21T13:46:56.000+00:00,2022-10-21T15:39:32.000+00:00,2022-10-21T17:31:43.000+00:00,2022-10-21T19:08:23.000+00:00,2022-10-21T19:59:10.000+00:00,2022-10-21T20:55:29.000+00:00,2022-10-21T21:27:02.000+00:00,2022-10-21T21:59:21.000+00:00,2022-10-21T05:31:56.000+00:00
3715,Theo BRIANE,FINISHER,SE H,MALE,FR,2022-10-21T04:15:33.000+00:00,2022-10-21T06:15:24.000+00:00,2022-10-21T07:43:48.000+00:00,2022-10-21T09:42:52.000+00:00,2022-10-21T11:56:59.000+00:00,2022-10-21T13:18:37.000+00:00,2022-10-21T15:18:40.000+00:00,2022-10-21T17:14:22.000+00:00,2022-10-21T19:10:04.000+00:00,2022-10-21T19:59:52.000+00:00,2022-10-21T20:55:24.000+00:00,2022-10-21T21:24:00.000+00:00,2022-10-21T21:59:40.000+00:00,2022-10-21T05:30:17.000+00:00
3142,Julien KERJOSE,FINISHER,M1-M2H,MALE,FR,2022-10-21T04:01:53.000+00:00,2022-10-21T06:11:03.000+00:00,2022-10-21T07:57:48.000+00:00,2022-10-21T10:01:11.000+00:00,2022-10-21T12:09:05.000+00:00,2022-10-21T13:16:40.000+00:00,2022-10-21T15:06:24.000+00:00,2022-10-21T17:22:58.000+00:00,2022-10-21T18:58:03.000+00:00,2022-10-21T19:48:33.000+00:00,2022-10-21T20:48:36.000+00:00,2022-10-21T21:24:15.000+00:00,2022-10-21T22:01:15.000+00:00,2022-10-21T05:24:13.000+00:00
3386,Nicolas LIGNON,FINISHER,SE H,MALE,FR,2022-10-21T04:01:47.000+00:00,2022-10-21T06:01:11.000+00:00,2022-10-21T07:32:41.000+00:00,2022-10-21T09:30:01.000+00:00,2022-10-21T11:49:01.000+00:00,2022-10-21T13:15:20.000+00:00,2022-10-21T15:08:08.000+00:00,2022-10-21T17:21:12.000+00:00,2022-10-21T18:59:25.000+00:00,2022-10-21T19:55:30.000+00:00,2022-10-21T20:54:08.000+00:00,2022-10-21T21:25:28.000+00:00,2022-10-21T21:59:52.000+00:00,2022-10-21T05:17:36.000+00:00
3483,Rutger WAGENAAR,FINISHER,M1-M2H,MALE,NL,2022-10-21T04:01:57.000+00:00,2022-10-21T06:00:09.000+00:00,2022-10-21T07:38:00.000+00:00,2022-10-21T09:36:50.000+00:00,2022-10-21T11:56:56.000+00:00,2022-10-21T13:15:48.000+00:00,2022-10-21T15:17:54.000+00:00,2022-10-21T17:27:37.000+00:00,2022-10-21T18:58:41.000+00:00,2022-10-21T19:50:48.000+00:00,2022-10-21T20:45:11.000+00:00,2022-10-21T21:20:05.000+00:00,2022-10-21T22:03:06.000+00:00,2022-10-21T05:18:12.000+00:00
3096,Willem WIJMA,FINISHER,SE H,MALE,NL,2022-10-21T04:01:58.000+00:00,2022-10-21T06:00:08.000+00:00,2022-10-21T07:37:27.000+00:00,2022-10-21T09:36:46.000+00:00,2022-10-21T11:56:51.000+00:00,2022-10-21T13:15:08.000+00:00,2022-10-21T15:25:31.000+00:00,2022-10-21T17:23:35.000+00:00,2022-10-21T18:58:50.000+00:00,2022-10-21T19:50:50.000+00:00,2022-10-21T20:45:10.000+00:00,2022-10-21T21:20:06.000+00:00,2022-10-21T22:03:06.000+00:00,2022-10-21T05:18:13.000+00:00
3269,Eric GUILLEMOT,FINISHER,M3-M4H,MALE,FR,2022-10-21T04:02:04.000+00:00,2022-10-21T06:05:09.000+00:00,2022-10-21T07:40:26.000+00:00,2022-10-21T09:37:42.000+00:00,2022-10-21T11:45:56.000+00:00,2022-10-21T13:02:25.000+00:00,2022-10-21T15:06:29.000+00:00,2022-10-21T17:04:24.000+00:00,2022-10-21T18:45:49.000+00:00,2022-10-21T19:38:18.000+00:00,2022-10-21T20:37:58.000+00:00,2022-10-21T21:19:05.000+00:00,2022-10-21T22:01:18.000+00:00,2022-10-21T05:21:43.000+00:00
3608,Nikola BABIC,FINISHER,SE H,MALE,FR,2022-10-21T04:15:35.000+00:00,2022-10-21T06:14:53.000+00:00,2022-10-21T07:56:19.000+00:00,2022-10-21T09:56:28.000+00:00,2022-10-21T12:04:47.000+00:00,2022-10-21T13:22:39.000+00:00,2022-10-21T15:20:46.000+00:00,2022-10-21T17:41:28.000+00:00,2022-10-21T19:13:08.000+00:00,2022-10-21T19:58:14.000+00:00,2022-10-21T20:54:29.000+00:00,2022-10-21T21:31:58.000+00:00,2022-10-21T22:04:19.000+00:00,2022-10-21T05:32:24.000+00:00
3352,Thierry IDIART,FINISHER,M1-M2H,MALE,FR,2022-10-21T04:01:54.000+00:00,2022-10-21T06:00:55.000+00:00,2022-10-21T07:42:34.000+00:00,2022-10-21T09:45:32.000+00:00,2022-10-21T12:11:13.000+00:00,2022-10-21T13:44:54.000+00:00,2022-10-21T15:53:11.000+00:00,2022-10-21T17:50:09.000+00:00,2022-10-21T19:27:28.000+00:00,2022-10-21T20:13:00.000+00:00,2022-10-21T21:05:12.000+00:00,2022-10-21T21:34:46.000+00:00,2022-10-21T22:04:35.000+00:00,
3302,Christophe PLICHARD,FINISHER,M1-M2H,MALE,FR,2022-10-21T04:01:47.000+00:00,2022-10-21T05:50:18.000+00:00,2022-10-21T07:15:37.000+00:00,2022-10-21T09:16:36.000+00:00,2022-10-21T11:31:36.000+00:00,2022-10-21T12:54:29.000+00:00,2022-10-21T15:04:02.000+00:00,2022-10-21T17:09:10.000+00:00,2022-10-21T18:57:10.000+00:00,2022-10-21T19:50:08.000+00:00,2022-10-21T20:50:12.000+00:00,2022-10-21T21:25:21.000+00:00,2022-10-21T22:04:46.000+00:00,
3427,Nicolas WELTER,FINISHER,M1-M2H,MALE,FR,2022-10-21T04:01:59.000+00:00,2022-10-21T05:55:03.000+00:00,2022-10-21T07:22:57.000+00:00,2022-10-21T09:29:17.000+00:00,2022-10-21T11:49:07.000+00:00,2022-10-21T13:14:13.000+00:00,2022-10-21T15:07:21.000+00:00,2022-10-21T17:18:57.000+00:00,2022-10-21T19:09:19.000+00:00,2022-10-21T20:00:28.000+00:00,2022-10-21T20:59:57.000+00:00,2022-10-21T21:36:39.000+00:00,2022-10-21T22:11:44.000+00:00,
3502,Jacques AUZUECH,FINISHER,M3-M4H,MALE,FR,2022-10-21T04:01:58.000+00:00,2022-10-21T06:07:31.000+00:00,2022-10-21T07:42:20.000+00:00,2022-10-21T09:47:23.000+00:00,2022-10-21T12:06:52.000+00:00,2022-10-21T13:29:02.000+00:00,2022-10-21T15:31:56.000+00:00,2022-10-21T17:45:35.000+00:00,2022-10-21T19:20:51.000+00:00,2022-10-21T20:04:12.000+00:00,2022-10-21T21:01:02.000+00:00,2022-10-21T21:36:40.000+00:00,2022-10-21T22:05:32.000+00:00,2022-10-21T05:22:45.000+00:00
3548,Jana VELISKOVA,FINISHER,SE F,FEMALE,CZ,2022-10-21T04:02:04.000+00:00,2022-10-21T06:04:51.000+00:00,2022-10-21T07:45:41.000+00:00,2022-10-21T09:48:22.000+00:00,2022-10-21T12:08:10.000+00:00,2022-10-21T13:37:10.000+00:00,2022-10-21T15:23:53.000+00:00,2022-10-21T17:24:53.000+00:00,2022-10-21T18:58:32.000+00:00,2022-10-21T19:53:46.000+00:00,2022-10-21T20:53:04.000+00:00,2022-10-21T21:27:00.000+00:00,2022-10-21T22:06:11.000+00:00,2022-10-21T05:20:19.000+00:00
3446,Maxime BOYER,FINISHER,M1-M2H,MALE,FR,2022-10-21T04:01:45.000+00:00,2022-10-21T05:55:14.000+00:00,2022-10-21T07:30:35.000+00:00,2022-10-21T09:46:28.000+00:00,2022-10-21T12:04:15.000+00:00,2022-10-21T13:28:08.000+00:00,2022-10-21T15:21:22.000+00:00,2022-10-21T17:18:40.000+00:00,2022-10-21T19:06:41.000+00:00,2022-10-21T19:51:14.000+00:00,2022-10-21T20:53:44.000+00:00,2022-10-21T21:30:54.000+00:00,2022-10-21T22:10:38.000+00:00,
3480,Delphine FROUIN,FINISHER,SE F,FEMALE,FR,2022-10-21T04:02:01.000+00:00,2022-10-21T06:00:51.000+00:00,2022-10-21T07:35:28.000+00:00,2022-10-21T09:33:57.000+00:00,2022-10-21T11:52:06.000+00:00,2022-10-21T13:07:53.000+00:00,2022-10-21T15:24:28.000+00:00,2022-10-21T17:28:57.000+00:00,2022-10-21T19:00:28.000+00:00,2022-10-21T19:50:22.000+00:00,2022-10-21T20:47:46.000+00:00,2022-10-21T21:27:01.000+00:00,2022-10-21T22:22:37.000+00:00,2022-10-21T05:17:33.000+00:00
3481,Hélène FROUIN,FINISHER,SE F,FEMALE,FR,2022-10-21T04:02:01.000+00:00,2022-10-21T06:00:51.000+00:00,2022-10-21T07:35:33.000+00:00,2022-10-21T09:33:56.000+00:00,2022-10-21T11:52:09.000+00:00,2022-10-21T13:07:53.000+00:00,2022-10-21T15:23:58.000+00:00,2022-10-21T17:28:56.000+00:00,2022-10-21T19:00:31.000+00:00,2022-10-21T19:50:22.000+00:00,2022-10-21T20:47:40.000+00:00,2022-10-21T21:27:00.000+00:00,2022-10-21T22:09:33.000+00:00,2022-10-21T05:17:34.000+00:00
3252,Anthony ROTH,FINISHER,SE H,MALE,FR,2022-10-21T04:01:48.000+00:00,2022-10-21T05:53:06.000+00:00,2022-10-21T07:19:54.000+00:00,2022-10-21T09:21:37.000+00:00,2022-10-21T11:34:28.000+00:00,2022-10-21T12:56:06.000+00:00,2022-10-21T14:52:14.000+00:00,2022-10-21T17:01:32.000+00:00,2022-10-21T18:49:27.000+00:00,2022-10-21T19:38:16.000+00:00,2022-10-21T20:37:15.000+00:00,2022-10-21T21:27:18.000+00:00,2022-10-21T22:08:02.000+00:00,
3773,Antoine MENAGER,FINISHER,SE H,MALE,FR,2022-10-21T04:15:55.000+00:00,2022-10-21T06:20:20.000+00:00,2022-10-21T08:03:16.000+00:00,2022-10-21T09:59:08.000+00:00,2022-10-21T12:26:57.000+00:00,2022-10-21T14:25:19.000+00:00,2022-10-21T16:03:59.000+00:00,2022-10-21T17:59:23.000+00:00,2022-10-21T19:31:51.000+00:00,2022-10-21T20:16:39.000+00:00,2022-10-21T21:11:17.000+00:00,2022-10-21T21:39:13.000+00:00,2022-10-21T22:08:15.000+00:00,2022-10-21T05:35:17.000+00:00
4237,Guillaume ANDRIEU,FINISHER,M1-M2H,MALE,FR,2022-10-21T04:15:35.000+00:00,2022-10-21T06:22:49.000+00:00,2022-10-21T07:59:11.000+00:00,2022-10-21T10:02:24.000+00:00,2022-10-21T12:16:07.000+00:00,2022-10-21T13:36:38.000+00:00,2022-10-21T15:30:25.000+00:00,2022-10-21T17:24:59.000+00:00,2022-10-21T19:09:15.000+00:00,2022-10-21T19:59:52.000+00:00,2022-10-21T20:54:11.000+00:00,,2022-10-21T22:11:48.000+00:00,2022-10-21T05:36:04.000+00:00
3396,Alexis ROMAGNOLO,FINISHER,SE H,MALE,FR,2022-10-21T04:02:00.000+00:00,2022-10-21T05:50:27.000+00:00,2022-10-21T07:17:24.000+00:00,2022-10-21T09:25:45.000+00:00,2022-10-21T11:49:40.000+00:00,2022-10-21T13:14:24.000+00:00,2022-10-21T15:19:41.000+00:00,2022-10-21T17:19:01.000+00:00,2022-10-21T19:09:27.000+00:00,2022-10-21T19:59:12.000+00:00,2022-10-21T20:55:34.000+00:00,2022-10-21T21:33:33.000+00:00,2022-10-21T22:10:05.000+00:00,
3628,Bertrand MIGNOT,FINISHER,M3-M4H,MALE,FR,2022-10-21T04:02:35.000+00:00,2022-10-21T06:16:08.000+00:00,2022-10-21T07:55:52.000+00:00,2022-10-21T09:58:46.000+00:00,2022-10-21T12:20:51.000+00:00,2022-10-21T13:43:11.000+00:00,2022-10-21T15:42:44.000+00:00,2022-10-21T17:47:46.000+00:00,2022-10-21T19:22:14.000+00:00,2022-10-21T20:07:53.000+00:00,2022-10-21T21:02:42.000+00:00,2022-10-21T21:38:49.000+00:00,2022-10-21T22:10:10.000+00:00,2022-10-21T05:32:08.000+00:00
3285,Herve THOMAS,FINISHER,M3-M4H,MALE,FR,2022-10-21T04:01:58.000+00:00,2022-10-21T05:58:46.000+00:00,2022-10-21T07:32:41.000+00:00,2022-10-21T09:33:59.000+00:00,2022-10-21T11:44:03.000+00:00,2022-10-21T13:06:57.000+00:00,2022-10-21T15:14:58.000+00:00,2022-10-21T17:07:18.000+00:00,2022-10-21T18:47:16.000+00:00,2022-10-21T19:43:57.000+00:00,2022-10-21T20:50:09.000+00:00,2022-10-21T21:36:07.000+00:00,2022-10-21T22:12:48.000+00:00,
3376,Lucas DEMAZURE,FINISHER,SE H,MALE,FR,2022-10-21T04:02:07.000+00:00,2022-10-21T06:05:45.000+00:00,2022-10-21T07:41:06.000+00:00,2022-10-21T09:43:19.000+00:00,2022-10-21T11:57:06.000+00:00,2022-10-21T13:23:18.000+00:00,2022-10-21T15:28:28.000+00:00,2022-10-21T17:28:15.000+00:00,2022-10-21T19:20:33.000+00:00,2022-10-21T20:10:48.000+00:00,2022-10-21T21:03:56.000+00:00,2022-10-21T21:38:58.000+00:00,2022-10-21T22:12:12.000+00:00,2022-10-21T05:20:21.000+00:00
3438,Johny NELISSEN,FINISHER,M3-M4H,MALE,BE,2022-10-21T04:01:51.000+00:00,2022-10-21T05:59:24.000+00:00,2022-10-21T07:37:13.000+00:00,2022-10-21T09:41:05.000+00:00,2022-10-21T11:52:53.000+00:00,2022-10-21T13:10:01.000+00:00,2022-10-21T15:27:55.000+00:00,2022-10-21T17:38:18.000+00:00,2022-10-21T19:11:18.000+00:00,2022-10-21T19:56:03.000+00:00,2022-10-21T21:00:10.000+00:00,2022-10-21T21:39:33.000+00:00,2022-10-21T22:10:54.000+00:00,
4288,Romain BRASSEUR,FINISHER,SE H,MALE,FR,2022-10-21T04:15:26.000+00:00,2022-10-21T06:22:10.000+00:00,2022-10-21T08:14:34.000+00:00,2022-10-21T10:21:40.000+00:00,2022-10-21T12:39:12.000+00:00,2022-10-21T13:57:48.000+00:00,2022-10-21T15:42:40.000+00:00,2022-10-21T17:41:58.000+00:00,2022-10-21T19:09:23.000+00:00,2022-10-21T19:59:53.000+00:00,2022-10-21T20:59:04.000+00:00,2022-10-21T21:33:32.000+00:00,2022-10-21T22:22:37.000+00:00,2022-10-21T05:34:37.000+00:00
3188,Pierre BAGNOL,FINISHER,SE H,MALE,FR,2022-10-21T04:01:59.000+00:00,2022-10-21T06:09:29.000+00:00,2022-10-21T07:45:50.000+00:00,2022-10-21T09:45:03.000+00:00,2022-10-21T12:01:21.000+00:00,2022-10-21T13:16:11.000+00:00,2022-10-21T15:12:45.000+00:00,2022-10-21T17:24:54.000+00:00,2022-10-21T19:03:47.000+00:00,2022-10-21T19:51:13.000+00:00,2022-10-21T20:42:30.000+00:00,2022-10-21T21:39:46.000+00:00,2022-10-21T22:11:30.000+00:00,2022-10-21T05:23:46.000+00:00
4134,Frederic BAUDET,FINISHER,M3-M4H,MALE,FR,2022-10-21T04:15:44.000+00:00,2022-10-21T06:29:03.000+00:00,2022-10-21T08:15:11.000+00:00,2022-10-21T10:20:05.000+00:00,2022-10-21T12:30:01.000+00:00,2022-10-21T13:47:43.000+00:00,2022-10-21T15:55:19.000+00:00,2022-10-21T17:47:29.000+00:00,2022-10-21T19:23:22.000+00:00,2022-10-21T20:16:54.000+00:00,2022-10-21T21:12:24.000+00:00,2022-10-21T21:39:48.000+00:00,2022-10-21T22:11:35.000+00:00,2022-10-21T05:39:36.000+00:00
3684,François ALBEROLA,FINISHER,M3-M4H,MALE,FR,2022-10-21T04:15:26.000+00:00,2022-10-21T06:28:17.000+00:00,2022-10-21T08:12:51.000+00:00,2022-10-21T10:21:27.000+00:00,2022-10-21T12:38:25.000+00:00,2022-10-21T13:56:50.000+00:00,2022-10-21T15:52:59.000+00:00,2022-10-21T17:46:13.000+00:00,2022-10-21T19:20:45.000+00:00,2022-10-21T20:05:09.000+00:00,2022-10-21T21:06:32.000+00:00,2022-10-21T21:40:02.000+00:00,2022-10-21T22:11:49.000+00:00,2022-10-21T05:37:41.000+00:00
3591,Eric PEUVOT,FINISHER,M3-M4H,MALE,FR,2022-10-21T04:01:52.000+00:00,2022-10-21T06:15:01.000+00:00,2022-10-21T07:59:21.000+00:00,2022-10-21T10:06:49.000+00:00,2022-10-21T12:29:15.000+00:00,2022-10-21T13:50:14.000+00:00,2022-10-21T15:39:31.000+00:00,2022-10-21T17:35:37.000+00:00,2022-10-21T19:22:13.000+00:00,2022-10-21T20:07:42.000+00:00,2022-10-21T21:08:15.000+00:00,2022-10-21T21:37:02.000+00:00,2022-10-21T22:13:22.000+00:00,2022-10-21T05:28:06.000+00:00
4260,Romain VILBOIS,FINISHER,SE H,MALE,FR,2022-10-21T04:15:47.000+00:00,2022-10-21T06:44:50.000+00:00,2022-10-21T08:31:16.000+00:00,2022-10-21T10:40:35.000+00:00,2022-10-21T12:57:21.000+00:00,2022-10-21T14:13:19.000+00:00,2022-10-21T16:02:51.000+00:00,2022-10-21T17:54:12.000+00:00,2022-10-21T19:24:12.000+00:00,2022-10-21T20:08:13.000+00:00,2022-10-21T21:02:47.000+00:00,2022-10-21T21:40:39.000+00:00,2022-10-21T22:15:01.000+00:00,2022-10-21T05:52:13.000+00:00
4210,Didier LAZCANOTEGUI,FINISHER,M3-M4H,MALE,FR,2022-10-21T04:15:48.000+00:00,2022-10-21T06:30:42.000+00:00,2022-10-21T08:17:27.000+00:00,2022-10-21T10:35:32.000+00:00,2022-10-21T12:58:27.000+00:00,2022-10-21T14:13:11.000+00:00,2022-10-21T16:04:42.000+00:00,2022-10-21T17:53:16.000+00:00,2022-10-21T19:35:39.000+00:00,2022-10-21T20:20:48.000+00:00,2022-10-21T21:17:09.000+00:00,2022-10-21T21:44:39.000+00:00,2022-10-21T22:15:05.000+00:00,2022-10-21T05:39:47.000+00:00
3515,Frederic ASCOËT,FINISHER,M1-M2H,MALE,FR,2022-10-21T04:01:56.000+00:00,2022-10-21T06:16:35.000+00:00,2022-10-21T08:01:59.000+00:00,2022-10-21T10:16:18.000+00:00,2022-10-21T12:35:13.000+00:00,2022-10-21T13:55:33.000+00:00,2022-10-21T15:57:17.000+00:00,2022-10-21T17:58:38.000+00:00,2022-10-21T19:35:06.000+00:00,2022-10-21T20:21:24.000+00:00,2022-10-21T21:12:56.000+00:00,2022-10-21T21:40:11.000+00:00,2022-10-21T22:15:19.000+00:00,2022-10-21T05:28:26.000+00:00
3248,Nicolas MAURY,FINISHER,SE H,MALE,FR,2022-10-21T04:01:50.000+00:00,2022-10-21T06:00:13.000+00:00,2022-10-21T07:37:41.000+00:00,2022-10-21T09:43:36.000+00:00,2022-10-21T12:09:18.000+00:00,2022-10-21T13:33:23.000+00:00,2022-10-21T15:42:01.000+00:00,2022-10-21T17:36:21.000+00:00,2022-10-21T19:24:09.000+00:00,2022-10-21T20:08:11.000+00:00,2022-10-21T21:02:43.000+00:00,2022-10-21T21:40:41.000+00:00,2022-10-21T22:27:49.000+00:00,
3710,Thomas CAUSTROIS,FINISHER,M1-M2H,MALE,FR,2022-10-21T04:15:31.000+00:00,2022-10-21T06:14:27.000+00:00,2022-10-21T07:48:02.000+00:00,2022-10-21T09:47:16.000+00:00,2022-10-21T11:56:30.000+00:00,2022-10-21T13:13:32.000+00:00,2022-10-21T15:20:48.000+00:00,2022-10-21T17:18:41.000+00:00,2022-10-21T19:14:08.000+00:00,2022-10-21T19:59:54.000+00:00,2022-10-21T20:59:54.000+00:00,2022-10-21T21:38:50.000+00:00,2022-10-21T22:20:35.000+00:00,2022-10-21T05:30:24.000+00:00
3882,Grégory GRENIER,FINISHER,M1-M2H,MALE,FR,2022-10-21T04:15:34.000+00:00,2022-10-21T06:19:46.000+00:00,2022-10-21T07:53:57.000+00:00,2022-10-21T09:56:37.000+00:00,2022-10-21T12:08:46.000+00:00,2022-10-21T13:29:11.000+00:00,2022-10-21T15:31:48.000+00:00,2022-10-21T17:55:08.000+00:00,2022-10-21T19:20:40.000+00:00,2022-10-21T20:08:04.000+00:00,2022-10-21T21:11:17.000+00:00,2022-10-21T21:40:06.000+00:00,2022-10-21T23:25:41.000+00:00,2022-10-21T05:33:52.000+00:00
3578,Sophie BENNETT,FINISHER,M1-M2F,FEMALE,GB,2022-10-21T04:02:05.000+00:00,2022-10-21T06:09:18.000+00:00,2022-10-21T07:55:50.000+00:00,2022-10-21T10:19:13.000+00:00,2022-10-21T12:35:53.000+00:00,2022-10-21T13:53:56.000+00:00,2022-10-21T15:56:56.000+00:00,2022-10-21T17:54:38.000+00:00,2022-10-21T19:31:44.000+00:00,2022-10-21T20:16:47.000+00:00,2022-10-21T21:10:51.000+00:00,2022-10-21T21:39:20.000+00:00,2022-10-21T22:25:16.000+00:00,2022-10-21T05:22:01.000+00:00
3780,Bruno LALLAURET,FINISHER,M3-M4H,MALE,FR,2022-10-21T04:15:36.000+00:00,2022-10-21T06:24:14.000+00:00,2022-10-21T08:08:59.000+00:00,2022-10-21T10:17:11.000+00:00,2022-10-21T12:39:19.000+00:00,2022-10-21T13:58:45.000+00:00,2022-10-21T15:54:26.000+00:00,2022-10-21T18:01:19.000+00:00,2022-10-21T19:31:39.000+00:00,2022-10-21T20:18:29.000+00:00,2022-10-21T21:12:21.000+00:00,2022-10-21T21:40:09.000+00:00,2022-10-21T22:56:12.000+00:00,2022-10-21T05:36:49.000+00:00
