bib,name,status,category,sex,country,Départ,Cresse,Rozier,Truel,Champignon,St Andrée,La Roque,La Salvage,Mas de Bru,Massebiau,Cade,la pouncho,Arrivée,P7
3549,Théo LE BOUDEC,FINISHER,ES H,MALE,FR,2022-10-21T04:01:39.000+00:00,2022-10-21T05:26:10.000+00:00,2022-10-21T06:25:51.000+00:00,2022-10-21T07:48:11.000+00:00,2022-10-21T09:17:06.000+00:00,2022-10-21T10:10:36.000+00:00,2022-10-21T11:16:49.000+00:00,2022-10-21T12:30:21.000+00:00,2022-10-21T13:30:18.000+00:00,2022-10-21T13:56:15.000+00:00,2022-10-21T14:31:00.000+00:00,2022-10-21T14:47:56.000+00:00,2022-10-21T16:17:30.000+00:00,
3032,Gwendal MOYSAN,FINISHER,SE H,MALE,FR,2022-10-21T04:01:39.000+00:00,2022-10-21T05:27:06.000+00:00,2022-10-21T06:27:53.000+00:00,2022-10-21T07:48:34.000+00:00,2022-10-21T09:17:08.000+00:00,2022-10-21T10:10:35.000+00:00,2022-10-21T11:16:48.000+00:00,2022-10-21T12:34:25.000+00:00,2022-10-21T13:36:54.000+00:00,2022-10-21T14:03:18.000+00:00,2022-10-21T14:40:11.000+00:00,2022-10-21T14:59:14.000+00:00,2022-10-21T15:53:27.000+00:00,
3005,Alban BERSON,FINISHER,M1-M2H,MALE,FR,2022-10-21T04:01:39.000+00:00,2022-10-21T05:28:28.000+00:00,2022-10-21T06:29:29.000+00:00,2022-10-21T07:52:53.000+00:00,2022-10-21T09:22:04.000+00:00,2022-10-21T10:14:52.000+00:00,2022-10-21T11:21:01.000+00:00,2022-10-21T12:36:30.000+00:00,2022-10-21T13:40:07.000+00:00,2022-10-21T14:08:53.000+00:00,2022-10-21T14:49:12.000+00:00,2022-10-21T15:10:46.000+00:00,2022-10-21T15:32:46.000+00:00,
3024,Axel ARNAUD,FINISHER,SE H,MALE,FR,2022-10-21T04:01:43.000+00:00,2022-10-21T05:26:09.000+00:00,2022-10-21T06:25:00.000+00:00,2022-10-21T07:45:37.000+00:00,2022-10-21T09:15:39.000+00:00,2022-10-21T10:11:49.000+00:00,2022-10-21T11:23:32.000+00:00,2022-10-21T12:47:40.000+00:00,2022-10-21T13:49:55.000+00:00,2022-10-21T14:20:33.000+00:00,2022-10-21T14:55:18.000+00:00,2022-10-21T15:15:07.000+00:00,2022-10-21T15:45:15.000+00:00,
3028,Quentin SIMON,FINISHER,SE H,MALE,BE,2022-10-21T04:01:39.000+00:00,2022-10-21T05:28:17.000+00:00,2022-10-21T06:29:24.000+00:00,2022-10-21T07:52:50.000+00:00,2022-10-21T09:23:14.000+00:00,2022-10-21T10:26:38.000+00:00,2022-10-21T11:38:47.000+00:00,2022-10-21T12:55:58.000+00:00,2022-10-21T13:55:46.000+00:00,2022-10-21T14:24:30.000+00:00,2022-10-21T15:00:20.000+00:00,2022-10-21T15:17:34.000+00:00,2022-10-21T15:37:16.000+00:00,
3016,Pierre LEGENDRE,FINISHER,SE H,MALE,FR,2022-10-21T04:01:39.000+00:00,2022-10-21T05:27:33.000+00:00,2022-10-21T06:30:52.000+00:00,2022-10-21T07:57:39.000+00:00,2022-10-21T09:25:07.000+00:00,2022-10-21T10:18:16.000+00:00,2022-10-21T11:29:20.000+00:00,2022-10-21T12:55:09.000+00:00,2022-10-21T14:01:26.000+00:00,2022-10-21T14:33:12.000+00:00,2022-10-21T15:20:27.000+00:00,2022-10-21T15:40:24.000+00:00,2022-10-21T16:11:47.000+00:00,
3012,Matthieu DURAND,FINISHER,SE H,MALE,FR,2022-10-21T04:01:39.000+00:00,2022-10-21T05:30:31.000+00:00,2022-10-21T06:38:12.000+00:00,2022-10-21T08:09:00.000+00:00,2022-10-21T09:44:56.000+00:00,2022-10-21T10:45:00.000+00:00,2022-10-21T11:56:11.000+00:00,2022-10-21T13:21:27.000+00:00,2022-10-21T14:22:58.000+00:00,2022-10-21T14:50:16.000+00:00,2022-10-21T15:29:19.000+00:00,2022-10-21T15:48:10.000+00:00,2022-10-21T16:15:33.000+00:00,
3583,Daniel MEJIA,FINISHER,SE H,MALE,CO,2022-10-21T04:01:45.000+00:00,2022-10-21T05:37:44.000+00:00,2022-10-21T06:47:07.000+00:00,2022-10-21T08:19:30.000+00:00,2022-10-21T09:52:19.000+00:00,2022-10-21T10:46:53.000+00:00,2022-10-21T11:59:38.000+00:00,2022-10-21T13:20:17.000+00:00,2022-10-21T14:23:18.000+00:00,2022-10-21T14:53:37.000+00:00,2022-10-21T15:33:04.000+00:00,2022-10-21T15:52:02.000+00:00,2022-10-21T16:11:26.000+00:00,
3017,Thibaud LE COGUIC,FINISHER,SE H,MALE,FR,2022-10-21T04:01:39.000+00:00,2022-10-21T05:29:02.000+00:00,2022-10-21T06:35:50.000+00:00,2022-10-21T08:03:32.000+00:00,2022-10-21T09:36:37.000+00:00,2022-10-21T10:38:32.000+00:00,2022-10-21T11:53:40.000+00:00,2022-10-21T13:18:11.000+00:00,2022-10-21T14:22:49.000+00:00,2022-10-21T14:51:36.000+00:00,2022-10-21T15:30:59.000+00:00,2022-10-21T15:52:49.000+00:00,2022-10-21T16:13:05.000+00:00,
3030,Nicolas VERNIEST,FINISHER,SE H,MALE,BE,2022-10-21T04:01:44.000+00:00,2022-10-21T05:35:38.000+00:00,2022-10-21T06:42:37.000+00:00,2022-10-21T08:11:22.000+00:00,2022-10-21T09:46:38.000+00:00,2022-10-21T10:45:58.000+00:00,2022-10-21T11:57:42.000+00:00,2022-10-21T13:22:16.000+00:00,2022-10-21T14:26:48.000+00:00,2022-10-21T14:56:26.000+00:00,2022-10-21T15:37:30.000+00:00,2022-10-21T15:55:39.000+00:00,2022-10-21T16:15:36.000+00:00,
3026,Renaud DOBY,FINISHER,SE H,MALE,FR,2022-10-21T04:01:39.000+00:00,2022-10-21T05:40:26.000+00:00,2022-10-21T06:50:48.000+00:00,2022-10-21T08:22:50.000+00:00,2022-10-21T09:59:10.000+00:00,2022-10-21T10:56:36.000+00:00,2022-10-21T12:07:18.000+00:00,2022-10-21T13:27:35.000+00:00,2022-10-21T14:36:20.000+00:00,2022-10-21T15:04:50.000+00:00,2022-10-21T15:49:22.000+00:00,2022-10-21T16:07:17.000+00:00,2022-10-21T16:25:03.000+00:00,
3064,Florian VERCASSON,FINISHER,SE H,MALE,FR,2022-10-21T04:01:39.000+00:00,2022-10-21T05:37:43.000+00:00,2022-10-21T06:47:02.000+00:00,2022-10-21T08:19:07.000+00:00,2022-10-21T09:54:08.000+00:00,2022-10-21T10:50:39.000+00:00,2022-10-21T12:07:15.000+00:00,2022-10-21T13:32:46.000+00:00,2022-10-21T14:44:39.000+00:00,2022-10-21T15:14:17.000+00:00,2022-10-21T15:50:16.000+00:00,2022-10-21T16:11:14.000+00:00,2022-10-21T16:34:17.000+00:00,
3054,Yannick SOLIGNAC,FINISHER,SE H,MALE,FR,2022-10-21T04:01:45.000+00:00,2022-10-21T05:37:29.000+00:00,2022-10-21T06:47:05.000+00:00,2022-10-21T08:14:47.000+00:00,2022-10-21T09:52:28.000+00:00,2022-10-21T10:50:38.000+00:00,2022-10-21T12:07:15.000+00:00,2022-10-21T13:32:56.000+00:00,2022-10-21T14:39:55.000+00:00,2022-10-21T15:10:47.000+00:00,2022-10-21T15:51:32.000+00:00,2022-10-21T16:13:43.000+00:00,2022-10-21T16:34:00.000+00:00,
3020,Jérôme LUCAS,FINISHER,M1-M2H,MALE,FR,2022-10-21T04:01:39.000+00:00,2022-10-21T05:34:40.000+00:00,2022-10-21T06:43:50.000+00:00,2022-10-21T08:16:54.000+00:00,2022-10-21T09:54:18.000+00:00,2022-10-21T10:55:33.000+00:00,2022-10-21T12:11:05.000+00:00,2022-10-21T13:36:35.000+00:00,2022-10-21T14:48:54.000+00:00,2022-10-21T15:20:46.000+00:00,2022-10-21T15:58:53.000+00:00,2022-10-21T16:22:14.000+00:00,2022-10-21T18:17:07.000+00:00,
3042,Regis RAUZY,FINISHER,SE H,MALE,FR,2022-10-21T04:01:48.000+00:00,2022-10-21T05:37:47.000+00:00,2022-10-21T06:43:40.000+00:00,2022-10-21T08:16:44.000+00:00,2022-10-21T09:51:42.000+00:00,2022-10-21T10:47:17.000+00:00,2022-10-21T12:06:37.000+00:00,2022-10-21T13:46:11.000+00:00,2022-10-21T14:55:12.000+00:00,2022-10-21T15:32:13.000+00:00,2022-10-21T16:08:22.000+00:00,2022-10-21T16:28:51.000+00:00,2022-10-21T17:02:21.000+00:00,
3038,Jason POINTEAU,FINISHER,SE H,MALE,FR,2022-10-21T04:01:50.000+00:00,2022-10-21T05:28:30.000+00:00,2022-10-21T06:31:07.000+00:00,2022-10-21T08:05:44.000+00:00,2022-10-21T09:46:10.000+00:00,2022-10-21T10:44:11.000+00:00,2022-10-21T12:06:31.000+00:00,2022-10-21T13:33:15.000+00:00,2022-10-21T14:47:25.000+00:00,2022-10-21T15:23:30.000+00:00,2022-10-21T16:05:25.000+00:00,2022-10-21T16:28:52.000+00:00,2022-10-21T16:57:12.000+00:00,
3025,Kevin DIDIER,FINISHER,SE H,MALE,FR,2022-10-21T04:01:51.000+00:00,2022-10-21T05:37:40.000+00:00,2022-10-21T07:02:00.000+00:00,2022-10-21T08:29:05.000+00:00,2022-10-21T10:04:59.000+00:00,2022-10-21T11:05:44.000+00:00,2022-10-21T12:22:34.000+00:00,2022-10-21T13:44:39.000+00:00,2022-10-21T14:56:19.000+00:00,2022-10-21T15:32:13.000+00:00,2022-10-21T16:11:32.000+00:00,2022-10-21T16:31:14.000+00:00,2022-10-21T16:51:51.000+00:00,
3019,Damien LOITRON,FINISHER,SE H,MALE,FR,2022-10-21T04:01:39.000+00:00,2022-10-21T05:33:45.000+00:00,2022-10-21T06:38:47.000+00:00,2022-10-21T08:09:19.000+00:00,2022-10-21T09:45:45.000+00:00,2022-10-21T10:44:11.000+00:00,2022-10-21T12:06:32.000+00:00,2022-10-21T13:36:50.000+00:00,2022-10-21T14:57:45.000+00:00,2022-10-21T15:32:14.000+00:00,2022-10-21T16:12:08.000+00:00,2022-10-21T16:33:24.000+00:00,2022-10-21T17:17:33.000+00:00,
3097,Fabien GADET,FINISHER,M1-M2H,MALE,FR,2022-10-21T04:01:51.000+00:00,2022-10-21T05:33:45.000+00:00,2022-10-21T06:39:00.000+00:00,2022-10-21T08:16:56.000+00:00,2022-10-21T10:02:48.000+00:00,2022-10-21T11:09:05.000+00:00,2022-10-21T12:33:06.000+00:00,2022-10-21T13:57:56.000+00:00,2022-10-21T15:04:23.000+00:00,2022-10-21T15:35:33.000+00:00,2022-10-21T16:14:21.000+00:00,2022-10-21T16:37:25.000+00:00,2022-10-21T16:58:20.000+00:00,
3576,Pascal MASSOU,FINISHER,M1-M2H,MALE,FR,2022-10-21T04:01:39.000+00:00,2022-10-21T05:37:42.000+00:00,2022-10-21T06:48:51.000+00:00,2022-10-21T08:19:35.000+00:00,2022-10-21T10:01:22.000+00:00,2022-10-21T11:04:16.000+00:00,2022-10-21T12:27:01.000+00:00,2022-10-21T13:51:16.000+00:00,2022-10-21T15:03:19.000+00:00,2022-10-21T15:35:09.000+00:00,2022-10-21T16:16:27.000+00:00,2022-10-21T16:38:28.000+00:00,2022-10-21T16:59:39.000+00:00,
3018,Kelig HOUZÉ,FINISHER,SE H,MALE,FR,2022-10-21T04:01:39.000+00:00,2022-10-21T05:37:41.000+00:00,2022-10-21T06:45:35.000+00:00,2022-10-21T08:17:37.000+00:00,,2022-10-21T11:09:23.000+00:00,2022-10-21T12:27:50.000+00:00,2022-10-21T13:51:46.000+00:00,2022-10-21T15:06:16.000+00:00,2022-10-21T15:40:02.000+00:00,2022-10-21T16:22:01.000+00:00,2022-10-21T16:44:19.000+00:00,2022-10-21T17:23:37.000+00:00,
3582,Jérémy MORREN,FINISHER,SE H,MALE,BE,2022-10-21T04:01:44.000+00:00,2022-10-21T05:28:14.000+00:00,2022-10-21T06:29:24.000+00:00,2022-10-21T07:56:05.000+00:00,2022-10-21T09:30:00.000+00:00,2022-10-21T10:22:44.000+00:00,2022-10-21T11:40:49.000+00:00,2022-10-21T13:22:12.000+00:00,2022-10-21T14:40:50.000+00:00,2022-10-21T15:19:24.000+00:00,2022-10-21T16:13:45.000+00:00,2022-10-21T16:48:43.000+00:00,2022-10-21T17:11:11.000+00:00,
3092,Brice VIGIER,FINISHER,M1-M2H,MALE,FR,2022-10-21T04:01:50.000+00:00,2022-10-21T05:37:45.000+00:00,2022-10-21T06:47:19.000+00:00,2022-10-21T08:19:03.000+00:00,2022-10-21T09:58:43.000+00:00,2022-10-21T11:02:28.000+00:00,2022-10-21T12:21:45.000+00:00,2022-10-21T13:48:56.000+00:00,2022-10-21T15:09:01.000+00:00,2022-10-21T15:45:18.000+00:00,2022-10-21T16:30:24.000+00:00,2022-10-21T16:52:11.000+00:00,2022-10-21T17:15:32.000+00:00,
3072,Jérome CHRÉTIEN,FINISHER,SE H,MALE,FR,2022-10-21T04:01:46.000+00:00,2022-10-21T05:37:12.000+00:00,2022-10-21T06:45:27.000+00:00,2022-10-21T08:17:38.000+00:00,2022-10-21T09:56:34.000+00:00,2022-10-21T10:56:57.000+00:00,2022-10-21T12:22:24.000+00:00,2022-10-21T13:52:17.000+00:00,2022-10-21T15:15:15.000+00:00,2022-10-21T15:48:10.000+00:00,2022-10-21T16:31:24.000+00:00,2022-10-21T16:55:23.000+00:00,2022-10-21T20:16:49.000+00:00,
3049,Yoann MORISSE,FINISHER,SE H,MALE,FR,2022-10-21T04:01:39.000+00:00,2022-10-21T05:33:39.000+00:00,2022-10-21T06:36:56.000+00:00,2022-10-21T08:08:32.000+00:00,2022-10-21T09:52:09.000+00:00,2022-10-21T10:57:35.000+00:00,2022-10-21T12:19:01.000+00:00,2022-10-21T13:50:12.000+00:00,2022-10-21T15:04:04.000+00:00,2022-10-21T15:40:34.000+00:00,2022-10-21T16:33:16.000+00:00,2022-10-21T17:01:57.000+00:00,2022-10-21T17:24:30.000+00:00,
3045,David REDIER,FINISHER,SE H,MALE,FR,2022-10-21T04:01:39.000+00:00,2022-10-21T05:37:16.000+00:00,2022-10-21T06:45:51.000+00:00,2022-10-21T08:19:06.000+00:00,2022-10-21T10:00:35.000+00:00,2022-10-21T11:04:17.000+00:00,2022-10-21T12:21:45.000+00:00,2022-10-21T13:51:33.000+00:00,2022-10-21T15:16:56.000+00:00,2022-10-21T15:49:40.000+00:00,2022-10-21T16:34:18.000+00:00,2022-10-21T16:58:56.000+00:00,2022-10-21T17:34:41.000+00:00,
3587,Maël LE NOGUILLARD,FINISHER,M1-M2H,MALE,FR,2022-10-21T04:01:39.000+00:00,2022-10-21T05:39:45.000+00:00,2022-10-21T06:52:32.000+00:00,2022-10-21T08:31:01.000+00:00,2022-10-21T10:13:21.000+00:00,2022-10-21T11:17:36.000+00:00,2022-10-21T12:37:05.000+00:00,2022-10-21T14:09:58.000+00:00,2022-10-21T15:27:12.000+00:00,2022-10-21T15:58:36.000+00:00,2022-10-21T16:42:02.000+00:00,2022-10-21T17:04:20.000+00:00,2022-10-21T17:27:00.000+00:00,
3051,Florian RAULINE,FINISHER,SE H,MALE,FR,2022-10-21T04:01:44.000+00:00,2022-10-21T05:37:31.000+00:00,2022-10-21T06:50:09.000+00:00,2022-10-21T08:20:01.000+00:00,2022-10-21T10:00:42.000+00:00,2022-10-21T10:57:58.000+00:00,2022-10-21T12:35:50.000+00:00,2022-10-21T14:11:20.000+00:00,2022-10-21T15:27:40.000+00:00,2022-10-21T16:00:28.000+00:00,2022-10-21T16:44:45.000+00:00,2022-10-21T17:07:31.000+00:00,2022-10-21T17:32:16.000+00:00,
3091,Julie MARINI,FINISHER,SE F,FEMALE,FR,2022-10-21T04:01:39.000+00:00,2022-10-21T05:46:21.000+00:00,2022-10-21T07:04:48.000+00:00,2022-10-21T08:43:18.000+00:00,2022-10-21T10:33:02.000+00:00,2022-10-21T11:37:48.000+00:00,2022-10-21T12:58:53.000+00:00,2022-10-21T14:24:04.000+00:00,2022-10-21T15:35:22.000+00:00,2022-10-21T16:06:59.000+00:00,2022-10-21T16:49:47.000+00:00,2022-10-21T17:10:50.000+00:00,2022-10-21T17:39:15.000+00:00,
3034,Thomas GAUDINAUD,FINISHER,SE H,MALE,FR,2022-10-21T04:01:39.000+00:00,2022-10-21T05:36:32.000+00:00,2022-10-21T06:45:02.000+00:00,2022-10-21T08:23:32.000+00:00,2022-10-21T10:02:11.000+00:00,2022-10-21T11:01:46.000+00:00,2022-10-21T12:28:18.000+00:00,2022-10-21T14:05:46.000+00:00,2022-10-21T15:25:39.000+00:00,2022-10-21T16:04:48.000+00:00,2022-10-21T16:49:56.000+00:00,2022-10-21T17:12:42.000+00:00,2022-10-21T17:44:43.000+00:00,
3159,Boris NOEL-HOCQUET,FINISHER,SE H,MALE,FR,2022-10-21T04:01:45.000+00:00,2022-10-21T05:33:48.000+00:00,2022-10-21T06:43:28.000+00:00,2022-10-21T08:19:19.000+00:00,2022-10-21T10:05:24.000+00:00,2022-10-21T11:11:32.000+00:00,2022-10-21T12:37:04.000+00:00,2022-10-21T14:13:19.000+00:00,2022-10-21T15:35:16.000+00:00,2022-10-21T16:12:21.000+00:00,2022-10-21T16:56:08.000+00:00,2022-10-21T17:19:03.000+00:00,2022-10-21T17:43:07.000+00:00,
3039,Jeremy GOGUET,FINISHER,SE H,MALE,FR,2022-10-21T04:01:46.000+00:00,2022-10-21T05:34:46.000+00:00,2022-10-21T06:41:33.000+00:00,2022-10-21T08:17:46.000+00:00,2022-10-21T10:08:33.000+00:00,2022-10-21T11:12:56.000+00:00,2022-10-21T12:38:35.000+00:00,2022-10-21T14:16:00.000+00:00,2022-10-21T15:38:28.000+00:00,2022-10-21T16:20:16.000+00:00,2022-10-21T17:03:08.000+00:00,2022-10-21T17:23:06.000+00:00,2022-10-21T19:00:35.000+00:00,
3577,Victor VINYALS DOMINGO,FINISHER,M3-M4H,MALE,ES,2022-10-21T04:01:39.000+00:00,2022-10-21T05:44:20.000+00:00,2022-10-21T06:59:27.000+00:00,2022-10-21T08:44:34.000+00:00,2022-10-21T10:29:22.000+00:00,2022-10-21T11:27:19.000+00:00,2022-10-21T12:48:11.000+00:00,2022-10-21T14:16:59.000+00:00,2022-10-21T15:31:45.000+00:00,2022-10-21T16:09:39.000+00:00,2022-10-21T16:54:56.000+00:00,2022-10-21T17:20:20.000+00:00,2022-10-21T18:03:26.000+00:00,
3321,Julia HARNIE,FINISHER,SE F,FEMALE,FR,2022-10-21T04:02:01.000+00:00,2022-10-21T05:44:06.000+00:00,2022-10-21T06:56:34.000+00:00,2022-10-21T08:30:07.000+00:00,2022-10-21T10:16:07.000+00:00,2022-10-21T11:23:11.000+00:00,2022-10-21T12:44:24.000+00:00,2022-10-21T14:19:26.000+00:00,2022-10-21T15:35:51.000+00:00,2022-10-21T16:10:47.000+00:00,2022-10-21T17:00:27.000+00:00,2022-10-21T17:24:10.000+00:00,2022-10-21T17:49:10.000+00:00,
3058,Antoine CLÉMENT,FINISHER,SE H,MALE,FR,2022-10-21T04:01:56.000+00:00,2022-10-21T05:33:41.000+00:00,2022-10-21T06:39:28.000+00:00,2022-10-21T08:15:55.000+00:00,2022-10-21T09:58:14.000+00:00,2022-10-21T11:03:31.000+00:00,2022-10-21T12:44:27.000+00:00,2022-10-21T14:18:45.000+00:00,2022-10-21T15:35:47.000+00:00,2022-10-21T16:10:47.000+00:00,2022-10-21T17:00:29.000+00:00,2022-10-21T17:24:10.000+00:00,2022-10-21T18:23:38.000+00:00,
3106,Samy REVILLET,FINISHER,SE H,MALE,FR,2022-10-21T04:01:55.000+00:00,2022-10-21T05:49:46.000+00:00,2022-10-21T07:10:45.000+00:00,2022-10-21T08:53:12.000+00:00,2022-10-21T10:47:27.000+00:00,2022-10-21T11:53:48.000+00:00,2022-10-21T13:13:03.000+00:00,2022-10-21T14:41:51.000+00:00,2022-10-21T15:54:48.000+00:00,2022-10-21T16:28:24.000+00:00,2022-10-21T17:13:25.000+00:00,2022-10-21T17:34:28.000+00:00,2022-10-21T17:55:43.000+00:00,
3264,Matthieu RIGAULT,FINISHER,SE H,MALE,FR,2022-10-21T04:01:51.000+00:00,2022-10-21T05:43:07.000+00:00,2022-10-21T06:56:12.000+00:00,2022-10-21T08:35:22.000+00:00,2022-10-21T10:24:22.000+00:00,2022-10-21T11:27:05.000+00:00,2022-10-21T12:53:47.000+00:00,2022-10-21T14:28:41.000+00:00,2022-10-21T15:46:24.000+00:00,2022-10-21T16:23:57.000+00:00,2022-10-21T17:09:43.000+00:00,2022-10-21T17:34:18.000+00:00,2022-10-21T17:56:34.000+00:00,
3094,Thomas MAHO,FINISHER,SE H,MALE,FR,2022-10-21T04:01:44.000+00:00,2022-10-21T05:34:38.000+00:00,2022-10-21T06:42:07.000+00:00,2022-10-21T08:16:43.000+00:00,2022-10-21T10:05:22.000+00:00,2022-10-21T11:08:21.000+00:00,2022-10-21T12:37:11.000+00:00,2022-10-21T14:30:56.000+00:00,2022-10-21T15:46:20.000+00:00,2022-10-21T16:25:47.000+00:00,2022-10-21T17:12:23.000+00:00,2022-10-21T17:34:19.000+00:00,2022-10-21T17:57:22.000+00:00,
3007,Jan BAUDET,FINISHER,SE H,MALE,FR,2022-10-21T04:02:00.000+00:00,2022-10-21T05:48:29.000+00:00,2022-10-21T07:11:56.000+00:00,2022-10-21T08:57:28.000+00:00,2022-10-21T10:46:37.000+00:00,2022-10-21T11:45:26.000+00:00,2022-10-21T13:09:39.000+00:00,2022-10-21T14:37:04.000+00:00,2022-10-21T15:49:38.000+00:00,2022-10-21T16:26:13.000+00:00,2022-10-21T17:12:23.000+00:00,2022-10-21T17:35:32.000+00:00,2022-10-21T18:01:17.000+00:00,
3146,Julien BERTIN,FINISHER,SE H,MALE,FR,2022-10-21T04:02:02.000+00:00,2022-10-21T05:41:33.000+00:00,2022-10-21T06:53:42.000+00:00,2022-10-21T08:30:16.000+00:00,2022-10-21T10:16:49.000+00:00,2022-10-21T11:20:46.000+00:00,2022-10-21T12:51:33.000+00:00,2022-10-21T14:25:46.000+00:00,2022-10-21T15:47:43.000+00:00,2022-10-21T16:25:47.000+00:00,2022-10-21T17:12:21.000+00:00,2022-10-21T17:35:31.000+00:00,2022-10-21T17:59:19.000+00:00,
3010,Céline FINAS,FINISHER,SE F,FEMALE,FR,2022-10-21T04:01:39.000+00:00,2022-10-21T05:48:33.000+00:00,2022-10-21T07:03:14.000+00:00,2022-10-21T08:39:57.000+00:00,2022-10-21T10:27:54.000+00:00,2022-10-21T11:34:20.000+00:00,2022-10-21T12:57:08.000+00:00,2022-10-21T14:30:14.000+00:00,2022-10-21T15:42:38.000+00:00,2022-10-21T16:18:47.000+00:00,2022-10-21T17:08:32.000+00:00,2022-10-21T17:34:15.000+00:00,2022-10-21T18:39:06.000+00:00,
3099,David CAULET,FINISHER,SE H,MALE,FR,2022-10-21T04:01:45.000+00:00,2022-10-21T05:35:39.000+00:00,2022-10-21T06:43:45.000+00:00,2022-10-21T08:25:20.000+00:00,2022-10-21T10:13:11.000+00:00,2022-10-21T11:21:38.000+00:00,2022-10-21T12:47:41.000+00:00,2022-10-21T14:25:50.000+00:00,2022-10-21T15:44:04.000+00:00,2022-10-21T16:24:00.000+00:00,2022-10-21T17:10:17.000+00:00,2022-10-21T17:35:15.000+00:00,2022-10-21T18:02:19.000+00:00,
3065,Olivier GIRY,FINISHER,SE H,MALE,FR,2022-10-21T04:01:39.000+00:00,2022-10-21T05:40:30.000+00:00,2022-10-21T06:57:57.000+00:00,2022-10-21T08:34:22.000+00:00,2022-10-21T10:24:08.000+00:00,2022-10-21T11:25:11.000+00:00,2022-10-21T12:51:54.000+00:00,2022-10-21T14:26:18.000+00:00,2022-10-21T15:43:14.000+00:00,2022-10-21T16:18:48.000+00:00,2022-10-21T17:10:30.000+00:00,2022-10-21T17:35:16.000+00:00,2022-10-21T18:02:20.000+00:00,
3555,Thomas GOURVES,FINISHER,SE H,MALE,FR,2022-10-21T04:01:39.000+00:00,2022-10-21T05:45:16.000+00:00,2022-10-21T07:00:56.000+00:00,2022-10-21T08:43:13.000+00:00,2022-10-21T10:31:24.000+00:00,2022-10-21T11:35:13.000+00:00,2022-10-21T13:02:33.000+00:00,2022-10-21T14:40:07.000+00:00,2022-10-21T15:59:17.000+00:00,2022-10-21T16:36:22.000+00:00,2022-10-21T17:20:08.000+00:00,2022-10-21T17:42:43.000+00:00,2022-10-21T18:09:34.000+00:00,
3068,Nicolas MIGUET,FINISHER,M1-M2H,MALE,FR,2022-10-21T04:01:44.000+00:00,2022-10-21T05:43:14.000+00:00,2022-10-21T06:57:22.000+00:00,2022-10-21T08:35:11.000+00:00,2022-10-21T10:23:42.000+00:00,2022-10-21T11:26:33.000+00:00,2022-10-21T12:59:53.000+00:00,2022-10-21T14:37:23.000+00:00,2022-10-21T15:55:40.000+00:00,2022-10-21T16:33:38.000+00:00,2022-10-21T17:19:56.000+00:00,2022-10-21T17:44:19.000+00:00,2022-10-21T18:09:35.000+00:00,
3078,Vivien BEGON,FINISHER,M1-M2H,MALE,FR,2022-10-21T04:01:46.000+00:00,2022-10-21T05:43:17.000+00:00,2022-10-21T06:57:24.000+00:00,2022-10-21T08:39:26.000+00:00,2022-10-21T10:24:06.000+00:00,2022-10-21T11:27:30.000+00:00,2022-10-21T12:59:48.000+00:00,2022-10-21T14:36:46.000+00:00,2022-10-21T15:55:43.000+00:00,2022-10-21T16:33:38.000+00:00,2022-10-21T17:20:09.000+00:00,2022-10-21T17:44:21.000+00:00,2022-10-21T19:59:30.000+00:00,
3050,Nicolas BIÉ,FINISHER,M1-M2H,MALE,FR,2022-10-21T04:01:45.000+00:00,2022-10-21T05:43:14.000+00:00,2022-10-21T06:57:20.000+00:00,2022-10-21T08:39:42.000+00:00,2022-10-21T10:23:57.000+00:00,2022-10-21T11:26:33.000+00:00,2022-10-21T12:59:55.000+00:00,2022-10-21T14:36:31.000+00:00,2022-10-21T15:55:06.000+00:00,2022-10-21T16:33:32.000+00:00,2022-10-21T17:19:58.000+00:00,2022-10-21T17:44:20.000+00:00,2022-10-21T19:54:21.000+00:00,
3073,Jerome WIERZBA,FINISHER,M1-M2H,MALE,FR,2022-10-21T04:01:39.000+00:00,2022-10-21T05:46:11.000+00:00,2022-10-21T07:00:54.000+00:00,2022-10-21T08:47:27.000+00:00,2022-10-21T10:38:15.000+00:00,2022-10-21T11:43:49.000+00:00,2022-10-21T13:09:49.000+00:00,2022-10-21T14:40:54.000+00:00,2022-10-21T16:01:30.000+00:00,2022-10-21T16:38:01.000+00:00,2022-10-21T17:22:52.000+00:00,2022-10-21T17:44:55.000+00:00,2022-10-21T18:13:36.000+00:00,
3052,Kévin CLEMENT,FINISHER,SE H,MALE,FR,2022-10-21T04:01:47.000+00:00,2022-10-21T05:43:10.000+00:00,2022-10-21T06:55:40.000+00:00,2022-10-21T08:32:04.000+00:00,2022-10-21T10:16:51.000+00:00,2022-10-21T11:18:00.000+00:00,2022-10-21T12:42:46.000+00:00,2022-10-21T14:19:24.000+00:00,2022-10-21T15:42:10.000+00:00,2022-10-21T16:24:48.000+00:00,2022-10-21T17:12:28.000+00:00,2022-10-21T17:42:53.000+00:00,2022-10-21T18:13:17.000+00:00,
