year,bib,race_name,distance,elevationGain,gender,indexCategory,rank,time,race_year,countryCode
2025,7150,ecotrail paris® - trail 45km,45800.0,930,MALE,50K,652,05:10:14,2023,FR
2025,7150,la transju'trail - le 40km de la transju'trail,37300.0,2070,MALE,50K,207,06:33:50,2022,FR
2025,7150,greenweez maxi-race - marathon-expérience,45500.0,2422,MALE,50K,419,07:47:03,2021,FR
2025,7151,marathon du mont-blanc - duo étoilé,21500.0,1570,MALE,20K,444,04:37:01,2025,FR
2025,7151,marathon du mont-blanc - 23 km du mont-blanc,24400.0,1657,MALE,20K,1312,04:55:54,2022,FR
2025,7154,trail des anglais - trail des anglais,28000.0,1260,FEMALE,20K,446,04:06:24,2020,FR
2025,7155,a la conquete des avaloirs - trail court 35km,35000.0,700,FEMALE,20K,116,03:58:43,2025,FR
2025,7155,ultra trail cote d'azur mercantour - utcam - 30km,29080.0,2157,FEMALE,50K,475,06:36:41,2025,FR
2025,7155,ecotrail paris® - trail 18km,18600.0,461,FEMALE,20K,614,01:59:42,2025,FR
2025,7155,maxi-race du lac d'annecy - euro-open-up&down : quart de tour 100% femme / femina race,16700.0,950,FEMALE,20K,77,02:33:32,2024,FR
2025,7155,ecotrail paris® - trail 30 km,31300.0,520,FEMALE,20K,1618,03:23:47,2024,FR
2025,7157,marathon du mont-blanc - 42 km du mont-blanc,43600.0,2550,MALE,50K,222,06:00:49,2025,FR
2025,7157,la romagnatoise - romagnatorix,13000.0,440,MALE,,25,01:00:08,2025,FR
2025,7157,festival des templiers - grand trail des templiers,80400.0,3429,MALE,100K,795,12:17:58,2024,FR
2025,7157,la romagnatoise - romagnatorix,13000.0,440,MALE,,33,01:04:07,2024,FR
2025,7157,ultra trail du puy mary aurillac - grand trail du lioran,50000.0,1800,MALE,50K,144,07:10:15,2023,FR
2025,7157,restonica trail by UTMB - tavignanu trail,32500.0,2270,MALE,50K,53,05:01:47,2022,FR
2025,7157,trail du saint-jacques by UTMB® - maratrail du saint-jacques,43000.0,1450,MALE,50K,61,04:52:22,2022,FR
2025,7157,aude trails cathares - trail des seigneurs 32km,32000.0,2108,MALE,50K,25,05:10:37,2022,FR
2025,7158,le grand raid de la réunion - metis trail,50000.0,2598,MALE,50K,11,07:30:32,2024,FR
2025,7158,trail des anglais - trail des anglais,28000.0,1260,MALE,20K,196,03:33:25,2020,FR
2025,7161,festival des templiers - marathon des causses,36100.0,1641,MALE,50K,746,06:39:33,2024,FR
2025,7161,la montagn'hard - la montagn'hard bif et arrêt les contamines,42000.0,2900,MALE,50K,68,10:19:50,2024,FR
2025,7161,trail du patois - trail du patois,29000.0,700,MALE,20K,242,03:35:04,2024,FR
2025,7161,trail du ventoux - le 46 origine,41000.0,2350,MALE,50K,1093,07:35:36,2024,FR
2025,7161,trail d2b - moyenne distance,23500.0,150,MALE,20K,527,02:23:36,2024,FR
2025,7161,marathon du mont-blanc - 23 km du mont-blanc,24400.0,1657,MALE,20K,1042,04:33:39,2022,FR
2025,7161,maxicross - 27 km,28900.0,1100,MALE,20K,669,04:16:21,2022,FR
2025,7162,trail des fantômes - trail des fantÔmes 35km,35000.0,1380,MALE,20K,198,05:19:22,2025,BE
2025,7162,trail godefroy | bouillon - 34km,34000.0,1150,MALE,20K,227,04:15:01,2024,BE
2025,7162,trail de chimay - trail de chimay 24km,24000.0,580,MALE,20K,93,02:14:07,2024,BE
2025,7162,houffatrail - houffa trail 19km,19300.0,590,MALE,20K,110,02:09:55,2024,BE
2025,7162,houffatrail - houffa trail 10km,10000.0,340,MALE,,88,01:02:45,2024,BE
2025,7162,crêtes de spa - crêtes de spa 32km,32000.0,1045,MALE,20K,123,03:35:58,2023,BE
2025,7163,garmin ultra race gdańsk - gur12 gdaŃsk,12000.0,250,FEMALE,,306,01:19:27,2024,PL
2025,7163,ultramarathon górski - 3 x sniezka  - mini,18600.0,1040,FEMALE,20K,237,03:26:32,2024,PL
2025,7163,garmin ultra race radkÓw - gur24,24000.0,800,FEMALE,20K,225,03:58:56,2023,PL
2025,7163,lower silesian mountain runs festival - zloty polmaraton,21000.0,1000,FEMALE,20K,822,04:12:04,2023,PL
2025,7163,górski zimowy maraton Ślężański - półmaraton,23900.0,570,FEMALE,20K,351,03:29:09,2022,PL
2025,7167,leopard ultra-trail® du mullerthal luxembourg - trail,33400.0,1250,MALE,20K,149,04:39:55,2025,LU
2025,7167,trail des marcaires - defi de muhlbach,34000.0,1600,MALE,50K,304,05:21:43,2025,FR
2025,7169,trail de minuit - trail de minuit,56400.0,3180,MALE,50K,816,13:35:25,2020,FR
2025,7171,trail des chateaux - trail d'harcourt,26000.0,800,MALE,20K,53,02:53:52,2025,FR
2025,7171,challenge du montcalm - trail des novis,25000.0,1250,MALE,20K,55,02:48:45,2025,FR
2025,7173,le grand raid de la réunion - trail de bourbon,101000.0,5835,FEMALE,100K,956,39:33:21,2024,FR
2025,7174,le grand raid de la réunion - la mascareignes,70000.0,3829,MALE,100K,147,12:57:34,2024,FR
2025,7174,le grand raid de la réunion - trail de bourbon,109200.0,5960,MALE,100K,189,27:14:48,2022,FR
2025,7174,le grand raid de la réunion - trail de bourbon,105100.0,6131,MALE,100K,174,26:39:11,2021,FR
2025,7175,le grand raid de la réunion - la mascareignes,74100.0,4000,MALE,100K,865,18:54:03,2022,FR
2025,7175,trail de minuit - trail de minuit,56400.0,3180,MALE,50K,739,13:02:36,2020,FR
2025,7176,ultra trail des montagnes du jura - la cmm,42420.0,1149,MALE,50K,1062,06:22:28,2024,FR
2025,7177,l'ultra by huyfortrail - la classique by huyfortrail,20000.0,600,MALE,20K,131,03:00:53,2025,BE
2025,7177,l'enfer du viroin - l'enfer du viroin,25000.0,730,MALE,20K,181,04:11:31,2025,BE
2025,7177,trail de dinant - trail de dinant - 30 km ,30000.0,946,MALE,20K,308,05:04:27,2025,BE
2025,7177,ohm trail - ohm trail light,25000.0,1250,MALE,20K,484,04:22:31,2025,BE
2025,7177,grand trail des lacs et chateaux summer edition (gtlc) - gt42,44260.0,1592,MALE,50K,487,08:50:27,2025,BE
2025,7177,peru trail series calango - pts calango 21km,21000.0,1005,MALE,20K,153,04:04:06,2025,PE
2025,7177,olne spa olne - olne spa olne,71000.0,2380,MALE,50K,687,13:21:24,2024,BE
2025,7177,grand trail des lacs & châteaux winter edition (gtlc)  - gt35,36000.0,1340,MALE,20K,440,05:51:34,2024,BE
2025,7177,grizzly100 - bear trail 39km ,38970.0,972,MALE,20K,132,05:07:08,2024,BE
2025,7177,uTDS - trail des sources - uTDS - 42k,42000.0,1260,MALE,50K,124,06:20:16,2024,BE
2025,7177,tenerife bluetrail by UTMB - tenerife bluetrail 47k,47000.0,2600,MALE,50K,654,11:01:29,2024,ES
2025,7177,trail alsace grand est by UTMB - trail des celtes,50000.0,1980,MALE,50K,1670,09:36:15,2024,FR
2025,7177,legends ardennes trail - legends ardennes trail 30 km,33000.0,900,MALE,20K,122,05:03:47,2024,BE
2025,7177,marathon des sables morocco - hmds morocco 2023 - 120km,106000.0,1567,MALE,100K,171,22:10:27,2023,MA
2025,7177,ultra trail des sources - uTDS - 42k,42000.0,1260,MALE,50K,149,06:52:09,2023,BE
2025,7177,ohm trail - ohm trail light,25000.0,1250,MALE,20K,333,04:13:09,2023,BE
2025,7177,grand trail des lacs et chateaux summer edition (gtlc) - gt16,16500.0,770,MALE,20K,157,02:10:57,2023,BE
2025,7177,half marathon des sables jordan - hmds jordan 2022 - 120km,114000.0,2641,MALE,100K,70,20:56:37,2022,JO
2025,7177,grand trail des lacs & châteaux winter edition (gtlc)  - gt22,23000.0,1120,MALE,20K,334,03:25:32,2022,BE
2025,7177,festival des templiers - intégrale des causses,67100.0,3000,MALE,50K,534,16:02:58,2022,FR
2025,7177,the longest day trail - 27km,27000.0,900,MALE,20K,68,03:45:48,2022,BE
2025,7177,grand trail des lacs et chateaux summer edition (gtlc) - gt42,43700.0,1820,MALE,50K,379,07:30:01,2022,BE
2025,7181,le grand raid de la réunion - la diagonale des fous,175000.0,10107,MALE,100M,1210,55:06:42,2024,FR
2025,7181,raid 974 - semi-raid 974,57000.0,2800,MALE,50K,191,12:01:11,2024,FR
2025,7181,le grand raid de la réunion - la diagonale des fous,167300.0,9710,MALE,100M,1136,50:33:52,2023,FR
2025,7181,trail de minuit - trail de minuit,54200.0,3180,MALE,50K,135,09:39:50,2022,FR
2025,7184,le grand raid de la réunion - la mascareignes,74100.0,4000,MALE,100K,505,16:20:22,2022,FR
2025,7187,le grand raid de la réunion - trail de bourbon,109200.0,5960,MALE,100K,854,41:42:34,2022,FR
2025,7187,le grand raid de la réunion - trail de bourbon,105100.0,6131,MALE,100K,645,37:42:09,2021,FR
2025,7188,trail du grand ballon - trail du grand ballon 48km,49000.0,2517,MALE,50K,435,08:47:07,2025,FR
2025,7188,walditrail - walditrail 24k,24900.0,488,MALE,20K,96,02:26:40,2025,FR
2025,7188,trail des comtes de crehange - 25 km trail des comtes de crehange,25300.0,520,MALE,20K,128,02:41:12,2025,FR
2025,7188,trail du saint quentin - la mérovingienne,29900.0,990,MALE,20K,56,03:45:53,2022,FR
2025,7191,le grand raid de la réunion - trail de bourbon,109200.0,5960,MALE,100K,863,42:15:02,2022,FR
2025,7191,le grand raid de la réunion - trail de bourbon,105100.0,6131,MALE,100K,542,35:59:07,2021,FR
2025,7196,le grand raid de la réunion - zembrocal trail relais4,32299.999999999996,1302,MALE,20K,50,06:42:10,2024,FR
2025,7196,le grand raid de la réunion - la mascareignes,72000.0,4007,MALE,100K,567,17:21:31,2023,FR
2025,7196,le grand raid de la réunion - trail de bourbon,109200.0,5960,MALE,100K,488,34:45:55,2022,FR
2025,7196,le grand raid de la réunion - zembrocal trail relais3,48200.0,4110,MALE,50K,38,16:14:15,2021,FR
2025,7197,trail edf val cenis - trail bleu,43000.0,2500,MALE,50K,242,08:29:26,2025,FR
2025,7197,trail des marcaires - defi de muhlbach,34000.0,1600,MALE,50K,383,05:49:37,2025,FR
2025,7197,ceven'trail - marathon de la toureille 42km,42000.0,2200,MALE,50K,211,07:13:18,2025,FR
2025,7197,grands trails d'auvergne (sommet national du trail) - trail des  druides (solo),49000.0,2028,MALE,50K,518,07:23:47,2024,FR
2025,7197,trail de vulcain - marathon volcanique,48000.0,1840,MALE,50K,490,07:17:48,2024,FR
2025,7197,festival des templiers - boffi fifty,47000.0,2370,MALE,50K,500,08:56:13,2023,FR
2025,7197,ardeche trail - la voie romaine - la virée des chateaux - 36km,36000.0,1700,MALE,50K,266,05:05:02,2023,FR
2025,7197,grand trail du lac - 34 km,34000.0,2020,MALE,50K,471,06:22:29,2022,FR
2025,7197,les trails du sancy - le trail du sancy,33300.0,2000,MALE,50K,612,05:58:57,2022,FR
2025,7197,trans aubrac - trail du capuchadou,52800.0,1400,MALE,50K,347,07:55:13,2022,FR
2025,7200,raid 974 - raid 974,99000.0,5500,MALE,100K,123,30:52:36,2024,FR
2025,7200,le grand raid de la réunion - trail de bourbon,109200.0,5960,MALE,100K,417,33:29:46,2022,FR
2025,7200,le grand raid de la réunion - la mascareignes,72000.0,3874,MALE,100K,440,16:57:56,2021,FR
2025,7201,le grand raid de la réunion - metis trail,50000.0,2598,MALE,50K,5,06:49:04,2024,FR
2025,7201,le grand raid de la réunion - la mascareignes,72000.0,4007,MALE,100K,31,11:05:26,2023,FR
2025,7201,ultra tour des 4 massifs - ut4m20 vercors,20000.0,1900,MALE,20K,1,02:18:38,2023,FR
2025,7201,trail des mélèzes du mercantour - 25km,26400.0,1710,MALE,20K,4,02:50:30,2022,FR
2025,7202,fest'trail causses & rougier - la montaigut,30500.0,1350,FEMALE,20K,145,04:15:22,2025,FR
2025,7202,challenge du montcalm - trail des novis,25000.0,1250,FEMALE,20K,303,03:33:53,2025,FR
2025,7202,trail les terrasses du lodévois - 47 km,47000.0,2000,FEMALE,50K,211,07:33:37,2025,FR
2025,7202,trail de la cité de pierres - 31km classic,31000.0,1520,FEMALE,20K,317,04:53:38,2025,FR
2025,7202,challenge du montcalm - marathon du montcalm ,40000.0,2750,FEMALE,50K,340,08:57:35,2024,FR
2025,7202,les trails de la factrice - trail de la factrice,32600.0,1890,FEMALE,50K,123,04:31:38,2024,FR
2025,7202,trail drome - le saint-julien ,21000.0,950,FEMALE,20K,870,02:40:34,2024,FR
2025,7202,trail de la cité de pierres - 31km classic,31000.0,1520,FEMALE,20K,235,04:57:33,2024,FR
2025,7202,trail de fontfroide - trail de fontfroide,35000.0,1300,FEMALE,20K,348,04:53:40,2024,FR
2025,7202,la veni vici - la veni vici - 27 km,27800.0,640,FEMALE,20K,703,03:04:55,2023,FR
2025,7202,20° trail du mont aigoual - la luzette - 22km,22000.0,720,FEMALE,20K,188,02:51:44,2023,FR
2025,7206,UTMB® - occ,56300.0,3476,MALE,50K,945,11:19:04,2021,FR
2025,7208,hoka UTMB mont-blanc - mcc,40000.0,2350,MALE,50K,1024,08:37:02,2024,FR
2025,7208,trail du tour des fiz - balcon des fiz,15000.0,950,MALE,20K,420,03:32:12,2024,FR
2025,7208,wildstrubel by UTMB - wild 50,53000.0,3300,MALE,50K,796,12:27:34,2023,CH
2025,7208,dacia UTMB® mont blanc - occ,55000.0,3425,MALE,50K,1474,12:43:58,2023,FR
2025,7208,marathon du mont-blanc - duo étoilé,21500.0,1570,MALE,20K,470,04:42:42,2023,FR
2025,7208,ultra-trail snowdonia by UTMB® - uts 50k,55000.0,3300,MALE,50K,877,13:43:42,2023,GB
2025,7208,nice côte d’azur by UTMB® - nice 20k,16800.0,626,MALE,20K,714,02:46:40,2022,FR
2025,7208,wildstrubel by UTMB - wild 25,25000.0,1150,MALE,20K,494,04:20:09,2022,CH
2025,7208,UTMB® mont blanc - mcc,41200.0,2470,MALE,50K,754,09:01:18,2022,FR
2025,7208,marathon du mont-blanc - 23 km du mont-blanc,24400.0,1657,MALE,20K,1446,05:06:05,2022,FR
2025,7213,monaco run - trail du mont - agel,30000.0,1512,MALE,20K,266,04:37:38,2025,MC
2025,7213,trail de l'energie - 17km ,18000.0,1140,MALE,20K,66,02:33:39,2024,FR
2025,7213,lozère trail - version longue,53000.0,2360,MALE,50K,131,09:32:42,2021,FR
2025,7213,trails des millefonts - marathon des millefonts,42700.0,3160,MALE,50K,88,10:06:30,2021,FR
2025,7216,raid 974 - semi-raid 974,61000.0,2426,MALE,50K,79,11:55:40,2023,FR
2025,7216,le grand raid de la réunion - la mascareignes,74100.0,4000,MALE,100K,333,15:04:46,2022,FR
2025,7216,le grand raid de la réunion - trail de bourbon,105100.0,6131,MALE,100K,128,25:01:04,2021,FR
2025,7216,caldeira trail - bruleries de la fournaise,47400.0,1130,MALE,50K,52,07:06:38,2020,FR
2025,7217,le grand raid de la réunion - la mascareignes,74100.0,4000,MALE,100K,139,13:07:13,2022,FR
2025,7217,le grand raid de la réunion - la mascareignes,72000.0,3874,MALE,100K,91,12:54:50,2021,FR
2025,7217,trail de minuit - trail de minuit,56400.0,3180,MALE,50K,154,09:19:23,2020,FR
2025,7218,le grand raid de la réunion - metis trail,50000.0,2598,MALE,50K,198,11:31:52,2024,FR
2025,7219,trail de minuit - trail de minuit,56400.0,3180,FEMALE,50K,790,13:22:51,2020,FR
2025,7219,trail des anglais - trail des anglais,28000.0,1260,FEMALE,20K,794,04:41:53,2020,FR
2025,7220,mauritius by UTMB - bel ombre,59100.0,1790,MALE,50K,21,07:05:24,2024,MU
2025,7220,le grand raid de la réunion - la mascareignes,74100.0,4000,MALE,100K,130,12:58:36,2022,FR
2025,7220,trail de la savane - 28km,25000.0,900,MALE,20K,17,02:10:31,2020,FR
2025,7223,le belier - trail 42km | le marathon du bélier,42950.0,1930,MALE,50K,220,05:55:50,2024,FR
2025,7223,maxi-race du lac d'annecy - maxi-challenger,48000.0,2500,MALE,50K,108,08:07:22,2024,FR
2025,7223,la asics saintélyon - la saintélyon,78000.0,2201,MALE,100K,3075,11:25:07,2023,FR
2025,7223,trail des aiguilles rouges - tar,55200.0,3570,MALE,50K,526,11:45:23,2023,FR
2025,7223,marathon du mont-blanc - 90 km du mont-blanc,90200.0,7000,MALE,100K,644,22:04:22,2023,FR
2025,7223,maxi-race du lac d'annecy - maxi-challenger,44800.0,2490,MALE,50K,106,08:13:06,2023,FR
2025,7223,le grand raid de la réunion - la diagonale des fous,168400.0,10250,MALE,100M,973,48:41:14,2022,FR
2025,7223,le belier - trail 27km | le bélier,27000.0,1000,MALE,20K,459,03:13:15,2022,FR
2025,7223,trail des cabornis - 22 km duo,21600.0,1020,MALE,20K,20,02:20:20,2022,FR
2025,7226,ultra-trail® du haut-giffre - tour de bostan,32900.0,2150,FEMALE,50K,658,07:39:32,2025,FR
2025,7226,trail des maures - trail des balcons des maures,22000.0,1120,FEMALE,20K,483,03:54:06,2025,FR
2025,7227,trail des géants - le méga trail de l'ouest ,83000.0,3050,FEMALE,100K,262,21:23:30,2025,FR
2025,7227,le grand raid de la réunion - la mascareignes,70000.0,3829,FEMALE,100K,1056,20:11:46,2024,FR
2025,7227,cimasarun - cumasarun,56200.0,3818,FEMALE,50K,914,17:05:28,2024,FR
2025,7227,raid 974 - semi-raid 974,57000.0,2800,FEMALE,50K,343,14:50:44,2024,FR
2025,7227,mafate trail tour - mafate trail tour,53900.0,3560,FEMALE,50K,470,13:24:55,2023,FR
2025,7227,le grand raid de la réunion - la mascareignes,72000.0,4007,FEMALE,100K,668,18:07:02,2023,FR
2025,7227,raid 974 - semi-raid 974,61000.0,2426,FEMALE,50K,258,16:06:06,2023,FR
2025,7227,le grand raid de la réunion - la diagonale des fous,168400.0,10250,FEMALE,100M,1812,60:51:58,2022,FR
2025,7227,trail de minuit - trail de minuit,54200.0,3180,FEMALE,50K,644,12:50:04,2022,FR
2025,7229,le grand raid de la réunion - zembrocal trail relais4,32299.999999999996,1302,MALE,20K,120,07:58:02,2024,FR
2025,7230,swisspeaks trail - marathon,45930.0,2481,FEMALE,50K,471,13:08:25,2025,CH
2025,7230,trail hyeges verdon - les robines,27000.0,1100,FEMALE,20K,145,05:29:56,2025,FR
2025,7231,swisspeaks trail - marathon,45930.0,2481,MALE,50K,237,08:13:55,2025,CH
2025,7231,trail hyeges verdon - le marathon,45000.0,2300,MALE,50K,49,08:08:16,2025,FR
2025,7233,l'ultra marin raid golfe du morbihan - ronde des douaniers 34 km,33500.0,510,MALE,20K,369,03:19:08,2022,FR
2025,7236,le grand raid de la réunion - zembrocal trail relais1,37200.0,2720,MALE,50K,143,08:26:24,2022,FR
2025,7236,le grand raid de la réunion - la diagonale des fous,160200.0,9377,MALE,100M,1610,59:43:43,2021,FR
2025,7240,trail des fantômes - trail des fantÔmes 25km,25900.0,1110,FEMALE,20K,79,03:19:10,2025,BE
2025,7240,trail de la croix des carmes - trail de la croix des carmes,30000.0,1000,FEMALE,20K,44,03:40:38,2024,FR
2025,7240,trail de la dent de broc - tdb | 23.5km,23000.0,1700,FEMALE,20K,70,03:27:55,2024,CH
2025,7240,ultra trail grand ballon - 22km,22000.0,1200,FEMALE,20K,52,02:38:32,2024,FR
2025,7240,ardennes-mégatrail - lst (le saut thibault),26000.0,1200,FEMALE,20K,68,03:07:52,2024,FR
2025,7241,dodo trail - xtreme 50km,50000.0,3500,MALE,50K,16,07:59:08,2023,MU
2025,7241,le grand raid de la réunion - la mascareignes,74100.0,4000,MALE,100K,24,10:51:28,2022,FR
2025,7241,le grand raid de la réunion - la mascareignes,72000.0,3874,MALE,100K,64,12:26:13,2021,FR
2025,7241,trail des anglais - trail des anglais,28000.0,1260,MALE,20K,23,02:55:52,2020,FR
2025,7242,ecotrail paris® - trail 30 km,31600.0,420,MALE,20K,250,02:41:23,2025,FR
2025,7243,menestrail - la crapahute,14000.0,300,MALE,,248,01:36:06,2024,FR
2025,7243,menestrail - le menestrail,24000.0,800,MALE,20K,125,02:43:54,2024,FR
2025,7245,ultra-trail du fjord du sagneuay - utfs 50km,50000.0,2030,FEMALE,50K,136,09:50:59,2025,CA
2025,7245,hoka UTMB mont-blanc - occ,57000.0,3500,FEMALE,50K,899,11:44:34,2024,FR
2025,7245,puerto vallarta méxico by UTMB - haramara 33k,33000.0,1550,FEMALE,20K,103,06:40:57,2023,MX
2025,7245,ultra-trail harricana du canada - 42 km saint-siméon,41400.0,1640,FEMALE,50K,123,06:59:42,2023,CA
2025,7245,val d’aran by UTMB® - pda,55000.0,3360,FEMALE,50K,805,11:19:12,2023,ES
2025,7245,bromont ultra - 55km,55000.0,2360,FEMALE,50K,166,08:28:40,2022,CA
2025,7248,le grand raid de la réunion - la mascareignes,70000.0,3829,FEMALE,100K,582,16:27:56,2024,FR
2025,7248,le grand raid de la réunion - la mascareignes,72000.0,3874,FEMALE,100K,348,16:16:11,2021,FR
2025,7248,trail des anglais - trail des anglais,28000.0,1260,FEMALE,20K,629,04:28:08,2020,FR
2025,7252,le grand raid de la réunion - la mascareignes,70000.0,3829,FEMALE,100K,262,14:01:05,2024,FR
2025,7252,le grand raid de la réunion - la diagonale des fous,168400.0,10250,FEMALE,100M,666,45:26:46,2022,FR
2025,7252,le grand raid de la réunion - zembrocal trail relais3,48200.0,4110,FEMALE,50K,21,14:35:36,2021,FR
2025,7254,le grand raid de la réunion - la mascareignes,74100.0,4000,MALE,100K,869,18:56:34,2022,FR
2025,7254,le grand raid de la réunion - la diagonale des fous,160200.0,9377,MALE,100M,1548,58:50:14,2021,FR
2025,7256,ecotrail paris® - trail 18km,18600.0,461,FEMALE,20K,2422,02:42:42,2025,FR
2025,7256,lavaredo ultra trail by UTMB® - lavaredo 10k,9900.0,193,FEMALE,,208,01:02:18,2024,IT
2025,7256,ecotrail paris® - trail 18km,18600.0,400,FEMALE,20K,1706,02:08:19,2024,FR
2025,7260,trail de la grande champagne - estival - l'orchis,15000.0,509,MALE,20K,239,02:06:29,2025,FR
2025,7260,trail de la grande champagne - estival - l'orchis,15000.0,509,MALE,20K,149,01:53:53,2024,FR
2025,7264,le grand raid de la réunion - la mascareignes,72000.0,4007,FEMALE,100K,336,15:23:04,2023,FR
2025,7267,le grand raid de la réunion - trail de bourbon,109000.0,6328,MALE,100M,295,29:16:10,2023,FR
2025,7267,le grand raid de la réunion - la diagonale des fous,168400.0,10250,MALE,100M,718,46:17:16,2022,FR
2025,7267,trail de minuit - trail de minuit,54200.0,3180,MALE,50K,308,10:54:42,2022,FR
2025,7267,le grand raid de la réunion - zembrocal trail relais2,38100.0,1300,MALE,50K,24,04:40:00,2021,FR
2025,7267,trail de la savane - 28km,25000.0,900,MALE,20K,89,02:50:55,2020,FR
2025,7269,mountain ultra trail by UTMB® - mut 100 by UTMB,100300.0,4300,MALE,100K,26,17:15:25,2025,ZA
2025,7269,le grand raid de la réunion - trail de bourbon,101000.0,5835,MALE,100K,117,21:17:11,2024,FR
2025,7269,le grand raid de la réunion - la diagonale des fous,167300.0,9710,MALE,100M,238,38:45:12,2023,FR
2025,7269,trail de haute provence - cap à lure,79400.0,3470,MALE,100K,49,10:51:47,2023,FR
2025,7269,caldeira trail - trail des bruleries de la fournaise,44000.0,2800,MALE,50K,21,06:44:17,2023,FR
2025,7269,le grand raid de la réunion - la diagonale des fous,168400.0,10250,MALE,100M,223,38:27:05,2022,FR
2025,7269,grand raid des pyrénées - tour des cirques,120000.0,8000,MALE,100M,205,32:07:49,2022,FR
2025,7270,grand raid camargue - trail de camargue,30000.0,26,MALE,20K,90,02:53:55,2024,FR
2025,7274,le grand raid de la réunion - trail de bourbon,101000.0,5835,MALE,100K,320,25:23:06,2024,FR
2025,7274,le grand raid de la réunion - zembrocal trail relais3,41400.0,2700,MALE,50K,25,07:52:17,2023,FR
2025,7274,cimasarun - cumasarun,51700.0,3725,MALE,50K,322,11:02:42,2023,FR
2025,7274,le grand raid de la réunion - la mascareignes,74100.0,4000,MALE,100K,325,14:59:21,2022,FR
2025,7276,trail de nantes à montaigu - trail de la digue,53800.0,634,MALE,50K,35,05:05:50,2025,FR
2025,7276,trail de la cÔte d'Émeraude - trail long de la côte d'Émeraude 54k,54850.0,1273,MALE,50K,190,05:50:04,2025,FR
2025,7276,l'ultra marin raid golfe du morbihan - arvor 56 km,59500.0,600,MALE,50K,1641,08:38:19,2025,FR
2025,7276,le havre urban trail - marathon,42000.0,1200,MALE,50K,106,04:33:05,2025,FR
2025,7276,le grand raid de la réunion - la mascareignes,70000.0,3829,MALE,100K,509,15:57:01,2024,FR
2025,7276,patou trail - marathon,42000.0,3450,MALE,50K,119,07:30:18,2024,FR
2025,7276,le havre urban trail - marathon,42000.0,1200,MALE,50K,32,04:13:18,2024,FR
2025,7276,le havre urban trail - marathlon - solo,42000.0,1248,MALE,50K,111,04:54:23,2023,FR
2025,7276,caldeira trail - trail des bruleries de la fournaise,44000.0,2800,MALE,50K,78,07:54:11,2023,FR
2025,7278,le grand raid de la réunion - zembrocal trail relais4,32299.999999999996,1302,MALE,20K,80,07:23:15,2024,FR
2025,7280,nice côte d’azur by UTMB® - roubion - nice - 100k,108200.0,5520,FEMALE,100K,739,27:51:27,2025,FR
2025,7280,hoka UTMB mont-blanc - CCC,101000.0,6050,FEMALE,100K,1599,26:23:24,2024,FR
2025,7280,doi inthanon by UTMB - hmong 50,50000.0,2870,FEMALE,50K,766,10:33:22,2023,TH
2025,7280,mafate trail tour - mafate trail tour,53900.0,3560,FEMALE,50K,577,15:49:28,2023,FR
2025,7280,ultra tour des 4 massifs - ut4m 40 chartreuse,41100.0,2690,FEMALE,50K,275,09:18:43,2022,FR
2025,7281,restonica trail by UTMB - tt50k,33100.0,2260,MALE,50K,892,09:21:42,2025,FR
2025,7281,trail de haute provence - thp20,22000.0,790,MALE,20K,287,03:23:07,2025,FR
2025,7282,ultra 01 - tiger balm ultra 01 marathon,45000.0,1757,MALE,50K,63,04:55:41,2025,FR
2025,7282,ultra trail des montagnes du jura - la lynx,20020.0,744,MALE,20K,22,01:37:06,2024,FR
2025,7287,val tho summit games - vt trail pursuit 20 km,19700.0,870,FEMALE,20K,237,03:46:43,2025,FR
2025,7287,trail de vulcain - riom limagne & volcans,28000.0,870,FEMALE,20K,521,04:33:01,2025,FR
2025,7287,maxicross - 10 km,11300.0,465,FEMALE,,331,01:35:26,2025,FR
2025,7287,festival des templiers - marathon du larzac,33700.0,1367,FEMALE,20K,464,07:33:38,2024,FR
2025,7287,restonica trail by UTMB - giru di tumbone,17800.0,664,FEMALE,20K,493,03:00:43,2024,FR
2025,7287,trail des gorges de l'ardèche - les balcons,23000.0,1090,FEMALE,20K,362,04:42:55,2024,FR
2025,7287,trail des 2 amants - decouv'tda 15,15000.0,380,FEMALE,,274,02:14:42,2024,FR
2025,7287,trail du ventoux - balcons des jas,29000.0,1518,FEMALE,20K,520,06:59:33,2023,FR
2025,7287,maxicross - 10 km,10300.0,399,FEMALE,,369,01:17:43,2023,FR
2025,7292,raid 974 - semi-raid 974,61600.0,2430,MALE,50K,152,15:53:12,2025,FR
2025,7292,raid 974 - semi-raid 974,57000.0,2800,MALE,50K,355,15:09:56,2024,FR
2025,7292,le grand raid de la réunion - trail de bourbon,109200.0,5960,MALE,100K,632,37:15:28,2022,FR
2025,7292,le grand raid de la réunion - la mascareignes,72000.0,3874,MALE,100K,532,17:54:40,2021,FR
2025,7293,nice côte d’azur by UTMB® - saint-jean-cap-ferrat - nice - 20k,23600.0,760,FEMALE,20K,580,03:11:01,2025,FR
2025,7293,a petralbinca - a castagna,12000.0,750,FEMALE,,111,01:58:49,2025,FR
2025,7296,senpereko trail - senpereko trail 21km,20900.0,1070,MALE,20K,606,03:54:01,2022,FR
2025,7298,trail des passerelles du monteynard - maratrail,40000.0,2150,MALE,50K,355,06:16:50,2025,FR
2025,7298,high trail vanoise - balcons de val,20300.0,1372,MALE,20K,55,02:49:44,2025,FR
