bib,name,status,category,sex,country,Cilaos,Mare Josep,Cav Dufour,Bélouve,Hell-Bourg,Bras Marro,Merles,Nouvelle,Marla,Roche plat,orangers,Pass Oussy,Deux Bras,Dos d'Ane,Ratinaud,Possession,Chaloupe,Colorado,St Denis
6025,Nicolas GOURDON,FINISHER,SE H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:40:50.000+00:00,2023-10-20T21:51:54.000+00:00,2023-10-20T22:59:20.000+00:00,2023-10-20T23:25:06.000+00:00,2023-10-20T23:44:54.000+00:00,2023-10-21T01:23:25.000+00:00,2023-10-21T02:13:43.000+00:00,2023-10-21T03:01:56.000+00:00,2023-10-21T04:19:21.000+00:00,2023-10-21T05:12:39.000+00:00,2023-10-21T06:05:35.000+00:00,2023-10-21T06:29:52.000+00:00,2023-10-21T07:42:19.000+00:00,2023-10-21T08:02:55.000+00:00,2023-10-21T09:10:49.000+00:00,2023-10-21T10:05:58.000+00:00,2023-10-21T11:38:00.000+00:00,2023-10-21T12:30:48.000+00:00
5529,Sandy RÉTHORET,FINISHER,SE H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:42:44.000+00:00,2023-10-20T21:59:53.000+00:00,2023-10-20T23:05:38.000+00:00,2023-10-20T23:32:26.000+00:00,2023-10-20T23:52:38.000+00:00,2023-10-21T01:35:14.000+00:00,2023-10-21T02:25:03.000+00:00,2023-10-21T03:13:28.000+00:00,2023-10-21T04:33:59.000+00:00,2023-10-21T05:30:06.000+00:00,2023-10-21T06:24:27.000+00:00,2023-10-21T06:48:04.000+00:00,2023-10-21T07:56:03.000+00:00,2023-10-21T08:13:30.000+00:00,2023-10-21T09:17:43.000+00:00,2023-10-21T10:19:23.000+00:00,2023-10-21T11:50:11.000+00:00,2023-10-21T14:13:15.000+00:00
5521,Mathieu DESSERPRIT,FINISHER,M0 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:40:22.000+00:00,2023-10-20T21:50:55.000+00:00,2023-10-20T23:01:05.000+00:00,2023-10-20T23:31:55.000+00:00,2023-10-20T23:52:11.000+00:00,2023-10-21T01:35:10.000+00:00,2023-10-21T02:24:54.000+00:00,2023-10-21T03:16:27.000+00:00,2023-10-21T04:33:52.000+00:00,2023-10-21T05:28:19.000+00:00,2023-10-21T06:23:21.000+00:00,2023-10-21T06:48:54.000+00:00,2023-10-21T07:56:34.000+00:00,2023-10-21T08:18:08.000+00:00,2023-10-21T09:29:08.000+00:00,2023-10-21T10:33:30.000+00:00,2023-10-21T12:08:33.000+00:00,2023-10-21T12:53:46.000+00:00
5642,Victor GUERDIN,FINISHER,SE H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:40:50.000+00:00,2023-10-20T21:54:13.000+00:00,2023-10-20T23:01:55.000+00:00,2023-10-20T23:32:21.000+00:00,2023-10-20T23:52:12.000+00:00,2023-10-21T01:35:16.000+00:00,2023-10-21T02:28:09.000+00:00,2023-10-21T03:19:37.000+00:00,2023-10-21T04:38:12.000+00:00,2023-10-21T05:35:47.000+00:00,2023-10-21T06:30:37.000+00:00,2023-10-21T06:57:27.000+00:00,2023-10-21T08:08:55.000+00:00,2023-10-21T08:29:09.000+00:00,2023-10-21T09:39:18.000+00:00,2023-10-21T10:45:35.000+00:00,2023-10-21T12:13:15.000+00:00,2023-10-21T13:14:16.000+00:00
5980,Felix DUCROCQ,FINISHER,SE H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:41:39.000+00:00,2023-10-20T22:02:14.000+00:00,2023-10-20T23:12:27.000+00:00,2023-10-20T23:41:37.000+00:00,2023-10-21T00:04:53.000+00:00,2023-10-21T01:55:28.000+00:00,2023-10-21T02:48:22.000+00:00,2023-10-21T03:37:24.000+00:00,2023-10-21T04:58:09.000+00:00,2023-10-21T05:54:17.000+00:00,2023-10-21T06:46:48.000+00:00,2023-10-21T07:08:01.000+00:00,2023-10-21T08:15:57.000+00:00,2023-10-21T08:34:54.000+00:00,2023-10-21T09:43:20.000+00:00,2023-10-21T10:43:47.000+00:00,2023-10-21T12:13:16.000+00:00,2023-10-21T12:55:54.000+00:00
5853,Gerald MOUTIAPOULLE,FINISHER,M0 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:42:27.000+00:00,2023-10-20T21:57:37.000+00:00,2023-10-20T23:04:17.000+00:00,2023-10-20T23:33:16.000+00:00,2023-10-20T23:53:01.000+00:00,2023-10-21T01:35:13.000+00:00,2023-10-21T02:24:50.000+00:00,2023-10-21T03:13:24.000+00:00,2023-10-21T04:33:56.000+00:00,2023-10-21T05:30:04.000+00:00,2023-10-21T06:24:23.000+00:00,2023-10-21T06:48:03.000+00:00,2023-10-21T08:05:48.000+00:00,2023-10-21T08:26:28.000+00:00,2023-10-21T09:40:13.000+00:00,2023-10-21T10:45:57.000+00:00,2023-10-21T12:35:30.000+00:00,2023-10-21T13:27:05.000+00:00
5428,Eric CONCÉ,FINISHER,M2 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:43:19.000+00:00,2023-10-20T22:07:41.000+00:00,2023-10-20T23:24:12.000+00:00,2023-10-20T23:55:52.000+00:00,2023-10-21T00:17:08.000+00:00,2023-10-21T02:08:00.000+00:00,2023-10-21T02:58:54.000+00:00,2023-10-21T03:48:00.000+00:00,2023-10-21T05:10:10.000+00:00,2023-10-21T06:05:10.000+00:00,2023-10-21T07:02:05.000+00:00,2023-10-21T07:25:37.000+00:00,2023-10-21T08:41:07.000+00:00,2023-10-21T09:00:43.000+00:00,2023-10-21T10:09:56.000+00:00,2023-10-21T11:27:28.000+00:00,2023-10-21T13:15:23.000+00:00,2023-10-21T13:59:31.000+00:00
6245,Matthieu OLIVER,FINISHER,SE H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:46:52.000+00:00,2023-10-20T22:13:16.000+00:00,2023-10-20T23:32:29.000+00:00,2023-10-21T00:03:52.000+00:00,2023-10-21T00:24:35.000+00:00,2023-10-21T02:10:55.000+00:00,2023-10-21T03:04:55.000+00:00,2023-10-21T03:54:58.000+00:00,2023-10-21T05:23:54.000+00:00,2023-10-21T06:23:23.000+00:00,2023-10-21T07:12:05.000+00:00,2023-10-21T07:32:35.000+00:00,2023-10-21T08:55:24.000+00:00,2023-10-21T09:17:25.000+00:00,2023-10-21T10:50:07.000+00:00,2023-10-21T11:59:29.000+00:00,2023-10-21T13:29:46.000+00:00,2023-10-21T14:09:52.000+00:00
6248,Augustin SAUREL,FINISHER,SE H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:44:46.000+00:00,2023-10-20T22:07:21.000+00:00,2023-10-20T23:18:55.000+00:00,2023-10-20T23:52:47.000+00:00,2023-10-21T00:11:47.000+00:00,2023-10-21T01:57:19.000+00:00,2023-10-21T02:48:17.000+00:00,2023-10-21T03:42:42.000+00:00,2023-10-21T05:02:28.000+00:00,2023-10-21T05:58:46.000+00:00,2023-10-21T06:52:53.000+00:00,2023-10-21T07:16:50.000+00:00,2023-10-21T08:34:04.000+00:00,2023-10-21T08:55:58.000+00:00,2023-10-21T10:15:57.000+00:00,2023-10-21T11:36:04.000+00:00,2023-10-21T13:24:47.000+00:00,2023-10-21T14:14:50.000+00:00
5664,Jeetesh Rao (bhuvish) LUKEA,FINISHER,SE H,MALE,MU,2023-10-20T20:01:49.000+00:00,2023-10-20T20:42:12.000+00:00,2023-10-20T21:59:45.000+00:00,2023-10-20T23:11:02.000+00:00,2023-10-20T23:44:00.000+00:00,2023-10-21T00:04:47.000+00:00,2023-10-21T02:06:38.000+00:00,2023-10-21T02:59:37.000+00:00,2023-10-21T03:48:02.000+00:00,2023-10-21T05:10:17.000+00:00,2023-10-21T06:08:41.000+00:00,2023-10-21T07:04:26.000+00:00,2023-10-21T07:29:02.000+00:00,2023-10-21T08:49:01.000+00:00,2023-10-21T09:14:59.000+00:00,2023-10-21T10:26:54.000+00:00,2023-10-21T11:45:07.000+00:00,2023-10-21T13:36:03.000+00:00,2023-10-21T14:27:21.000+00:00
5209,Jeannick BOYER,FINISHER,M1 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:40:49.000+00:00,2023-10-20T21:54:01.000+00:00,2023-10-20T23:04:47.000+00:00,2023-10-20T23:35:16.000+00:00,2023-10-20T23:57:46.000+00:00,2023-10-21T02:09:57.000+00:00,2023-10-21T03:05:52.000+00:00,2023-10-21T03:54:59.000+00:00,2023-10-21T05:17:49.000+00:00,2023-10-21T06:13:44.000+00:00,2023-10-21T07:08:33.000+00:00,2023-10-21T07:33:47.000+00:00,2023-10-21T08:52:15.000+00:00,2023-10-21T09:16:14.000+00:00,2023-10-21T10:39:21.000+00:00,2023-10-21T12:15:06.000+00:00,2023-10-21T13:59:38.000+00:00,2023-10-21T14:41:57.000+00:00
6203,Mico CLAIN,FINISHER,M3 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:45:18.000+00:00,2023-10-20T22:07:07.000+00:00,2023-10-20T23:18:57.000+00:00,2023-10-20T23:53:06.000+00:00,2023-10-21T00:13:45.000+00:00,2023-10-21T02:11:41.000+00:00,2023-10-21T03:13:58.000+00:00,2023-10-21T04:09:06.000+00:00,2023-10-21T05:38:20.000+00:00,2023-10-21T06:37:28.000+00:00,2023-10-21T07:37:58.000+00:00,2023-10-21T08:05:16.000+00:00,2023-10-21T09:29:36.000+00:00,2023-10-21T09:51:07.000+00:00,2023-10-21T11:12:16.000+00:00,2023-10-21T12:22:53.000+00:00,2023-10-21T14:03:21.000+00:00,2023-10-21T14:51:28.000+00:00
6170,Cédric SAUTRON,FINISHER,M0 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:43:54.000+00:00,2023-10-20T22:03:46.000+00:00,2023-10-20T23:19:01.000+00:00,2023-10-20T23:53:04.000+00:00,2023-10-21T00:17:25.000+00:00,2023-10-21T02:15:40.000+00:00,2023-10-21T03:12:49.000+00:00,2023-10-21T04:09:11.000+00:00,2023-10-21T05:39:47.000+00:00,2023-10-21T06:41:18.000+00:00,2023-10-21T07:41:31.000+00:00,2023-10-21T08:09:17.000+00:00,2023-10-21T09:31:58.000+00:00,2023-10-21T09:56:48.000+00:00,2023-10-21T11:09:44.000+00:00,2023-10-21T12:29:45.000+00:00,2023-10-21T14:12:37.000+00:00,2023-10-21T14:59:45.000+00:00
5579,Theo MAINVILLE,FINISHER,SE H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:43:48.000+00:00,2023-10-20T22:00:59.000+00:00,2023-10-20T23:18:52.000+00:00,2023-10-20T23:55:52.000+00:00,2023-10-21T00:20:27.000+00:00,2023-10-21T02:18:00.000+00:00,2023-10-21T03:13:07.000+00:00,2023-10-21T04:08:52.000+00:00,2023-10-21T05:33:41.000+00:00,2023-10-21T06:36:23.000+00:00,2023-10-21T07:31:24.000+00:00,2023-10-21T08:04:12.000+00:00,2023-10-21T09:25:03.000+00:00,2023-10-21T09:50:23.000+00:00,2023-10-21T11:28:43.000+00:00,2023-10-21T12:34:48.000+00:00,2023-10-21T14:14:40.000+00:00,2023-10-21T15:05:49.000+00:00
5037,Gregory FILAIN,FINISHER,SE H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:41:41.000+00:00,2023-10-20T22:03:34.000+00:00,2023-10-20T23:18:29.000+00:00,2023-10-20T23:52:44.000+00:00,2023-10-21T00:11:48.000+00:00,2023-10-21T02:15:43.000+00:00,2023-10-21T03:14:36.000+00:00,2023-10-21T04:06:45.000+00:00,2023-10-21T05:32:40.000+00:00,2023-10-21T06:30:28.000+00:00,2023-10-21T07:28:31.000+00:00,2023-10-21T07:53:24.000+00:00,2023-10-21T09:20:44.000+00:00,2023-10-21T09:48:02.000+00:00,2023-10-21T11:15:59.000+00:00,2023-10-21T12:37:56.000+00:00,2023-10-21T14:22:46.000+00:00,2023-10-21T15:10:23.000+00:00
6556,Benjamin ALBANY,FINISHER,M0 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:45:42.000+00:00,2023-10-20T22:09:29.000+00:00,2023-10-20T23:22:43.000+00:00,2023-10-20T23:54:29.000+00:00,2023-10-21T00:17:12.000+00:00,2023-10-21T02:11:35.000+00:00,2023-10-21T03:06:07.000+00:00,2023-10-21T04:00:43.000+00:00,2023-10-21T05:19:48.000+00:00,2023-10-21T06:19:48.000+00:00,2023-10-21T07:17:51.000+00:00,2023-10-21T07:46:40.000+00:00,2023-10-21T09:13:57.000+00:00,2023-10-21T09:37:08.000+00:00,2023-10-21T11:04:05.000+00:00,2023-10-21T12:26:28.000+00:00,2023-10-21T14:23:53.000+00:00,2023-10-21T15:17:24.000+00:00
6498,Florent AGÉNOR,FINISHER,SE H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:46:29.000+00:00,2023-10-20T22:14:22.000+00:00,2023-10-20T23:36:52.000+00:00,2023-10-21T00:13:25.000+00:00,2023-10-21T00:36:02.000+00:00,2023-10-21T02:39:59.000+00:00,2023-10-21T03:36:34.000+00:00,2023-10-21T04:32:38.000+00:00,2023-10-21T06:06:00.000+00:00,2023-10-21T07:06:59.000+00:00,2023-10-21T08:03:57.000+00:00,2023-10-21T08:31:29.000+00:00,2023-10-21T09:54:40.000+00:00,2023-10-21T10:16:42.000+00:00,2023-10-21T11:38:54.000+00:00,2023-10-21T12:51:18.000+00:00,2023-10-21T14:35:30.000+00:00,2023-10-21T15:23:44.000+00:00
6540,Aubin LOPEO,FINISHER,SE H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:43:49.000+00:00,2023-10-20T22:02:43.000+00:00,2023-10-20T23:18:51.000+00:00,2023-10-20T23:49:20.000+00:00,2023-10-21T00:20:28.000+00:00,2023-10-21T02:37:10.000+00:00,2023-10-21T03:38:28.000+00:00,2023-10-21T04:39:56.000+00:00,2023-10-21T06:07:49.000+00:00,2023-10-21T07:07:02.000+00:00,2023-10-21T08:03:56.000+00:00,2023-10-21T08:28:58.000+00:00,2023-10-21T09:54:32.000+00:00,2023-10-21T10:16:43.000+00:00,2023-10-21T11:38:43.000+00:00,2023-10-21T12:49:26.000+00:00,2023-10-21T14:36:07.000+00:00,2023-10-21T15:23:44.000+00:00
5249,Vincent DIJOUX,FINISHER,M0 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:43:49.000+00:00,2023-10-20T22:07:23.000+00:00,2023-10-20T23:30:01.000+00:00,2023-10-21T00:01:56.000+00:00,2023-10-21T00:26:09.000+00:00,2023-10-21T02:29:27.000+00:00,2023-10-21T03:30:08.000+00:00,2023-10-21T04:24:17.000+00:00,2023-10-21T05:50:40.000+00:00,2023-10-21T06:52:29.000+00:00,2023-10-21T07:53:15.000+00:00,2023-10-21T08:21:18.000+00:00,2023-10-21T09:49:18.000+00:00,2023-10-21T10:13:12.000+00:00,2023-10-21T11:29:27.000+00:00,2023-10-21T12:46:44.000+00:00,2023-10-21T14:44:15.000+00:00,2023-10-21T15:30:11.000+00:00
5912,Reshad BOBATE,FINISHER,M0 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:47:24.000+00:00,2023-10-20T22:17:13.000+00:00,2023-10-20T23:42:23.000+00:00,2023-10-21T00:15:52.000+00:00,2023-10-21T00:42:20.000+00:00,2023-10-21T02:41:01.000+00:00,2023-10-21T03:43:37.000+00:00,2023-10-21T04:40:48.000+00:00,2023-10-21T06:16:52.000+00:00,2023-10-21T07:20:30.000+00:00,2023-10-21T08:26:56.000+00:00,2023-10-21T08:55:08.000+00:00,2023-10-21T10:22:53.000+00:00,2023-10-21T10:48:17.000+00:00,2023-10-21T12:10:25.000+00:00,2023-10-21T13:16:41.000+00:00,2023-10-21T14:48:58.000+00:00,2023-10-21T15:32:03.000+00:00
6493,Fabien BRUNETEAU,FINISHER,M0 H,MALE,RE,2023-10-20T20:01:49.000+00:00,2023-10-20T20:44:14.000+00:00,2023-10-20T22:08:59.000+00:00,2023-10-20T23:31:41.000+00:00,2023-10-21T00:03:05.000+00:00,2023-10-21T00:28:20.000+00:00,2023-10-21T02:33:00.000+00:00,2023-10-21T03:31:17.000+00:00,2023-10-21T04:25:14.000+00:00,2023-10-21T05:58:49.000+00:00,2023-10-21T07:02:03.000+00:00,2023-10-21T08:00:56.000+00:00,2023-10-21T08:27:33.000+00:00,2023-10-21T09:53:13.000+00:00,2023-10-21T10:19:46.000+00:00,2023-10-21T12:00:47.000+00:00,2023-10-21T13:11:01.000+00:00,2023-10-21T14:49:56.000+00:00,2023-10-21T15:43:38.000+00:00
5657,Tanguy THIERY,FINISHER,M0 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:44:15.000+00:00,2023-10-20T22:09:06.000+00:00,2023-10-20T23:33:24.000+00:00,2023-10-21T00:05:01.000+00:00,2023-10-21T00:31:33.000+00:00,2023-10-21T02:32:23.000+00:00,2023-10-21T03:29:35.000+00:00,2023-10-21T04:21:13.000+00:00,2023-10-21T05:49:14.000+00:00,2023-10-21T06:53:06.000+00:00,2023-10-21T07:52:32.000+00:00,2023-10-21T08:15:30.000+00:00,2023-10-21T09:42:00.000+00:00,2023-10-21T10:04:30.000+00:00,2023-10-21T11:31:07.000+00:00,2023-10-21T12:51:32.000+00:00,2023-10-21T14:46:42.000+00:00,2023-10-21T15:48:25.000+00:00
6559,Fabrice PERIANAYAGOM,FINISHER,M2 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:51:54.000+00:00,2023-10-20T22:34:04.000+00:00,2023-10-21T00:02:44.000+00:00,2023-10-21T00:35:08.000+00:00,2023-10-21T01:03:31.000+00:00,2023-10-21T03:06:07.000+00:00,2023-10-21T04:03:00.000+00:00,2023-10-21T04:59:46.000+00:00,2023-10-21T06:24:35.000+00:00,2023-10-21T07:26:47.000+00:00,2023-10-21T08:28:12.000+00:00,2023-10-21T08:55:18.000+00:00,2023-10-21T10:20:13.000+00:00,2023-10-21T10:40:47.000+00:00,2023-10-21T12:03:10.000+00:00,2023-10-21T13:16:20.000+00:00,2023-10-21T15:06:41.000+00:00,2023-10-21T15:49:23.000+00:00
6210,Angelique Victoria LESPORT,FINISHER,SE F,FEMALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:47:58.000+00:00,2023-10-20T22:20:16.000+00:00,2023-10-20T23:43:47.000+00:00,2023-10-21T00:21:32.000+00:00,2023-10-21T00:43:16.000+00:00,2023-10-21T02:42:12.000+00:00,2023-10-21T03:38:00.000+00:00,2023-10-21T04:39:31.000+00:00,2023-10-21T06:05:50.000+00:00,2023-10-21T07:05:42.000+00:00,2023-10-21T08:06:02.000+00:00,2023-10-21T08:40:39.000+00:00,2023-10-21T09:58:44.000+00:00,2023-10-21T10:24:34.000+00:00,2023-10-21T11:45:16.000+00:00,2023-10-21T13:09:25.000+00:00,2023-10-21T14:55:30.000+00:00,2023-10-21T15:58:12.000+00:00
5723,Martin IDRAC,FINISHER,SE H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:47:13.000+00:00,2023-10-20T22:21:04.000+00:00,2023-10-20T23:50:38.000+00:00,2023-10-21T00:23:08.000+00:00,2023-10-21T00:47:05.000+00:00,2023-10-21T02:56:58.000+00:00,2023-10-21T04:00:17.000+00:00,2023-10-21T04:55:27.000+00:00,2023-10-21T06:29:44.000+00:00,2023-10-21T07:33:30.000+00:00,2023-10-21T08:35:39.000+00:00,2023-10-21T09:03:15.000+00:00,2023-10-21T10:38:49.000+00:00,2023-10-21T11:00:27.000+00:00,2023-10-21T12:13:57.000+00:00,2023-10-21T13:27:06.000+00:00,2023-10-21T15:12:01.000+00:00,2023-10-21T16:01:17.000+00:00
5289,Pascal MASSOU,FINISHER,M2 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:43:58.000+00:00,2023-10-20T22:08:32.000+00:00,2023-10-20T23:32:08.000+00:00,2023-10-21T00:03:27.000+00:00,2023-10-21T00:30:13.000+00:00,2023-10-21T02:32:39.000+00:00,2023-10-21T03:38:22.000+00:00,2023-10-21T04:44:38.000+00:00,2023-10-21T06:10:49.000+00:00,2023-10-21T07:15:03.000+00:00,2023-10-21T08:16:38.000+00:00,2023-10-21T08:43:33.000+00:00,2023-10-21T10:05:24.000+00:00,2023-10-21T10:29:23.000+00:00,2023-10-21T11:53:40.000+00:00,2023-10-21T13:20:25.000+00:00,2023-10-21T15:20:38.000+00:00,2023-10-21T16:07:31.000+00:00
5788,Jean-Philippe BOUL,FINISHER,SE H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:47:13.000+00:00,2023-10-20T22:18:39.000+00:00,2023-10-20T23:43:55.000+00:00,2023-10-21T00:18:08.000+00:00,2023-10-21T00:45:03.000+00:00,2023-10-21T02:48:57.000+00:00,2023-10-21T03:48:15.000+00:00,2023-10-21T04:43:48.000+00:00,2023-10-21T06:13:30.000+00:00,2023-10-21T07:25:03.000+00:00,2023-10-21T08:26:26.000+00:00,2023-10-21T08:54:20.000+00:00,2023-10-21T10:20:48.000+00:00,2023-10-21T10:46:37.000+00:00,2023-10-21T12:12:39.000+00:00,2023-10-21T13:29:08.000+00:00,2023-10-21T15:18:11.000+00:00,2023-10-21T16:08:18.000+00:00
6592,Julia BRULIN,FINISHER,M1 F,FEMALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:47:10.000+00:00,2023-10-20T22:20:10.000+00:00,2023-10-20T23:39:08.000+00:00,2023-10-21T00:09:53.000+00:00,2023-10-21T00:31:27.000+00:00,2023-10-21T02:38:06.000+00:00,2023-10-21T03:35:18.000+00:00,2023-10-21T04:31:20.000+00:00,2023-10-21T06:09:11.000+00:00,2023-10-21T07:19:54.000+00:00,2023-10-21T08:22:40.000+00:00,2023-10-21T08:51:14.000+00:00,2023-10-21T10:23:11.000+00:00,2023-10-21T10:53:24.000+00:00,2023-10-21T12:21:57.000+00:00,2023-10-21T13:35:11.000+00:00,2023-10-21T15:22:13.000+00:00,2023-10-21T16:16:20.000+00:00
5126,Etienne ZURFLUH,FINISHER,M3 H,MALE,CH,2023-10-20T20:01:49.000+00:00,2023-10-20T20:47:47.000+00:00,2023-10-20T22:21:50.000+00:00,2023-10-20T23:44:21.000+00:00,2023-10-21T00:16:55.000+00:00,2023-10-21T00:43:36.000+00:00,2023-10-21T02:46:11.000+00:00,2023-10-21T03:48:04.000+00:00,2023-10-21T04:43:58.000+00:00,2023-10-21T06:15:58.000+00:00,2023-10-21T07:21:55.000+00:00,2023-10-21T08:22:41.000+00:00,2023-10-21T08:48:47.000+00:00,2023-10-21T10:27:27.000+00:00,2023-10-21T10:48:58.000+00:00,2023-10-21T12:19:21.000+00:00,2023-10-21T13:34:38.000+00:00,2023-10-21T15:29:41.000+00:00,2023-10-21T16:27:43.000+00:00
6439,Olivier GONZALEZ RODRIGUEZ,FINISHER,M0 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:43:58.000+00:00,2023-10-20T22:06:52.000+00:00,2023-10-20T23:30:02.000+00:00,2023-10-21T00:07:44.000+00:00,2023-10-21T00:29:46.000+00:00,2023-10-21T02:26:50.000+00:00,2023-10-21T03:27:08.000+00:00,2023-10-21T04:23:18.000+00:00,2023-10-21T05:50:33.000+00:00,2023-10-21T06:53:02.000+00:00,2023-10-21T07:53:42.000+00:00,2023-10-21T08:22:50.000+00:00,2023-10-21T09:42:04.000+00:00,2023-10-21T10:04:28.000+00:00,2023-10-21T11:38:25.000+00:00,2023-10-21T13:04:51.000+00:00,2023-10-21T15:14:01.000+00:00,2023-10-21T16:23:56.000+00:00
6261,Thomas MAHO,FINISHER,SE H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:45:12.000+00:00,2023-10-20T22:12:20.000+00:00,2023-10-20T23:32:34.000+00:00,2023-10-21T00:04:57.000+00:00,2023-10-21T00:30:37.000+00:00,2023-10-21T02:34:33.000+00:00,2023-10-21T03:38:12.000+00:00,2023-10-21T04:33:49.000+00:00,2023-10-21T06:13:46.000+00:00,2023-10-21T07:22:24.000+00:00,2023-10-21T08:30:01.000+00:00,2023-10-21T09:00:07.000+00:00,2023-10-21T10:40:31.000+00:00,2023-10-21T11:04:55.000+00:00,2023-10-21T12:37:17.000+00:00,2023-10-21T13:56:00.000+00:00,2023-10-21T15:38:01.000+00:00,2023-10-21T16:31:19.000+00:00
5945,Cédric PLAIRE,FINISHER,M0 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:46:10.000+00:00,2023-10-20T22:13:21.000+00:00,2023-10-20T23:37:06.000+00:00,2023-10-21T00:16:00.000+00:00,2023-10-21T00:42:03.000+00:00,2023-10-21T02:45:47.000+00:00,2023-10-21T03:48:01.000+00:00,2023-10-21T04:48:19.000+00:00,2023-10-21T06:16:57.000+00:00,2023-10-21T07:34:30.000+00:00,2023-10-21T08:32:25.000+00:00,2023-10-21T09:09:50.000+00:00,2023-10-21T10:32:57.000+00:00,2023-10-21T10:56:43.000+00:00,2023-10-21T12:22:03.000+00:00,2023-10-21T13:50:08.000+00:00,2023-10-21T15:44:44.000+00:00,2023-10-21T16:32:27.000+00:00
5673,Amélie HUCHET,FINISHER,SE F,FEMALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:48:32.000+00:00,2023-10-20T22:21:57.000+00:00,2023-10-20T23:44:10.000+00:00,2023-10-21T00:16:42.000+00:00,2023-10-21T00:39:29.000+00:00,2023-10-21T02:47:00.000+00:00,2023-10-21T03:44:35.000+00:00,2023-10-21T04:42:57.000+00:00,2023-10-21T06:16:50.000+00:00,2023-10-21T07:22:43.000+00:00,2023-10-21T08:28:51.000+00:00,2023-10-21T09:02:26.000+00:00,2023-10-21T10:30:39.000+00:00,2023-10-21T10:57:36.000+00:00,2023-10-21T12:27:35.000+00:00,2023-10-21T13:50:41.000+00:00,2023-10-21T15:42:30.000+00:00,2023-10-21T16:44:10.000+00:00
5954,Jérôme VIDOT,FINISHER,M0 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:51:37.000+00:00,2023-10-20T22:28:13.000+00:00,2023-10-21T00:00:16.000+00:00,2023-10-21T00:36:50.000+00:00,2023-10-21T01:00:51.000+00:00,2023-10-21T03:11:00.000+00:00,2023-10-21T04:18:04.000+00:00,2023-10-21T05:17:51.000+00:00,2023-10-21T06:51:25.000+00:00,2023-10-21T07:55:39.000+00:00,2023-10-21T08:58:21.000+00:00,2023-10-21T09:24:04.000+00:00,2023-10-21T10:56:04.000+00:00,2023-10-21T11:18:27.000+00:00,2023-10-21T12:44:25.000+00:00,2023-10-21T14:04:09.000+00:00,2023-10-21T15:58:43.000+00:00,2023-10-21T16:47:17.000+00:00
5601,Mickael GRUBER,FINISHER,M0 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:43:20.000+00:00,2023-10-20T22:00:54.000+00:00,2023-10-20T23:12:31.000+00:00,2023-10-20T23:40:45.000+00:00,2023-10-21T00:04:46.000+00:00,2023-10-21T02:02:42.000+00:00,2023-10-21T02:59:58.000+00:00,2023-10-21T03:54:36.000+00:00,2023-10-21T05:33:45.000+00:00,2023-10-21T06:39:47.000+00:00,2023-10-21T07:43:45.000+00:00,2023-10-21T08:15:16.000+00:00,2023-10-21T09:53:50.000+00:00,2023-10-21T10:19:30.000+00:00,2023-10-21T12:06:55.000+00:00,2023-10-21T13:34:58.000+00:00,2023-10-21T15:53:25.000+00:00,2023-10-21T16:51:07.000+00:00
