bib,name,status,category,sex,country,Cilaos,Mare Josep,Cav Dufour,Bélouve,Hell-Bourg,Bras Marro,Merles,Nouvelle,Marla,Roche plat,orangers,Pass Oussy,Deux Bras,Dos d'Ane,Ratinaud,Possession,Chaloupe,Colorado,St Denis
5129,Cédric JACQUES,FINISHER,M2 H,MALE,FR,2023-10-20T20:21:53.000+00:00,2023-10-20T21:15:52.000+00:00,2023-10-20T23:32:42.000+00:00,2023-10-21T01:23:18.000+00:00,2023-10-21T02:07:13.000+00:00,2023-10-21T02:45:20.000+00:00,2023-10-21T05:23:54.000+00:00,2023-10-21T06:57:42.000+00:00,2023-10-21T08:06:26.000+00:00,2023-10-21T10:26:12.000+00:00,2023-10-21T12:09:21.000+00:00,2023-10-21T14:31:30.000+00:00,2023-10-21T15:20:12.000+00:00,2023-10-21T18:06:53.000+00:00,2023-10-21T18:54:18.000+00:00,2023-10-21T21:21:19.000+00:00,2023-10-21T23:23:11.000+00:00,2023-10-22T01:54:52.000+00:00,2023-10-22T03:52:12.000+00:00
5536,Florence TECHER,FINISHER,M3 F,FEMALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:04:26.000+00:00,2023-10-20T23:17:36.000+00:00,2023-10-21T01:23:52.000+00:00,2023-10-21T02:25:28.000+00:00,2023-10-21T03:06:43.000+00:00,2023-10-21T05:43:47.000+00:00,2023-10-21T07:31:15.000+00:00,2023-10-21T08:39:42.000+00:00,2023-10-21T11:32:10.000+00:00,2023-10-21T13:12:18.000+00:00,2023-10-21T14:53:23.000+00:00,2023-10-21T15:31:09.000+00:00,2023-10-21T18:24:33.000+00:00,2023-10-21T19:07:52.000+00:00,2023-10-21T21:56:29.000+00:00,2023-10-21T23:40:13.000+00:00,2023-10-22T02:13:07.000+00:00,2023-10-22T03:52:38.000+00:00
5015,Frédéric LABAUDINIERE,FINISHER,M2 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T21:05:49.000+00:00,2023-10-20T23:22:11.000+00:00,2023-10-21T01:41:34.000+00:00,2023-10-21T02:49:54.000+00:00,2023-10-21T03:27:58.000+00:00,2023-10-21T06:12:25.000+00:00,2023-10-21T07:44:04.000+00:00,2023-10-21T09:09:36.000+00:00,2023-10-21T11:50:06.000+00:00,2023-10-21T13:45:45.000+00:00,2023-10-21T15:31:16.000+00:00,2023-10-21T16:18:39.000+00:00,2023-10-21T18:54:41.000+00:00,2023-10-21T19:34:56.000+00:00,2023-10-21T21:57:19.000+00:00,2023-10-21T23:44:54.000+00:00,2023-10-22T02:09:36.000+00:00,2023-10-22T07:10:07.000+00:00
6198,Louise DERVILLE,FINISHER,SE F,FEMALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:06:46.000+00:00,2023-10-20T23:15:31.000+00:00,2023-10-21T01:14:11.000+00:00,2023-10-21T01:56:11.000+00:00,2023-10-21T02:36:53.000+00:00,2023-10-21T05:23:38.000+00:00,2023-10-21T06:44:48.000+00:00,2023-10-21T07:54:25.000+00:00,2023-10-21T10:15:26.000+00:00,2023-10-21T11:54:13.000+00:00,2023-10-21T13:41:08.000+00:00,2023-10-21T14:22:58.000+00:00,2023-10-21T17:01:55.000+00:00,2023-10-21T17:40:49.000+00:00,2023-10-21T20:08:43.000+00:00,2023-10-21T23:02:38.000+00:00,2023-10-22T02:15:04.000+00:00,2023-10-22T03:53:07.000+00:00
5449,Vincent LEBROUC,FINISHER,M0 H,MALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:15:26.000+00:00,2023-10-20T23:41:32.000+00:00,2023-10-21T01:31:49.000+00:00,2023-10-21T02:29:26.000+00:00,2023-10-21T02:59:14.000+00:00,2023-10-21T05:48:00.000+00:00,2023-10-21T07:01:26.000+00:00,2023-10-21T08:07:47.000+00:00,2023-10-21T10:44:03.000+00:00,2023-10-21T12:31:01.000+00:00,2023-10-21T14:07:53.000+00:00,2023-10-21T14:57:00.000+00:00,2023-10-21T17:22:09.000+00:00,2023-10-21T18:02:16.000+00:00,2023-10-21T20:05:30.000+00:00,2023-10-22T00:04:28.000+00:00,2023-10-22T02:47:22.000+00:00,2023-10-22T04:05:18.000+00:00
5333,Olivier WILLAUMEZ,FINISHER,M3 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:59:21.000+00:00,2023-10-20T23:03:41.000+00:00,2023-10-21T01:02:21.000+00:00,2023-10-21T01:47:28.000+00:00,2023-10-21T02:25:46.000+00:00,2023-10-21T05:17:14.000+00:00,2023-10-21T06:45:43.000+00:00,2023-10-21T07:47:38.000+00:00,2023-10-21T10:16:45.000+00:00,2023-10-21T12:40:36.000+00:00,2023-10-21T14:32:05.000+00:00,2023-10-21T15:11:26.000+00:00,2023-10-21T19:04:08.000+00:00,2023-10-21T19:42:30.000+00:00,2023-10-21T21:42:14.000+00:00,2023-10-22T00:18:44.000+00:00,2023-10-22T02:48:58.000+00:00,2023-10-22T03:56:51.000+00:00
6312,Camille DOUAUD,FINISHER,M1 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T21:01:41.000+00:00,2023-10-20T23:10:01.000+00:00,2023-10-21T01:18:31.000+00:00,2023-10-21T02:19:47.000+00:00,2023-10-21T03:02:34.000+00:00,2023-10-21T05:57:17.000+00:00,2023-10-21T07:38:53.000+00:00,2023-10-21T08:52:46.000+00:00,2023-10-21T11:26:07.000+00:00,2023-10-21T13:19:43.000+00:00,2023-10-21T15:11:30.000+00:00,2023-10-21T15:53:58.000+00:00,2023-10-21T18:28:06.000+00:00,2023-10-21T19:00:14.000+00:00,2023-10-21T21:08:14.000+00:00,2023-10-21T23:58:24.000+00:00,2023-10-22T02:47:34.000+00:00,2023-10-22T04:02:40.000+00:00
6291,Alexandre SCHNEIDER,FINISHER,SE H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:56:03.000+00:00,2023-10-20T22:51:00.000+00:00,2023-10-21T00:42:27.000+00:00,2023-10-21T01:31:11.000+00:00,2023-10-21T02:06:17.000+00:00,2023-10-21T05:16:19.000+00:00,2023-10-21T06:37:53.000+00:00,2023-10-21T07:43:38.000+00:00,2023-10-21T10:05:16.000+00:00,2023-10-21T12:20:20.000+00:00,2023-10-21T14:24:24.000+00:00,2023-10-21T15:20:01.000+00:00,2023-10-21T18:06:58.000+00:00,2023-10-21T18:40:34.000+00:00,2023-10-21T21:11:32.000+00:00,2023-10-21T23:15:50.000+00:00,2023-10-22T02:19:22.000+00:00,2023-10-22T04:10:49.000+00:00
5900,Thibault BOUCHER,FINISHER,SE H,MALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:18:46.000+00:00,2023-10-20T23:51:50.000+00:00,2023-10-21T01:54:37.000+00:00,2023-10-21T02:51:22.000+00:00,2023-10-21T03:28:30.000+00:00,2023-10-21T06:03:19.000+00:00,2023-10-21T07:24:22.000+00:00,2023-10-21T08:40:01.000+00:00,2023-10-21T11:03:01.000+00:00,2023-10-21T12:50:31.000+00:00,2023-10-21T14:31:08.000+00:00,2023-10-21T15:19:57.000+00:00,2023-10-21T18:07:33.000+00:00,2023-10-21T18:40:32.000+00:00,2023-10-21T21:00:11.000+00:00,2023-10-21T23:15:52.000+00:00,2023-10-22T02:27:17.000+00:00,2023-10-22T04:10:59.000+00:00
5672,Maëlle DURET,FINISHER,M0 F,FEMALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T21:02:05.000+00:00,2023-10-20T23:11:01.000+00:00,2023-10-21T01:18:24.000+00:00,2023-10-21T02:06:22.000+00:00,2023-10-21T02:41:33.000+00:00,2023-10-21T05:28:44.000+00:00,2023-10-21T07:01:52.000+00:00,2023-10-21T08:14:41.000+00:00,2023-10-21T11:02:41.000+00:00,2023-10-21T12:34:30.000+00:00,2023-10-21T14:16:29.000+00:00,2023-10-21T14:57:42.000+00:00,2023-10-21T17:44:58.000+00:00,2023-10-21T18:24:44.000+00:00,2023-10-21T20:58:10.000+00:00,2023-10-21T23:12:45.000+00:00,2023-10-22T02:13:18.000+00:00,2023-10-22T04:05:27.000+00:00
5631,Delphine ROY,FINISHER,SE F,FEMALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:59:55.000+00:00,2023-10-20T23:02:22.000+00:00,2023-10-21T01:01:07.000+00:00,2023-10-21T01:44:38.000+00:00,2023-10-21T02:19:13.000+00:00,2023-10-21T04:58:31.000+00:00,2023-10-21T06:24:59.000+00:00,2023-10-21T07:35:24.000+00:00,2023-10-21T09:58:58.000+00:00,2023-10-21T12:04:10.000+00:00,2023-10-21T13:55:37.000+00:00,2023-10-21T14:46:34.000+00:00,2023-10-21T17:41:10.000+00:00,2023-10-21T18:22:37.000+00:00,2023-10-21T20:40:36.000+00:00,2023-10-21T23:35:44.000+00:00,2023-10-22T02:27:37.000+00:00,2023-10-22T04:05:27.000+00:00
6058,Jammes BARET,FINISHER,M2 H,MALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:03:49.000+00:00,2023-10-20T23:12:56.000+00:00,2023-10-21T01:14:28.000+00:00,2023-10-21T02:23:36.000+00:00,2023-10-21T03:02:13.000+00:00,2023-10-21T05:56:42.000+00:00,2023-10-21T07:32:18.000+00:00,2023-10-21T08:45:46.000+00:00,2023-10-21T11:01:19.000+00:00,2023-10-21T12:50:43.000+00:00,2023-10-21T15:02:53.000+00:00,2023-10-21T15:39:19.000+00:00,2023-10-21T17:40:00.000+00:00,2023-10-21T18:25:17.000+00:00,2023-10-21T21:21:08.000+00:00,2023-10-21T23:42:07.000+00:00,2023-10-22T02:25:15.000+00:00,2023-10-22T04:06:07.000+00:00
5056,Erwann LE GALL,FINISHER,M2 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T21:03:02.000+00:00,2023-10-20T23:16:22.000+00:00,2023-10-21T01:20:14.000+00:00,2023-10-21T02:08:04.000+00:00,2023-10-21T02:47:46.000+00:00,2023-10-21T05:39:05.000+00:00,2023-10-21T07:04:16.000+00:00,2023-10-21T08:21:07.000+00:00,2023-10-21T10:34:35.000+00:00,2023-10-21T12:22:22.000+00:00,2023-10-21T14:20:13.000+00:00,2023-10-21T15:11:13.000+00:00,2023-10-21T18:17:49.000+00:00,2023-10-21T18:52:24.000+00:00,2023-10-21T21:18:36.000+00:00,2023-10-21T23:33:08.000+00:00,2023-10-22T02:50:06.000+00:00,2023-10-22T04:08:23.000+00:00
6164,Maximin PAYET,FINISHER,M1 H,MALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:05:20.000+00:00,2023-10-20T23:13:40.000+00:00,2023-10-21T01:14:16.000+00:00,2023-10-21T01:58:35.000+00:00,2023-10-21T02:43:56.000+00:00,2023-10-21T05:59:55.000+00:00,2023-10-21T07:37:18.000+00:00,2023-10-21T08:45:55.000+00:00,2023-10-21T11:22:49.000+00:00,2023-10-21T13:14:24.000+00:00,2023-10-21T15:11:36.000+00:00,2023-10-21T15:50:06.000+00:00,2023-10-21T18:04:39.000+00:00,2023-10-21T18:41:38.000+00:00,2023-10-21T21:03:59.000+00:00,2023-10-21T22:59:26.000+00:00,2023-10-22T02:09:24.000+00:00,2023-10-22T04:08:26.000+00:00
6533,Alexandre KHARITONOFF,FINISHER,M0 H,MALE,FR,2023-10-20T20:21:53.000+00:00,2023-10-20T21:20:50.000+00:00,2023-10-21T00:01:43.000+00:00,2023-10-21T02:14:30.000+00:00,2023-10-21T02:57:05.000+00:00,2023-10-21T03:29:33.000+00:00,2023-10-21T06:20:05.000+00:00,2023-10-21T07:32:55.000+00:00,2023-10-21T08:43:23.000+00:00,2023-10-21T11:00:00.000+00:00,2023-10-21T12:46:43.000+00:00,2023-10-21T14:33:26.000+00:00,2023-10-21T15:20:00.000+00:00,2023-10-21T18:06:16.000+00:00,2023-10-21T18:41:16.000+00:00,2023-10-21T21:33:38.000+00:00,2023-10-21T23:26:17.000+00:00,2023-10-22T02:33:00.000+00:00,2023-10-22T04:08:48.000+00:00
6445,Maxime LOCQUENEUX,FINISHER,M0 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:54:04.000+00:00,2023-10-20T22:48:44.000+00:00,2023-10-21T00:45:33.000+00:00,2023-10-21T01:37:56.000+00:00,2023-10-21T02:07:05.000+00:00,2023-10-21T04:49:05.000+00:00,2023-10-21T06:17:48.000+00:00,2023-10-21T07:24:45.000+00:00,2023-10-21T09:33:17.000+00:00,2023-10-21T11:26:55.000+00:00,2023-10-21T13:21:32.000+00:00,2023-10-21T14:07:27.000+00:00,2023-10-21T16:58:22.000+00:00,2023-10-21T17:37:48.000+00:00,2023-10-21T21:14:53.000+00:00,2023-10-21T23:12:48.000+00:00,2023-10-22T02:26:39.000+00:00,2023-10-22T04:09:15.000+00:00
5507,Arthur RAE,FINISHER,SE H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T21:07:49.000+00:00,2023-10-20T23:26:42.000+00:00,2023-10-21T01:41:24.000+00:00,2023-10-21T02:43:33.000+00:00,2023-10-21T03:17:59.000+00:00,2023-10-21T06:03:16.000+00:00,2023-10-21T07:27:40.000+00:00,2023-10-21T08:39:49.000+00:00,2023-10-21T10:59:47.000+00:00,2023-10-21T12:45:49.000+00:00,2023-10-21T14:46:46.000+00:00,2023-10-21T15:30:25.000+00:00,2023-10-21T17:54:33.000+00:00,2023-10-21T18:32:37.000+00:00,2023-10-21T21:25:27.000+00:00,2023-10-21T23:50:17.000+00:00,2023-10-22T02:36:18.000+00:00,2023-10-22T04:15:15.000+00:00
5174,Guillaume COURTEAUD,FINISHER,M2 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T21:07:50.000+00:00,2023-10-20T23:26:44.000+00:00,2023-10-21T01:41:22.000+00:00,2023-10-21T02:43:45.000+00:00,2023-10-21T03:17:56.000+00:00,2023-10-21T06:03:15.000+00:00,2023-10-21T07:27:38.000+00:00,2023-10-21T08:39:47.000+00:00,2023-10-21T10:59:42.000+00:00,2023-10-21T12:45:47.000+00:00,2023-10-21T14:46:29.000+00:00,2023-10-21T15:29:52.000+00:00,2023-10-21T17:54:31.000+00:00,2023-10-21T18:31:09.000+00:00,2023-10-21T21:25:23.000+00:00,2023-10-21T23:50:14.000+00:00,2023-10-22T02:37:04.000+00:00,2023-10-22T04:16:39.000+00:00
5978,Marion TORRES,FINISHER,M3 F,FEMALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:57:24.000+00:00,2023-10-20T23:00:37.000+00:00,2023-10-21T01:10:27.000+00:00,2023-10-21T02:01:31.000+00:00,2023-10-21T02:35:45.000+00:00,2023-10-21T05:31:39.000+00:00,2023-10-21T07:06:58.000+00:00,2023-10-21T08:28:02.000+00:00,2023-10-21T11:02:28.000+00:00,2023-10-21T12:58:19.000+00:00,2023-10-21T15:04:58.000+00:00,2023-10-21T15:52:49.000+00:00,2023-10-21T18:22:39.000+00:00,2023-10-21T19:04:43.000+00:00,2023-10-21T21:30:54.000+00:00,2023-10-21T23:31:35.000+00:00,2023-10-22T02:28:31.000+00:00,2023-10-22T04:16:42.000+00:00
5738,Laurent RAMIN,FINISHER,M2 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T21:06:58.000+00:00,2023-10-20T23:26:34.000+00:00,2023-10-21T01:24:41.000+00:00,2023-10-21T02:31:36.000+00:00,2023-10-21T03:15:33.000+00:00,2023-10-21T06:18:23.000+00:00,2023-10-21T07:44:30.000+00:00,2023-10-21T08:54:04.000+00:00,2023-10-21T10:49:10.000+00:00,2023-10-21T12:32:06.000+00:00,2023-10-21T14:21:41.000+00:00,2023-10-21T15:08:13.000+00:00,2023-10-21T18:41:34.000+00:00,2023-10-21T19:22:15.000+00:00,2023-10-21T21:44:49.000+00:00,2023-10-22T00:28:26.000+00:00,2023-10-22T03:10:29.000+00:00,2023-10-22T04:16:47.000+00:00
6060,Guillaume REMY,FINISHER,M2 H,MALE,RE,2023-10-20T20:01:49.000+00:00,2023-10-20T21:03:52.000+00:00,2023-10-20T23:15:17.000+00:00,2023-10-21T01:17:51.000+00:00,2023-10-21T02:00:15.000+00:00,2023-10-21T02:38:31.000+00:00,2023-10-21T05:08:14.000+00:00,2023-10-21T06:18:26.000+00:00,2023-10-21T07:29:22.000+00:00,2023-10-21T09:21:38.000+00:00,2023-10-21T10:44:18.000+00:00,2023-10-21T12:11:20.000+00:00,2023-10-21T12:50:29.000+00:00,2023-10-21T15:54:12.000+00:00,2023-10-21T16:39:26.000+00:00,2023-10-21T20:36:20.000+00:00,2023-10-21T23:15:05.000+00:00,2023-10-22T02:43:58.000+00:00,2023-10-22T04:20:34.000+00:00
5806,Valerine VAHA,FINISHER,M1 F,FEMALE,MG,2023-10-20T20:01:49.000+00:00,2023-10-20T21:08:55.000+00:00,2023-10-20T23:27:57.000+00:00,2023-10-21T01:41:32.000+00:00,2023-10-21T02:28:15.000+00:00,2023-10-21T03:10:50.000+00:00,2023-10-21T06:10:49.000+00:00,2023-10-21T07:47:09.000+00:00,2023-10-21T09:13:32.000+00:00,2023-10-21T11:30:31.000+00:00,2023-10-21T13:32:25.000+00:00,2023-10-21T15:09:20.000+00:00,2023-10-21T15:49:05.000+00:00,2023-10-21T18:06:29.000+00:00,2023-10-21T18:43:12.000+00:00,2023-10-21T21:01:13.000+00:00,2023-10-21T23:26:06.000+00:00,2023-10-22T02:34:46.000+00:00,2023-10-22T11:34:58.000+00:00
5872,Roger JEAN MARIE,FINISHER,SE H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T21:09:12.000+00:00,2023-10-20T23:28:35.000+00:00,2023-10-21T01:34:55.000+00:00,2023-10-21T02:43:10.000+00:00,2023-10-21T03:28:33.000+00:00,2023-10-21T06:03:21.000+00:00,2023-10-21T07:36:43.000+00:00,2023-10-21T09:13:13.000+00:00,2023-10-21T11:25:45.000+00:00,2023-10-21T13:36:10.000+00:00,2023-10-21T15:14:17.000+00:00,2023-10-21T16:00:04.000+00:00,2023-10-21T19:31:04.000+00:00,2023-10-21T20:16:00.000+00:00,2023-10-21T22:30:43.000+00:00,2023-10-22T01:20:29.000+00:00,2023-10-22T03:07:26.000+00:00,2023-10-22T04:45:02.000+00:00
5041,Nicolas LE GUYADER,FINISHER,M0 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:56:14.000+00:00,2023-10-20T22:52:05.000+00:00,2023-10-21T00:52:10.000+00:00,2023-10-21T01:47:42.000+00:00,2023-10-21T02:40:40.000+00:00,2023-10-21T05:19:38.000+00:00,2023-10-21T06:55:54.000+00:00,2023-10-21T08:17:38.000+00:00,2023-10-21T10:47:59.000+00:00,2023-10-21T12:56:39.000+00:00,2023-10-21T15:09:00.000+00:00,2023-10-21T15:55:01.000+00:00,2023-10-21T18:48:44.000+00:00,2023-10-21T19:35:55.000+00:00,2023-10-21T22:00:01.000+00:00,2023-10-22T00:15:43.000+00:00,2023-10-22T02:48:03.000+00:00,2023-10-22T04:23:09.000+00:00
5362,Yannick DUCARME,FINISHER,M3 H,MALE,BE,2023-10-20T20:01:49.000+00:00,2023-10-20T20:55:31.000+00:00,2023-10-20T22:53:05.000+00:00,2023-10-21T01:00:23.000+00:00,2023-10-21T01:57:36.000+00:00,2023-10-21T02:25:43.000+00:00,2023-10-21T05:05:43.000+00:00,2023-10-21T06:34:10.000+00:00,2023-10-21T07:42:48.000+00:00,2023-10-21T09:56:47.000+00:00,2023-10-21T11:52:40.000+00:00,2023-10-21T13:43:36.000+00:00,2023-10-21T14:26:43.000+00:00,2023-10-21T17:32:15.000+00:00,2023-10-21T18:07:01.000+00:00,2023-10-21T20:26:49.000+00:00,2023-10-21T23:38:15.000+00:00,2023-10-22T02:38:25.000+00:00,2023-10-22T04:22:10.000+00:00
5025,Didier PARMANUM,FINISHER,M1 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:54:48.000+00:00,2023-10-20T22:53:25.000+00:00,2023-10-21T00:45:12.000+00:00,2023-10-21T02:03:32.000+00:00,2023-10-21T02:40:46.000+00:00,2023-10-21T05:31:36.000+00:00,2023-10-21T06:56:02.000+00:00,2023-10-21T08:17:36.000+00:00,2023-10-21T10:52:18.000+00:00,2023-10-21T13:09:28.000+00:00,2023-10-21T15:03:29.000+00:00,2023-10-21T15:38:48.000+00:00,2023-10-21T18:18:12.000+00:00,2023-10-21T19:00:06.000+00:00,2023-10-21T21:21:03.000+00:00,2023-10-22T00:01:54.000+00:00,2023-10-22T03:12:50.000+00:00,2023-10-22T04:23:23.000+00:00
5069,Arnaud LE DALL,FINISHER,M1 H,MALE,FR,2023-10-20T20:21:53.000+00:00,2023-10-20T21:16:16.000+00:00,2023-10-20T23:43:41.000+00:00,2023-10-21T01:49:15.000+00:00,2023-10-21T02:37:09.000+00:00,2023-10-21T03:17:50.000+00:00,2023-10-21T05:47:52.000+00:00,2023-10-21T07:14:06.000+00:00,2023-10-21T08:24:27.000+00:00,2023-10-21T11:29:17.000+00:00,2023-10-21T13:07:43.000+00:00,2023-10-21T14:43:52.000+00:00,2023-10-21T15:30:53.000+00:00,2023-10-21T18:23:53.000+00:00,2023-10-21T19:05:52.000+00:00,2023-10-21T21:08:39.000+00:00,2023-10-21T23:42:37.000+00:00,2023-10-22T02:38:05.000+00:00,2023-10-22T04:26:16.000+00:00
5455,Pierre MALET,FINISHER,M2 H,MALE,FR,2023-10-20T20:21:53.000+00:00,2023-10-20T21:16:26.000+00:00,2023-10-20T23:44:55.000+00:00,2023-10-21T01:54:43.000+00:00,2023-10-21T03:02:45.000+00:00,2023-10-21T03:38:31.000+00:00,2023-10-21T06:35:01.000+00:00,2023-10-21T07:57:15.000+00:00,2023-10-21T09:13:18.000+00:00,2023-10-21T11:29:39.000+00:00,2023-10-21T13:03:17.000+00:00,2023-10-21T14:45:46.000+00:00,2023-10-21T15:31:26.000+00:00,2023-10-21T18:06:38.000+00:00,2023-10-21T18:49:14.000+00:00,2023-10-21T21:49:04.000+00:00,2023-10-21T23:49:42.000+00:00,2023-10-22T02:49:06.000+00:00,2023-10-22T04:24:43.000+00:00
5437,Thomas FÊTU,FINISHER,M1 H,MALE,FR,2023-10-20T20:21:53.000+00:00,2023-10-20T21:19:15.000+00:00,2023-10-21T00:00:53.000+00:00,2023-10-21T02:16:10.000+00:00,2023-10-21T03:04:55.000+00:00,2023-10-21T03:46:41.000+00:00,2023-10-21T06:27:14.000+00:00,2023-10-21T07:51:49.000+00:00,2023-10-21T09:10:19.000+00:00,2023-10-21T11:29:07.000+00:00,2023-10-21T13:12:07.000+00:00,2023-10-21T14:47:29.000+00:00,2023-10-21T15:38:12.000+00:00,2023-10-21T18:06:12.000+00:00,2023-10-21T18:52:54.000+00:00,2023-10-21T21:16:05.000+00:00,2023-10-21T23:43:17.000+00:00,2023-10-22T02:48:07.000+00:00,2023-10-22T04:25:45.000+00:00
6327,Gwenaël BONIZEC,FINISHER,M2 H,MALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:05:00.000+00:00,2023-10-20T23:17:57.000+00:00,2023-10-21T01:19:04.000+00:00,2023-10-21T02:25:19.000+00:00,2023-10-21T02:56:30.000+00:00,2023-10-21T06:06:43.000+00:00,2023-10-21T07:20:06.000+00:00,2023-10-21T08:42:25.000+00:00,2023-10-21T10:56:03.000+00:00,2023-10-21T12:45:55.000+00:00,2023-10-21T14:41:51.000+00:00,2023-10-21T15:24:12.000+00:00,2023-10-21T18:35:50.000+00:00,2023-10-21T19:19:21.000+00:00,2023-10-21T22:41:04.000+00:00,2023-10-22T00:33:25.000+00:00,2023-10-22T02:59:24.000+00:00,2023-10-22T04:29:45.000+00:00
6193,Florent GUÉHENNEUX,FINISHER,M1 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T21:05:21.000+00:00,2023-10-20T23:20:05.000+00:00,2023-10-21T01:34:10.000+00:00,2023-10-21T02:59:10.000+00:00,2023-10-21T03:32:08.000+00:00,2023-10-21T06:22:17.000+00:00,2023-10-21T08:09:59.000+00:00,2023-10-21T09:23:22.000+00:00,2023-10-21T11:50:53.000+00:00,2023-10-21T13:48:04.000+00:00,2023-10-21T15:38:49.000+00:00,2023-10-21T16:19:24.000+00:00,2023-10-21T19:26:58.000+00:00,2023-10-21T20:03:12.000+00:00,2023-10-21T22:27:12.000+00:00,2023-10-22T00:40:10.000+00:00,2023-10-22T03:18:35.000+00:00,2023-10-22T04:33:06.000+00:00
5829,Laura PAYET,FINISHER,M0 F,FEMALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T21:00:29.000+00:00,2023-10-20T23:08:32.000+00:00,2023-10-21T01:17:57.000+00:00,2023-10-21T02:32:51.000+00:00,2023-10-21T03:03:20.000+00:00,2023-10-21T06:12:02.000+00:00,2023-10-21T07:45:26.000+00:00,2023-10-21T09:11:12.000+00:00,2023-10-21T11:50:11.000+00:00,2023-10-21T13:38:09.000+00:00,2023-10-21T15:25:05.000+00:00,2023-10-21T16:09:42.000+00:00,2023-10-21T18:58:48.000+00:00,2023-10-21T19:44:51.000+00:00,2023-10-21T21:57:21.000+00:00,2023-10-22T00:22:45.000+00:00,2023-10-22T03:12:54.000+00:00,2023-10-22T04:38:53.000+00:00
5469,Bastoi OUSSENI COMBO,FINISHER,M0 H,MALE,FR,2023-10-20T20:21:53.000+00:00,2023-10-20T21:18:29.000+00:00,2023-10-20T23:52:14.000+00:00,2023-10-21T02:05:59.000+00:00,2023-10-21T02:53:18.000+00:00,2023-10-21T03:36:12.000+00:00,2023-10-21T06:26:18.000+00:00,2023-10-21T08:00:32.000+00:00,2023-10-21T09:17:07.000+00:00,2023-10-21T12:01:01.000+00:00,2023-10-21T14:01:26.000+00:00,2023-10-21T15:56:08.000+00:00,2023-10-21T16:43:59.000+00:00,2023-10-21T19:44:51.000+00:00,2023-10-21T20:33:58.000+00:00,2023-10-21T22:36:28.000+00:00,2023-10-22T00:44:54.000+00:00,2023-10-22T03:22:28.000+00:00,2023-10-22T04:32:13.000+00:00
5894,Antoine GOUBERT,FINISHER,SE H,MALE,FR,2023-10-20T20:21:53.000+00:00,2023-10-20T21:17:36.000+00:00,2023-10-20T23:58:38.000+00:00,2023-10-21T02:26:13.000+00:00,2023-10-21T03:09:53.000+00:00,2023-10-21T03:58:19.000+00:00,2023-10-21T06:52:57.000+00:00,2023-10-21T08:20:55.000+00:00,2023-10-21T09:28:20.000+00:00,2023-10-21T11:31:11.000+00:00,2023-10-21T13:31:01.000+00:00,2023-10-21T15:04:54.000+00:00,2023-10-21T15:49:28.000+00:00,2023-10-21T19:20:36.000+00:00,2023-10-21T20:00:35.000+00:00,2023-10-21T22:14:31.000+00:00,2023-10-22T00:20:45.000+00:00,2023-10-22T03:18:01.000+00:00,2023-10-22T04:32:27.000+00:00
6347,Jean LAUNAY,FINISHER,M5 H,MALE,CA,2023-10-20T20:01:49.000+00:00,2023-10-20T21:06:51.000+00:00,2023-10-20T23:20:34.000+00:00,2023-10-21T01:25:11.000+00:00,2023-10-21T02:15:52.000+00:00,2023-10-21T02:59:16.000+00:00,2023-10-21T05:50:54.000+00:00,2023-10-21T07:25:24.000+00:00,2023-10-21T08:47:20.000+00:00,2023-10-21T11:13:23.000+00:00,2023-10-21T13:07:57.000+00:00,2023-10-21T15:04:46.000+00:00,2023-10-21T15:55:03.000+00:00,2023-10-21T18:37:57.000+00:00,2023-10-21T19:15:10.000+00:00,2023-10-21T21:48:32.000+00:00,2023-10-22T00:11:05.000+00:00,2023-10-22T03:09:23.000+00:00,2023-10-22T04:33:58.000+00:00
