bib,name,status,category,sex,country,Cilaos,Mare Josep,Cav Dufour,Bélouve,Hell-Bourg,Bras Marro,Merles,Nouvelle,Marla,Plat. Cerf,orangers,Pass Oussy,Deux Bras,Dos d'Ane,Ratinaud,Possession,Chaloupe,Colorado,St Denis
5131,Frédéric LEGROS,FINISHER,M1 H,MALE,FR,2022-10-21T21:05:00.000+00:00,2022-10-21T21:53:36.000+00:00,2022-10-21T23:58:50.000+00:00,2022-10-22T01:49:01.000+00:00,2022-10-22T02:34:51.000+00:00,2022-10-22T03:00:16.000+00:00,2022-10-22T05:08:20.000+00:00,2022-10-22T06:10:31.000+00:00,2022-10-22T07:08:04.000+00:00,2022-10-22T08:40:33.000+00:00,2022-10-22T10:00:05.000+00:00,2022-10-22T11:17:43.000+00:00,2022-10-22T11:55:12.000+00:00,2022-10-22T14:17:49.000+00:00,2022-10-22T14:46:08.000+00:00,2022-10-22T16:28:24.000+00:00,2022-10-22T18:17:46.000+00:00,2022-10-22T20:37:16.000+00:00,2022-10-22T22:10:41.000+00:00
6056,Julien DAVIAU,FINISHER,SE H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:35:32.000+00:00,2022-10-21T23:26:39.000+00:00,2022-10-22T01:07:22.000+00:00,2022-10-22T01:47:23.000+00:00,2022-10-22T02:15:23.000+00:00,2022-10-22T04:44:45.000+00:00,2022-10-22T05:55:22.000+00:00,2022-10-22T06:56:53.000+00:00,2022-10-22T08:44:33.000+00:00,2022-10-22T10:10:33.000+00:00,2022-10-22T11:33:53.000+00:00,2022-10-22T12:09:42.000+00:00,2022-10-22T14:21:32.000+00:00,2022-10-22T14:51:31.000+00:00,2022-10-22T16:42:08.000+00:00,2022-10-22T18:37:37.000+00:00,2022-10-22T20:56:54.000+00:00,2022-10-22T22:11:47.000+00:00
5355,Olivier DORLA,FINISHER,M1 H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:36:24.000+00:00,2022-10-21T23:36:06.000+00:00,2022-10-22T01:24:51.000+00:00,2022-10-22T02:13:10.000+00:00,2022-10-22T02:38:33.000+00:00,2022-10-22T05:05:45.000+00:00,2022-10-22T06:18:13.000+00:00,2022-10-22T07:23:42.000+00:00,2022-10-22T09:07:54.000+00:00,2022-10-22T10:30:27.000+00:00,2022-10-22T11:45:32.000+00:00,2022-10-22T12:20:09.000+00:00,2022-10-22T14:34:02.000+00:00,2022-10-22T15:03:33.000+00:00,2022-10-22T16:42:26.000+00:00,2022-10-22T18:31:11.000+00:00,2022-10-22T20:54:04.000+00:00,2022-10-22T22:13:09.000+00:00
6049,Simon THORET,FINISHER,SE H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:39:47.000+00:00,2022-10-21T23:39:32.000+00:00,2022-10-22T01:23:19.000+00:00,2022-10-22T02:03:59.000+00:00,2022-10-22T02:29:45.000+00:00,2022-10-22T04:52:24.000+00:00,2022-10-22T06:01:58.000+00:00,2022-10-22T06:55:46.000+00:00,2022-10-22T08:26:02.000+00:00,2022-10-22T09:39:09.000+00:00,2022-10-22T10:53:18.000+00:00,2022-10-22T11:26:09.000+00:00,2022-10-22T13:15:43.000+00:00,2022-10-22T13:42:45.000+00:00,2022-10-22T15:21:55.000+00:00,2022-10-22T17:27:35.000+00:00,2022-10-22T20:31:03.000+00:00,2022-10-22T22:13:50.000+00:00
5502,Clément PERRET,FINISHER,SE H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:30:29.000+00:00,2022-10-21T23:05:57.000+00:00,2022-10-22T00:33:48.000+00:00,2022-10-22T01:15:19.000+00:00,2022-10-22T01:39:09.000+00:00,2022-10-22T03:55:59.000+00:00,2022-10-22T04:58:11.000+00:00,2022-10-22T06:02:48.000+00:00,2022-10-22T07:41:49.000+00:00,2022-10-22T09:13:09.000+00:00,2022-10-22T10:38:25.000+00:00,2022-10-22T11:10:17.000+00:00,2022-10-22T13:17:56.000+00:00,2022-10-22T13:49:38.000+00:00,2022-10-22T16:42:15.000+00:00,2022-10-22T18:25:45.000+00:00,2022-10-22T21:02:54.000+00:00,2022-10-22T22:16:40.000+00:00
5998,Solène GIRARD,FINISHER,SE F,FEMALE,FR,2022-10-21T21:05:00.000+00:00,2022-10-21T21:55:21.000+00:00,2022-10-22T00:03:39.000+00:00,2022-10-22T01:47:00.000+00:00,2022-10-22T02:28:19.000+00:00,2022-10-22T02:52:21.000+00:00,2022-10-22T05:21:32.000+00:00,2022-10-22T06:29:43.000+00:00,2022-10-22T07:30:27.000+00:00,2022-10-22T09:15:37.000+00:00,2022-10-22T10:36:36.000+00:00,2022-10-22T11:53:24.000+00:00,2022-10-22T12:28:50.000+00:00,2022-10-22T14:39:24.000+00:00,2022-10-22T15:07:53.000+00:00,2022-10-22T16:48:43.000+00:00,2022-10-22T18:56:35.000+00:00,2022-10-22T21:14:37.000+00:00,2022-10-22T23:28:15.000+00:00
6280,Cleo LIBELLE,FINISHER,M4 H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:32:18.000+00:00,2022-10-21T23:28:01.000+00:00,2022-10-22T01:18:26.000+00:00,2022-10-22T02:05:47.000+00:00,2022-10-22T02:41:13.000+00:00,2022-10-22T05:21:20.000+00:00,2022-10-22T06:26:53.000+00:00,2022-10-22T07:23:32.000+00:00,2022-10-22T09:07:50.000+00:00,2022-10-22T10:47:37.000+00:00,2022-10-22T12:14:17.000+00:00,2022-10-22T12:54:04.000+00:00,2022-10-22T14:43:02.000+00:00,2022-10-22T15:10:41.000+00:00,2022-10-22T16:47:20.000+00:00,2022-10-22T18:34:02.000+00:00,2022-10-22T21:16:50.000+00:00,2022-10-22T22:21:41.000+00:00
5535,François LHEUREUX,FINISHER,M1 H,MALE,BE,2022-10-21T20:45:00.000+00:00,2022-10-21T21:31:47.000+00:00,2022-10-21T23:14:29.000+00:00,2022-10-22T01:05:09.000+00:00,2022-10-22T01:57:17.000+00:00,2022-10-22T02:23:23.000+00:00,2022-10-22T04:56:42.000+00:00,2022-10-22T06:17:58.000+00:00,2022-10-22T07:13:18.000+00:00,2022-10-22T08:56:29.000+00:00,2022-10-22T10:33:56.000+00:00,2022-10-22T12:06:16.000+00:00,2022-10-22T12:37:05.000+00:00,2022-10-22T15:02:34.000+00:00,2022-10-22T15:30:12.000+00:00,2022-10-22T17:15:29.000+00:00,2022-10-22T19:03:39.000+00:00,2022-10-22T21:15:20.000+00:00,2022-10-22T22:23:33.000+00:00
6121,Romain GARNIER,FINISHER,SE H,MALE,FR,2022-10-21T21:05:00.000+00:00,2022-10-21T21:58:27.000+00:00,2022-10-22T00:19:55.000+00:00,2022-10-22T02:40:59.000+00:00,2022-10-22T03:41:29.000+00:00,2022-10-22T04:05:42.000+00:00,2022-10-22T06:12:41.000+00:00,2022-10-22T07:12:05.000+00:00,2022-10-22T08:13:28.000+00:00,2022-10-22T10:26:56.000+00:00,2022-10-22T11:47:23.000+00:00,2022-10-22T13:00:33.000+00:00,2022-10-22T13:29:59.000+00:00,2022-10-22T15:23:16.000+00:00,2022-10-22T15:56:33.000+00:00,2022-10-22T17:22:30.000+00:00,2022-10-22T19:06:20.000+00:00,2022-10-22T21:12:05.000+00:00,2022-10-22T22:33:56.000+00:00
6181,Thierry DREINAZA,FINISHER,M0 H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:39:36.000+00:00,2022-10-21T23:40:42.000+00:00,2022-10-22T01:35:35.000+00:00,2022-10-22T02:21:58.000+00:00,2022-10-22T02:49:28.000+00:00,2022-10-22T05:30:35.000+00:00,2022-10-22T07:20:20.000+00:00,2022-10-22T08:22:04.000+00:00,2022-10-22T10:14:26.000+00:00,2022-10-22T11:42:52.000+00:00,2022-10-22T12:53:37.000+00:00,2022-10-22T13:26:04.000+00:00,2022-10-22T15:13:59.000+00:00,2022-10-22T15:58:09.000+00:00,2022-10-22T17:16:19.000+00:00,2022-10-22T19:07:38.000+00:00,2022-10-22T21:39:38.000+00:00,2022-10-22T22:34:18.000+00:00
6222,Maxence LOISON,FINISHER,SE H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:35:30.000+00:00,2022-10-21T23:26:24.000+00:00,2022-10-22T01:11:34.000+00:00,2022-10-22T02:03:29.000+00:00,2022-10-22T02:29:43.000+00:00,2022-10-22T04:56:22.000+00:00,2022-10-22T06:05:41.000+00:00,2022-10-22T07:11:59.000+00:00,2022-10-22T09:15:24.000+00:00,2022-10-22T10:42:24.000+00:00,2022-10-22T11:57:40.000+00:00,2022-10-22T12:30:51.000+00:00,2022-10-22T14:50:39.000+00:00,2022-10-22T15:17:55.000+00:00,2022-10-22T17:18:26.000+00:00,2022-10-22T19:04:39.000+00:00,2022-10-22T21:24:14.000+00:00,2022-10-22T22:34:21.000+00:00
5521,David PAYET,FINISHER,M0 H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:29:15.000+00:00,2022-10-21T23:02:43.000+00:00,2022-10-22T00:32:37.000+00:00,2022-10-22T01:17:36.000+00:00,2022-10-22T01:44:51.000+00:00,2022-10-22T04:38:51.000+00:00,2022-10-22T06:24:30.000+00:00,2022-10-22T07:33:34.000+00:00,2022-10-22T09:39:19.000+00:00,2022-10-22T11:32:56.000+00:00,2022-10-22T12:48:44.000+00:00,2022-10-22T13:16:07.000+00:00,2022-10-22T15:03:05.000+00:00,2022-10-22T15:54:58.000+00:00,2022-10-22T17:38:45.000+00:00,2022-10-22T20:03:31.000+00:00,2022-10-22T21:50:10.000+00:00,2022-10-22T22:38:18.000+00:00
5831,Andréas DORRIÈRE,FINISHER,SE H,MALE,FR,2022-10-21T20:55:00.000+00:00,2022-10-21T21:47:55.000+00:00,2022-10-21T23:44:22.000+00:00,2022-10-22T01:33:56.000+00:00,2022-10-22T02:22:06.000+00:00,2022-10-22T02:50:56.000+00:00,2022-10-22T05:22:00.000+00:00,2022-10-22T06:31:50.000+00:00,2022-10-22T07:32:30.000+00:00,2022-10-22T09:41:58.000+00:00,2022-10-22T11:05:45.000+00:00,2022-10-22T12:32:46.000+00:00,2022-10-22T13:05:46.000+00:00,2022-10-22T15:07:46.000+00:00,2022-10-22T15:41:14.000+00:00,2022-10-22T17:13:19.000+00:00,2022-10-22T19:05:33.000+00:00,2022-10-22T21:14:45.000+00:00,2022-10-22T22:38:27.000+00:00
5894,Guillaume BOEYE,FINISHER,M3 H,MALE,FR,2022-10-21T20:55:00.000+00:00,2022-10-21T21:53:45.000+00:00,2022-10-21T23:59:33.000+00:00,2022-10-22T01:49:38.000+00:00,2022-10-22T02:26:43.000+00:00,2022-10-22T02:58:06.000+00:00,2022-10-22T05:30:16.000+00:00,2022-10-22T06:48:21.000+00:00,2022-10-22T08:15:45.000+00:00,2022-10-22T10:02:25.000+00:00,2022-10-22T11:26:18.000+00:00,2022-10-22T12:51:57.000+00:00,2022-10-22T13:24:37.000+00:00,2022-10-22T15:30:18.000+00:00,2022-10-22T15:59:27.000+00:00,2022-10-22T17:37:11.000+00:00,2022-10-22T19:20:45.000+00:00,2022-10-22T21:33:27.000+00:00,2022-10-22T22:43:11.000+00:00
5961,Alexandre CORNU,FINISHER,SE H,MALE,FR,2022-10-21T20:55:00.000+00:00,2022-10-21T21:49:51.000+00:00,2022-10-21T23:56:07.000+00:00,2022-10-22T01:49:19.000+00:00,2022-10-22T02:42:58.000+00:00,2022-10-22T03:06:50.000+00:00,2022-10-22T05:37:08.000+00:00,2022-10-22T06:55:19.000+00:00,2022-10-22T07:59:48.000+00:00,2022-10-22T09:57:17.000+00:00,2022-10-22T11:26:41.000+00:00,2022-10-22T12:40:49.000+00:00,2022-10-22T13:12:26.000+00:00,2022-10-22T15:17:21.000+00:00,2022-10-22T15:48:16.000+00:00,2022-10-22T17:36:59.000+00:00,2022-10-22T19:15:49.000+00:00,2022-10-22T21:33:21.000+00:00,2022-10-22T22:43:13.000+00:00
6081,Eric NODODUS,FINISHER,M1 H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:35:29.000+00:00,2022-10-21T23:26:29.000+00:00,2022-10-22T01:12:03.000+00:00,2022-10-22T01:59:30.000+00:00,2022-10-22T02:25:35.000+00:00,2022-10-22T05:04:53.000+00:00,2022-10-22T06:19:42.000+00:00,2022-10-22T07:25:14.000+00:00,,2022-10-22T10:36:23.000+00:00,2022-10-22T11:53:12.000+00:00,2022-10-22T12:26:23.000+00:00,2022-10-22T14:23:30.000+00:00,2022-10-22T14:58:20.000+00:00,2022-10-22T16:53:13.000+00:00,2022-10-22T19:01:25.000+00:00,2022-10-22T21:25:13.000+00:00,2022-10-22T22:43:48.000+00:00
5137,Nicolas DERANGERE,FINISHER,SE H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:37:30.000+00:00,2022-10-21T23:30:34.000+00:00,2022-10-22T01:16:27.000+00:00,2022-10-22T02:06:49.000+00:00,2022-10-22T02:33:53.000+00:00,2022-10-22T05:01:55.000+00:00,2022-10-22T06:14:18.000+00:00,2022-10-22T07:18:27.000+00:00,2022-10-22T09:07:58.000+00:00,2022-10-22T10:36:06.000+00:00,2022-10-22T11:57:27.000+00:00,2022-10-22T12:35:26.000+00:00,2022-10-22T15:10:34.000+00:00,2022-10-22T15:36:14.000+00:00,2022-10-22T17:14:27.000+00:00,2022-10-22T19:06:47.000+00:00,2022-10-22T21:29:46.000+00:00,2022-10-22T22:44:52.000+00:00
5749,Thomas CORONE,FINISHER,SE H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:30:15.000+00:00,2022-10-21T23:02:14.000+00:00,2022-10-22T00:27:11.000+00:00,2022-10-22T01:10:13.000+00:00,2022-10-22T01:30:58.000+00:00,2022-10-22T03:37:39.000+00:00,2022-10-22T04:37:03.000+00:00,2022-10-22T05:34:25.000+00:00,2022-10-22T07:07:28.000+00:00,2022-10-22T08:45:49.000+00:00,2022-10-22T10:25:15.000+00:00,2022-10-22T11:01:06.000+00:00,2022-10-22T14:18:17.000+00:00,2022-10-22T14:44:49.000+00:00,2022-10-22T16:15:38.000+00:00,2022-10-22T18:27:09.000+00:00,2022-10-22T20:53:57.000+00:00,2022-10-22T22:47:35.000+00:00
5855,Alexis ABADIE,FINISHER,M1 H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:41:11.000+00:00,2022-10-21T23:41:26.000+00:00,2022-10-22T01:29:23.000+00:00,2022-10-22T02:14:36.000+00:00,2022-10-22T02:42:48.000+00:00,2022-10-22T05:26:13.000+00:00,2022-10-22T06:39:48.000+00:00,2022-10-22T07:40:59.000+00:00,2022-10-22T09:31:44.000+00:00,2022-10-22T10:55:05.000+00:00,2022-10-22T12:11:14.000+00:00,2022-10-22T12:44:48.000+00:00,2022-10-22T14:43:56.000+00:00,2022-10-22T15:17:06.000+00:00,2022-10-22T17:04:26.000+00:00,2022-10-22T19:06:24.000+00:00,2022-10-22T21:39:30.000+00:00,2022-10-22T22:48:49.000+00:00
5703,Didier LOYEN,FINISHER,M4 H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:37:33.000+00:00,2022-10-21T23:41:25.000+00:00,2022-10-22T01:35:07.000+00:00,2022-10-22T02:17:15.000+00:00,2022-10-22T02:47:52.000+00:00,2022-10-22T05:15:47.000+00:00,2022-10-22T07:10:33.000+00:00,2022-10-22T08:12:30.000+00:00,2022-10-22T09:53:18.000+00:00,2022-10-22T11:14:50.000+00:00,2022-10-22T12:33:36.000+00:00,2022-10-22T13:06:36.000+00:00,2022-10-22T15:30:30.000+00:00,2022-10-22T15:59:26.000+00:00,2022-10-22T17:44:12.000+00:00,2022-10-22T19:21:27.000+00:00,2022-10-22T21:39:13.000+00:00,2022-10-22T22:49:03.000+00:00
5202,Jonathan LILLYWHITE,FINISHER,M0 H,MALE,BE,2022-10-21T20:45:00.000+00:00,2022-10-21T21:32:39.000+00:00,2022-10-21T23:15:49.000+00:00,2022-10-22T00:43:21.000+00:00,2022-10-22T01:27:16.000+00:00,2022-10-22T01:52:53.000+00:00,2022-10-22T04:27:43.000+00:00,2022-10-22T05:41:41.000+00:00,2022-10-22T06:46:19.000+00:00,2022-10-22T08:31:18.000+00:00,2022-10-22T10:06:17.000+00:00,2022-10-22T11:26:50.000+00:00,2022-10-22T12:01:12.000+00:00,2022-10-22T14:42:51.000+00:00,2022-10-22T15:16:52.000+00:00,2022-10-22T17:04:01.000+00:00,2022-10-22T19:23:52.000+00:00,2022-10-22T21:48:36.000+00:00,2022-10-22T22:49:10.000+00:00
5125,Arnaud GLATRE,FINISHER,M3 H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:35:40.000+00:00,2022-10-21T23:41:06.000+00:00,2022-10-22T01:28:20.000+00:00,2022-10-22T02:10:15.000+00:00,2022-10-22T02:35:05.000+00:00,2022-10-22T05:10:16.000+00:00,2022-10-22T06:23:35.000+00:00,2022-10-22T07:28:51.000+00:00,2022-10-22T09:37:15.000+00:00,2022-10-22T11:01:13.000+00:00,2022-10-22T12:29:11.000+00:00,2022-10-22T13:04:45.000+00:00,2022-10-22T15:35:35.000+00:00,2022-10-22T16:03:17.000+00:00,2022-10-22T17:49:39.000+00:00,2022-10-22T19:27:43.000+00:00,2022-10-22T21:48:18.000+00:00,2022-10-22T22:49:32.000+00:00
6133,Benjamin PIGNON,FINISHER,SE H,MALE,FR,2022-10-21T21:05:00.000+00:00,2022-10-21T21:53:43.000+00:00,2022-10-21T23:56:03.000+00:00,2022-10-22T01:29:04.000+00:00,2022-10-22T02:12:22.000+00:00,2022-10-22T02:36:08.000+00:00,2022-10-22T04:47:37.000+00:00,2022-10-22T05:49:58.000+00:00,2022-10-22T07:02:10.000+00:00,2022-10-22T08:28:59.000+00:00,2022-10-22T10:03:17.000+00:00,2022-10-22T11:14:28.000+00:00,2022-10-22T12:17:58.000+00:00,2022-10-22T14:19:39.000+00:00,2022-10-22T14:47:18.000+00:00,2022-10-22T16:27:34.000+00:00,2022-10-22T19:51:56.000+00:00,2022-10-22T21:48:28.000+00:00,2022-10-22T22:49:16.000+00:00
6182,Jean Pascal POUNOUSSAMY,FINISHER,M1 H,MALE,FR,2022-10-21T21:05:00.000+00:00,2022-10-21T22:04:29.000+00:00,2022-10-22T00:26:20.000+00:00,2022-10-22T02:13:32.000+00:00,2022-10-22T03:05:14.000+00:00,2022-10-22T03:34:26.000+00:00,2022-10-22T06:17:53.000+00:00,2022-10-22T07:33:12.000+00:00,2022-10-22T08:43:37.000+00:00,2022-10-22T10:42:29.000+00:00,2022-10-22T11:58:18.000+00:00,2022-10-22T13:16:07.000+00:00,2022-10-22T13:53:45.000+00:00,2022-10-22T16:17:01.000+00:00,2022-10-22T16:43:03.000+00:00,2022-10-22T18:23:52.000+00:00,2022-10-22T19:58:01.000+00:00,2022-10-22T21:59:53.000+00:00,2022-10-22T22:49:56.000+00:00
5681,Olivia MARTIN,FINISHER,M0 F,FEMALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:36:03.000+00:00,2022-10-21T23:31:06.000+00:00,2022-10-22T01:28:45.000+00:00,2022-10-22T02:13:32.000+00:00,2022-10-22T02:41:08.000+00:00,2022-10-22T05:08:35.000+00:00,2022-10-22T06:36:25.000+00:00,2022-10-22T07:48:32.000+00:00,2022-10-22T09:49:38.000+00:00,2022-10-22T11:22:00.000+00:00,2022-10-22T12:42:59.000+00:00,2022-10-22T13:18:02.000+00:00,2022-10-22T15:27:41.000+00:00,2022-10-22T15:56:17.000+00:00,2022-10-22T17:41:27.000+00:00,2022-10-22T19:32:24.000+00:00,2022-10-22T21:39:18.000+00:00,2022-10-22T22:50:28.000+00:00
5659,Grégoire FLEURY,FINISHER,SE H,MALE,FR,2022-10-21T21:05:00.000+00:00,2022-10-21T22:00:37.000+00:00,2022-10-22T00:01:06.000+00:00,2022-10-22T01:43:54.000+00:00,2022-10-22T02:24:13.000+00:00,2022-10-22T02:50:52.000+00:00,2022-10-22T05:06:05.000+00:00,2022-10-22T06:20:21.000+00:00,2022-10-22T07:23:10.000+00:00,2022-10-22T08:59:21.000+00:00,2022-10-22T10:40:50.000+00:00,2022-10-22T12:03:21.000+00:00,2022-10-22T12:55:14.000+00:00,2022-10-22T14:45:18.000+00:00,2022-10-22T15:18:07.000+00:00,2022-10-22T17:05:42.000+00:00,2022-10-22T18:54:59.000+00:00,2022-10-22T21:16:16.000+00:00,2022-10-22T22:51:48.000+00:00
5478,Bertrand DIDAT,FINISHER,M1 H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:39:40.000+00:00,2022-10-21T23:37:57.000+00:00,2022-10-22T01:15:59.000+00:00,2022-10-22T02:22:59.000+00:00,2022-10-22T02:49:03.000+00:00,2022-10-22T05:24:02.000+00:00,2022-10-22T06:29:58.000+00:00,2022-10-22T07:30:23.000+00:00,2022-10-22T09:42:01.000+00:00,2022-10-22T11:05:50.000+00:00,2022-10-22T12:29:33.000+00:00,2022-10-22T13:04:44.000+00:00,2022-10-22T15:18:51.000+00:00,2022-10-22T15:46:20.000+00:00,2022-10-22T17:08:49.000+00:00,2022-10-22T19:36:53.000+00:00,2022-10-22T21:49:09.000+00:00,2022-10-22T22:56:33.000+00:00
5486,David John DIJOUX,FINISHER,M2 H,MALE,FR,2022-10-21T20:55:00.000+00:00,2022-10-21T21:45:25.000+00:00,2022-10-21T23:37:28.000+00:00,2022-10-22T01:15:56.000+00:00,2022-10-22T01:55:23.000+00:00,2022-10-22T02:21:17.000+00:00,2022-10-22T04:48:52.000+00:00,2022-10-22T06:05:32.000+00:00,2022-10-22T07:08:34.000+00:00,2022-10-22T08:49:07.000+00:00,2022-10-22T10:03:06.000+00:00,2022-10-22T11:21:42.000+00:00,2022-10-22T11:58:52.000+00:00,2022-10-22T14:11:47.000+00:00,2022-10-22T14:51:33.000+00:00,2022-10-22T16:42:33.000+00:00,2022-10-22T18:48:15.000+00:00,2022-10-22T21:39:33.000+00:00,2022-10-22T23:02:43.000+00:00
5542,Alson RAJAT,FINISHER,M1 H,MALE,FR,2022-10-21T21:05:00.000+00:00,2022-10-21T21:51:28.000+00:00,2022-10-21T23:40:30.000+00:00,2022-10-22T01:29:30.000+00:00,2022-10-22T02:14:51.000+00:00,2022-10-22T02:46:17.000+00:00,2022-10-22T05:17:30.000+00:00,2022-10-22T06:33:29.000+00:00,2022-10-22T07:43:14.000+00:00,2022-10-22T09:40:25.000+00:00,2022-10-22T11:10:41.000+00:00,2022-10-22T12:48:00.000+00:00,2022-10-22T13:17:35.000+00:00,2022-10-22T15:13:45.000+00:00,2022-10-22T15:42:45.000+00:00,2022-10-22T17:21:02.000+00:00,2022-10-22T19:21:14.000+00:00,2022-10-22T21:55:49.000+00:00,2022-10-22T23:03:28.000+00:00
5762,Pierrot MOREL,FINISHER,M3 H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:40:12.000+00:00,2022-10-21T23:41:11.000+00:00,2022-10-22T01:35:40.000+00:00,2022-10-22T02:30:26.000+00:00,2022-10-22T03:02:48.000+00:00,2022-10-22T05:37:55.000+00:00,2022-10-22T06:52:39.000+00:00,2022-10-22T07:58:27.000+00:00,2022-10-22T09:58:43.000+00:00,2022-10-22T11:30:52.000+00:00,2022-10-22T12:58:44.000+00:00,2022-10-22T13:35:55.000+00:00,2022-10-22T15:53:09.000+00:00,2022-10-22T16:21:37.000+00:00,2022-10-22T17:57:55.000+00:00,2022-10-22T19:57:06.000+00:00,2022-10-22T22:07:15.000+00:00,2022-10-22T23:06:30.000+00:00
6282,William BUFFIERES,FINISHER,SE H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:40:42.000+00:00,2022-10-21T23:35:05.000+00:00,2022-10-22T01:20:48.000+00:00,2022-10-22T02:10:48.000+00:00,2022-10-22T02:38:55.000+00:00,2022-10-22T05:04:51.000+00:00,2022-10-22T06:27:52.000+00:00,2022-10-22T07:32:39.000+00:00,2022-10-22T09:32:45.000+00:00,2022-10-22T11:20:46.000+00:00,2022-10-22T12:42:10.000+00:00,2022-10-22T13:22:09.000+00:00,2022-10-22T15:32:20.000+00:00,2022-10-22T16:00:06.000+00:00,2022-10-22T17:44:21.000+00:00,2022-10-22T19:35:39.000+00:00,2022-10-22T21:55:01.000+00:00,2022-10-23T01:18:20.000+00:00
5668,Kilian BEGUE,FINISHER,SE H,MALE,FR,2022-10-21T21:05:00.000+00:00,2022-10-21T21:58:49.000+00:00,2022-10-22T00:16:03.000+00:00,2022-10-22T02:29:03.000+00:00,2022-10-22T03:32:44.000+00:00,2022-10-22T03:59:45.000+00:00,2022-10-22T06:20:15.000+00:00,2022-10-22T07:40:24.000+00:00,2022-10-22T08:40:18.000+00:00,2022-10-22T10:37:55.000+00:00,2022-10-22T12:07:20.000+00:00,2022-10-22T13:15:45.000+00:00,2022-10-22T13:53:08.000+00:00,2022-10-22T16:07:21.000+00:00,2022-10-22T16:31:34.000+00:00,2022-10-22T18:07:14.000+00:00,2022-10-22T19:50:55.000+00:00,2022-10-22T22:04:01.000+00:00,2022-10-22T23:06:51.000+00:00
5334,Maxime VAURIS,FINISHER,M0 H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:36:59.000+00:00,2022-10-21T23:38:06.000+00:00,2022-10-22T01:28:49.000+00:00,2022-10-22T02:20:23.000+00:00,2022-10-22T02:51:00.000+00:00,2022-10-22T05:11:52.000+00:00,2022-10-22T06:28:15.000+00:00,2022-10-22T07:34:14.000+00:00,2022-10-22T09:43:46.000+00:00,2022-10-22T11:07:32.000+00:00,2022-10-22T12:33:26.000+00:00,2022-10-22T13:07:04.000+00:00,2022-10-22T15:49:38.000+00:00,2022-10-22T16:14:10.000+00:00,2022-10-22T17:59:22.000+00:00,2022-10-22T19:59:26.000+00:00,2022-10-22T22:09:26.000+00:00,2022-10-22T23:07:11.000+00:00
5884,Nicolas CHAMIGNON,FINISHER,M0 H,MALE,FR,2022-10-21T21:05:00.000+00:00,2022-10-21T21:59:45.000+00:00,2022-10-22T00:14:20.000+00:00,2022-10-22T01:58:07.000+00:00,2022-10-22T02:41:33.000+00:00,2022-10-22T03:05:19.000+00:00,2022-10-22T05:31:01.000+00:00,2022-10-22T06:42:28.000+00:00,2022-10-22T07:44:51.000+00:00,2022-10-22T09:37:41.000+00:00,2022-10-22T11:13:04.000+00:00,2022-10-22T12:36:43.000+00:00,2022-10-22T13:11:39.000+00:00,2022-10-22T15:46:06.000+00:00,2022-10-22T16:13:07.000+00:00,2022-10-22T17:57:53.000+00:00,2022-10-22T19:51:25.000+00:00,2022-10-22T22:09:32.000+00:00,2022-10-22T23:07:10.000+00:00
6161,Roland HERMENIER,FINISHER,M2 H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:34:20.000+00:00,2022-10-21T23:24:53.000+00:00,2022-10-22T01:19:04.000+00:00,2022-10-22T02:11:03.000+00:00,2022-10-22T02:38:36.000+00:00,2022-10-22T05:17:35.000+00:00,2022-10-22T06:29:42.000+00:00,2022-10-22T07:34:10.000+00:00,2022-10-22T09:39:24.000+00:00,2022-10-22T11:01:18.000+00:00,2022-10-22T12:27:52.000+00:00,2022-10-22T13:02:13.000+00:00,2022-10-22T15:30:54.000+00:00,2022-10-22T16:01:24.000+00:00,2022-10-22T17:51:41.000+00:00,2022-10-22T19:30:49.000+00:00,2022-10-22T21:59:01.000+00:00,2022-10-22T23:09:43.000+00:00
