access,altitude,cutoff,distance,elevationGain,pointId,isAssistance,isMeet,lat,lon,name,raceId,services,shortName,type,livecams,dateFirstRunners,dateLastRunners
[],6,2023-10-19T21:40:00.000+00:00,0,0,0,False,True,-21.33945,55.45933,St Pierre Ravine Blanche,GRR,"['EMERGENCY', 'DRINK_SUPPLY']",St Pierre ,SIMPLE,[],2023-10-19T21:00:00.000+00:00,2023-10-19T21:00:00.000+00:00
[],652,2023-10-20T01:10:00.000+00:00,14170,668,2,False,True,-21.3127,55.54593,Domaine Vidot,GRR,"['EMERGENCY', 'DRINK_SUPPLY']",Dom Vidot,SIMPLE,[],2023-10-19T22:14:00.000+00:00,2023-10-20T00:33:00.000+00:00
[],1688,2023-10-20T05:25:00.000+00:00,28430,1830,10,False,True,-21.24597,55.59378,Notre Dame de la Paix,GRR,"['EMERGENCY', 'DRINK_SUPPLY']",Dame paix,SIMPLE,[],2023-10-19T23:59:00.000+00:00,2023-10-20T05:22:00.000+00:00
[],2027,2023-10-20T08:55:00.000+00:00,40830,2544,12,False,True,-21.20078,55.6206,Parking Aire Nez de Boeuf,GRR,"['EMERGENCY', 'DRINK_SUPPLY']",Nez boeuf,SIMPLE,[],2023-10-20T01:24:00.000+00:00,2023-10-20T09:33:00.000+00:00
[],1606,2023-10-20T11:10:00.000+00:00,51160,2594,14,False,True,-21.16108,55.57091,Mare à Boue,GRR,"['AID_STATION', 'EMERGENCY', 'DRINK_SUPPLY']",Mare Boue,SIMPLE,[],2023-10-20T02:13:00.000+00:00,2023-10-20T12:03:00.000+00:00
[],2490,,63340,3596,16,False,True,-21.11136,55.49529,Croisée coteaux Kerveguen,GRR,[],Croisée,SIMPLE,[],2023-10-20T04:03:00.000+00:00,2023-10-20T17:06:00.000+00:00
[],1400,,67890,3637,17,False,False,-21.1234,55.4832,Le Bloc,GRR,['DRINK_SUPPLY'],Le Bloc,SIMPLE,[],2023-10-20T04:27:00.000+00:00,2023-10-20T18:10:00.000+00:00
[],1390,,69990,3754,18,False,True,-21.12561,55.47234,Plateau des chênes,GRR,[],chênes,SIMPLE,[],2023-10-20T04:49:00.000+00:00,2023-10-20T19:00:00.000+00:00
[],1214,2023-10-20T18:55:00.000+00:00,72490,3769,19,False,True,-21.13641,55.47434,Cilaos (Stade),GRR,"['AID_STATION', 'EMERGENCY', 'DRINK_SUPPLY', 'BUS_STOP']",Cilaos,SIMPLE,[],2023-10-20T05:03:00.000+00:00,2023-10-20T19:38:00.000+00:00
[],1264,2023-10-20T21:40:00.000+00:00,79310,4336,30,False,True,-21.1176,55.45015, Sentier Taïbit (début),GRR,['DRINK_SUPPLY'],Taibit,SIMPLE,[],2023-10-20T06:09:00.000+00:00,2023-10-20T22:39:00.000+00:00
[],1625,2023-10-21T00:40:00.000+00:00,85510,5174,32,False,False,-21.10358,55.43415,Marla,GRR,"['EMERGENCY', 'DRINK_SUPPLY']",Marla,SIMPLE,[],2023-10-20T07:28:00.000+00:00,2023-10-21T02:33:00.000+00:00
[],1811,2023-10-21T04:10:00.000+00:00,92890,5698,36,False,False,-21.0662,55.45102,Plaine des Merles,GRR,"['EMERGENCY', 'DRINK_SUPPLY']",Merles,SIMPLE,[],2023-10-20T08:38:00.000+00:00,2023-10-21T05:54:00.000+00:00
[],1661,2023-10-21T05:10:00.000+00:00,95010,5789,38,False,True,-21.05489,55.45453,Sentier Scout,GRR,[],Sen. Scout,DOUBLE,[],2023-10-20T08:56:00.000+00:00,2023-10-21T06:43:00.000+00:00
[],894,,102950,6127,42,False,False,-21.04049,55.42617,Ilet à Bourse,GRR,[],Ilet Bours,SIMPLE,[],2023-10-20T09:57:00.000+00:00,2023-10-21T09:46:00.000+00:00
[],673,2023-10-21T09:25:00.000+00:00,106180,6250,44,False,False,-21.03846,55.40974,Gd Place les Bas / école,GRR,"['EMERGENCY', 'DRINK_SUPPLY']",Gd Place,SIMPLE,[],2023-10-20T10:20:00.000+00:00,2023-10-21T10:53:00.000+00:00
[],1279,2023-10-21T14:40:00.000+00:00,114190,7324,46,False,False,-21.07378,55.40099,Roche plate,GRR,"['EMERGENCY', 'DRINK_SUPPLY']",Roche plat,SIMPLE,[],2023-10-20T12:01:00.000+00:00,2023-10-21T16:00:00.000+00:00
[],977,,119600,7663,48,False,False,-21.04255,55.39243,Ilet des orangers,GRR,[],orangers,SIMPLE,[],2023-10-20T12:49:00.000+00:00,2023-10-21T18:26:00.000+00:00
[],381,,125490,8007,49,False,False,-21.02214,55.40437,Passerelle d'Oussy,GRR,['DRINK_SUPPLY'],Pass Oussy,SIMPLE,[],2023-10-20T13:42:00.000+00:00,2023-10-21T21:05:00.000+00:00
[],271,2023-10-21T21:10:00.000+00:00,128640,8124,50,False,True,-21.00276,55.39208,Deux Bras,GRR,"['AID_STATION', 'EMERGENCY', 'DRINK_SUPPLY']",Deux Bras,SIMPLE,[],2023-10-20T14:05:00.000+00:00,2023-10-21T22:13:00.000+00:00
[],876,,133790,8972,51,False,True,-20.98057,55.37215,Dos d'Ane,GRR,"['AID_STATION', 'EMERGENCY', 'DRINK_SUPPLY']",Dos d'Ane,SIMPLE,[],2023-10-20T15:22:00.000+00:00,2023-10-22T02:02:00.000+00:00
[],473,2023-10-22T01:40:00.000+00:00,137120,8996,52,False,True,-20.96357,55.35868,Chemin Ratinaud,GRR,['DRINK_SUPPLY'],Ratinaud,SIMPLE,[],2023-10-20T15:44:00.000+00:00,2023-10-22T03:05:00.000+00:00
[],13,2023-10-22T04:40:00.000+00:00,145510,9170,54,False,True,-20.927,55.33792,La possession,GRR,"['EMERGENCY', 'DRINK_SUPPLY']",Possession,SIMPLE,[],2023-10-20T16:41:00.000+00:00,2023-10-22T05:45:00.000+00:00
[],18,2023-10-22T07:40:00.000+00:00,152940,9479,56,False,True,-20.89599,55.37706,Grande Chaloupe,GRR,"['EMERGENCY', 'DRINK_SUPPLY']",Chaloupe,SIMPLE,[],2023-10-20T17:42:00.000+00:00,2023-10-22T08:37:00.000+00:00
[],684,2023-10-22T13:25:00.000+00:00,161940,10316,60,False,True,-20.90832,55.42341,Le Colorado,GRR,"['EMERGENCY', 'DRINK_SUPPLY']",Colorado,SIMPLE,[],2023-10-20T19:22:00.000+00:00,2023-10-22T13:28:00.000+00:00
[],57,2023-10-22T15:40:00.000+00:00,167600,10371,64,False,True,-20.88496,55.44221,St Denis La Redoute,GRR,"['AID_STATION', 'EMERGENCY', 'DRINK_SUPPLY']",St Denis,SIMPLE,[],2023-10-20T19:59:00.000+00:00,2023-10-22T14:59:00.000+00:00
