bib,name,status,category,sex,country,Peyreleau,Champignon,St Andrée,La Roque,La Salvage,Mas de Bru,Massebiau,Cade,la pouncho,Arrivée
5447,Rémi DEHAESE,FINISHER,SE H,MALE,FR,2022-10-21T07:05:36.000+00:00,2022-10-21T09:12:01.000+00:00,2022-10-21T10:24:59.000+00:00,2022-10-21T12:20:56.000+00:00,2022-10-21T14:24:47.000+00:00,2022-10-21T16:10:28.000+00:00,2022-10-21T16:55:54.000+00:00,2022-10-21T17:55:55.000+00:00,2022-10-21T18:29:47.000+00:00,2022-10-21T19:00:07.000+00:00
5609,Cindy LETEUR,FINISHER,SE F,FEMALE,FR,2022-10-21T07:05:33.000+00:00,2022-10-21T09:12:03.000+00:00,2022-10-21T10:22:37.000+00:00,2022-10-21T12:11:44.000+00:00,2022-10-21T14:26:04.000+00:00,2022-10-21T15:59:22.000+00:00,2022-10-21T16:44:45.000+00:00,2022-10-21T17:48:15.000+00:00,2022-10-21T18:25:56.000+00:00,2022-10-21T21:20:23.000+00:00
5265,Thierry LANDRON,FINISHER,M1-M2H,MALE,FR,2022-10-21T06:50:22.000+00:00,2022-10-21T08:34:41.000+00:00,2022-10-21T09:39:19.000+00:00,2022-10-21T11:17:19.000+00:00,2022-10-21T14:01:59.000+00:00,2022-10-21T16:08:35.000+00:00,2022-10-21T16:50:18.000+00:00,2022-10-21T17:48:05.000+00:00,2022-10-21T18:27:36.000+00:00,2022-10-21T19:01:03.000+00:00
5182,Lucas BLANCHARD,FINISHER,SE H,MALE,FR,2022-10-21T06:50:19.000+00:00,2022-10-21T08:28:40.000+00:00,2022-10-21T09:35:00.000+00:00,2022-10-21T11:25:08.000+00:00,2022-10-21T13:41:00.000+00:00,2022-10-21T15:53:02.000+00:00,2022-10-21T16:38:58.000+00:00,2022-10-21T17:54:40.000+00:00,2022-10-21T18:36:07.000+00:00,2022-10-21T19:04:08.000+00:00
5539,Herve VIVION,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:06.000+00:00,2022-10-21T09:08:42.000+00:00,2022-10-21T10:24:00.000+00:00,2022-10-21T12:20:34.000+00:00,2022-10-21T14:22:15.000+00:00,2022-10-21T16:06:28.000+00:00,2022-10-21T17:00:38.000+00:00,2022-10-21T17:57:50.000+00:00,2022-10-21T18:28:44.000+00:00,2022-10-21T19:07:14.000+00:00
5359,Florian PLENECASSAGNE,FINISHER,SE H,MALE,FR,2022-10-21T07:05:38.000+00:00,2022-10-21T09:16:03.000+00:00,2022-10-21T10:26:03.000+00:00,2022-10-21T12:20:38.000+00:00,2022-10-21T14:21:19.000+00:00,2022-10-21T16:06:16.000+00:00,2022-10-21T16:52:52.000+00:00,2022-10-21T17:54:47.000+00:00,2022-10-21T18:34:28.000+00:00,2022-10-21T19:22:51.000+00:00
5366,Herve CANTIN,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:08.000+00:00,2022-10-21T09:06:52.000+00:00,2022-10-21T10:19:49.000+00:00,2022-10-21T12:16:20.000+00:00,2022-10-21T14:22:53.000+00:00,2022-10-21T16:07:34.000+00:00,2022-10-21T16:58:54.000+00:00,2022-10-21T17:54:47.000+00:00,2022-10-21T18:25:24.000+00:00,2022-10-21T19:03:20.000+00:00
5403,Lucie GROISARD,FINISHER,SE F,FEMALE,FR,2022-10-21T07:05:04.000+00:00,2022-10-21T09:13:53.000+00:00,2022-10-21T10:27:58.000+00:00,2022-10-21T12:20:45.000+00:00,2022-10-21T14:21:34.000+00:00,2022-10-21T16:09:33.000+00:00,2022-10-21T16:58:35.000+00:00,2022-10-21T17:56:35.000+00:00,2022-10-21T18:29:09.000+00:00,2022-10-21T19:15:09.000+00:00
5175,Géraldine DUBRESSON,FINISHER,M1-M2F,FEMALE,FR,2022-10-21T07:05:14.000+00:00,2022-10-21T09:03:58.000+00:00,2022-10-21T10:19:07.000+00:00,2022-10-21T12:07:40.000+00:00,2022-10-21T14:11:44.000+00:00,2022-10-21T15:53:51.000+00:00,2022-10-21T16:43:51.000+00:00,2022-10-21T17:49:48.000+00:00,2022-10-21T18:26:24.000+00:00,2022-10-21T19:03:46.000+00:00
5452,Bernard BLACHAS,FINISHER,M7-M8H,MALE,FR,2022-10-21T07:05:07.000+00:00,2022-10-21T09:06:06.000+00:00,2022-10-21T10:23:44.000+00:00,2022-10-21T12:20:41.000+00:00,2022-10-21T14:27:49.000+00:00,2022-10-21T16:10:10.000+00:00,2022-10-21T17:02:24.000+00:00,2022-10-21T17:58:57.000+00:00,2022-10-21T18:31:15.000+00:00,2022-10-21T19:11:52.000+00:00
5019,Martine MERCIER,FINISHER,M7-M8F,FEMALE,FR,2022-10-21T06:50:18.000+00:00,2022-10-21T08:53:54.000+00:00,2022-10-21T10:08:26.000+00:00,2022-10-21T12:05:37.000+00:00,2022-10-21T14:01:03.000+00:00,2022-10-21T15:49:08.000+00:00,2022-10-21T16:42:20.000+00:00,2022-10-21T17:42:47.000+00:00,2022-10-21T18:23:02.000+00:00,2022-10-21T19:53:43.000+00:00
5537,Stephane CHALLIER,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:10.000+00:00,2022-10-21T09:03:28.000+00:00,2022-10-21T10:09:29.000+00:00,2022-10-21T12:01:27.000+00:00,2022-10-21T14:09:28.000+00:00,2022-10-21T15:49:22.000+00:00,2022-10-21T16:40:28.000+00:00,2022-10-21T17:48:47.000+00:00,2022-10-21T18:32:53.000+00:00,2022-10-21T19:05:33.000+00:00
5116,Benjamin GUILLERMIN,FINISHER,SE H,MALE,FR,2022-10-21T06:50:34.000+00:00,2022-10-21T08:46:31.000+00:00,2022-10-21T09:59:27.000+00:00,2022-10-21T11:48:45.000+00:00,2022-10-21T13:51:50.000+00:00,2022-10-21T15:39:45.000+00:00,2022-10-21T16:39:39.000+00:00,2022-10-21T17:43:04.000+00:00,2022-10-21T18:15:44.000+00:00,2022-10-21T19:07:38.000+00:00
5100,Pierre-Yves RABILLER,FINISHER,SE H,MALE,FR,2022-10-21T06:50:26.000+00:00,2022-10-21T08:36:37.000+00:00,2022-10-21T09:50:08.000+00:00,2022-10-21T11:54:35.000+00:00,2022-10-21T14:20:55.000+00:00,2022-10-21T15:58:47.000+00:00,2022-10-21T16:52:18.000+00:00,2022-10-21T17:54:25.000+00:00,2022-10-21T18:33:47.000+00:00,2022-10-21T19:06:32.000+00:00
5446,Alain PRAUD,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:17.000+00:00,2022-10-21T08:55:20.000+00:00,2022-10-21T09:58:36.000+00:00,2022-10-21T11:54:05.000+00:00,2022-10-21T14:10:57.000+00:00,2022-10-21T15:58:49.000+00:00,2022-10-21T16:52:18.000+00:00,2022-10-21T17:54:28.000+00:00,2022-10-21T18:33:48.000+00:00,2022-10-21T19:08:13.000+00:00
5513,Ronan DREANO,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:42.000+00:00,2022-10-21T09:27:52.000+00:00,2022-10-21T10:51:01.000+00:00,2022-10-21T12:38:58.000+00:00,2022-10-21T14:33:02.000+00:00,2022-10-21T16:15:06.000+00:00,2022-10-21T17:01:18.000+00:00,2022-10-21T17:59:22.000+00:00,2022-10-21T18:34:28.000+00:00,2022-10-21T19:07:00.000+00:00
5272,Stéphanie LORENT,FINISHER,M1-M2F,FEMALE,FR,2022-10-21T07:05:36.000+00:00,2022-10-21T09:12:31.000+00:00,2022-10-21T10:24:38.000+00:00,2022-10-21T12:16:36.000+00:00,2022-10-21T14:12:56.000+00:00,2022-10-21T15:56:06.000+00:00,2022-10-21T16:54:51.000+00:00,2022-10-21T17:56:23.000+00:00,2022-10-21T18:31:26.000+00:00,2022-10-21T21:10:44.000+00:00
5093,Christophe PARIS,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:23.000+00:00,2022-10-21T09:19:43.000+00:00,2022-10-21T10:49:38.000+00:00,2022-10-21T13:15:04.000+00:00,2022-10-21T14:51:15.000+00:00,2022-10-21T16:27:30.000+00:00,2022-10-21T17:14:51.000+00:00,2022-10-21T18:14:29.000+00:00,2022-10-21T18:42:56.000+00:00,2022-10-21T19:14:17.000+00:00
5218,Nicolas GARCIA,FINISHER,SE H,MALE,FR,2022-10-21T07:05:20.000+00:00,2022-10-21T09:20:35.000+00:00,2022-10-21T10:32:16.000+00:00,2022-10-21T12:29:12.000+00:00,2022-10-21T14:35:46.000+00:00,2022-10-21T16:19:39.000+00:00,2022-10-21T17:11:26.000+00:00,2022-10-21T18:10:26.000+00:00,2022-10-21T18:43:12.000+00:00,2022-10-21T20:09:05.000+00:00
5498,Amandine PEYRARD,FINISHER,M1-M2F,FEMALE,FR,2022-10-21T07:05:41.000+00:00,2022-10-21T09:24:02.000+00:00,2022-10-21T10:46:48.000+00:00,2022-10-21T12:38:57.000+00:00,2022-10-21T14:51:11.000+00:00,2022-10-21T16:29:40.000+00:00,2022-10-21T17:13:26.000+00:00,2022-10-21T18:14:32.000+00:00,2022-10-21T18:42:55.000+00:00,2022-10-21T19:16:08.000+00:00
5035,Yannick MEENS,FINISHER,SE H,MALE,FR,2022-10-21T06:50:26.000+00:00,2022-10-21T08:45:49.000+00:00,2022-10-21T09:57:08.000+00:00,2022-10-21T11:48:10.000+00:00,2022-10-21T14:01:33.000+00:00,2022-10-21T15:53:20.000+00:00,2022-10-21T16:44:47.000+00:00,2022-10-21T17:50:38.000+00:00,2022-10-21T18:36:26.000+00:00,2022-10-21T19:19:04.000+00:00
5276,Raphaël IDIER,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:05.000+00:00,2022-10-21T09:09:02.000+00:00,2022-10-21T10:17:57.000+00:00,2022-10-21T12:18:06.000+00:00,2022-10-21T14:31:01.000+00:00,2022-10-21T16:14:38.000+00:00,2022-10-21T17:08:48.000+00:00,2022-10-21T18:02:00.000+00:00,2022-10-21T18:46:50.000+00:00,2022-10-21T20:58:02.000+00:00
5337,Vincent DEMAS,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:29.000+00:00,2022-10-21T09:16:36.000+00:00,2022-10-21T10:29:56.000+00:00,2022-10-21T12:16:36.000+00:00,2022-10-21T14:16:30.000+00:00,2022-10-21T15:58:41.000+00:00,2022-10-21T16:51:59.000+00:00,2022-10-21T18:02:31.000+00:00,2022-10-21T18:45:27.000+00:00,2022-10-21T19:21:02.000+00:00
5277,Alexandre RAYNAL,FINISHER,M3-M4H,MALE,FR,2022-10-21T06:50:23.000+00:00,2022-10-21T08:44:58.000+00:00,2022-10-21T09:57:39.000+00:00,2022-10-21T11:53:24.000+00:00,2022-10-21T14:20:33.000+00:00,2022-10-21T16:02:18.000+00:00,2022-10-21T16:52:42.000+00:00,2022-10-21T18:08:53.000+00:00,2022-10-21T18:49:25.000+00:00,2022-10-21T19:21:00.000+00:00
5605,Olivier GAUVRIT,FINISHER,SE H,MALE,FR,2022-10-21T07:05:02.000+00:00,2022-10-21T09:09:03.000+00:00,2022-10-21T10:18:00.000+00:00,2022-10-21T12:18:05.000+00:00,2022-10-21T14:36:46.000+00:00,2022-10-21T16:14:51.000+00:00,2022-10-21T17:08:56.000+00:00,2022-10-21T18:09:29.000+00:00,2022-10-21T18:46:57.000+00:00,2022-10-21T21:05:22.000+00:00
5439,Mikael MARCUCETTI,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:18.000+00:00,2022-10-21T09:20:33.000+00:00,2022-10-21T10:32:17.000+00:00,2022-10-21T12:29:19.000+00:00,2022-10-21T14:30:17.000+00:00,2022-10-21T16:19:40.000+00:00,2022-10-21T17:14:07.000+00:00,2022-10-21T18:09:59.000+00:00,2022-10-21T18:41:48.000+00:00,2022-10-21T20:08:24.000+00:00
5046,Olivier DIDIOT,FINISHER,M3-M4H,MALE,FR,2022-10-21T06:50:28.000+00:00,2022-10-21T09:04:04.000+00:00,2022-10-21T10:27:35.000+00:00,2022-10-21T12:50:47.000+00:00,2022-10-21T14:54:26.000+00:00,2022-10-21T16:25:56.000+00:00,2022-10-21T17:11:29.000+00:00,2022-10-21T18:10:21.000+00:00,2022-10-21T18:42:52.000+00:00,2022-10-21T19:29:45.000+00:00
5391,Robin LORBER,FINISHER,SE H,MALE,FR,2022-10-21T07:05:03.000+00:00,2022-10-21T09:07:16.000+00:00,2022-10-21T10:16:27.000+00:00,2022-10-21T12:25:08.000+00:00,2022-10-21T14:49:48.000+00:00,2022-10-21T16:25:50.000+00:00,2022-10-21T17:20:13.000+00:00,2022-10-21T18:14:59.000+00:00,2022-10-21T18:50:54.000+00:00,2022-10-21T20:00:03.000+00:00
5350,Matthieu PROFFIT,FINISHER,SE H,MALE,FR,2022-10-21T06:50:31.000+00:00,2022-10-21T08:37:42.000+00:00,2022-10-21T09:48:14.000+00:00,2022-10-21T11:43:39.000+00:00,2022-10-21T14:06:48.000+00:00,2022-10-21T15:55:33.000+00:00,2022-10-21T17:00:35.000+00:00,2022-10-21T17:58:34.000+00:00,2022-10-21T18:40:35.000+00:00,2022-10-21T19:30:28.000+00:00
5557,Jean-Jacques ROBINET,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:15.000+00:00,2022-10-21T09:03:37.000+00:00,2022-10-21T10:19:37.000+00:00,2022-10-21T12:21:21.000+00:00,2022-10-21T14:32:23.000+00:00,2022-10-21T16:15:00.000+00:00,2022-10-21T17:09:41.000+00:00,2022-10-21T18:06:57.000+00:00,2022-10-21T18:43:24.000+00:00,2022-10-21T19:24:27.000+00:00
5584,Nicolas ANDRE,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:26.000+00:00,2022-10-21T09:20:23.000+00:00,2022-10-21T10:36:51.000+00:00,2022-10-21T12:36:11.000+00:00,2022-10-21T14:37:03.000+00:00,2022-10-21T16:22:10.000+00:00,2022-10-21T17:12:29.000+00:00,2022-10-21T18:16:32.000+00:00,2022-10-21T18:50:42.000+00:00,2022-10-21T19:27:17.000+00:00
5462,Julien HUET,FINISHER,SE H,MALE,FR,2022-10-21T07:05:31.000+00:00,2022-10-21T09:06:58.000+00:00,2022-10-21T10:28:59.000+00:00,2022-10-21T12:27:19.000+00:00,2022-10-21T14:44:40.000+00:00,2022-10-21T16:27:49.000+00:00,2022-10-21T17:14:22.000+00:00,2022-10-21T18:20:10.000+00:00,2022-10-21T18:56:13.000+00:00,2022-10-21T19:29:56.000+00:00
5258,Frederic ARCHAMBAULT,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:32.000+00:00,2022-10-21T09:15:38.000+00:00,2022-10-21T10:28:15.000+00:00,2022-10-21T12:19:52.000+00:00,2022-10-21T14:46:19.000+00:00,2022-10-21T16:25:53.000+00:00,2022-10-21T17:15:15.000+00:00,2022-10-21T18:19:49.000+00:00,2022-10-21T18:55:49.000+00:00,2022-10-21T19:54:30.000+00:00
5652,Thierry VALIERES,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:06.000+00:00,2022-10-21T09:05:37.000+00:00,2022-10-21T10:22:01.000+00:00,2022-10-21T12:18:46.000+00:00,2022-10-21T14:29:02.000+00:00,2022-10-21T16:21:59.000+00:00,2022-10-21T17:05:33.000+00:00,2022-10-21T18:12:09.000+00:00,2022-10-21T18:48:15.000+00:00,2022-10-21T19:29:56.000+00:00
5427,Elisabeth FASQUELLE,FINISHER,SE F,FEMALE,FR,2022-10-21T07:05:07.000+00:00,2022-10-21T09:13:25.000+00:00,2022-10-21T10:26:11.000+00:00,2022-10-21T12:14:30.000+00:00,2022-10-21T14:26:14.000+00:00,2022-10-21T16:12:44.000+00:00,2022-10-21T16:59:10.000+00:00,2022-10-21T18:18:29.000+00:00,2022-10-21T18:54:37.000+00:00,2022-10-22T20:16:23.000+00:00
5570,Nathalie MARTY,FINISHER,M3-M4F,FEMALE,FR,2022-10-21T07:05:39.000+00:00,2022-10-21T09:15:10.000+00:00,2022-10-21T10:34:35.000+00:00,2022-10-21T12:24:49.000+00:00,2022-10-21T14:27:26.000+00:00,2022-10-21T16:22:12.000+00:00,2022-10-21T17:11:37.000+00:00,2022-10-21T18:08:24.000+00:00,2022-10-21T18:42:25.000+00:00,2022-10-21T19:28:51.000+00:00
5156,Jerome POURIAU,FINISHER,M3-M4H,MALE,FR,2022-10-21T06:50:23.000+00:00,2022-10-21T08:44:20.000+00:00,2022-10-21T09:59:53.000+00:00,2022-10-21T12:08:29.000+00:00,2022-10-21T14:25:37.000+00:00,2022-10-21T16:06:56.000+00:00,2022-10-21T17:01:34.000+00:00,2022-10-21T18:05:52.000+00:00,2022-10-21T18:49:09.000+00:00,2022-10-21T19:32:14.000+00:00
5285,Thomas LABOUTADE,FINISHER,SE H,MALE,FR,2022-10-21T06:50:16.000+00:00,2022-10-21T08:32:46.000+00:00,2022-10-21T09:37:33.000+00:00,2022-10-21T11:33:02.000+00:00,2022-10-21T13:54:53.000+00:00,2022-10-21T15:34:50.000+00:00,2022-10-21T16:53:38.000+00:00,2022-10-21T18:08:26.000+00:00,2022-10-21T18:54:28.000+00:00,2022-10-21T19:34:07.000+00:00
5415,Arnaud POIRIER,FINISHER,SE H,MALE,FR,2022-10-21T07:05:25.000+00:00,2022-10-21T09:10:19.000+00:00,2022-10-21T10:22:03.000+00:00,2022-10-21T12:19:54.000+00:00,2022-10-21T14:21:41.000+00:00,2022-10-21T16:12:43.000+00:00,2022-10-21T17:08:00.000+00:00,2022-10-21T18:09:32.000+00:00,2022-10-21T18:50:50.000+00:00,2022-10-21T19:31:17.000+00:00
5069,Pierre-Emmanuel BARRIERE,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:26.000+00:00,2022-10-21T09:10:21.000+00:00,2022-10-21T10:22:11.000+00:00,2022-10-21T12:19:53.000+00:00,2022-10-21T14:21:46.000+00:00,2022-10-21T16:12:47.000+00:00,2022-10-21T17:08:02.000+00:00,2022-10-21T18:09:39.000+00:00,2022-10-21T18:51:19.000+00:00,2022-10-21T19:34:20.000+00:00
5070,Yannick BELTRAN,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:25.000+00:00,2022-10-21T09:10:17.000+00:00,2022-10-21T10:22:04.000+00:00,2022-10-21T12:16:27.000+00:00,2022-10-21T14:23:15.000+00:00,2022-10-21T16:12:46.000+00:00,2022-10-21T17:08:01.000+00:00,2022-10-21T18:09:39.000+00:00,2022-10-21T18:51:18.000+00:00,2022-10-21T19:34:33.000+00:00
5630,Vincent BERTEAU,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:09.000+00:00,2022-10-21T09:08:36.000+00:00,2022-10-21T10:19:54.000+00:00,2022-10-21T12:33:11.000+00:00,2022-10-21T14:48:32.000+00:00,2022-10-21T16:26:58.000+00:00,2022-10-21T17:15:58.000+00:00,2022-10-21T18:15:17.000+00:00,2022-10-21T18:54:11.000+00:00,2022-10-21T19:32:31.000+00:00
5631,Francois BERTEAU,FINISHER,SE H,MALE,FR,2022-10-21T07:05:09.000+00:00,2022-10-21T09:08:32.000+00:00,2022-10-21T10:19:56.000+00:00,2022-10-21T12:36:42.000+00:00,2022-10-21T14:47:19.000+00:00,2022-10-21T16:27:03.000+00:00,2022-10-21T17:15:58.000+00:00,2022-10-21T18:15:12.000+00:00,2022-10-21T18:54:11.000+00:00,2022-10-21T19:32:31.000+00:00
5644,Nicolas MERIC,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:06.000+00:00,2022-10-21T09:05:06.000+00:00,2022-10-21T10:18:04.000+00:00,2022-10-21T12:17:08.000+00:00,2022-10-21T14:23:33.000+00:00,2022-10-21T16:13:10.000+00:00,2022-10-21T17:04:09.000+00:00,2022-10-21T18:07:28.000+00:00,2022-10-21T18:53:06.000+00:00,2022-10-21T19:32:44.000+00:00
5515,Carine DUPUIS,FINISHER,M3-M4F,FEMALE,FR,2022-10-21T07:05:12.000+00:00,2022-10-21T09:08:51.000+00:00,2022-10-21T10:26:58.000+00:00,2022-10-21T12:35:58.000+00:00,2022-10-21T14:48:40.000+00:00,2022-10-21T16:26:56.000+00:00,2022-10-21T17:19:48.000+00:00,2022-10-21T18:23:52.000+00:00,2022-10-21T18:54:46.000+00:00,2022-10-21T19:33:11.000+00:00
5655,Bertrand SIZAIRE,FINISHER,M5-M6H,MALE,FR,2022-10-21T06:50:19.000+00:00,2022-10-21T08:47:13.000+00:00,2022-10-21T10:08:02.000+00:00,2022-10-21T12:06:32.000+00:00,2022-10-21T14:36:32.000+00:00,2022-10-21T16:20:27.000+00:00,2022-10-21T17:11:46.000+00:00,2022-10-21T18:18:30.000+00:00,2022-10-21T18:56:56.000+00:00,2022-10-21T19:35:47.000+00:00
5197,Lise TREILLET,FINISHER,SE F,FEMALE,FR,2022-10-21T06:50:26.000+00:00,2022-10-21T08:47:46.000+00:00,2022-10-21T10:08:31.000+00:00,2022-10-21T12:08:25.000+00:00,2022-10-21T14:21:47.000+00:00,2022-10-21T16:19:58.000+00:00,2022-10-21T17:13:13.000+00:00,2022-10-21T18:13:30.000+00:00,2022-10-21T18:51:45.000+00:00,2022-10-21T19:35:52.000+00:00
5504,Caroline CASANO,FINISHER,M1-M2F,FEMALE,FR,2022-10-21T07:05:36.000+00:00,2022-10-21T09:15:54.000+00:00,2022-10-21T10:45:30.000+00:00,2022-10-21T12:38:07.000+00:00,2022-10-21T14:47:49.000+00:00,2022-10-21T16:23:57.000+00:00,2022-10-21T17:08:25.000+00:00,2022-10-21T18:18:44.000+00:00,2022-10-21T18:57:01.000+00:00,2022-10-21T20:50:28.000+00:00
5640,Romain ESPACH,FINISHER,SE H,MALE,FR,2022-10-21T07:05:12.000+00:00,2022-10-21T09:07:23.000+00:00,2022-10-21T10:22:27.000+00:00,2022-10-21T12:47:08.000+00:00,2022-10-21T15:04:00.000+00:00,2022-10-21T16:35:06.000+00:00,2022-10-21T17:28:48.000+00:00,2022-10-21T18:24:30.000+00:00,2022-10-21T19:02:10.000+00:00,2022-10-21T20:24:15.000+00:00
5293,Martin DEFFENSE,FINISHER,SE H,MALE,FR,2022-10-21T07:05:10.000+00:00,2022-10-21T09:07:21.000+00:00,2022-10-21T10:22:27.000+00:00,2022-10-21T12:46:23.000+00:00,2022-10-21T14:47:21.000+00:00,2022-10-21T16:35:05.000+00:00,2022-10-21T17:28:50.000+00:00,2022-10-21T18:24:32.000+00:00,2022-10-21T19:02:08.000+00:00,2022-10-21T20:24:35.000+00:00
5622,Franck VIGNANDEL,FINISHER,SE H,MALE,FR,2022-10-21T07:05:09.000+00:00,2022-10-21T09:06:19.000+00:00,2022-10-21T10:20:22.000+00:00,2022-10-21T12:26:40.000+00:00,2022-10-21T14:34:16.000+00:00,2022-10-21T16:19:42.000+00:00,2022-10-21T17:11:46.000+00:00,2022-10-21T18:13:24.000+00:00,2022-10-21T18:57:03.000+00:00,2022-10-21T19:39:03.000+00:00
5530,Christophe CASTERET,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:09.000+00:00,2022-10-21T09:09:44.000+00:00,2022-10-21T10:26:32.000+00:00,2022-10-21T12:23:08.000+00:00,2022-10-21T14:35:53.000+00:00,2022-10-21T16:27:19.000+00:00,2022-10-21T17:27:59.000+00:00,2022-10-21T18:30:09.000+00:00,2022-10-21T19:02:06.000+00:00,2022-10-21T19:40:02.000+00:00
5180,Christine RUBLON,FINISHER,M3-M4F,FEMALE,FR,2022-10-21T06:50:28.000+00:00,2022-10-21T08:55:50.000+00:00,2022-10-21T10:14:42.000+00:00,2022-10-21T12:13:34.000+00:00,2022-10-21T14:23:21.000+00:00,2022-10-21T16:15:29.000+00:00,2022-10-21T17:00:56.000+00:00,2022-10-21T18:10:24.000+00:00,2022-10-21T18:49:04.000+00:00,2022-10-21T21:12:04.000+00:00
5076,Lionel BOURNEUF,FINISHER,M3-M4H,MALE,FR,2022-10-21T06:50:16.000+00:00,2022-10-21T08:46:29.000+00:00,2022-10-21T10:03:04.000+00:00,2022-10-21T12:14:15.000+00:00,2022-10-21T14:22:43.000+00:00,2022-10-21T16:17:16.000+00:00,2022-10-21T17:09:38.000+00:00,2022-10-21T18:20:05.000+00:00,2022-10-21T19:00:35.000+00:00,2022-10-21T19:40:20.000+00:00
5222,Remy LATAIX,FINISHER,M1-M2H,MALE,FR,2022-10-21T06:50:23.000+00:00,2022-10-21T08:40:45.000+00:00,2022-10-21T09:58:48.000+00:00,2022-10-21T11:58:08.000+00:00,2022-10-21T14:16:27.000+00:00,2022-10-21T15:58:35.000+00:00,2022-10-21T17:01:24.000+00:00,2022-10-21T18:11:12.000+00:00,2022-10-21T18:59:45.000+00:00,2022-10-21T19:41:16.000+00:00
5485,Aurélien HALARD,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:08.000+00:00,2022-10-21T08:56:22.000+00:00,2022-10-21T09:58:21.000+00:00,2022-10-21T12:03:39.000+00:00,2022-10-21T14:14:15.000+00:00,2022-10-21T16:04:37.000+00:00,2022-10-21T17:11:27.000+00:00,2022-10-21T18:09:32.000+00:00,2022-10-21T18:56:21.000+00:00,2022-10-21T20:19:56.000+00:00
5625,Kévin NICOLAS,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:48.000+00:00,2022-10-21T09:10:28.000+00:00,2022-10-21T10:20:50.000+00:00,2022-10-21T12:20:07.000+00:00,2022-10-21T14:31:38.000+00:00,2022-10-21T16:12:55.000+00:00,2022-10-21T17:11:27.000+00:00,2022-10-21T18:09:33.000+00:00,2022-10-21T18:56:22.000+00:00,2022-10-21T19:55:56.000+00:00
5430,Jules BOUNIOL,FINISHER,SE H,MALE,FR,2022-10-21T07:05:44.000+00:00,2022-10-21T09:14:21.000+00:00,2022-10-21T10:29:58.000+00:00,2022-10-21T12:20:37.000+00:00,2022-10-21T14:22:47.000+00:00,2022-10-21T16:22:07.000+00:00,2022-10-21T17:12:28.000+00:00,2022-10-21T18:21:46.000+00:00,2022-10-21T19:03:33.000+00:00,2022-10-21T19:44:54.000+00:00
5429,Clement GUERMONPREZ,FINISHER,SE H,MALE,FR,2022-10-21T07:05:44.000+00:00,2022-10-21T09:14:20.000+00:00,2022-10-21T10:30:04.000+00:00,2022-10-21T12:20:41.000+00:00,2022-10-21T14:21:22.000+00:00,2022-10-21T16:22:08.000+00:00,2022-10-21T17:12:29.000+00:00,2022-10-21T18:21:48.000+00:00,2022-10-21T19:03:36.000+00:00,2022-10-21T19:44:55.000+00:00
5604,Mathieu THOMAS,FINISHER,SE H,MALE,FR,2022-10-21T07:05:07.000+00:00,2022-10-21T09:03:54.000+00:00,2022-10-21T10:13:21.000+00:00,2022-10-21T12:26:51.000+00:00,2022-10-21T14:30:05.000+00:00,2022-10-21T16:29:35.000+00:00,2022-10-21T17:25:32.000+00:00,2022-10-21T18:24:40.000+00:00,2022-10-21T19:05:51.000+00:00,2022-10-21T19:49:12.000+00:00
5607,Nicolas PASCREAU,FINISHER,SE H,MALE,FR,2022-10-21T07:05:06.000+00:00,2022-10-21T09:09:05.000+00:00,2022-10-21T10:18:01.000+00:00,2022-10-21T12:26:54.000+00:00,2022-10-21T14:32:54.000+00:00,2022-10-21T16:29:37.000+00:00,2022-10-21T17:26:10.000+00:00,2022-10-21T18:25:01.000+00:00,2022-10-21T19:05:55.000+00:00,2022-10-21T19:49:06.000+00:00
5389,Odile GUERIN,FINISHER,M3-M4F,FEMALE,FR,2022-10-21T07:05:29.000+00:00,2022-10-21T09:20:18.000+00:00,2022-10-21T10:39:51.000+00:00,2022-10-21T12:43:54.000+00:00,2022-10-21T14:55:56.000+00:00,2022-10-21T16:35:12.000+00:00,2022-10-21T17:26:10.000+00:00,2022-10-21T18:24:43.000+00:00,2022-10-21T19:04:23.000+00:00,2022-10-21T19:49:10.000+00:00
