bib,name,status,category,sex,country,Peyreleau,Champignon,St Andrée,La Roque,La Salvage,Mas de Bru,Massebiau,Cade,la pouncho,Arrivée
5146,Nicolas PARVEDY,FINISHER,SE H,MALE,FR,2022-10-21T06:50:18.000+00:00,2022-10-21T08:31:17.000+00:00,2022-10-21T09:32:41.000+00:00,2022-10-21T11:04:48.000+00:00,2022-10-21T12:58:32.000+00:00,2022-10-21T14:36:26.000+00:00,2022-10-21T15:18:42.000+00:00,2022-10-21T16:22:03.000+00:00,2022-10-21T16:55:43.000+00:00,2022-10-21T17:21:14.000+00:00
5534,Stanislas GULDASI,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:08.000+00:00,2022-10-21T08:50:58.000+00:00,2022-10-21T09:49:01.000+00:00,2022-10-21T11:27:53.000+00:00,2022-10-21T13:19:27.000+00:00,2022-10-21T14:47:23.000+00:00,2022-10-21T15:30:52.000+00:00,2022-10-21T16:25:21.000+00:00,2022-10-21T16:51:38.000+00:00,2022-10-21T20:19:45.000+00:00
5310,Romain AYMARD,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:05.000+00:00,2022-10-21T09:09:11.000+00:00,2022-10-21T10:16:32.000+00:00,2022-10-21T11:43:08.000+00:00,2022-10-21T13:24:27.000+00:00,2022-10-21T14:52:22.000+00:00,2022-10-21T15:32:51.000+00:00,2022-10-21T16:29:17.000+00:00,2022-10-21T16:55:06.000+00:00,2022-10-21T17:23:45.000+00:00
5621,Sebastien DAVID,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:20.000+00:00,2022-10-21T08:57:08.000+00:00,2022-10-21T09:57:47.000+00:00,2022-10-21T11:30:56.000+00:00,2022-10-21T13:19:53.000+00:00,2022-10-21T14:47:20.000+00:00,2022-10-21T15:26:32.000+00:00,2022-10-21T16:22:05.000+00:00,2022-10-21T16:55:40.000+00:00,2022-10-21T17:25:12.000+00:00
5233,Marie LAUGIER,FINISHER,M3-M4F,FEMALE,FR,2022-10-21T07:05:14.000+00:00,2022-10-21T08:52:18.000+00:00,2022-10-21T09:57:27.000+00:00,2022-10-21T11:32:59.000+00:00,2022-10-21T13:18:55.000+00:00,2022-10-21T14:52:17.000+00:00,2022-10-21T15:32:09.000+00:00,2022-10-21T16:27:58.000+00:00,2022-10-21T16:57:33.000+00:00,2022-10-21T20:44:28.000+00:00
5309,Thomas WILLAUMEZ,FINISHER,M1-M2H,MALE,FR,2022-10-21T06:50:10.000+00:00,2022-10-21T08:34:03.000+00:00,2022-10-21T09:39:52.000+00:00,2022-10-21T11:17:27.000+00:00,2022-10-21T13:13:03.000+00:00,2022-10-21T14:50:55.000+00:00,2022-10-21T15:29:28.000+00:00,2022-10-21T16:26:30.000+00:00,2022-10-21T17:02:43.000+00:00,2022-10-21T17:26:47.000+00:00
5107,Arnaud COUSSONNEAU,FINISHER,SE H,MALE,FR,2022-10-21T06:50:34.000+00:00,2022-10-21T08:33:46.000+00:00,2022-10-21T09:37:28.000+00:00,2022-10-21T11:07:22.000+00:00,2022-10-21T12:54:34.000+00:00,2022-10-21T14:34:21.000+00:00,2022-10-21T15:26:04.000+00:00,2022-10-21T16:26:31.000+00:00,2022-10-21T17:02:45.000+00:00,2022-10-21T17:28:02.000+00:00
5500,Xavier GALIO,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:04.000+00:00,2022-10-21T09:03:29.000+00:00,2022-10-21T10:08:06.000+00:00,2022-10-21T11:41:21.000+00:00,2022-10-21T13:28:40.000+00:00,2022-10-21T14:55:10.000+00:00,2022-10-21T15:36:58.000+00:00,2022-10-21T16:25:22.000+00:00,2022-10-21T16:54:40.000+00:00,2022-10-21T17:31:19.000+00:00
5211,Frederic FOURNIER,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:28.000+00:00,2022-10-21T09:03:51.000+00:00,2022-10-21T10:08:29.000+00:00,2022-10-21T11:46:21.000+00:00,2022-10-21T13:30:32.000+00:00,2022-10-21T15:01:33.000+00:00,2022-10-21T15:41:45.000+00:00,2022-10-21T16:35:35.000+00:00,2022-10-21T17:02:27.000+00:00,2022-10-21T17:28:14.000+00:00
5208,Christopher RETIERE,FINISHER,SE H,MALE,FR,2022-10-21T06:50:24.000+00:00,2022-10-21T08:36:28.000+00:00,2022-10-21T09:44:11.000+00:00,2022-10-21T11:18:55.000+00:00,2022-10-21T13:14:24.000+00:00,2022-10-21T14:41:37.000+00:00,2022-10-21T15:26:33.000+00:00,2022-10-21T16:32:36.000+00:00,2022-10-21T17:03:46.000+00:00,2022-10-21T17:32:40.000+00:00
5188,Sébastien DESVERONNIERES,FINISHER,M3-M4H,MALE,FR,2022-10-21T06:50:23.000+00:00,2022-10-21T08:33:17.000+00:00,2022-10-21T09:38:23.000+00:00,2022-10-21T11:11:00.000+00:00,2022-10-21T13:04:58.000+00:00,2022-10-21T14:53:17.000+00:00,2022-10-21T15:31:58.000+00:00,2022-10-21T16:29:47.000+00:00,2022-10-21T17:02:48.000+00:00,2022-10-21T18:42:45.000+00:00
5139,Landry NTSAMA,FINISHER,SE H,MALE,FR,2022-10-21T06:50:18.000+00:00,2022-10-21T08:45:33.000+00:00,2022-10-21T09:55:51.000+00:00,2022-10-21T11:31:38.000+00:00,2022-10-21T13:21:38.000+00:00,2022-10-21T14:51:23.000+00:00,2022-10-21T15:34:07.000+00:00,2022-10-21T16:34:21.000+00:00,2022-10-21T17:03:48.000+00:00,2022-10-21T17:31:45.000+00:00
5470,Florian SIRET,FINISHER,SE H,MALE,FR,2022-10-21T07:05:14.000+00:00,2022-10-21T09:03:47.000+00:00,2022-10-21T10:04:39.000+00:00,2022-10-21T11:34:14.000+00:00,2022-10-21T13:15:14.000+00:00,2022-10-21T14:48:07.000+00:00,2022-10-21T15:29:42.000+00:00,2022-10-21T16:28:42.000+00:00,2022-10-21T17:04:35.000+00:00,2022-10-21T17:44:09.000+00:00
5204,Yohan MASSUYEAU,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:14.000+00:00,2022-10-21T08:58:42.000+00:00,2022-10-21T10:01:49.000+00:00,2022-10-21T11:35:19.000+00:00,2022-10-21T13:14:56.000+00:00,2022-10-21T14:48:06.000+00:00,2022-10-21T15:29:41.000+00:00,2022-10-21T16:28:40.000+00:00,2022-10-21T17:04:36.000+00:00,2022-10-21T17:34:40.000+00:00
5221,Josiane IRIBARREN,FINISHER,SE F,FEMALE,FR,2022-10-21T06:50:21.000+00:00,2022-10-21T08:37:30.000+00:00,2022-10-21T09:47:04.000+00:00,2022-10-21T11:22:04.000+00:00,2022-10-21T13:10:23.000+00:00,2022-10-21T14:50:26.000+00:00,2022-10-21T15:33:16.000+00:00,2022-10-21T16:27:44.000+00:00,2022-10-21T17:00:17.000+00:00,2022-10-21T17:34:51.000+00:00
5227,Guilhem ALET,FINISHER,SE H,MALE,FR,2022-10-21T06:50:25.000+00:00,2022-10-21T08:39:10.000+00:00,2022-10-21T09:46:58.000+00:00,2022-10-21T11:17:30.000+00:00,2022-10-21T13:16:23.000+00:00,2022-10-21T14:45:27.000+00:00,2022-10-21T15:30:04.000+00:00,2022-10-21T16:32:43.000+00:00,2022-10-21T17:06:44.000+00:00,2022-10-21T17:35:51.000+00:00
5563,Pierre-Yves GUICHARD,FINISHER,SE H,MALE,FR,2022-10-21T07:05:28.000+00:00,2022-10-21T08:57:32.000+00:00,2022-10-21T10:03:16.000+00:00,2022-10-21T11:41:40.000+00:00,2022-10-21T13:34:57.000+00:00,2022-10-21T15:07:31.000+00:00,2022-10-21T15:47:31.000+00:00,2022-10-21T16:39:06.000+00:00,2022-10-21T17:09:40.000+00:00,2022-10-21T17:36:23.000+00:00
5324,Philippe SALAS,FINISHER,M3-M4H,MALE,FR,2022-10-21T06:50:28.000+00:00,2022-10-21T08:37:33.000+00:00,2022-10-21T09:44:08.000+00:00,2022-10-21T11:21:59.000+00:00,2022-10-21T13:18:07.000+00:00,2022-10-21T14:53:32.000+00:00,2022-10-21T15:40:43.000+00:00,2022-10-21T16:36:55.000+00:00,2022-10-21T17:09:40.000+00:00,2022-10-21T17:36:40.000+00:00
5300,Deborah TEMPLE,FINISHER,M1-M2F,FEMALE,FR,2022-10-21T06:50:22.000+00:00,2022-10-21T08:33:11.000+00:00,2022-10-21T09:36:13.000+00:00,2022-10-21T11:13:46.000+00:00,2022-10-21T13:06:12.000+00:00,2022-10-21T14:44:20.000+00:00,2022-10-21T15:32:55.000+00:00,2022-10-21T16:29:31.000+00:00,2022-10-21T17:03:18.000+00:00,2022-10-21T17:37:14.000+00:00
5449,Maxence HECTOR,FINISHER,ES F,FEMALE,FR,2022-10-21T07:05:12.000+00:00,2022-10-21T08:54:34.000+00:00,2022-10-21T10:00:02.000+00:00,2022-10-21T11:40:33.000+00:00,2022-10-21T13:28:41.000+00:00,2022-10-21T15:01:23.000+00:00,2022-10-21T15:50:20.000+00:00,2022-10-21T16:43:04.000+00:00,2022-10-21T17:11:59.000+00:00,2022-10-21T18:32:58.000+00:00
5313,Benjamin LAMORINIERE,FINISHER,SE H,MALE,FR,2022-10-21T07:05:08.000+00:00,2022-10-21T08:50:36.000+00:00,2022-10-21T09:59:48.000+00:00,2022-10-21T11:52:39.000+00:00,2022-10-21T13:39:19.000+00:00,2022-10-21T15:08:21.000+00:00,2022-10-21T15:51:31.000+00:00,2022-10-21T16:40:48.000+00:00,2022-10-21T17:11:57.000+00:00,2022-10-21T17:42:39.000+00:00
5456,Samuel ROULIN,FINISHER,SE H,MALE,FR,2022-10-21T07:05:14.000+00:00,2022-10-21T08:52:26.000+00:00,2022-10-21T09:59:43.000+00:00,2022-10-21T11:38:20.000+00:00,2022-10-21T13:29:33.000+00:00,2022-10-21T15:02:01.000+00:00,2022-10-21T15:45:49.000+00:00,2022-10-21T16:37:49.000+00:00,2022-10-21T17:18:41.000+00:00,2022-10-21T17:46:46.000+00:00
5267,Henri REBOURSEAU,FINISHER,SE H,MALE,FR,2022-10-21T06:50:32.000+00:00,2022-10-21T08:36:02.000+00:00,2022-10-21T09:43:12.000+00:00,2022-10-21T11:23:26.000+00:00,2022-10-21T13:15:20.000+00:00,2022-10-21T14:47:32.000+00:00,2022-10-21T15:32:45.000+00:00,2022-10-21T16:35:19.000+00:00,2022-10-21T17:11:19.000+00:00,2022-10-21T17:44:56.000+00:00
5041,Frederique LOMONT,FINISHER,M1-M2F,FEMALE,FR,2022-10-21T06:50:26.000+00:00,2022-10-21T08:45:12.000+00:00,2022-10-21T09:58:49.000+00:00,2022-10-21T11:40:36.000+00:00,2022-10-21T13:31:30.000+00:00,2022-10-21T15:06:46.000+00:00,2022-10-21T15:50:03.000+00:00,2022-10-21T16:48:01.000+00:00,2022-10-21T17:17:43.000+00:00,2022-10-21T18:47:41.000+00:00
5263,Yohan TERRIEN,FINISHER,M1-M2H,MALE,FR,2022-10-21T06:50:19.000+00:00,2022-10-21T08:31:09.000+00:00,2022-10-21T09:35:42.000+00:00,2022-10-21T11:11:01.000+00:00,2022-10-21T13:20:26.000+00:00,2022-10-21T14:53:52.000+00:00,2022-10-21T15:38:09.000+00:00,2022-10-21T16:38:54.000+00:00,2022-10-21T17:18:09.000+00:00,2022-10-21T17:46:34.000+00:00
5140,Helene GALLARD,FINISHER,SE F,FEMALE,FR,2022-10-21T06:50:35.000+00:00,2022-10-21T08:40:51.000+00:00,2022-10-21T09:46:03.000+00:00,2022-10-21T11:20:20.000+00:00,2022-10-21T13:09:29.000+00:00,2022-10-21T14:50:54.000+00:00,2022-10-21T15:37:12.000+00:00,2022-10-21T16:37:00.000+00:00,2022-10-21T17:18:09.000+00:00,2022-10-21T17:50:13.000+00:00
5654,Aurelie BERTRAND,FINISHER,SE F,FEMALE,FR,2022-10-21T06:50:16.000+00:00,2022-10-21T08:34:12.000+00:00,2022-10-21T09:44:47.000+00:00,2022-10-21T11:27:05.000+00:00,2022-10-21T13:21:57.000+00:00,2022-10-21T15:02:00.000+00:00,2022-10-21T15:52:38.000+00:00,2022-10-21T16:43:49.000+00:00,2022-10-21T17:15:22.000+00:00,2022-10-21T18:05:26.000+00:00
5157,Stéphane REYNAUD,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:05.000+00:00,2022-10-21T08:47:01.000+00:00,2022-10-21T09:52:00.000+00:00,2022-10-21T11:29:54.000+00:00,2022-10-21T13:23:25.000+00:00,2022-10-21T14:57:36.000+00:00,2022-10-21T15:44:05.000+00:00,2022-10-21T16:42:17.000+00:00,2022-10-21T17:15:53.000+00:00,2022-10-21T17:47:24.000+00:00
5012,Anaïs LACAMPAGNE,FINISHER,SE F,FEMALE,FR,2022-10-21T06:50:29.000+00:00,2022-10-21T08:40:43.000+00:00,2022-10-21T09:50:10.000+00:00,2022-10-21T11:34:38.000+00:00,2022-10-21T13:33:11.000+00:00,2022-10-21T14:57:35.000+00:00,2022-10-21T15:44:05.000+00:00,2022-10-21T16:42:18.000+00:00,2022-10-21T17:15:52.000+00:00,2022-10-21T17:47:24.000+00:00
5455,Simon DUROY,FINISHER,SE H,MALE,FR,2022-10-21T07:05:15.000+00:00,2022-10-21T08:52:30.000+00:00,2022-10-21T09:59:44.000+00:00,2022-10-21T11:38:28.000+00:00,2022-10-21T13:29:38.000+00:00,2022-10-21T15:02:04.000+00:00,2022-10-21T15:46:48.000+00:00,2022-10-21T16:42:48.000+00:00,2022-10-21T17:18:42.000+00:00,2022-10-21T17:47:28.000+00:00
5628,Valentin POULET,FINISHER,SE H,MALE,FR,2022-10-21T07:05:08.000+00:00,2022-10-21T08:56:04.000+00:00,2022-10-21T09:58:35.000+00:00,2022-10-21T11:36:02.000+00:00,2022-10-21T13:29:05.000+00:00,2022-10-21T15:13:31.000+00:00,2022-10-21T15:58:50.000+00:00,2022-10-21T16:52:56.000+00:00,2022-10-21T17:23:32.000+00:00,2022-10-21T20:21:28.000+00:00
5230,Magali CAMALET,FINISHER,M1-M2F,FEMALE,FR,2022-10-21T06:50:34.000+00:00,2022-10-21T08:43:37.000+00:00,2022-10-21T09:54:31.000+00:00,2022-10-21T11:36:04.000+00:00,2022-10-21T13:26:47.000+00:00,2022-10-21T15:06:38.000+00:00,2022-10-21T15:51:01.000+00:00,2022-10-21T16:48:43.000+00:00,2022-10-21T17:18:34.000+00:00,2022-10-21T17:48:58.000+00:00
5288,Maxime COUDERT,FINISHER,M1-M2H,MALE,FR,2022-10-21T06:50:24.000+00:00,2022-10-21T08:32:08.000+00:00,2022-10-21T09:37:08.000+00:00,2022-10-21T11:22:17.000+00:00,2022-10-21T13:26:10.000+00:00,2022-10-21T14:54:51.000+00:00,2022-10-21T15:40:23.000+00:00,2022-10-21T16:42:30.000+00:00,2022-10-21T17:19:26.000+00:00,2022-10-21T17:49:59.000+00:00
5421,Alban GAZEAU,FINISHER,SE H,MALE,FR,2022-10-21T07:05:03.000+00:00,2022-10-21T08:39:17.000+00:00,2022-10-21T09:36:33.000+00:00,2022-10-21T11:06:34.000+00:00,2022-10-21T13:01:53.000+00:00,2022-10-21T14:47:47.000+00:00,2022-10-21T15:36:21.000+00:00,2022-10-21T16:43:51.000+00:00,2022-10-21T17:16:08.000+00:00,2022-10-21T17:53:23.000+00:00
5374,Romain FILLIERE,FINISHER,SE H,MALE,FR,2022-10-21T07:05:16.000+00:00,2022-10-21T08:49:40.000+00:00,2022-10-21T09:59:43.000+00:00,2022-10-21T11:32:34.000+00:00,2022-10-21T13:47:37.000+00:00,2022-10-21T15:05:40.000+00:00,2022-10-21T15:53:19.000+00:00,2022-10-21T17:05:36.000+00:00,2022-10-21T17:28:07.000+00:00,2022-10-21T17:50:39.000+00:00
5264,David DELFOSSE,FINISHER,SE H,MALE,FR,2022-10-21T06:50:18.000+00:00,2022-10-21T08:24:21.000+00:00,2022-10-21T09:26:43.000+00:00,2022-10-21T11:00:51.000+00:00,2022-10-21T13:32:13.000+00:00,2022-10-21T15:11:35.000+00:00,2022-10-21T16:03:45.000+00:00,2022-10-21T16:58:43.000+00:00,2022-10-21T17:26:23.000+00:00,2022-10-21T17:51:03.000+00:00
5315,Clément LUTTIAU,FINISHER,SE H,MALE,FR,2022-10-21T06:50:29.000+00:00,2022-10-21T08:44:40.000+00:00,2022-10-21T09:53:55.000+00:00,2022-10-21T11:28:25.000+00:00,2022-10-21T13:31:45.000+00:00,2022-10-21T15:00:52.000+00:00,2022-10-21T15:50:05.000+00:00,2022-10-21T16:52:40.000+00:00,2022-10-21T17:27:00.000+00:00,2022-10-21T17:52:49.000+00:00
5223,Christophe HAMARD,FINISHER,M1-M2H,MALE,FR,2022-10-21T06:50:25.000+00:00,2022-10-21T08:40:27.000+00:00,2022-10-21T09:45:50.000+00:00,2022-10-21T11:24:18.000+00:00,2022-10-21T13:25:07.000+00:00,2022-10-21T15:01:30.000+00:00,2022-10-21T15:46:48.000+00:00,2022-10-21T16:47:55.000+00:00,2022-10-21T17:23:34.000+00:00,2022-10-21T17:52:30.000+00:00
5483,Julien CHAUVIN,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:28.000+00:00,2022-10-21T09:06:13.000+00:00,2022-10-21T10:08:05.000+00:00,2022-10-21T11:50:01.000+00:00,2022-10-21T13:39:38.000+00:00,2022-10-21T15:14:23.000+00:00,2022-10-21T16:00:49.000+00:00,2022-10-21T16:57:10.000+00:00,2022-10-21T17:24:29.000+00:00,2022-10-21T17:52:31.000+00:00
5602,Brice LAURET,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:18.000+00:00,2022-10-21T08:54:32.000+00:00,2022-10-21T10:00:53.000+00:00,2022-10-21T11:45:39.000+00:00,2022-10-21T13:29:15.000+00:00,2022-10-21T15:09:43.000+00:00,2022-10-21T15:50:13.000+00:00,2022-10-21T16:46:16.000+00:00,2022-10-21T17:25:24.000+00:00,2022-10-21T17:53:21.000+00:00
5274,Julien TESSEREAU,FINISHER,SE H,MALE,FR,2022-10-21T07:05:18.000+00:00,2022-10-21T08:54:37.000+00:00,2022-10-21T10:00:49.000+00:00,2022-10-21T11:45:32.000+00:00,2022-10-21T13:51:00.000+00:00,2022-10-21T15:09:13.000+00:00,2022-10-21T15:48:09.000+00:00,2022-10-21T16:42:22.000+00:00,2022-10-21T17:25:24.000+00:00,2022-10-21T17:53:22.000+00:00
5588,David FERRE,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:34.000+00:00,2022-10-21T09:04:17.000+00:00,2022-10-21T10:08:43.000+00:00,2022-10-21T11:52:07.000+00:00,2022-10-21T13:41:12.000+00:00,2022-10-21T15:25:36.000+00:00,2022-10-21T16:14:35.000+00:00,2022-10-21T16:59:13.000+00:00,2022-10-21T17:26:17.000+00:00,2022-10-21T17:53:44.000+00:00
5348,Sabine BLIGUET,FINISHER,M3-M4F,FEMALE,FR,2022-10-21T06:50:30.000+00:00,2022-10-21T08:40:15.000+00:00,2022-10-21T09:46:15.000+00:00,2022-10-21T11:37:48.000+00:00,2022-10-21T13:48:02.000+00:00,2022-10-21T15:14:52.000+00:00,2022-10-21T15:58:35.000+00:00,2022-10-21T16:49:36.000+00:00,2022-10-21T17:20:56.000+00:00,2022-10-21T18:03:09.000+00:00
5450,Baptiste PINEAU,FINISHER,SE H,MALE,FR,2022-10-21T07:05:14.000+00:00,2022-10-21T08:55:01.000+00:00,2022-10-21T09:58:33.000+00:00,2022-10-21T11:46:30.000+00:00,2022-10-21T13:58:53.000+00:00,2022-10-21T15:22:04.000+00:00,2022-10-21T16:04:48.000+00:00,2022-10-21T16:56:23.000+00:00,2022-10-21T17:30:44.000+00:00,2022-10-21T17:57:50.000+00:00
5632,Sebastien ROBIN,FINISHER,SE H,MALE,FR,2022-10-21T07:05:16.000+00:00,2022-10-21T08:55:18.000+00:00,2022-10-21T09:58:35.000+00:00,2022-10-21T11:41:36.000+00:00,2022-10-21T13:58:31.000+00:00,2022-10-21T15:22:09.000+00:00,2022-10-21T16:04:49.000+00:00,2022-10-21T16:56:27.000+00:00,2022-10-21T17:30:47.000+00:00,2022-10-21T17:57:53.000+00:00
5234,Kévin VETEAU,FINISHER,SE H,MALE,FR,2022-10-21T07:05:22.000+00:00,2022-10-21T08:48:59.000+00:00,2022-10-21T09:51:37.000+00:00,2022-10-21T11:34:03.000+00:00,2022-10-21T13:22:13.000+00:00,2022-10-21T15:04:06.000+00:00,2022-10-21T15:51:37.000+00:00,2022-10-21T16:47:56.000+00:00,2022-10-21T17:32:18.000+00:00,2022-10-21T17:59:09.000+00:00
5231,Francois MESTDAGH,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:18.000+00:00,2022-10-21T09:02:53.000+00:00,2022-10-21T10:14:44.000+00:00,2022-10-21T11:50:12.000+00:00,2022-10-21T13:51:55.000+00:00,2022-10-21T15:17:00.000+00:00,2022-10-21T15:59:42.000+00:00,2022-10-21T16:56:10.000+00:00,2022-10-21T17:32:16.000+00:00,2022-10-21T20:44:25.000+00:00
5232,Marie-Odile BLANCHET,FINISHER,M1-M2F,FEMALE,FR,2022-10-21T07:05:17.000+00:00,2022-10-21T09:02:48.000+00:00,2022-10-21T10:14:44.000+00:00,2022-10-21T11:50:01.000+00:00,2022-10-21T13:51:56.000+00:00,2022-10-21T15:17:03.000+00:00,2022-10-21T15:59:43.000+00:00,2022-10-21T16:56:09.000+00:00,2022-10-21T17:32:15.000+00:00,2022-10-21T20:43:17.000+00:00
5312,Antoine AINE,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:07.000+00:00,2022-10-21T08:50:39.000+00:00,2022-10-21T09:59:42.000+00:00,2022-10-21T11:46:13.000+00:00,2022-10-21T13:48:44.000+00:00,2022-10-21T15:29:13.000+00:00,2022-10-21T16:04:50.000+00:00,2022-10-21T17:05:16.000+00:00,2022-10-21T17:40:22.000+00:00,2022-10-21T18:00:22.000+00:00
5442,Aurélien AUDINEAU,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:24.000+00:00,2022-10-21T09:04:52.000+00:00,2022-10-21T10:16:06.000+00:00,2022-10-21T11:54:41.000+00:00,2022-10-21T13:35:20.000+00:00,2022-10-21T15:14:26.000+00:00,2022-10-21T15:57:11.000+00:00,2022-10-21T16:54:42.000+00:00,2022-10-21T17:26:47.000+00:00,2022-10-21T18:02:11.000+00:00
5414,Franck LE TREUST,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:06.000+00:00,2022-10-21T09:02:56.000+00:00,2022-10-21T10:05:35.000+00:00,2022-10-21T11:46:46.000+00:00,2022-10-21T13:37:30.000+00:00,2022-10-21T15:16:30.000+00:00,2022-10-21T15:58:12.000+00:00,2022-10-21T16:56:52.000+00:00,2022-10-21T17:36:23.000+00:00,2022-10-21T18:02:02.000+00:00
5335,Lucien-Duhart FANNY,FINISHER,SE F,FEMALE,FR,2022-10-21T06:50:27.000+00:00,2022-10-21T08:40:22.000+00:00,2022-10-21T09:47:29.000+00:00,2022-10-21T11:33:44.000+00:00,2022-10-21T13:33:34.000+00:00,2022-10-21T15:06:11.000+00:00,2022-10-21T15:51:05.000+00:00,2022-10-21T16:48:05.000+00:00,2022-10-21T17:29:04.000+00:00,2022-10-21T18:03:21.000+00:00
5169,Elodie TRANVOUEZ,FINISHER,SE F,FEMALE,FR,2022-10-21T06:50:27.000+00:00,2022-10-21T08:40:27.000+00:00,2022-10-21T09:47:30.000+00:00,2022-10-21T11:33:56.000+00:00,2022-10-21T13:32:31.000+00:00,2022-10-21T15:06:12.000+00:00,2022-10-21T15:51:05.000+00:00,2022-10-21T16:48:12.000+00:00,2022-10-21T17:29:06.000+00:00,2022-10-21T18:03:22.000+00:00
5468,Killian LETERTRE,FINISHER,ES H,MALE,FR,2022-10-21T07:05:09.000+00:00,2022-10-21T08:58:06.000+00:00,2022-10-21T10:04:10.000+00:00,2022-10-21T11:52:34.000+00:00,2022-10-21T13:55:56.000+00:00,2022-10-21T15:17:29.000+00:00,2022-10-21T16:11:36.000+00:00,2022-10-21T17:04:58.000+00:00,2022-10-21T17:40:17.000+00:00,2022-10-21T18:03:26.000+00:00
5317,Mathieu CORDONNIER,FINISHER,M1-M2H,MALE,FR,2022-10-21T06:50:16.000+00:00,2022-10-21T08:33:35.000+00:00,2022-10-21T09:36:19.000+00:00,2022-10-21T11:23:44.000+00:00,2022-10-21T13:18:47.000+00:00,2022-10-21T14:54:10.000+00:00,2022-10-21T15:45:35.000+00:00,2022-10-21T16:43:18.000+00:00,2022-10-21T17:30:54.000+00:00,2022-10-21T18:04:38.000+00:00
5152,Michael FERRÉ,FINISHER,M3-M4H,MALE,FR,2022-10-21T06:50:32.000+00:00,2022-10-21T08:49:35.000+00:00,2022-10-21T09:58:54.000+00:00,2022-10-21T11:52:05.000+00:00,2022-10-21T13:39:51.000+00:00,2022-10-21T15:17:48.000+00:00,2022-10-21T16:03:07.000+00:00,2022-10-21T16:56:22.000+00:00,2022-10-21T17:34:16.000+00:00,2022-10-21T18:07:38.000+00:00
5149,Romain DESVIGNES,FINISHER,SE H,MALE,FR,2022-10-21T06:50:32.000+00:00,2022-10-21T08:45:10.000+00:00,2022-10-21T09:53:51.000+00:00,2022-10-21T11:33:10.000+00:00,2022-10-21T13:34:28.000+00:00,2022-10-21T15:13:05.000+00:00,2022-10-21T15:57:38.000+00:00,2022-10-21T17:00:48.000+00:00,2022-10-21T17:34:04.000+00:00,2022-10-21T18:06:07.000+00:00
5562,Stéphane BROCHARD,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:27.000+00:00,2022-10-21T09:06:09.000+00:00,2022-10-21T10:07:05.000+00:00,2022-10-21T11:42:02.000+00:00,2022-10-21T13:31:46.000+00:00,2022-10-21T15:13:39.000+00:00,2022-10-21T16:11:28.000+00:00,2022-10-21T17:05:05.000+00:00,2022-10-21T17:40:46.000+00:00,2022-10-21T18:08:21.000+00:00
5295,Cyrille BLIN,FINISHER,M1-M2H,MALE,FR,2022-10-21T06:50:21.000+00:00,2022-10-21T08:44:39.000+00:00,2022-10-21T09:54:26.000+00:00,2022-10-21T11:44:59.000+00:00,2022-10-21T13:43:19.000+00:00,2022-10-21T15:21:53.000+00:00,2022-10-21T16:04:29.000+00:00,2022-10-21T17:07:50.000+00:00,2022-10-21T17:39:37.000+00:00,2022-10-21T18:11:31.000+00:00
5287,Thomas DOUMEN,FINISHER,SE H,MALE,FR,2022-10-21T06:50:20.000+00:00,2022-10-21T08:32:41.000+00:00,2022-10-21T09:38:06.000+00:00,2022-10-21T11:13:51.000+00:00,2022-10-21T13:30:15.000+00:00,2022-10-21T15:00:32.000+00:00,2022-10-21T15:46:03.000+00:00,2022-10-21T16:51:41.000+00:00,2022-10-21T17:36:17.000+00:00,2022-10-21T18:09:09.000+00:00
5425,Baptiste COTTIGNIES,FINISHER,SE H,MALE,FR,2022-10-21T07:05:15.000+00:00,2022-10-21T08:49:38.000+00:00,2022-10-21T09:59:42.000+00:00,2022-10-21T11:29:12.000+00:00,2022-10-21T13:26:33.000+00:00,2022-10-21T15:13:55.000+00:00,2022-10-21T15:57:39.000+00:00,2022-10-21T17:08:33.000+00:00,2022-10-21T17:42:44.000+00:00,2022-10-21T18:10:42.000+00:00
5108,Virginie ROUX,FINISHER,M1-M2F,FEMALE,BE,2022-10-21T06:50:28.000+00:00,2022-10-21T08:43:41.000+00:00,2022-10-21T09:52:09.000+00:00,2022-10-21T11:25:27.000+00:00,2022-10-21T13:18:02.000+00:00,2022-10-21T14:56:57.000+00:00,2022-10-21T15:50:17.000+00:00,2022-10-21T16:53:13.000+00:00,2022-10-21T17:32:44.000+00:00,2022-10-21T18:11:23.000+00:00
