bib,name,status,category,sex,country,Peyreleau,St Andrée,La Roque,La Salvage,Mas de Bru,Massebiau,Cade,la pouncho,Arrivée
5279,Philippe BERMELL,FINISHER,M3-M4H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:43:07.000+00:00,2023-10-20T11:37:02.000+00:00,2023-10-20T13:26:14.000+00:00,2023-10-20T15:14:27.000+00:00,2023-10-20T15:59:27.000+00:00,2023-10-20T16:54:34.000+00:00,2023-10-20T17:32:47.000+00:00,2023-10-20T18:07:40.000+00:00
5657,Vanessa MÉTAIS,FINISHER,S-M0F,FEMALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:43:12.000+00:00,2023-10-20T11:37:05.000+00:00,2023-10-20T13:26:14.000+00:00,2023-10-20T15:14:27.000+00:00,2023-10-20T15:59:27.000+00:00,2023-10-20T16:54:34.000+00:00,2023-10-20T17:32:48.000+00:00,2023-10-20T18:02:36.000+00:00
5367,Stéphane GALY,FINISHER,M1-M2H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:29:21.000+00:00,2023-10-20T11:17:46.000+00:00,2023-10-20T13:09:11.000+00:00,2023-10-20T15:09:46.000+00:00,2023-10-20T15:52:38.000+00:00,2023-10-20T16:51:27.000+00:00,2023-10-20T17:27:31.000+00:00,2023-10-20T18:03:41.000+00:00
5605,Laurent MOINET,FINISHER,S-M0H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:28:38.000+00:00,2023-10-20T11:11:38.000+00:00,2023-10-20T12:57:39.000+00:00,2023-10-20T14:59:04.000+00:00,2023-10-20T15:44:00.000+00:00,2023-10-20T16:53:06.000+00:00,2023-10-20T17:31:58.000+00:00,2023-10-20T18:03:59.000+00:00
5228,Frederic LE BRUN,FINISHER,M3-M4H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:34:21.000+00:00,2023-10-20T11:23:10.000+00:00,2023-10-20T13:09:05.000+00:00,2023-10-20T14:53:16.000+00:00,2023-10-20T15:41:17.000+00:00,2023-10-20T16:48:06.000+00:00,2023-10-20T17:27:59.000+00:00,2023-10-20T18:04:13.000+00:00
5226,Philippe GHESQUIERE,FINISHER,M5-M6H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:35:31.000+00:00,2023-10-20T11:23:37.000+00:00,2023-10-20T13:09:01.000+00:00,2023-10-20T14:53:27.000+00:00,2023-10-20T15:39:21.000+00:00,2023-10-20T16:48:04.000+00:00,2023-10-20T17:28:00.000+00:00,2023-10-20T18:04:14.000+00:00
5293,Emilie GIRANDIER,FINISHER,M1-M2F,FEMALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:31:40.000+00:00,2023-10-20T11:22:40.000+00:00,2023-10-20T13:29:31.000+00:00,2023-10-20T15:25:52.000+00:00,2023-10-20T16:12:03.000+00:00,2023-10-20T17:10:25.000+00:00,2023-10-20T17:39:05.000+00:00,2023-10-20T18:06:37.000+00:00
5673,Stéphane BRIGHENTI,FINISHER,M3-M4H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:37:55.000+00:00,2023-10-20T11:29:25.000+00:00,2023-10-20T13:16:51.000+00:00,2023-10-20T15:14:11.000+00:00,2023-10-20T15:56:52.000+00:00,2023-10-20T16:58:58.000+00:00,2023-10-20T17:34:32.000+00:00,2023-10-20T18:06:48.000+00:00
5271,Laurence OPAGISTE,FINISHER,M3-M4F,FEMALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:38:35.000+00:00,2023-10-20T11:27:43.000+00:00,2023-10-20T13:18:23.000+00:00,2023-10-20T15:09:31.000+00:00,2023-10-20T15:54:22.000+00:00,2023-10-20T16:59:45.000+00:00,2023-10-20T17:34:52.000+00:00,2023-10-20T18:08:48.000+00:00
5471,Sébastien DENOUAL,FINISHER,M1-M2H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:37:33.000+00:00,2023-10-20T11:21:51.000+00:00,2023-10-20T13:14:34.000+00:00,2023-10-20T15:07:39.000+00:00,2023-10-20T15:51:57.000+00:00,2023-10-20T16:59:22.000+00:00,2023-10-20T17:33:00.000+00:00,2023-10-20T18:09:05.000+00:00
5083,Jolivet ARNAUD,FINISHER,M1-M2H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:12:56.000+00:00,2023-10-20T10:59:18.000+00:00,2023-10-20T12:50:07.000+00:00,2023-10-20T15:16:36.000+00:00,2023-10-20T16:04:09.000+00:00,2023-10-20T17:03:48.000+00:00,2023-10-20T17:37:33.000+00:00,2023-10-20T18:10:21.000+00:00
5328,Alexandre GUERIN,FINISHER,S-M0H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:20:15.000+00:00,2023-10-20T11:08:27.000+00:00,2023-10-20T13:03:38.000+00:00,2023-10-20T14:57:30.000+00:00,2023-10-20T15:46:29.000+00:00,2023-10-20T16:52:47.000+00:00,2023-10-20T17:31:16.000+00:00,2023-10-20T18:10:49.000+00:00
5153,Mickaël CHEREL,FINISHER,S-M0H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:25:08.000+00:00,2023-10-20T11:06:33.000+00:00,2023-10-20T12:53:50.000+00:00,2023-10-20T15:00:02.000+00:00,2023-10-20T15:50:08.000+00:00,2023-10-20T16:57:42.000+00:00,2023-10-20T17:36:27.000+00:00,2023-10-20T18:12:11.000+00:00
5534,Etienne GUILLOUËT,FINISHER,S-M0H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:22:54.000+00:00,2023-10-20T11:03:54.000+00:00,2023-10-20T12:59:55.000+00:00,2023-10-20T14:58:45.000+00:00,2023-10-20T15:50:57.000+00:00,2023-10-20T16:57:42.000+00:00,2023-10-20T17:36:27.000+00:00,2023-10-20T18:12:12.000+00:00
5535,Marc LOUAZEL,FINISHER,S-M0H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:25:07.000+00:00,2023-10-20T11:25:32.000+00:00,2023-10-20T13:20:38.000+00:00,2023-10-20T15:00:02.000+00:00,2023-10-20T15:50:17.000+00:00,2023-10-20T16:57:42.000+00:00,2023-10-20T17:36:27.000+00:00,2023-10-20T18:12:13.000+00:00
5570,Hérald CARETTI,FINISHER,M1-M2H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:42:46.000+00:00,2023-10-20T11:28:46.000+00:00,2023-10-20T13:22:58.000+00:00,2023-10-20T15:15:56.000+00:00,2023-10-20T15:58:06.000+00:00,2023-10-20T17:00:25.000+00:00,2023-10-20T17:37:45.000+00:00,2023-10-20T18:12:18.000+00:00
5571,Sonia MAUDEMAIN,FINISHER,M1-M2F,FEMALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:42:47.000+00:00,2023-10-20T11:28:45.000+00:00,2023-10-20T13:22:52.000+00:00,2023-10-20T15:15:56.000+00:00,2023-10-20T15:58:08.000+00:00,2023-10-20T17:00:28.000+00:00,2023-10-20T17:37:47.000+00:00,2023-10-20T18:12:19.000+00:00
5092,Gwendal BARREAU,FINISHER,M1-M2H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:20:05.000+00:00,2023-10-20T11:11:01.000+00:00,2023-10-20T12:56:23.000+00:00,2023-10-20T15:02:15.000+00:00,2023-10-20T15:47:20.000+00:00,2023-10-20T16:50:19.000+00:00,2023-10-20T17:36:58.000+00:00,2023-10-20T18:12:31.000+00:00
5383,Kevin CHAIGNEAU,FINISHER,S-M0H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:36:37.000+00:00,2023-10-20T11:31:48.000+00:00,2023-10-20T13:29:18.000+00:00,2023-10-20T15:15:11.000+00:00,2023-10-20T15:56:35.000+00:00,2023-10-20T17:03:49.000+00:00,2023-10-20T17:45:56.000+00:00,2023-10-20T18:22:13.000+00:00
5541,Jean-Baptiste GRELET,FINISHER,S-M0H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:31:23.000+00:00,2023-10-20T11:23:11.000+00:00,2023-10-20T13:03:16.000+00:00,2023-10-20T15:05:53.000+00:00,2023-10-20T15:48:38.000+00:00,2023-10-20T17:03:20.000+00:00,2023-10-20T17:45:57.000+00:00,2023-10-20T18:13:27.000+00:00
5583,Renaud JOURDAN,FINISHER,M1-M2H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:33:32.000+00:00,2023-10-20T11:13:40.000+00:00,2023-10-20T12:57:52.000+00:00,2023-10-20T14:58:28.000+00:00,2023-10-20T15:54:00.000+00:00,2023-10-20T16:54:48.000+00:00,2023-10-20T17:30:53.000+00:00,2023-10-20T18:14:15.000+00:00
5185,Tony CHAUVET,FINISHER,M3-M4H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:25:11.000+00:00,2023-10-20T11:23:01.000+00:00,2023-10-20T13:07:50.000+00:00,2023-10-20T15:07:32.000+00:00,2023-10-20T15:56:35.000+00:00,2023-10-20T16:59:37.000+00:00,2023-10-20T17:40:29.000+00:00,2023-10-20T18:16:23.000+00:00
5184,Sophie CHAUVET,FINISHER,M1-M2F,FEMALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:25:21.000+00:00,2023-10-20T11:23:03.000+00:00,2023-10-20T13:07:48.000+00:00,2023-10-20T15:07:51.000+00:00,2023-10-20T15:56:34.000+00:00,2023-10-20T16:59:23.000+00:00,2023-10-20T17:40:28.000+00:00,2023-10-20T18:16:23.000+00:00
5664,Gregory DESSERTENNE,FINISHER,M1-M2H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:51:56.000+00:00,2023-10-20T11:47:42.000+00:00,2023-10-20T13:33:34.000+00:00,2023-10-20T15:28:49.000+00:00,2023-10-20T16:08:23.000+00:00,2023-10-20T17:10:57.000+00:00,2023-10-20T17:47:45.000+00:00,2023-10-20T18:26:48.000+00:00
5215,Philippe COLLETTE,FINISHER,M3-M4H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:31:43.000+00:00,2023-10-20T11:23:10.000+00:00,2023-10-20T13:13:41.000+00:00,2023-10-20T14:58:44.000+00:00,2023-10-20T15:57:36.000+00:00,2023-10-20T16:59:17.000+00:00,2023-10-20T17:41:31.000+00:00,2023-10-20T18:19:06.000+00:00
5214,Sophie CLOT-COLLETTE,FINISHER,M3-M4F,FEMALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:31:43.000+00:00,2023-10-20T11:23:18.000+00:00,2023-10-20T13:13:42.000+00:00,2023-10-20T14:59:13.000+00:00,2023-10-20T15:57:37.000+00:00,2023-10-20T16:59:21.000+00:00,2023-10-20T17:41:33.000+00:00,2023-10-20T18:19:07.000+00:00
5335,Lucie MERAVILLES,FINISHER,S-M0F,FEMALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:20:10.000+00:00,2023-10-20T11:04:36.000+00:00,2023-10-20T13:08:45.000+00:00,2023-10-20T15:00:32.000+00:00,2023-10-20T15:53:37.000+00:00,2023-10-20T16:52:37.000+00:00,2023-10-20T17:34:11.000+00:00,2023-10-20T18:19:12.000+00:00
5435,Nathalie MOSTOWSKI,FINISHER,M3-M4F,FEMALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:50:18.000+00:00,2023-10-20T11:43:55.000+00:00,2023-10-20T13:34:31.000+00:00,2023-10-20T15:19:59.000+00:00,2023-10-20T16:08:16.000+00:00,2023-10-20T17:10:03.000+00:00,2023-10-20T17:41:10.000+00:00,2023-10-20T18:19:14.000+00:00
5487,Jean-Jacques TAILLADE,FINISHER,M3-M4H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:29:25.000+00:00,2023-10-20T11:14:27.000+00:00,2023-10-20T13:10:57.000+00:00,2023-10-20T15:13:47.000+00:00,2023-10-20T16:02:14.000+00:00,2023-10-20T17:09:30.000+00:00,2023-10-20T17:44:13.000+00:00,2023-10-20T18:19:33.000+00:00
5192,Vincent CANTE,FINISHER,M1-M2H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T10:00:46.000+00:00,2023-10-20T11:55:56.000+00:00,2023-10-20T13:40:01.000+00:00,2023-10-20T15:36:47.000+00:00,2023-10-20T16:22:12.000+00:00,2023-10-20T17:19:07.000+00:00,2023-10-20T17:51:04.000+00:00,2023-10-20T18:21:30.000+00:00
5372,Stephane JASPARD,FINISHER,M3-M4H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:34:52.000+00:00,2023-10-20T11:25:36.000+00:00,2023-10-20T13:14:27.000+00:00,2023-10-20T15:12:07.000+00:00,2023-10-20T15:57:43.000+00:00,2023-10-20T17:03:41.000+00:00,2023-10-20T17:44:19.000+00:00,2023-10-20T18:21:41.000+00:00
5382,Fabien RAFIN,FINISHER,S-M0H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:36:19.000+00:00,2023-10-20T11:35:42.000+00:00,2023-10-20T13:16:12.000+00:00,2023-10-20T15:20:08.000+00:00,2023-10-20T16:07:37.000+00:00,2023-10-20T17:03:28.000+00:00,2023-10-20T17:45:57.000+00:00,2023-10-20T18:22:03.000+00:00
5105,Lionel ROUZAIRE,FINISHER,M1-M2H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:33:37.000+00:00,2023-10-20T11:23:47.000+00:00,2023-10-20T13:15:14.000+00:00,2023-10-20T15:16:01.000+00:00,2023-10-20T16:02:07.000+00:00,2023-10-20T17:05:53.000+00:00,2023-10-20T17:44:20.000+00:00,2023-10-20T18:22:07.000+00:00
5662,Nicolas MOTTAIS,FINISHER,M1-M2H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:51:57.000+00:00,2023-10-20T11:47:40.000+00:00,2023-10-20T13:28:06.000+00:00,2023-10-20T15:25:42.000+00:00,2023-10-20T16:08:54.000+00:00,2023-10-20T17:11:05.000+00:00,2023-10-20T17:47:45.000+00:00,2023-10-20T18:23:49.000+00:00
5268,Alain BLAISE,FINISHER,M3-M4H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:16:19.000+00:00,2023-10-20T11:17:38.000+00:00,2023-10-20T13:16:53.000+00:00,2023-10-20T15:09:13.000+00:00,2023-10-20T15:59:36.000+00:00,2023-10-20T17:03:50.000+00:00,2023-10-20T17:44:59.000+00:00,2023-10-20T18:23:50.000+00:00
5011,Alexandra FERS,FINISHER,S-M0F,FEMALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:23:02.000+00:00,2023-10-20T11:08:01.000+00:00,2023-10-20T12:56:45.000+00:00,2023-10-20T14:54:05.000+00:00,2023-10-20T15:47:52.000+00:00,2023-10-20T17:00:09.000+00:00,2023-10-20T17:40:08.000+00:00,2023-10-20T18:24:06.000+00:00
5233,Benjamin ECORCHARD,FINISHER,S-M0H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:06:00.000+00:00,2023-10-20T11:06:00.000+00:00,2023-10-20T12:56:15.000+00:00,2023-10-20T14:57:22.000+00:00,2023-10-20T15:52:45.000+00:00,2023-10-20T17:05:11.000+00:00,2023-10-20T17:48:03.000+00:00,2023-10-20T18:25:23.000+00:00
5609,Fabrice GUILMART,FINISHER,M3-M4H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:46:55.000+00:00,2023-10-20T11:36:56.000+00:00,2023-10-20T13:18:20.000+00:00,2023-10-20T15:07:31.000+00:00,2023-10-20T15:50:01.000+00:00,2023-10-20T17:00:51.000+00:00,2023-10-20T17:43:38.000+00:00,2023-10-20T18:26:07.000+00:00
5610,Marion XIBERRAS,FINISHER,S-M0F,FEMALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:46:55.000+00:00,2023-10-20T11:36:53.000+00:00,2023-10-20T13:18:21.000+00:00,2023-10-20T15:07:31.000+00:00,2023-10-20T15:50:10.000+00:00,2023-10-20T17:01:04.000+00:00,2023-10-20T17:43:43.000+00:00,2023-10-20T18:26:11.000+00:00
5018,David DUBOIS,FINISHER,M3-M4H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:29:20.000+00:00,2023-10-20T11:23:38.000+00:00,2023-10-20T13:07:51.000+00:00,2023-10-20T15:09:11.000+00:00,2023-10-20T15:57:30.000+00:00,2023-10-20T17:00:59.000+00:00,2023-10-20T17:45:25.000+00:00,2023-10-20T18:26:12.000+00:00
5077,Elodie DELORDRE-NIEL,FINISHER,S-M0F,FEMALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:20:04.000+00:00,2023-10-20T11:07:58.000+00:00,2023-10-20T12:56:07.000+00:00,2023-10-20T14:57:08.000+00:00,2023-10-20T15:50:29.000+00:00,2023-10-20T17:04:56.000+00:00,2023-10-20T17:44:40.000+00:00,2023-10-20T18:27:37.000+00:00
5565,Jérome BROQUAIRE,FINISHER,M1-M2H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T10:00:51.000+00:00,2023-10-20T11:55:25.000+00:00,2023-10-20T13:40:02.000+00:00,2023-10-20T15:39:36.000+00:00,2023-10-20T16:21:48.000+00:00,2023-10-20T17:19:06.000+00:00,2023-10-20T17:52:49.000+00:00,2023-10-20T18:27:52.000+00:00
5588,Didier BOUCHER,FINISHER,M3-M4H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:39:40.000+00:00,2023-10-20T11:27:30.000+00:00,2023-10-20T13:19:20.000+00:00,2023-10-20T15:15:29.000+00:00,2023-10-20T16:01:03.000+00:00,2023-10-20T17:17:53.000+00:00,2023-10-20T17:52:48.000+00:00,2023-10-20T18:28:02.000+00:00
5497,Philippe MAYER,FINISHER,M3-M4H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:59:36.000+00:00,2023-10-20T11:52:43.000+00:00,2023-10-20T13:45:25.000+00:00,2023-10-20T15:36:19.000+00:00,2023-10-20T16:19:29.000+00:00,2023-10-20T17:23:03.000+00:00,2023-10-20T17:58:04.000+00:00,2023-10-20T18:28:31.000+00:00
5084,Adelaide PICHARD,FINISHER,S-M0F,FEMALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:39:02.000+00:00,2023-10-20T11:27:56.000+00:00,2023-10-20T13:19:56.000+00:00,2023-10-20T15:21:06.000+00:00,2023-10-20T16:12:44.000+00:00,2023-10-20T17:20:51.000+00:00,2023-10-20T17:53:04.000+00:00,2023-10-20T18:29:21.000+00:00
5052,Julien MORAIS ALMEIDA,FINISHER,S-M0H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:24:18.000+00:00,2023-10-20T11:17:51.000+00:00,2023-10-20T13:21:28.000+00:00,2023-10-20T15:24:52.000+00:00,2023-10-20T16:07:55.000+00:00,2023-10-20T17:20:54.000+00:00,2023-10-20T18:00:45.000+00:00,2023-10-20T18:29:31.000+00:00
5442,Emilie FOURMEAUX,FINISHER,M1-M2F,FEMALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:32:29.000+00:00,2023-10-20T11:24:00.000+00:00,2023-10-20T13:14:56.000+00:00,2023-10-20T15:19:05.000+00:00,2023-10-20T16:09:36.000+00:00,2023-10-20T17:13:48.000+00:00,2023-10-20T17:50:50.000+00:00,2023-10-20T18:29:48.000+00:00
5522,Louis ROVIRA,FINISHER,M3-M4H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:48:44.000+00:00,2023-10-20T11:47:09.000+00:00,2023-10-20T13:46:59.000+00:00,2023-10-20T15:40:37.000+00:00,2023-10-20T16:27:33.000+00:00,2023-10-20T17:25:38.000+00:00,2023-10-20T17:59:35.000+00:00,2023-10-20T18:32:23.000+00:00
5479,Noé GENDRON,FINISHER,S-M0H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:38:01.000+00:00,2023-10-20T11:27:26.000+00:00,2023-10-20T13:16:17.000+00:00,2023-10-20T15:17:17.000+00:00,2023-10-20T16:11:54.000+00:00,2023-10-20T17:19:42.000+00:00,2023-10-20T17:55:08.000+00:00,2023-10-20T18:35:58.000+00:00
5227,Pierre-Emmanuel BARRIERE,FINISHER,M1-M2H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:35:24.000+00:00,2023-10-20T11:23:37.000+00:00,2023-10-20T13:06:16.000+00:00,2023-10-20T14:48:14.000+00:00,2023-10-20T15:34:02.000+00:00,2023-10-20T16:37:48.000+00:00,2023-10-20T17:53:51.000+00:00,2023-10-20T18:36:42.000+00:00
5596,Stéphane LENOBLE,FINISHER,M1-M2H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:35:20.000+00:00,2023-10-20T11:23:42.000+00:00,2023-10-20T13:06:08.000+00:00,2023-10-20T14:48:15.000+00:00,2023-10-20T15:33:59.000+00:00,2023-10-20T16:37:49.000+00:00,2023-10-20T17:53:50.000+00:00,2023-10-20T18:36:43.000+00:00
5558,Kévin JOURDAN,FINISHER,M1-M2H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:30:13.000+00:00,2023-10-20T11:17:06.000+00:00,2023-10-20T13:01:56.000+00:00,2023-10-20T15:02:54.000+00:00,2023-10-20T15:54:51.000+00:00,2023-10-20T17:02:01.000+00:00,2023-10-20T17:52:49.000+00:00,2023-10-20T18:36:50.000+00:00
5336,Gilles MONGE,FINISHER,M1-M2H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:44:28.000+00:00,2023-10-20T11:47:49.000+00:00,2023-10-20T13:41:50.000+00:00,2023-10-20T15:39:56.000+00:00,2023-10-20T16:23:42.000+00:00,2023-10-20T17:30:59.000+00:00,2023-10-20T18:06:37.000+00:00,2023-10-20T18:41:32.000+00:00
5679,Frédéric GUIRAUD,FINISHER,M1-M2H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:44:29.000+00:00,2023-10-20T11:47:53.000+00:00,2023-10-20T13:43:35.000+00:00,2023-10-20T15:36:46.000+00:00,2023-10-20T16:23:42.000+00:00,2023-10-20T17:31:04.000+00:00,2023-10-20T18:06:37.000+00:00,2023-10-20T18:41:32.000+00:00
5598,Vincent BOSSE,FINISHER,M1-M2H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:37:15.000+00:00,2023-10-20T11:29:19.000+00:00,2023-10-20T13:22:32.000+00:00,2023-10-20T15:19:15.000+00:00,2023-10-20T16:09:02.000+00:00,2023-10-20T17:25:02.000+00:00,2023-10-20T18:05:10.000+00:00,2023-10-20T18:44:05.000+00:00
5254,Jean Christophe BRIAND,FINISHER,S-M0H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:35:11.000+00:00,2023-10-20T11:35:37.000+00:00,2023-10-20T13:29:53.000+00:00,2023-10-20T15:29:26.000+00:00,2023-10-20T16:18:51.000+00:00,2023-10-20T17:20:54.000+00:00,2023-10-20T17:56:28.000+00:00,2023-10-20T18:44:15.000+00:00
5461,Christophe LHERMITE,FINISHER,S-M0H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:58:27.000+00:00,2023-10-20T11:52:22.000+00:00,2023-10-20T13:43:07.000+00:00,2023-10-20T15:42:16.000+00:00,2023-10-20T16:26:26.000+00:00,2023-10-20T17:31:49.000+00:00,2023-10-20T18:05:16.000+00:00,2023-10-20T18:44:40.000+00:00
5444,Aicha SMIRAOUI,FINISHER,M3-M4F,FEMALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:43:27.000+00:00,2023-10-20T11:36:55.000+00:00,2023-10-20T13:33:30.000+00:00,2023-10-20T15:28:49.000+00:00,2023-10-20T16:23:16.000+00:00,2023-10-20T17:31:33.000+00:00,2023-10-20T18:07:13.000+00:00,2023-10-20T18:46:18.000+00:00
5495,Yohan LIPPENS,FINISHER,M1-M2H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:43:00.000+00:00,2023-10-20T11:35:37.000+00:00,2023-10-20T13:33:45.000+00:00,2023-10-20T15:34:29.000+00:00,2023-10-20T16:26:26.000+00:00,2023-10-20T17:29:27.000+00:00,2023-10-20T18:08:42.000+00:00,2023-10-20T18:46:38.000+00:00
5467,Bruno NAILLON,FINISHER,M3-M4H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:50:24.000+00:00,2023-10-20T11:46:37.000+00:00,2023-10-20T13:37:36.000+00:00,2023-10-20T15:39:56.000+00:00,2023-10-20T16:28:01.000+00:00,2023-10-20T17:33:20.000+00:00,2023-10-20T18:12:29.000+00:00,2023-10-20T18:46:42.000+00:00
5629,Serge BONOMI,FINISHER,M5-M6H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:49:17.000+00:00,2023-10-20T11:32:04.000+00:00,2023-10-20T13:33:32.000+00:00,2023-10-20T15:29:59.000+00:00,2023-10-20T16:17:27.000+00:00,2023-10-20T17:25:01.000+00:00,2023-10-20T18:11:28.000+00:00,2023-10-20T18:48:21.000+00:00
5496,Justine BROWN,FINISHER,S-M0F,FEMALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:59:42.000+00:00,2023-10-20T11:56:08.000+00:00,2023-10-20T13:45:24.000+00:00,2023-10-20T15:40:02.000+00:00,2023-10-20T16:26:58.000+00:00,2023-10-20T17:28:05.000+00:00,2023-10-20T18:12:51.000+00:00,2023-10-20T18:48:22.000+00:00
5119,Alexander TATALOVIC,FINISHER,M1-M2H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:19:46.000+00:00,2023-10-20T11:08:17.000+00:00,2023-10-20T13:07:50.000+00:00,2023-10-20T15:29:59.000+00:00,2023-10-20T16:16:38.000+00:00,2023-10-20T17:29:30.000+00:00,2023-10-20T18:13:17.000+00:00,2023-10-20T18:48:23.000+00:00
5646,Olivier PICHON,FINISHER,M1-M2H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:51:13.000+00:00,2023-10-20T11:57:07.000+00:00,2023-10-20T14:04:02.000+00:00,2023-10-20T16:00:16.000+00:00,2023-10-20T16:42:17.000+00:00,2023-10-20T17:40:59.000+00:00,2023-10-20T18:14:20.000+00:00,2023-10-20T18:49:45.000+00:00
5670,Remy SIBIOUDE,FINISHER,M1-M2H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:46:58.000+00:00,2023-10-20T11:43:07.000+00:00,2023-10-20T13:31:09.000+00:00,2023-10-20T15:36:22.000+00:00,2023-10-20T16:25:33.000+00:00,2023-10-20T17:35:13.000+00:00,2023-10-20T18:15:21.000+00:00,2023-10-20T18:50:15.000+00:00
5458,Lilian GERARD,FINISHER,M3-M4H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:52:00.000+00:00,2023-10-20T11:49:27.000+00:00,2023-10-20T13:38:04.000+00:00,2023-10-20T15:44:13.000+00:00,2023-10-20T16:33:44.000+00:00,2023-10-20T17:41:16.000+00:00,2023-10-20T18:13:30.000+00:00,2023-10-20T18:51:18.000+00:00
5050,Christian BELAUD,FINISHER,M3-M4H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:39:18.000+00:00,2023-10-20T11:35:51.000+00:00,2023-10-20T13:34:09.000+00:00,2023-10-20T15:29:02.000+00:00,2023-10-20T16:27:01.000+00:00,2023-10-20T17:32:10.000+00:00,2023-10-20T18:12:41.000+00:00,2023-10-20T21:22:00.000+00:00
