bib,name,status,category,sex,country,Peyreleau,St Andrée,La Roque,La Salvage,Mas de Bru,Massebiau,Cade,la pouncho,Arrivée
5281,Pierre-Jean MAHIEU,FINISHER,S-M0H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T08:52:53.000+00:00,2023-10-20T10:13:14.000+00:00,2023-10-20T11:38:53.000+00:00,2023-10-20T13:02:58.000+00:00,2023-10-20T13:42:19.000+00:00,2023-10-20T14:36:39.000+00:00,2023-10-20T15:25:05.000+00:00,2023-10-20T16:30:52.000+00:00
5010,Alain MERLIER,FINISHER,M3-M4H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:12:55.000+00:00,2023-10-20T10:48:55.000+00:00,2023-10-20T12:28:02.000+00:00,2023-10-20T14:02:20.000+00:00,2023-10-20T14:38:22.000+00:00,2023-10-20T15:33:56.000+00:00,2023-10-20T16:03:29.000+00:00,2023-10-20T16:31:54.000+00:00
5351,Julien GAREAU,FINISHER,M1-M2H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:30:56.000+00:00,2023-10-20T11:00:27.000+00:00,2023-10-20T12:30:48.000+00:00,2023-10-20T14:04:56.000+00:00,2023-10-20T14:44:01.000+00:00,2023-10-20T15:34:09.000+00:00,2023-10-20T16:03:01.000+00:00,2023-10-20T16:33:00.000+00:00
5241,Fabien HEURTEL,FINISHER,M1-M2H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:15:36.000+00:00,2023-10-20T10:52:05.000+00:00,2023-10-20T12:28:13.000+00:00,2023-10-20T14:08:21.000+00:00,2023-10-20T14:47:33.000+00:00,2023-10-20T15:34:19.000+00:00,2023-10-20T16:03:36.000+00:00,2023-10-20T16:38:45.000+00:00
5273,Arnaud BIOTEAU,FINISHER,M1-M2H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:22:09.000+00:00,2023-10-20T10:49:55.000+00:00,2023-10-20T12:23:17.000+00:00,2023-10-20T14:07:38.000+00:00,2023-10-20T14:46:48.000+00:00,2023-10-20T15:39:59.000+00:00,2023-10-20T16:06:21.000+00:00,2023-10-20T16:34:40.000+00:00
5068,Déborah TEMPLE,FINISHER,M1-M2F,FEMALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:00:32.000+00:00,2023-10-20T10:33:55.000+00:00,2023-10-20T12:10:14.000+00:00,2023-10-20T13:49:46.000+00:00,2023-10-20T14:30:18.000+00:00,2023-10-20T15:23:37.000+00:00,2023-10-20T15:57:05.000+00:00,2023-10-20T16:34:52.000+00:00
5081,Benjamin GRIMBERT,FINISHER,M1-M2H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T08:59:53.000+00:00,2023-10-20T10:30:14.000+00:00,2023-10-20T12:14:54.000+00:00,2023-10-20T13:45:19.000+00:00,2023-10-20T14:31:56.000+00:00,2023-10-20T15:19:24.000+00:00,2023-10-20T15:52:16.000+00:00,2023-10-20T16:34:55.000+00:00
5484,Christophe VIE,FINISHER,S-M0H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:21:03.000+00:00,2023-10-20T10:57:23.000+00:00,2023-10-20T12:28:37.000+00:00,2023-10-20T13:57:39.000+00:00,2023-10-20T14:38:05.000+00:00,2023-10-20T15:29:52.000+00:00,2023-10-20T15:57:08.000+00:00,2023-10-20T16:34:57.000+00:00
5242,Stephane DONADEL,FINISHER,M3-M4H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:15:35.000+00:00,2023-10-20T10:51:57.000+00:00,2023-10-20T12:28:10.000+00:00,2023-10-20T14:09:44.000+00:00,2023-10-20T14:47:33.000+00:00,2023-10-20T15:37:56.000+00:00,2023-10-20T16:04:04.000+00:00,2023-10-20T16:34:58.000+00:00
5205,Eric LORIAU,FINISHER,M5-M6H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:10:42.000+00:00,2023-10-20T10:47:31.000+00:00,2023-10-20T12:26:17.000+00:00,2023-10-20T14:08:39.000+00:00,2023-10-20T14:45:57.000+00:00,2023-10-20T15:39:55.000+00:00,2023-10-20T16:06:40.000+00:00,2023-10-20T16:53:34.000+00:00
5526,Kilian GODIER,FINISHER,S-M0H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:21:35.000+00:00,2023-10-20T10:52:26.000+00:00,2023-10-20T12:31:58.000+00:00,2023-10-20T14:04:46.000+00:00,2023-10-20T14:42:29.000+00:00,2023-10-20T15:37:13.000+00:00,2023-10-20T16:04:27.000+00:00,2023-10-20T16:36:05.000+00:00
5157,Williams LEFEBVRE,FINISHER,M1-M2H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:07:18.000+00:00,2023-10-20T10:45:40.000+00:00,2023-10-20T12:22:45.000+00:00,2023-10-20T14:02:38.000+00:00,2023-10-20T14:41:51.000+00:00,2023-10-20T15:33:51.000+00:00,2023-10-20T16:04:32.000+00:00,2023-10-20T17:08:33.000+00:00
5080,Sébastien DEMOL,FINISHER,M1-M2H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:02:03.000+00:00,2023-10-20T10:34:28.000+00:00,2023-10-20T12:23:38.000+00:00,2023-10-20T13:52:28.000+00:00,2023-10-20T14:29:20.000+00:00,2023-10-20T15:30:37.000+00:00,2023-10-20T16:04:46.000+00:00,2023-10-20T16:37:11.000+00:00
5553,Yoann ROUVRAIS,FINISHER,S-M0H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:18:22.000+00:00,2023-10-20T10:46:34.000+00:00,2023-10-20T12:22:07.000+00:00,2023-10-20T14:01:40.000+00:00,2023-10-20T14:38:41.000+00:00,2023-10-20T15:34:11.000+00:00,2023-10-20T16:06:28.000+00:00,2023-10-20T16:40:51.000+00:00
5434,Vincent ARNOLD,FINISHER,M1-M2H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:17:21.000+00:00,2023-10-20T10:45:18.000+00:00,2023-10-20T12:26:42.000+00:00,2023-10-20T14:07:24.000+00:00,2023-10-20T14:45:56.000+00:00,2023-10-20T15:43:09.000+00:00,2023-10-20T16:12:00.000+00:00,2023-10-20T16:41:00.000+00:00
5087,Eric BARRE,FINISHER,M3-M4H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:13:05.000+00:00,2023-10-20T10:49:53.000+00:00,2023-10-20T12:29:35.000+00:00,2023-10-20T14:08:36.000+00:00,2023-10-20T14:47:56.000+00:00,2023-10-20T15:43:44.000+00:00,2023-10-20T16:11:33.000+00:00,2023-10-20T16:41:13.000+00:00
5062,Adeline NOËL,FINISHER,S-M0F,FEMALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:03:38.000+00:00,2023-10-20T10:32:54.000+00:00,2023-10-20T12:13:41.000+00:00,2023-10-20T13:54:17.000+00:00,2023-10-20T14:35:15.000+00:00,2023-10-20T15:37:28.000+00:00,2023-10-20T16:07:33.000+00:00,2023-10-20T16:42:08.000+00:00
5316,Cyrille PAIN,FINISHER,M3-M4H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:00:43.000+00:00,2023-10-20T10:43:58.000+00:00,2023-10-20T12:28:13.000+00:00,2023-10-20T14:03:23.000+00:00,2023-10-20T14:43:39.000+00:00,2023-10-20T15:37:45.000+00:00,2023-10-20T16:07:11.000+00:00,2023-10-20T16:42:16.000+00:00
5668,Christophe KERNER,FINISHER,M1-M2H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:30:04.000+00:00,2023-10-20T11:06:56.000+00:00,2023-10-20T12:41:33.000+00:00,2023-10-20T14:10:21.000+00:00,2023-10-20T14:49:27.000+00:00,2023-10-20T15:39:55.000+00:00,2023-10-20T16:08:33.000+00:00,2023-10-20T16:42:32.000+00:00
5127,Richard WOLYNIEC,FINISHER,M1-M2H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:03:38.000+00:00,2023-10-20T10:40:05.000+00:00,2023-10-20T12:25:09.000+00:00,2023-10-20T14:06:21.000+00:00,2023-10-20T14:48:59.000+00:00,2023-10-20T15:45:22.000+00:00,2023-10-20T16:13:40.000+00:00,2023-10-20T16:42:45.000+00:00
5091,Olivier PEISSON,FINISHER,S-M0H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:15:48.000+00:00,2023-10-20T10:47:49.000+00:00,2023-10-20T12:25:08.000+00:00,2023-10-20T14:04:40.000+00:00,2023-10-20T14:45:24.000+00:00,2023-10-20T15:40:25.000+00:00,2023-10-20T16:07:59.000+00:00,2023-10-20T16:42:53.000+00:00
5370,Jérôme BOUSQUET,FINISHER,M3-M4H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:18:46.000+00:00,2023-10-20T10:58:46.000+00:00,2023-10-20T12:31:33.000+00:00,2023-10-20T14:19:23.000+00:00,2023-10-20T14:57:25.000+00:00,2023-10-20T15:53:14.000+00:00,2023-10-20T16:19:00.000+00:00,2023-10-20T16:43:13.000+00:00
5142,Christophe NOZAY,FINISHER,M3-M4H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T08:57:54.000+00:00,2023-10-20T10:27:52.000+00:00,2023-10-20T12:05:58.000+00:00,2023-10-20T13:46:03.000+00:00,2023-10-20T14:26:23.000+00:00,2023-10-20T15:30:19.000+00:00,2023-10-20T16:05:03.000+00:00,2023-10-20T16:43:31.000+00:00
5019,Muros JOSE,FINISHER,M1-M2H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:15:28.000+00:00,2023-10-20T10:45:23.000+00:00,2023-10-20T12:15:09.000+00:00,2023-10-20T13:51:06.000+00:00,2023-10-20T14:34:13.000+00:00,2023-10-20T15:30:41.000+00:00,2023-10-20T16:05:02.000+00:00,2023-10-20T16:43:56.000+00:00
5003,Tony CEROUTER,FINISHER,M1-M2H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:07:29.000+00:00,2023-10-20T10:46:11.000+00:00,2023-10-20T12:27:10.000+00:00,2023-10-20T14:06:09.000+00:00,2023-10-20T14:46:38.000+00:00,2023-10-20T15:46:05.000+00:00,2023-10-20T16:13:48.000+00:00,2023-10-20T16:45:11.000+00:00
5272,Fannie TOURNADE,FINISHER,S-M0F,FEMALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:19:21.000+00:00,2023-10-20T10:52:30.000+00:00,2023-10-20T12:39:18.000+00:00,2023-10-20T14:11:34.000+00:00,2023-10-20T14:49:39.000+00:00,2023-10-20T15:42:45.000+00:00,2023-10-20T16:14:17.000+00:00,2023-10-20T16:52:22.000+00:00
5280,Thomas BIELECKI,FINISHER,S-M0H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:11:37.000+00:00,2023-10-20T10:55:11.000+00:00,2023-10-20T12:35:58.000+00:00,2023-10-20T14:11:35.000+00:00,2023-10-20T14:47:30.000+00:00,2023-10-20T15:46:01.000+00:00,2023-10-20T16:12:54.000+00:00,2023-10-20T16:45:56.000+00:00
5330,Yoann POULET,FINISHER,M1-M2H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:11:21.000+00:00,2023-10-20T10:53:08.000+00:00,2023-10-20T12:22:14.000+00:00,2023-10-20T14:07:06.000+00:00,2023-10-20T14:43:50.000+00:00,2023-10-20T15:41:24.000+00:00,2023-10-20T16:17:42.000+00:00,2023-10-20T16:47:00.000+00:00
5671,Farid TEBAA,FINISHER,M1-M2H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:11:22.000+00:00,2023-10-20T10:53:07.000+00:00,2023-10-20T12:22:15.000+00:00,2023-10-20T14:07:06.000+00:00,2023-10-20T14:43:50.000+00:00,2023-10-20T15:41:28.000+00:00,2023-10-20T16:17:46.000+00:00,2023-10-20T16:52:03.000+00:00
5587,Benjamin DUBÉ,FINISHER,M1-M2H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:15:37.000+00:00,2023-10-20T10:40:32.000+00:00,2023-10-20T12:11:23.000+00:00,2023-10-20T13:39:36.000+00:00,2023-10-20T14:32:18.000+00:00,2023-10-20T15:29:06.000+00:00,2023-10-20T16:04:41.000+00:00,2023-10-20T16:47:21.000+00:00
5206,Vincent RABEC,FINISHER,M1-M2H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:02:53.000+00:00,2023-10-20T10:33:12.000+00:00,2023-10-20T12:19:07.000+00:00,2023-10-20T14:08:36.000+00:00,2023-10-20T14:47:05.000+00:00,2023-10-20T15:51:58.000+00:00,2023-10-20T16:22:18.000+00:00,2023-10-20T16:53:35.000+00:00
5611,Jean Pierre MERLET,FINISHER,M5-M6H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:39:36.000+00:00,2023-10-20T11:10:24.000+00:00,2023-10-20T12:45:24.000+00:00,2023-10-20T14:07:45.000+00:00,2023-10-20T14:45:17.000+00:00,2023-10-20T15:43:36.000+00:00,2023-10-20T16:13:41.000+00:00,2023-10-20T16:47:38.000+00:00
5001,Audrey CREYSSELS,FINISHER,M1-M2F,FEMALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:23:01.000+00:00,2023-10-20T11:07:30.000+00:00,2023-10-20T12:43:40.000+00:00,2023-10-20T14:22:55.000+00:00,2023-10-20T15:00:56.000+00:00,2023-10-20T15:53:12.000+00:00,2023-10-20T16:20:28.000+00:00,2023-10-20T16:49:07.000+00:00
5002,Pierre Henri CREYSSELS,FINISHER,S-M0H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:23:01.000+00:00,2023-10-20T11:07:27.000+00:00,2023-10-20T12:43:40.000+00:00,2023-10-20T14:23:13.000+00:00,2023-10-20T15:00:57.000+00:00,2023-10-20T15:53:13.000+00:00,2023-10-20T16:20:29.000+00:00,2023-10-20T16:49:08.000+00:00
5152,Florent HAMARD,FINISHER,S-M0H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:12:11.000+00:00,2023-10-20T10:46:32.000+00:00,2023-10-20T12:26:03.000+00:00,2023-10-20T14:13:28.000+00:00,2023-10-20T14:51:14.000+00:00,2023-10-20T15:48:39.000+00:00,2023-10-20T16:22:33.000+00:00,2023-10-20T16:52:02.000+00:00
5371,Etienne GOMEZ,FINISHER,M3-M4H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:34:50.000+00:00,2023-10-20T11:17:22.000+00:00,2023-10-20T12:42:24.000+00:00,2023-10-20T14:12:39.000+00:00,2023-10-20T14:55:20.000+00:00,2023-10-20T15:51:45.000+00:00,2023-10-20T16:22:13.000+00:00,2023-10-20T16:52:10.000+00:00
5174,Chris POUYDEBAT,FINISHER,M3-M4H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:12:39.000+00:00,2023-10-20T10:48:54.000+00:00,2023-10-20T12:27:57.000+00:00,2023-10-20T14:02:20.000+00:00,2023-10-20T14:41:08.000+00:00,2023-10-20T15:48:44.000+00:00,2023-10-20T16:25:20.000+00:00,2023-10-20T16:54:06.000+00:00
5243,Fabien BELANGER,FINISHER,S-M0H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:09:23.000+00:00,2023-10-20T10:45:28.000+00:00,2023-10-20T12:26:47.000+00:00,2023-10-20T14:11:01.000+00:00,2023-10-20T14:51:01.000+00:00,2023-10-20T15:47:54.000+00:00,2023-10-20T16:22:11.000+00:00,2023-10-20T16:55:18.000+00:00
5532,Nicolas DEPETRIS,FINISHER,M1-M2H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:19:40.000+00:00,2023-10-20T11:01:48.000+00:00,2023-10-20T12:32:27.000+00:00,2023-10-20T14:21:23.000+00:00,2023-10-20T14:57:10.000+00:00,2023-10-20T15:51:26.000+00:00,2023-10-20T16:20:55.000+00:00,2023-10-20T16:56:56.000+00:00
5099,Alexia GRELLIER,FINISHER,S-M0F,FEMALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:15:20.000+00:00,2023-10-20T10:57:00.000+00:00,2023-10-20T12:42:05.000+00:00,2023-10-20T14:22:56.000+00:00,2023-10-20T15:01:08.000+00:00,2023-10-20T15:56:18.000+00:00,2023-10-20T16:24:57.000+00:00,2023-10-20T16:56:57.000+00:00
5460,Thibaud DUPONT,FINISHER,S-M0H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:22:54.000+00:00,2023-10-20T10:58:02.000+00:00,2023-10-20T12:36:58.000+00:00,2023-10-20T14:09:43.000+00:00,2023-10-20T14:47:47.000+00:00,2023-10-20T15:54:41.000+00:00,2023-10-20T16:25:30.000+00:00,2023-10-20T16:57:03.000+00:00
5006,Pauline DOUGUET,FINISHER,S-M0F,FEMALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:17:28.000+00:00,2023-10-20T10:56:40.000+00:00,2023-10-20T12:36:05.000+00:00,2023-10-20T14:16:31.000+00:00,2023-10-20T14:57:36.000+00:00,2023-10-20T15:52:41.000+00:00,2023-10-20T16:26:48.000+00:00,2023-10-20T16:58:08.000+00:00
5045,Mathieu FABRE,FINISHER,M1-M2H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:19:23.000+00:00,2023-10-20T10:57:19.000+00:00,2023-10-20T12:36:27.000+00:00,2023-10-20T14:19:46.000+00:00,2023-10-20T15:01:08.000+00:00,2023-10-20T15:56:19.000+00:00,2023-10-20T16:25:59.000+00:00,2023-10-20T17:15:13.000+00:00
5175,Thomas SPARFEL,FINISHER,M1-M2H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:15:50.000+00:00,2023-10-20T11:00:47.000+00:00,2023-10-20T12:36:27.000+00:00,2023-10-20T14:14:35.000+00:00,2023-10-20T14:56:05.000+00:00,2023-10-20T15:52:46.000+00:00,2023-10-20T16:24:17.000+00:00,2023-10-20T16:58:54.000+00:00
5614,Nicolas BENETEAU,FINISHER,S-M0H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:19:27.000+00:00,2023-10-20T10:59:15.000+00:00,2023-10-20T12:35:46.000+00:00,2023-10-20T14:18:37.000+00:00,2023-10-20T14:57:05.000+00:00,2023-10-20T15:58:30.000+00:00,2023-10-20T16:26:02.000+00:00,2023-10-20T16:59:22.000+00:00
5197,Fabrice HARDY,FINISHER,S-M0H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:09:18.000+00:00,2023-10-20T10:45:02.000+00:00,2023-10-20T12:24:49.000+00:00,2023-10-20T14:21:53.000+00:00,2023-10-20T15:07:27.000+00:00,2023-10-20T16:01:48.000+00:00,2023-10-20T16:32:50.000+00:00,2023-10-20T16:59:35.000+00:00
5057,Rémi VASSAL,FINISHER,M5-M6H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:07:30.000+00:00,2023-10-20T10:46:06.000+00:00,2023-10-20T12:29:22.000+00:00,2023-10-20T14:12:14.000+00:00,2023-10-20T14:56:47.000+00:00,2023-10-20T15:52:44.000+00:00,2023-10-20T16:29:43.000+00:00,2023-10-20T16:59:53.000+00:00
5147,Marie PICARD,FINISHER,S-M0F,FEMALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:19:56.000+00:00,2023-10-20T10:55:41.000+00:00,2023-10-20T12:30:56.000+00:00,2023-10-20T14:11:34.000+00:00,2023-10-20T14:53:46.000+00:00,2023-10-20T15:49:40.000+00:00,2023-10-20T16:23:26.000+00:00,2023-10-20T17:06:41.000+00:00
5177,Andre RANCÉ,FINISHER,M3-M4H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:19:40.000+00:00,2023-10-20T10:58:12.000+00:00,2023-10-20T12:45:00.000+00:00,2023-10-20T14:22:28.000+00:00,2023-10-20T15:05:18.000+00:00,2023-10-20T16:00:24.000+00:00,2023-10-20T16:38:41.000+00:00,2023-10-20T17:09:54.000+00:00
5419,Florian DORÉ,FINISHER,S-M0H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:24:35.000+00:00,2023-10-20T11:07:01.000+00:00,2023-10-20T12:44:08.000+00:00,2023-10-20T14:22:32.000+00:00,2023-10-20T15:03:47.000+00:00,2023-10-20T15:56:09.000+00:00,2023-10-20T16:25:41.000+00:00,2023-10-20T17:01:15.000+00:00
5674,Loic PAUGAM,FINISHER,M1-M2H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:32:35.000+00:00,2023-10-20T11:04:25.000+00:00,2023-10-20T12:42:14.000+00:00,2023-10-20T14:26:20.000+00:00,2023-10-20T15:08:10.000+00:00,2023-10-20T16:04:20.000+00:00,2023-10-20T16:37:56.000+00:00,2023-10-20T17:01:59.000+00:00
5407,Thibault CORBIERE,FINISHER,S-M0H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:37:13.000+00:00,2023-10-20T11:15:19.000+00:00,2023-10-20T12:55:45.000+00:00,2023-10-20T14:34:56.000+00:00,2023-10-20T15:15:56.000+00:00,2023-10-20T16:06:37.000+00:00,2023-10-20T16:35:34.000+00:00,2023-10-20T17:02:42.000+00:00
5141,Thierry BESSETTES,FINISHER,M5-M6H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:10:23.000+00:00,2023-10-20T10:52:34.000+00:00,2023-10-20T12:30:39.000+00:00,2023-10-20T14:16:54.000+00:00,2023-10-20T14:59:45.000+00:00,2023-10-20T15:59:45.000+00:00,2023-10-20T16:31:23.000+00:00,2023-10-20T17:03:51.000+00:00
5111,Patrick RENARD,FINISHER,M5-M6H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:10:23.000+00:00,2023-10-20T10:50:18.000+00:00,2023-10-20T12:30:56.000+00:00,2023-10-20T14:16:56.000+00:00,2023-10-20T15:02:08.000+00:00,2023-10-20T15:59:39.000+00:00,2023-10-20T16:31:20.000+00:00,2023-10-20T17:03:52.000+00:00
5160,Denis MANO,FINISHER,M3-M4H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:03:31.000+00:00,2023-10-20T10:49:49.000+00:00,2023-10-20T12:31:03.000+00:00,2023-10-20T14:15:37.000+00:00,2023-10-20T14:59:45.000+00:00,2023-10-20T15:59:33.000+00:00,2023-10-20T16:31:22.000+00:00,2023-10-20T17:03:52.000+00:00
5229,Julien GUINCHARD,FINISHER,M1-M2H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:08:43.000+00:00,2023-10-20T10:42:41.000+00:00,2023-10-20T12:26:12.000+00:00,2023-10-20T14:11:46.000+00:00,2023-10-20T14:57:05.000+00:00,2023-10-20T16:00:10.000+00:00,2023-10-20T16:35:27.000+00:00,2023-10-20T17:04:03.000+00:00
5171,Tanguy ROUVRAIS,FINISHER,S-M0H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T08:59:35.000+00:00,2023-10-20T10:32:41.000+00:00,2023-10-20T12:10:21.000+00:00,2023-10-20T14:00:53.000+00:00,2023-10-20T14:43:24.000+00:00,2023-10-20T15:44:14.000+00:00,2023-10-20T16:31:38.000+00:00,2023-10-20T17:04:52.000+00:00
5172,Alexis HUET,FINISHER,M1-M2H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T08:47:51.000+00:00,2023-10-20T10:16:50.000+00:00,2023-10-20T11:56:51.000+00:00,2023-10-20T14:00:52.000+00:00,2023-10-20T14:43:24.000+00:00,2023-10-20T15:44:15.000+00:00,2023-10-20T16:31:37.000+00:00,2023-10-20T17:04:52.000+00:00
5432,Lionel AGRINIER,FINISHER,M3-M4H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:26:16.000+00:00,2023-10-20T11:04:44.000+00:00,2023-10-20T12:53:41.000+00:00,2023-10-20T14:32:34.000+00:00,2023-10-20T15:10:41.000+00:00,2023-10-20T16:09:02.000+00:00,2023-10-20T16:40:37.000+00:00,2023-10-20T17:04:53.000+00:00
5287,Cyrille RONDEAU,FINISHER,M3-M4H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:00:42.000+00:00,2023-10-20T10:32:47.000+00:00,2023-10-20T12:18:22.000+00:00,2023-10-20T14:05:01.000+00:00,2023-10-20T14:48:33.000+00:00,2023-10-20T15:43:19.000+00:00,2023-10-20T16:31:51.000+00:00,2023-10-20T17:05:39.000+00:00
5289,Emmanuel CORBINEAU,FINISHER,M3-M4H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:00:42.000+00:00,2023-10-20T10:32:50.000+00:00,2023-10-20T12:18:22.000+00:00,2023-10-20T14:02:38.000+00:00,2023-10-20T14:48:34.000+00:00,2023-10-20T15:52:06.000+00:00,2023-10-20T16:31:51.000+00:00,2023-10-20T17:19:54.000+00:00
5212,Loran NICOLARDOT,FINISHER,M3-M4H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:25:57.000+00:00,2023-10-20T11:06:26.000+00:00,2023-10-20T12:47:46.000+00:00,2023-10-20T14:32:23.000+00:00,2023-10-20T15:14:08.000+00:00,2023-10-20T16:05:38.000+00:00,,2023-10-20T17:06:36.000+00:00
5642,Morgan JOUFFRAU,FINISHER,S-M0H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:41:44.000+00:00,2023-10-20T11:21:38.000+00:00,2023-10-20T13:03:34.000+00:00,2023-10-20T14:37:33.000+00:00,2023-10-20T15:18:28.000+00:00,2023-10-20T16:12:21.000+00:00,2023-10-20T16:39:40.000+00:00,2023-10-20T17:07:03.000+00:00
5509,Bruno ALLAIN,FINISHER,M3-M4H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:31:00.000+00:00,2023-10-20T11:15:44.000+00:00,2023-10-20T12:54:43.000+00:00,2023-10-20T14:31:45.000+00:00,2023-10-20T15:10:45.000+00:00,2023-10-20T16:04:05.000+00:00,2023-10-20T16:37:58.000+00:00,2023-10-20T17:07:45.000+00:00
5669,Antony BROUSIER,FINISHER,M1-M2H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:35:53.000+00:00,2023-10-20T11:13:21.000+00:00,2023-10-20T12:51:21.000+00:00,2023-10-20T14:31:34.000+00:00,2023-10-20T15:11:37.000+00:00,2023-10-20T16:07:26.000+00:00,2023-10-20T16:37:56.000+00:00,2023-10-20T17:08:20.000+00:00
5482,Romain CASTEL,FINISHER,S-M0H,MALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:30:03.000+00:00,2023-10-20T11:03:51.000+00:00,2023-10-20T12:50:51.000+00:00,2023-10-20T14:31:21.000+00:00,2023-10-20T15:12:11.000+00:00,2023-10-20T16:07:18.000+00:00,2023-10-20T16:37:09.000+00:00,2023-10-20T17:08:22.000+00:00
5356,Olivier GRIZIAUX,FINISHER,S-M0F,FEMALE,FR,2023-10-20T07:05:38.000+00:00,2023-10-20T09:29:05.000+00:00,2023-10-20T11:09:58.000+00:00,2023-10-20T12:48:51.000+00:00,2023-10-20T14:30:06.000+00:00,2023-10-20T15:10:50.000+00:00,2023-10-20T16:06:13.000+00:00,2023-10-20T16:38:39.000+00:00,2023-10-20T17:08:23.000+00:00
5075,Jean Marc BALANDIER,FINISHER,M3-M4H,MALE,FR,2023-10-20T06:50:38.000+00:00,2023-10-20T09:21:22.000+00:00,2023-10-20T10:57:28.000+00:00,2023-10-20T12:43:09.000+00:00,2023-10-20T14:21:53.000+00:00,2023-10-20T15:06:44.000+00:00,2023-10-20T16:05:32.000+00:00,2023-10-20T16:38:38.000+00:00,2023-10-20T17:08:36.000+00:00
