distance_cum,altitude,lon,lat
0,93,-4.35674,48.23174
16,93,-4.35672,48.2316
24,93,-4.35665,48.23154
50,92,-4.35659,48.23131
90,90,-4.35653,48.23095
232,86,-4.35653,48.22968
246,85,-4.35652,48.22955
313,82,-4.35736,48.22933
380,80,-4.35819,48.2291
447,78,-4.35903,48.22888
458,77,-4.35916,48.22883
542,74,-4.36022,48.22858
594,71,-4.36089,48.22843
646,69,-4.36155,48.22828
711,67,-4.36227,48.22795
772,64,-4.36285,48.22756
833,59,-4.36342,48.22717
849,57,-4.3635,48.22704
912,58,-4.36335,48.22648
942,57,-4.36375,48.22643
1022,53,-4.36464,48.22603
1053,53,-4.36477,48.22577
1061,50,-4.36475,48.2257
1069,50,-4.36486,48.22568
1131,48,-4.3655,48.22532
1193,46,-4.36613,48.22496
1282,43,-4.36669,48.22425
1307,42,-4.36688,48.22407
1368,40,-4.36761,48.22381
1445,37,-4.36812,48.22321
1514,35,-4.36872,48.22274
1603,32,-4.36965,48.22224
1701,29,-4.37075,48.22174
1792,27,-4.37173,48.22125
1864,24,-4.37202,48.22064
1919,21,-4.3723,48.22018
1955,20,-4.3726,48.21993
1984,19,-4.37291,48.21976
2019,18,-4.37313,48.21949
2052,17,-4.37333,48.21922
2065,17,-4.37346,48.21915
2090,17,-4.37359,48.21894
2144,14,-4.37373,48.21846
2188,13,-4.37399,48.21811
2223,12,-4.37425,48.21784
2245,12,-4.37432,48.21765
2251,12,-4.37429,48.2176
2263,12,-4.37414,48.21756
2271,11,-4.37415,48.21749
2297,11,-4.37408,48.21726
2347,9,-4.37473,48.21716
2368,8,-4.37497,48.21706
2379,8,-4.37507,48.21698
2389,8,-4.37518,48.21694
2402,7,-4.3752,48.21682
2420,7,-4.37509,48.21668
2462,8,-4.37474,48.21638
2513,8,-4.37429,48.21603
2550,8,-4.37401,48.21576
2798,7,-4.37218,48.21389
2882,7,-4.37157,48.21326
2955,6,-4.37101,48.21272
3029,7,-4.37045,48.21217
3114,7,-4.36985,48.21152
3198,7,-4.36934,48.21084
3238,8,-4.36915,48.21051
3294,11,-4.36892,48.21003
3351,16,-4.36869,48.20954
3362,18,-4.36871,48.20944
3383,19,-4.3689,48.2093
3405,20,-4.36918,48.20925
3430,24,-4.36937,48.20907
3445,26,-4.36951,48.20897
3456,27,-4.36951,48.20887
3466,28,-4.36958,48.2088
3485,29,-4.36959,48.20863
3525,28,-4.37002,48.20841
3586,28,-4.37073,48.20814
3615,28,-4.3711,48.20804
3631,27,-4.37127,48.20796
3644,27,-4.37138,48.20787
3654,27,-4.3715,48.20783
3684,27,-4.3719,48.20776
3713,27,-4.37228,48.20774
3733,28,-4.37253,48.20767
3755,29,-4.37277,48.20755
3778,29,-4.37298,48.2074
3808,29,-4.37317,48.20716
3833,28,-4.37326,48.20694
3840,28,-4.3732,48.2069
3878,29,-4.3727,48.20682
3902,30,-4.37242,48.20672
3921,31,-4.37216,48.20671
3935,31,-4.37197,48.20668
3940,31,-4.37192,48.20666
3951,31,-4.37183,48.20658
3960,31,-4.37174,48.20653
4024,29,-4.37087,48.20648
4043,29,-4.3707,48.20636
4062,26,-4.37045,48.20633
4076,25,-4.37028,48.20628
4085,25,-4.37021,48.20621
4099,24,-4.37007,48.20613
4112,23,-4.36998,48.20603
4118,22,-4.36995,48.20598
4127,22,-4.36995,48.2059
4136,21,-4.36988,48.20583
4157,20,-4.36962,48.20575
4187,19,-4.3693,48.20559
4222,17,-4.36885,48.20549
4275,17,-4.36815,48.20545
4279,17,-4.3681,48.20547
4289,17,-4.36796,48.20546
4298,17,-4.36787,48.20551
4323,18,-4.36756,48.2056
4337,19,-4.36744,48.2057
4364,19,-4.36711,48.20579
4412,20,-4.36667,48.20611
4425,20,-4.36653,48.20617
4441,20,-4.36632,48.20622
4459,18,-4.36608,48.20619
4482,17,-4.3658,48.20628
4514,16,-4.36538,48.20631
4527,15,-4.36521,48.20635
4535,15,-4.36512,48.20639
4540,15,-4.3651,48.20643
4570,17,-4.36512,48.2067
4575,18,-4.3651,48.20674
4589,18,-4.36491,48.20675
4601,18,-4.36477,48.20669
4612,18,-4.3647,48.20661
4616,18,-4.36465,48.20659
4625,18,-4.36453,48.20661
4648,19,-4.3643,48.20674
4669,20,-4.36402,48.20678
4673,20,-4.36397,48.20676
4695,18,-4.36399,48.20656
4704,17,-4.36388,48.20655
4743,16,-4.36336,48.20661
4806,19,-4.36256,48.20681
4840,19,-4.36212,48.20686
4856,18,-4.36191,48.20683
4867,17,-4.36177,48.20686
4897,18,-4.36139,48.20676
4911,19,-4.36125,48.20668
4918,19,-4.36116,48.20666
4936,20,-4.36101,48.20653
4942,20,-4.36094,48.20651
4952,21,-4.3608,48.20652
4979,22,-4.36055,48.20634
4989,22,-4.36043,48.20632
4998,23,-4.36031,48.20633
5064,29,-4.35947,48.20653
5088,30,-4.35916,48.20656
5108,30,-4.35889,48.20654
5145,28,-4.3586,48.20627
5169,26,-4.35839,48.2061
5179,26,-4.35832,48.20603
5191,25,-4.35834,48.20592
5205,25,-4.35846,48.20582
5257,20,-4.35899,48.20552
5279,20,-4.35869,48.2055
5319,20,-4.35818,48.20561
5344,20,-4.35785,48.20565
5367,21,-4.35756,48.20571
5399,22,-4.35714,48.20579
5467,26,-4.35628,48.20598
5535,27,-4.35541,48.20617
5579,26,-4.35487,48.20633
5621,28,-4.35433,48.20644
5657,30,-4.35384,48.20649
5674,31,-4.35362,48.20646
5697,31,-4.35332,48.20651
5766,34,-4.35245,48.20672
5789,32,-4.35222,48.20658
5844,27,-4.35149,48.20656
5851,25,-4.35144,48.20651
5863,23,-4.35128,48.20649
5941,17,-4.35036,48.20682
5969,14,-4.34999,48.20689
5987,13,-4.34978,48.20696
6007,12,-4.34961,48.2071
6066,9,-4.3492,48.20755
6117,6,-4.34856,48.20737
6135,6,-4.34835,48.2073
6140,7,-4.34828,48.20729
6157,8,-4.34806,48.20734
6162,9,-4.34809,48.2073
6192,12,-4.34806,48.20704
6197,12,-4.34803,48.207
6211,13,-4.34811,48.20688
6215,15,-4.34811,48.20685
6242,16,-4.3479,48.20665
6252,16,-4.3479,48.20656
6264,15,-4.34797,48.20646
6270,15,-4.34795,48.20641
6277,15,-4.34788,48.20637
6292,14,-4.34767,48.20637
6299,14,-4.34762,48.20632
6307,13,-4.34759,48.20625
6312,13,-4.34755,48.20622
6336,13,-4.34722,48.20619
6364,15,-4.34687,48.20626
6374,15,-4.34673,48.20626
6403,17,-4.34637,48.20635
6421,18,-4.34612,48.20633
6446,21,-4.34581,48.20639
6499,25,-4.34511,48.20647
6517,27,-4.3449,48.20656
6542,29,-4.34458,48.20662
6559,29,-4.34436,48.20657
6585,30,-4.34401,48.20658
6629,27,-4.34347,48.20643
6642,27,-4.3433,48.20641
6711,28,-4.34236,48.20639
6763,35,-4.34168,48.20645
6796,35,-4.34124,48.20652
6809,35,-4.34107,48.2065
6830,34,-4.34086,48.20638
6837,33,-4.34084,48.20632
6848,31,-4.34093,48.20624
6853,31,-4.34091,48.2062
6859,30,-4.34086,48.20615
6873,29,-4.34072,48.20607
6881,28,-4.34067,48.20601
6895,26,-4.34067,48.20588
6901,26,-4.34063,48.20584
6917,23,-4.34046,48.20575
6949,21,-4.34004,48.20568
6975,20,-4.33969,48.20565
7018,20,-4.33915,48.20577
7048,20,-4.33875,48.20578
7060,19,-4.33873,48.20567
7072,16,-4.33873,48.20556
7079,16,-4.33866,48.20553
7152,13,-4.33769,48.20563
7189,14,-4.33737,48.20589
7221,16,-4.33744,48.20617
7258,21,-4.33739,48.2065
7294,21,-4.33707,48.20674
7332,19,-4.33657,48.20683
7382,16,-4.33596,48.20701
7433,15,-4.33528,48.20708
7471,16,-4.33486,48.20728
7488,16,-4.33464,48.20729
7501,15,-4.33448,48.20723
7540,13,-4.33408,48.20701
7549,13,-4.33401,48.20694
7560,12,-4.33396,48.20685
7574,12,-4.33385,48.20675
7585,10,-4.33373,48.20669
7602,10,-4.33352,48.20663
7651,12,-4.33328,48.20704
7729,8,-4.3323,48.2068
7762,8,-4.33185,48.2068
7781,8,-4.33162,48.20673
7789,8,-4.33152,48.20669
7841,11,-4.33127,48.20626
7865,11,-4.3312,48.20605
7879,12,-4.3311,48.20594
7895,12,-4.33094,48.20584
7912,13,-4.33073,48.20579
7924,13,-4.33057,48.20578
7998,14,-4.32983,48.20533
8041,14,-4.32934,48.20513
8072,13,-4.32897,48.205
8141,15,-4.32808,48.20481
8211,17,-4.32719,48.20461
8233,19,-4.32693,48.20452
8262,22,-4.32662,48.20436
8314,25,-4.32616,48.20401
8350,25,-4.32641,48.20373
8371,25,-4.3266,48.2036
8414,24,-4.32704,48.20335
8421,24,-4.32707,48.20329
8442,25,-4.32707,48.2031
8448,25,-4.32709,48.20305
8483,24,-4.3274,48.20281
8509,22,-4.32761,48.20262
8531,20,-4.32768,48.20243
8542,19,-4.32768,48.20233
8553,18,-4.32756,48.20227
8569,18,-4.32735,48.20225
8626,19,-4.32659,48.20225
8683,17,-4.32582,48.20225
8717,18,-4.3254,48.20237
8745,19,-4.32507,48.2025
8823,26,-4.32413,48.20281
8843,23,-4.32388,48.20277
8857,21,-4.32369,48.20277
8882,19,-4.32336,48.20281
8904,17,-4.32309,48.20289
8932,14,-4.3228,48.20305
8970,11,-4.32247,48.20331
