bib,name,status,category,sex,country,Hell-Bourg,Merles,Sen. Scout,Aurère,Deux Bras,Dos d'Ane,Ratinaud,Possession,Chaloupe,Colorado,St Denis
3690,Mathias BERTIAU,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:26:36.000+04:00,2024-10-18T03:46:34.000+04:00,2024-10-18T05:10:52.000+04:00,2024-10-18T06:06:36.000+04:00,2024-10-18T07:40:45.000+04:00,2024-10-18T08:08:20.000+04:00,2024-10-18T09:51:35.000+04:00,2024-10-18T11:26:08.000+04:00,2024-10-18T13:24:21.000+04:00,2024-10-18T14:24:17.000+04:00
4329,Ewen HAMON,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:35:11.000+04:00,2024-10-18T03:54:35.000+04:00,2024-10-18T05:25:08.000+04:00,2024-10-18T06:25:52.000+04:00,2024-10-18T08:16:18.000+04:00,2024-10-18T08:41:25.000+04:00,2024-10-18T10:22:15.000+04:00,2024-10-18T11:43:33.000+04:00,2024-10-18T13:37:23.000+04:00,2024-10-18T14:24:31.000+04:00
4171,Benoit LEBIS,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:43:02.000+04:00,2024-10-18T04:00:36.000+04:00,2024-10-18T05:17:04.000+04:00,2024-10-18T06:09:21.000+04:00,2024-10-18T07:39:44.000+04:00,2024-10-18T08:01:12.000+04:00,2024-10-18T09:28:47.000+04:00,2024-10-18T11:17:56.000+04:00,2024-10-18T13:33:44.000+04:00,2024-10-18T14:24:43.000+04:00
3447,Dusty LOUVIGNE,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:36:35.000+04:00,2024-10-18T03:59:25.000+04:00,2024-10-18T05:20:50.000+04:00,2024-10-18T06:15:00.000+04:00,2024-10-18T07:40:41.000+04:00,2024-10-18T08:07:21.000+04:00,2024-10-18T09:35:44.000+04:00,2024-10-18T11:12:28.000+04:00,2024-10-18T13:16:22.000+04:00,2024-10-18T14:25:08.000+04:00
4289,Pierre MEIGNAN,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:37:19.000+04:00,2024-10-18T03:57:51.000+04:00,,2024-10-18T06:17:15.000+04:00,2024-10-18T07:42:38.000+04:00,2024-10-18T08:07:38.000+04:00,2024-10-18T09:33:42.000+04:00,2024-10-18T11:10:40.000+04:00,2024-10-18T13:17:39.000+04:00,2024-10-18T14:25:31.000+04:00
3370,Jean-Yves MAURICE,FINISHER,M2 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:35:54.000+04:00,2024-10-18T03:55:03.000+04:00,2024-10-18T05:20:39.000+04:00,2024-10-18T06:19:39.000+04:00,2024-10-18T07:47:37.000+04:00,2024-10-18T08:10:37.000+04:00,2024-10-18T09:37:32.000+04:00,2024-10-18T11:17:43.000+04:00,2024-10-18T13:22:45.000+04:00,2024-10-18T14:25:36.000+04:00
4344,Charles FOLLIET,FINISHER,M2 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:20:37.000+04:00,2024-10-18T03:42:12.000+04:00,2024-10-18T05:03:09.000+04:00,2024-10-18T06:06:47.000+04:00,2024-10-18T07:39:17.000+04:00,2024-10-18T08:05:15.000+04:00,2024-10-18T09:53:32.000+04:00,2024-10-18T11:08:05.000+04:00,2024-10-18T13:27:12.000+04:00,2024-10-18T14:25:56.000+04:00
3671,Sébastien DIJOUX,FINISHER,M0 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:21:46.000+04:00,2024-10-18T03:40:56.000+04:00,2024-10-18T05:13:40.000+04:00,2024-10-18T06:12:13.000+04:00,2024-10-18T07:40:55.000+04:00,2024-10-18T08:05:04.000+04:00,2024-10-18T09:31:05.000+04:00,2024-10-18T11:05:59.000+04:00,2024-10-18T13:17:46.000+04:00,2024-10-18T14:27:28.000+04:00
3764,Léo TETREL,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:38:40.000+04:00,2024-10-18T03:59:30.000+04:00,2024-10-18T05:22:15.000+04:00,2024-10-18T06:22:46.000+04:00,2024-10-18T07:50:01.000+04:00,2024-10-18T08:17:40.000+04:00,2024-10-18T10:01:08.000+04:00,2024-10-18T11:24:37.000+04:00,2024-10-18T13:30:29.000+04:00,2024-10-18T14:28:42.000+04:00
4266,Richard GURICOLAS,FINISHER,M2 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:28:35.000+04:00,2024-10-18T03:48:06.000+04:00,2024-10-18T05:15:20.000+04:00,2024-10-18T06:15:23.000+04:00,2024-10-18T07:48:35.000+04:00,2024-10-18T08:14:00.000+04:00,2024-10-18T10:00:19.000+04:00,2024-10-18T11:27:04.000+04:00,2024-10-18T13:31:35.000+04:00,2024-10-18T14:28:59.000+04:00
4065,Gerald LAO YIP SEIN,FINISHER,M4 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:37:34.000+04:00,2024-10-18T03:59:17.000+04:00,2024-10-18T05:35:20.000+04:00,2024-10-18T06:36:47.000+04:00,2024-10-18T08:06:10.000+04:00,2024-10-18T08:31:54.000+04:00,2024-10-18T10:05:59.000+04:00,2024-10-18T11:32:45.000+04:00,2024-10-18T13:30:58.000+04:00,2024-10-18T15:03:34.000+04:00
3751,Romain GUICHARD,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:36:17.000+04:00,2024-10-18T03:58:05.000+04:00,2024-10-18T05:17:58.000+04:00,2024-10-18T06:16:37.000+04:00,2024-10-18T07:49:19.000+04:00,2024-10-18T08:15:26.000+04:00,2024-10-18T09:46:43.000+04:00,2024-10-18T11:11:04.000+04:00,2024-10-18T13:27:37.000+04:00,2024-10-18T14:31:18.000+04:00
3742,Yann BEVIN,FINISHER,M3 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:39:03.000+04:00,2024-10-18T04:02:47.000+04:00,2024-10-18T05:29:37.000+04:00,2024-10-18T06:32:16.000+04:00,2024-10-18T07:57:37.000+04:00,2024-10-18T08:26:44.000+04:00,2024-10-18T10:00:37.000+04:00,2024-10-18T11:36:02.000+04:00,2024-10-18T13:31:14.000+04:00,2024-10-18T14:31:28.000+04:00
3583,Olivier IBANES,FINISHER,M2 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:56:27.000+04:00,2024-10-18T04:17:23.000+04:00,2024-10-18T05:50:17.000+04:00,2024-10-18T06:53:41.000+04:00,2024-10-18T08:28:03.000+04:00,2024-10-18T08:51:45.000+04:00,2024-10-18T10:14:48.000+04:00,2024-10-18T11:44:01.000+04:00,2024-10-18T13:41:02.000+04:00,2024-10-18T14:31:28.000+04:00
3911,Alexandre SAMPER,FINISHER,M0 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:48:12.000+04:00,2024-10-18T04:13:12.000+04:00,2024-10-18T05:41:56.000+04:00,2024-10-18T06:43:03.000+04:00,2024-10-18T08:13:36.000+04:00,2024-10-18T08:37:48.000+04:00,2024-10-18T10:17:10.000+04:00,2024-10-18T11:33:20.000+04:00,2024-10-18T13:38:08.000+04:00,2024-10-18T14:31:37.000+04:00
4386,Davy SAVABIDY,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:40:22.000+04:00,2024-10-18T04:01:04.000+04:00,2024-10-18T05:31:03.000+04:00,2024-10-18T06:26:36.000+04:00,2024-10-18T07:47:57.000+04:00,2024-10-18T08:10:16.000+04:00,2024-10-18T09:42:21.000+04:00,2024-10-18T11:30:59.000+04:00,2024-10-18T13:43:14.000+04:00,2024-10-18T15:07:19.000+04:00
3564,Xavier ROY,FINISHER,SE H,MALE,FR,2024-10-18T01:09:53.000+04:00,2024-10-18T04:18:23.000+04:00,2024-10-18T04:42:48.000+04:00,2024-10-18T06:15:47.000+04:00,2024-10-18T07:16:40.000+04:00,2024-10-18T08:42:20.000+04:00,2024-10-18T09:06:31.000+04:00,2024-10-18T10:42:18.000+04:00,2024-10-18T12:01:22.000+04:00,2024-10-18T13:45:32.000+04:00,2024-10-18T14:32:51.000+04:00
3590,Nicolas POLAILLON,FINISHER,M3 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T04:01:26.000+04:00,2024-10-18T04:23:20.000+04:00,2024-10-18T05:57:41.000+04:00,2024-10-18T07:05:17.000+04:00,2024-10-18T08:31:13.000+04:00,2024-10-18T08:55:55.000+04:00,2024-10-18T10:24:21.000+04:00,2024-10-18T11:47:14.000+04:00,2024-10-18T13:43:06.000+04:00,2024-10-18T14:32:54.000+04:00
3123,Charles ROGER,FINISHER,M0 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:38:17.000+04:00,2024-10-18T03:58:55.000+04:00,2024-10-18T05:24:52.000+04:00,2024-10-18T06:22:03.000+04:00,2024-10-18T07:55:03.000+04:00,2024-10-18T08:21:03.000+04:00,2024-10-18T09:50:01.000+04:00,2024-10-18T11:35:04.000+04:00,2024-10-18T13:42:21.000+04:00,2024-10-18T14:33:27.000+04:00
3166,Mathieu LEDENT,FINISHER,SE H,MALE,BE,2024-10-18T01:09:53.000+04:00,2024-10-18T03:39:27.000+04:00,2024-10-18T03:58:47.000+04:00,2024-10-18T05:18:51.000+04:00,2024-10-18T06:14:38.000+04:00,2024-10-18T07:42:59.000+04:00,2024-10-18T08:08:56.000+04:00,2024-10-18T10:01:12.000+04:00,2024-10-18T11:24:59.000+04:00,2024-10-18T13:30:52.000+04:00,2024-10-18T15:58:45.000+04:00
3949,Johanne Laurent MORIN,FINISHER,M2 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:36:23.000+04:00,2024-10-18T04:03:33.000+04:00,2024-10-18T05:39:04.000+04:00,2024-10-18T06:42:47.000+04:00,2024-10-18T08:13:48.000+04:00,2024-10-18T08:38:48.000+04:00,2024-10-18T10:03:09.000+04:00,2024-10-18T11:28:32.000+04:00,2024-10-18T13:33:26.000+04:00,2024-10-18T14:33:42.000+04:00
4078,Patrick PORRU,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:40:37.000+04:00,2024-10-18T04:01:33.000+04:00,2024-10-18T05:26:38.000+04:00,2024-10-18T06:25:22.000+04:00,2024-10-18T07:50:14.000+04:00,2024-10-18T08:13:43.000+04:00,2024-10-18T09:51:54.000+04:00,2024-10-18T11:31:43.000+04:00,2024-10-18T13:38:22.000+04:00,2024-10-18T14:34:10.000+04:00
3581,Amaury JUNGES,FINISHER,SE H,MALE,FR,2024-10-18T01:09:53.000+04:00,2024-10-18T03:47:02.000+04:00,2024-10-18T04:12:17.000+04:00,2024-10-18T05:35:48.000+04:00,2024-10-18T06:30:30.000+04:00,2024-10-18T08:04:05.000+04:00,2024-10-18T08:29:20.000+04:00,2024-10-18T10:02:47.000+04:00,2024-10-18T11:26:13.000+04:00,2024-10-18T13:34:31.000+04:00,2024-10-18T14:34:42.000+04:00
3193,Lucas CECCHETTO,FINISHER,M0 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:45:21.000+04:00,2024-10-18T04:07:45.000+04:00,2024-10-18T05:32:29.000+04:00,2024-10-18T06:30:41.000+04:00,2024-10-18T08:01:54.000+04:00,2024-10-18T08:26:15.000+04:00,2024-10-18T09:53:19.000+04:00,2024-10-18T11:31:05.000+04:00,2024-10-18T13:31:57.000+04:00,2024-10-18T14:34:51.000+04:00
4339,Erwan LE PAGE,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:44:20.000+04:00,2024-10-18T04:07:52.000+04:00,2024-10-18T05:37:44.000+04:00,2024-10-18T06:43:29.000+04:00,2024-10-18T08:14:33.000+04:00,2024-10-18T08:39:12.000+04:00,2024-10-18T10:17:12.000+04:00,2024-10-18T11:45:14.000+04:00,2024-10-18T13:39:09.000+04:00,2024-10-18T14:34:57.000+04:00
4205,Pierre BOUSSAUD,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:28:58.000+04:00,2024-10-18T03:49:32.000+04:00,2024-10-18T05:10:34.000+04:00,2024-10-18T06:14:43.000+04:00,2024-10-18T07:51:02.000+04:00,2024-10-18T08:15:17.000+04:00,2024-10-18T10:11:37.000+04:00,2024-10-18T11:35:31.000+04:00,2024-10-18T13:46:44.000+04:00,2024-10-18T14:34:57.000+04:00
3854,Lisiane CHAPELIN,FINISHER,M3 F,FEMALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:47:41.000+04:00,2024-10-18T04:08:39.000+04:00,2024-10-18T05:38:07.000+04:00,2024-10-18T06:35:41.000+04:00,2024-10-18T08:03:01.000+04:00,2024-10-18T08:30:18.000+04:00,2024-10-18T09:59:17.000+04:00,2024-10-18T11:26:16.000+04:00,2024-10-18T13:34:58.000+04:00,2024-10-18T14:48:27.000+04:00
3071,Hugo SOUBEYRAND,FINISHER,SE H,MALE,FR,2024-10-18T01:09:53.000+04:00,2024-10-18T03:56:21.000+04:00,2024-10-18T04:22:52.000+04:00,2024-10-18T05:50:43.000+04:00,2024-10-18T06:48:51.000+04:00,2024-10-18T08:18:34.000+04:00,2024-10-18T08:42:26.000+04:00,2024-10-18T10:12:24.000+04:00,2024-10-18T11:44:07.000+04:00,2024-10-18T13:45:48.000+04:00,2024-10-18T15:18:13.000+04:00
3654,Robin GOUGON,FINISHER,SE H,MALE,RE,2024-10-18T01:09:53.000+04:00,2024-10-18T04:00:09.000+04:00,2024-10-18T04:20:50.000+04:00,2024-10-18T05:46:51.000+04:00,2024-10-18T06:44:49.000+04:00,2024-10-18T08:14:07.000+04:00,2024-10-18T08:38:44.000+04:00,2024-10-18T10:04:17.000+04:00,2024-10-18T11:32:37.000+04:00,2024-10-18T13:45:29.000+04:00,2024-10-18T14:37:19.000+04:00
3717,Emmanuel BOUILLOT,FINISHER,M0 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:28:06.000+04:00,2024-10-18T03:48:26.000+04:00,2024-10-18T05:10:45.000+04:00,2024-10-18T06:09:32.000+04:00,2024-10-18T07:41:34.000+04:00,2024-10-18T08:06:58.000+04:00,2024-10-18T09:39:41.000+04:00,2024-10-18T11:13:45.000+04:00,2024-10-18T13:30:54.000+04:00,2024-10-18T14:37:31.000+04:00
3315,Ludovic TRUCA,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:44:27.000+04:00,2024-10-18T04:06:39.000+04:00,2024-10-18T05:41:05.000+04:00,2024-10-18T06:48:35.000+04:00,2024-10-18T08:14:48.000+04:00,2024-10-18T08:42:45.000+04:00,2024-10-18T10:16:32.000+04:00,2024-10-18T11:44:33.000+04:00,2024-10-18T13:43:10.000+04:00,2024-10-18T14:37:43.000+04:00
3666,Roger LAURENT,FINISHER,M2 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:29:01.000+04:00,2024-10-18T03:50:00.000+04:00,2024-10-18T05:15:46.000+04:00,2024-10-18T06:18:17.000+04:00,2024-10-18T07:49:42.000+04:00,2024-10-18T08:13:56.000+04:00,2024-10-18T09:39:15.000+04:00,2024-10-18T11:39:06.000+04:00,2024-10-18T13:46:57.000+04:00,2024-10-18T14:37:56.000+04:00
3340,Thomas IMIZA,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:33:53.000+04:00,2024-10-18T03:56:56.000+04:00,2024-10-18T05:21:09.000+04:00,2024-10-18T06:22:35.000+04:00,2024-10-18T07:53:10.000+04:00,2024-10-18T08:19:45.000+04:00,2024-10-18T09:54:45.000+04:00,2024-10-18T11:51:20.000+04:00,2024-10-18T13:54:06.000+04:00,2024-10-18T14:53:06.000+04:00
3415,Arnaud BONCHE,FINISHER,M0 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:38:05.000+04:00,2024-10-18T04:01:24.000+04:00,2024-10-18T05:31:30.000+04:00,2024-10-18T06:48:13.000+04:00,2024-10-18T08:15:13.000+04:00,2024-10-18T08:40:32.000+04:00,2024-10-18T10:25:51.000+04:00,2024-10-18T11:46:59.000+04:00,2024-10-18T13:48:51.000+04:00,2024-10-18T14:38:40.000+04:00
3467,Emile BREUILLOT,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:42:18.000+04:00,2024-10-18T04:06:27.000+04:00,2024-10-18T05:31:40.000+04:00,2024-10-18T06:26:56.000+04:00,2024-10-18T07:57:06.000+04:00,2024-10-18T08:22:16.000+04:00,2024-10-18T10:01:53.000+04:00,2024-10-18T11:39:34.000+04:00,2024-10-18T13:39:37.000+04:00,2024-10-18T17:07:39.000+04:00
4417,Thomas SOURICE,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:32:37.000+04:00,2024-10-18T03:54:50.000+04:00,2024-10-18T05:17:21.000+04:00,2024-10-18T06:18:15.000+04:00,2024-10-18T07:47:18.000+04:00,2024-10-18T08:13:08.000+04:00,2024-10-18T09:54:28.000+04:00,2024-10-18T11:36:14.000+04:00,2024-10-18T13:40:48.000+04:00,2024-10-18T14:39:05.000+04:00
3380,Pierrick BELUS,FINISHER,M0 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:17:02.000+04:00,2024-10-18T03:33:16.000+04:00,2024-10-18T05:00:45.000+04:00,2024-10-18T06:04:59.000+04:00,2024-10-18T07:38:28.000+04:00,2024-10-18T08:05:47.000+04:00,2024-10-18T10:00:21.000+04:00,2024-10-18T11:16:23.000+04:00,2024-10-18T13:26:42.000+04:00,2024-10-18T14:39:11.000+04:00
4116,Jean Pascal VANDENESSE,FINISHER,M3 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:39:27.000+04:00,2024-10-18T04:04:04.000+04:00,2024-10-18T05:35:43.000+04:00,2024-10-18T06:39:23.000+04:00,2024-10-18T08:13:52.000+04:00,2024-10-18T08:37:57.000+04:00,2024-10-18T10:05:14.000+04:00,2024-10-18T11:39:10.000+04:00,2024-10-18T13:48:55.000+04:00,2024-10-18T14:39:15.000+04:00
3867,Lionel DE MIRANDA,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:40:28.000+04:00,2024-10-18T04:02:22.000+04:00,2024-10-18T05:28:10.000+04:00,2024-10-18T06:27:53.000+04:00,2024-10-18T07:59:56.000+04:00,2024-10-18T08:27:15.000+04:00,2024-10-18T10:10:57.000+04:00,2024-10-18T11:43:27.000+04:00,2024-10-18T13:43:02.000+04:00,2024-10-18T14:39:51.000+04:00
4525,Camille AGUESSE,FINISHER,SE F,FEMALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:30:41.000+04:00,2024-10-18T03:51:05.000+04:00,2024-10-18T05:19:33.000+04:00,2024-10-18T06:16:46.000+04:00,2024-10-18T07:42:13.000+04:00,2024-10-18T08:05:17.000+04:00,2024-10-18T09:30:24.000+04:00,2024-10-18T11:04:32.000+04:00,2024-10-18T13:34:26.000+04:00,2024-10-18T14:42:34.000+04:00
4334,Louise DE BONHOME,FINISHER,SE F,FEMALE,BE,2024-10-18T00:59:52.000+04:00,2024-10-18T03:42:08.000+04:00,2024-10-18T04:06:17.000+04:00,2024-10-18T05:31:38.000+04:00,2024-10-18T06:32:29.000+04:00,2024-10-18T07:58:59.000+04:00,2024-10-18T08:25:38.000+04:00,2024-10-18T09:56:20.000+04:00,2024-10-18T11:31:32.000+04:00,2024-10-18T13:38:53.000+04:00,2024-10-18T14:43:37.000+04:00
3366,Pierre POTEL,FINISHER,M1 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:28:18.000+04:00,2024-10-18T03:48:19.000+04:00,2024-10-18T05:09:27.000+04:00,2024-10-18T06:07:38.000+04:00,2024-10-18T07:34:19.000+04:00,2024-10-18T08:00:52.000+04:00,2024-10-18T09:36:28.000+04:00,2024-10-18T11:06:21.000+04:00,2024-10-18T13:39:20.000+04:00,2024-10-18T14:43:42.000+04:00
3111,Paul GERARD,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:47:09.000+04:00,2024-10-18T04:09:06.000+04:00,,2024-10-18T06:38:32.000+04:00,2024-10-18T08:11:41.000+04:00,2024-10-18T08:36:11.000+04:00,2024-10-18T10:28:05.000+04:00,2024-10-18T11:56:12.000+04:00,2024-10-18T13:51:12.000+04:00,2024-10-18T14:46:49.000+04:00
3100,Jordan LE VEXIER,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:45:54.000+04:00,2024-10-18T04:17:40.000+04:00,2024-10-18T05:45:38.000+04:00,2024-10-18T06:49:13.000+04:00,2024-10-18T08:22:48.000+04:00,2024-10-18T08:47:35.000+04:00,2024-10-18T10:17:08.000+04:00,2024-10-18T11:49:54.000+04:00,2024-10-18T13:57:21.000+04:00,2024-10-18T14:45:20.000+04:00
3886,Thomas WILLEMSE,FINISHER,M0 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:56:02.000+04:00,2024-10-18T04:20:36.000+04:00,2024-10-18T05:49:50.000+04:00,2024-10-18T06:50:37.000+04:00,2024-10-18T08:17:04.000+04:00,2024-10-18T08:45:15.000+04:00,2024-10-18T10:27:02.000+04:00,2024-10-18T11:49:25.000+04:00,2024-10-18T13:48:15.000+04:00,2024-10-18T14:45:58.000+04:00
3458,Adrien HALLOIN,FINISHER,SE H,MALE,FR,2024-10-18T01:09:53.000+04:00,2024-10-18T04:03:36.000+04:00,2024-10-18T04:24:49.000+04:00,2024-10-18T05:59:35.000+04:00,2024-10-18T06:58:32.000+04:00,2024-10-18T08:26:17.000+04:00,2024-10-18T08:54:41.000+04:00,2024-10-18T10:28:52.000+04:00,2024-10-18T11:53:37.000+04:00,2024-10-18T13:48:23.000+04:00,2024-10-18T14:46:20.000+04:00
3627,David MOREAU,FINISHER,M4 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:37:26.000+04:00,2024-10-18T03:59:19.000+04:00,2024-10-18T05:28:27.000+04:00,2024-10-18T06:43:24.000+04:00,2024-10-18T08:14:46.000+04:00,2024-10-18T08:45:03.000+04:00,2024-10-18T10:24:02.000+04:00,2024-10-18T11:49:32.000+04:00,2024-10-18T13:50:43.000+04:00,2024-10-18T14:46:27.000+04:00
3003,Willy JEANNEAU,FINISHER,M4 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:42:24.000+04:00,2024-10-18T04:05:58.000+04:00,2024-10-18T05:40:30.000+04:00,2024-10-18T06:41:59.000+04:00,2024-10-18T08:21:01.000+04:00,2024-10-18T08:46:30.000+04:00,2024-10-18T10:30:10.000+04:00,2024-10-18T11:50:41.000+04:00,2024-10-18T13:53:02.000+04:00,2024-10-18T14:46:36.000+04:00
4461,Pierre CHARLIER,FINISHER,M1 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:22:08.000+04:00,2024-10-18T03:41:25.000+04:00,2024-10-18T05:01:32.000+04:00,2024-10-18T05:59:16.000+04:00,2024-10-18T07:27:45.000+04:00,2024-10-18T07:55:38.000+04:00,2024-10-18T09:32:30.000+04:00,2024-10-18T11:17:19.000+04:00,2024-10-18T13:41:49.000+04:00,2024-10-18T14:46:56.000+04:00
4167,Nicolas HUREZ,FINISHER,M0 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:42:04.000+04:00,2024-10-18T04:03:52.000+04:00,2024-10-18T05:42:06.000+04:00,2024-10-18T06:56:30.000+04:00,2024-10-18T08:27:26.000+04:00,2024-10-18T08:51:56.000+04:00,2024-10-18T10:20:38.000+04:00,2024-10-18T11:47:15.000+04:00,2024-10-18T13:50:16.000+04:00,2024-10-18T14:51:02.000+04:00
3249,Clement BESSON,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:36:31.000+04:00,2024-10-18T03:57:25.000+04:00,2024-10-18T05:28:38.000+04:00,2024-10-18T06:26:21.000+04:00,2024-10-18T08:00:52.000+04:00,2024-10-18T08:24:05.000+04:00,2024-10-18T10:29:09.000+04:00,2024-10-18T11:49:53.000+04:00,2024-10-18T13:54:32.000+04:00,2024-10-18T14:47:30.000+04:00
3641,Zoé ALVAREZ,FINISHER,SE F,FEMALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:32:00.000+04:00,2024-10-18T03:53:35.000+04:00,2024-10-18T05:23:26.000+04:00,2024-10-18T06:25:41.000+04:00,2024-10-18T07:54:15.000+04:00,2024-10-18T08:22:04.000+04:00,2024-10-18T10:06:04.000+04:00,2024-10-18T11:35:35.000+04:00,2024-10-18T13:41:28.000+04:00,2024-10-18T14:47:43.000+04:00
4114,Romain OUDIN,FINISHER,M0 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:28:45.000+04:00,2024-10-18T03:50:40.000+04:00,2024-10-18T05:18:41.000+04:00,2024-10-18T06:21:39.000+04:00,2024-10-18T07:54:23.000+04:00,2024-10-18T08:18:17.000+04:00,2024-10-18T09:50:45.000+04:00,2024-10-18T11:33:02.000+04:00,2024-10-18T13:50:19.000+04:00,2024-10-18T14:48:12.000+04:00
4198,Henri Claude POBREZO,FINISHER,M0 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:37:27.000+04:00,2024-10-18T03:56:45.000+04:00,2024-10-18T06:03:18.000+04:00,2024-10-18T07:11:01.000+04:00,2024-10-18T08:25:56.000+04:00,2024-10-18T08:50:08.000+04:00,2024-10-18T10:20:19.000+04:00,2024-10-18T11:53:27.000+04:00,2024-10-18T14:01:02.000+04:00,2024-10-18T14:49:25.000+04:00
4119,Mickaël DOURDAINE,FINISHER,M0 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:39:25.000+04:00,2024-10-18T04:01:20.000+04:00,2024-10-18T05:40:03.000+04:00,2024-10-18T06:42:53.000+04:00,2024-10-18T08:14:20.000+04:00,2024-10-18T08:42:39.000+04:00,2024-10-18T10:15:47.000+04:00,2024-10-18T11:50:31.000+04:00,2024-10-18T13:54:39.000+04:00,2024-10-18T14:50:02.000+04:00
3008,Alexandre PETIT,FINISHER,M0 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:53:48.000+04:00,2024-10-18T04:16:42.000+04:00,2024-10-18T05:47:24.000+04:00,2024-10-18T06:50:02.000+04:00,2024-10-18T08:23:40.000+04:00,2024-10-18T08:50:25.000+04:00,2024-10-18T10:20:25.000+04:00,2024-10-18T11:55:59.000+04:00,2024-10-18T13:55:41.000+04:00,2024-10-18T14:51:23.000+04:00
3802,Benedicte GEFFROY,FINISHER,SE F,FEMALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:48:13.000+04:00,2024-10-18T04:12:27.000+04:00,2024-10-18T05:47:33.000+04:00,2024-10-18T06:49:31.000+04:00,2024-10-18T08:20:56.000+04:00,2024-10-18T08:47:37.000+04:00,2024-10-18T10:16:21.000+04:00,2024-10-18T11:52:23.000+04:00,2024-10-18T13:49:18.000+04:00,2024-10-18T14:51:48.000+04:00
4099,Matthias FERRON,FINISHER,M0 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:50:30.000+04:00,2024-10-18T04:15:37.000+04:00,2024-10-18T05:44:10.000+04:00,2024-10-18T06:50:18.000+04:00,2024-10-18T08:23:03.000+04:00,2024-10-18T08:49:16.000+04:00,2024-10-18T10:24:25.000+04:00,2024-10-18T11:59:54.000+04:00,2024-10-18T14:04:10.000+04:00,2024-10-18T14:52:30.000+04:00
